workId,axisId,state,value,confidence,refs,observation,limitation
work-53fb816835ab36e40a1f,artRealism,known,2,0.91,shueisha-vol2-adr08;shueisha-vol2-adr12;shueisha-vol2-adr14;shueisha-vol2-adr16;shueisha-vol3-adr16;shueisha-vol3-adr18,"Coherent bodies, hands, clothing, terrain, and constructed spaces remain paired with enlarged eyes, elastic expressions, exaggerated musculature, and supernatural deformation across both selected contexts.","Official standard volumes 2 and 3 six-frame body sample only; both panel reviewers independently chose general stylization and the adjudicator confirmed the value 2 anchor."
work-53fb816835ab36e40a1f,artDensity,known,3,0.90,shueisha-vol2-adr08;shueisha-vol2-adr12;shueisha-vol2-adr14;shueisha-vol2-adr16;shueisha-vol3-adr16;shueisha-vol3-adr18,"Terrain, barrier and water texture, distant structures, group staging, hatching, screentone, speed lines, and effect marks keep visual information above balanced across both contexts.","Official standard volumes 2 and 3 six-frame body sample only; value 4 was rejected because close-ups, sky fields, and several figure-led panels retain deliberate open space."
work-53fb816835ab36e40a1f,visualSoftness,known,1,0.89,shueisha-vol2-adr08;shueisha-vol2-adr12;shueisha-vol2-adr14;shueisha-vol2-adr16;shueisha-vol3-adr16;shueisha-vol3-adr18,"Hard black masses, angular faces and hair, coarse hatching, and jagged action effects dominate the barrier aftermath and outdoor confrontation pages.","Official standard volumes 2 and 3 six-frame body sample only; value 0 was rejected because quieter faces and character contours remain clean and controlled rather than uniformly rough."
work-53fb816835ab36e40a1f,motionImpact,unknown,,,shueisha-vol2-adr08;shueisha-vol2-adr12;shueisha-vol2-adr14;shueisha-vol2-adr16;shueisha-vol3-adr16;shueisha-vol3-adr18,"The frames contain isolated movement and impact imagery but do not preserve one exact gap-free start-development-impact-resolved sequence.","The independently corrected preflight sets motionGateAttemptable=false; visible action was not converted to a numeric value and unknown is not low."
work-62fbc6b2253b895e3a66,artRealism,unknown,,,reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,Five genuine body pages were retained after opening and title splash exclusion,Five pages fail the six-page static gate; unknown is not low
work-62fbc6b2253b895e3a66,artDensity,unknown,,,reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,Five genuine body pages were retained after opening and title splash exclusion,Five pages fail the six-page static gate; unknown is not low
work-62fbc6b2253b895e3a66,visualSoftness,unknown,,,reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,Five genuine body pages were retained after opening and title splash exclusion,Five pages fail the six-page static gate; unknown is not low
work-62fbc6b2253b895e3a66,motionImpact,unknown,,,reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,No exact continuous action sequence was established in the bounded packet,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-634f34830600e07d8f17,artRealism,known,2,0.90,reader-step-04;reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,Proportionate students and school space remain paired with elongated faces sharp expressions and comic deformation at general stylization,Entry-scope six-page sample only; value 3 was rejected because facial and reaction stylization persists across both contexts
work-634f34830600e07d8f17,artDensity,known,2,0.88,reader-step-04;reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,School architecture street crowds foliage and tones balance frequent open character panels and white fields,Entry-scope six-page sample only; neither sparse nor highly worked treatment persists across both contexts
