position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
"1","work-0b92afe0c01f8d4aae42","星旅少年","scienceFiction;fantasy","exploration:2:0.88;postApocalypse:1:0.76","2","2","0","2","4","4","2","2","0","2","2","0","4","0.82","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/17105344/","2022-12-12","2026-08-27","https://www.cmoa.jp/title/298574/","","별 여행 소년 만화 후기 리뷰;호시타비 소년 만화 리뷰","공식 Rakuten 상품과 Comic Cmoa 작품·직접 리뷰에서 트ビアスの木의 독으로 잠들어 버린 별을 303이 여행하며 문화와 기억을 기록하고 303·505의 관계가 천천히 변하는 SF 판타지임을 확인했다. Cmoa 독자들은 시적인 우주와 고요한 속도, 불안한 수수께끼, 따뜻한 여운을 구체적으로 평가했다. 한국어 커뮤니티는 한글 제목 검색어 ‘별 여행 소년 만화 후기 리뷰;호시타비 소년 만화 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=4;worldBuilding=4;characterArcWeight=2;relationshipStructure=2;comedy=0;darkness=2;mentalStress=2;romance=0;emotionalWarmth=4. Image analysis is optional and was not used."
"2","work-0ba3547258320bf33dc3","ラキア","scienceFiction;action","postApocalypse:2:0.86;survival:2:0.78","2","2","2","4","4","4","4","4","0","4","4","2","2","0.78","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/6117000/","2010","2026-08-27","https://bookmeter.com/books/534869;https://books.rakuten.co.jp/rb/6872997/","","라키아 만화 후기 리뷰 보이치;라키아 1권 만화 후기 리뷰","공식 Rakuten 상품과 일본 독서메이터 작품 페이지·Rakuten 완결권의 직접 독자 리뷰에서 교통사고로 가족을 잃은 루나가 괴물과 계약해 죽은 가족과 함께 살아가는 신묵시록, 종교·SF·오컬트 설정과 빠른 사건 전환을 확인했다. 직접 리뷰는 독특한 전제와 강한 어둠을 평가하면서도 결말이 급하다고 지적한다. 한국어 커뮤니티는 한글 제목 검색어 ‘라키아 만화 후기 리뷰 보이치;라키아 1권 만화 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=4;mysteryReveal=4;worldBuilding=4;characterArcWeight=4;relationshipStructure=4;comedy=0;darkness=4;mentalStress=4;romance=2;emotionalWarmth=2. Image analysis is optional and was not used."
"3","work-0bbd8ef182853cb7845f","クールドジ男子","comedy;sliceOfLife","school:2:0.70;workplace:1:0.56","2","2","0","2","0","2","2","4","4","0","0","0","4","0.90","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/15793507/","2019-12-20","2026-08-27","https://booklive.jp/review/list/title_id/620954/vol_no/001;https://manba.co.jp/topics/40529","","쿨하고 바보 같은 남자 만화 후기 리뷰;쿨드지 남자 만화 후기 리뷰","공식 Rakuten 상품과 BookLive·만바의 일본 직접 리뷰에서 직업·나이가 다른 네 남자가 지갑·신호등·음량 같은 실수를 겪고 서로 연결되는 옴니버스 일상을 확인했다. 독자들은 자주 웃게 되는 도지 에피소드와 평화로운 치유감을 평가했고, BookLive 독자는 색연출·캐릭터 유형·관계 확장을 구체적으로 설명했으며 다른 독자는 색恋과 무관한 우정을 원한다고 명시했다. 한국어 커뮤니티는 한글 제목 검색어 ‘쿨하고 바보 같은 남자 만화 후기 리뷰;쿨드지 남자 만화 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=0;worldBuilding=2;characterArcWeight=2;relationshipStructure=4;comedy=4;darkness=0;mentalStress=0;romance=0;emotionalWarmth=4. Image analysis is optional and was not used."
"4","work-0bd2d3b52ffff3a7ded4","看護助手のナナちゃん","sliceOfLife","workplace:2:0.82;foundFamily:1:0.62","2","2","0","2","0","2","4","4","2","2","2","0","4","0.86","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/11126624/","2012","2026-08-27","https://www.cmoa.jp/title/customer_review/title_id/62766/;https://booklive.jp/review/list/title_id/205385/vol_no/001","","간호조무사 나나짱 만화 후기 리뷰;나나짱 간호사 만화 후기 리뷰","공식 Rakuten 상품과 Comic Cmoa 15건·BookLive의 일본 직접 리뷰에서 나나가 병원에서 환자 이동·배식·시트 교체를 돕고 환자와 동료의 인생을 짧은 에피소드로 돌보는 직장 휴먼드라마를 확인했다. 독자들은 무거운 생사·치매 소재도 읽기 쉬운 그림과 따뜻한 공감으로 전달된다고 평가하며 작은 웃음과 눈물을 함께 언급했다. 반복되는 간호 업무는 전술 경쟁이나 연애가 아니라 돌봄과 관계의 누적이다. 한국어 커뮤니티는 한글 제목 검색어 ‘간호조무사 나나짱 만화 후기 리뷰;나나짱 간호사 만화 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=0;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=2;mentalStress=2;romance=0;emotionalWarmth=4. Image analysis is optional and was not used."
"5","work-0c0301626306f5624d27","Sunny Sunny Ann!","sliceOfLife","exploration:1:0.60","2","2","0","4","0","2","4","2","0","4","4","2","2","0.82","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/11789720/","2013","2026-08-27","https://www.cmoa.jp/title/132823/","","써니 써니 앤 만화 후기 리뷰;써니써니앤 만화 1권 후기 리뷰","공식 Rakuten 상품과 Comic Cmoa 직접 작품·리뷰에서 차 한 대와 자유만 가진 앤이 여행자·매춘부·가출소녀·신혼부부·미망인을 만나 살인·강간·유괴·배신·신뢰를 통과하는 로드 코믹임을 확인했다. 직접 독자는 차 안에서 이어지는 인생의 한 장면과 상처·학습·자유로 돌아오는 인물 변화를 평가했으며, 전략 게임이나 코미디보다 어둠과 해방감이 중심이다. 한국어 커뮤니티는 한글 제목 검색어 ‘써니 써니 앤 만화 후기 리뷰;써니써니앤 만화 1권 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=4;mysteryReveal=0;worldBuilding=2;characterArcWeight=4;relationshipStructure=2;comedy=0;darkness=4;mentalStress=4;romance=2;emotionalWarmth=2. Image analysis is optional and was not used."
"6","work-0cf5c4d5df5b040deeba","ヴォイニッチホテル","scienceFiction;comedy;sliceOfLife","workplace:2:0.76;survival:1:0.56","2","2","0","4","2","4","2","4","4","4","2","2","2","0.84","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/6797119/","2011","2026-08-27","https://www.cmoa.jp/title/52179/;https://bookmeter.com/books/666999","","보이니치 호텔 만화 후기 리뷰;보이니치호텔 만화 1권 후기 리뷰","공식 Rakuten 상품과 Comic Cmoa·독서메이터의 일본 직접 리뷰에서 태평양 섬 호텔의 메이드·마녀·투숙객·살인자가 짧은 에피소드와 기묘한 규칙으로 얽히는 비일상적 일상을 확인했다. Cmoa 독자들은 러브코미디·블랙코미디·판타지·오컬트가 한 장르로 묶이지 않으면서도 조화를 이룬다고 평가했고, 다중 인물과 그로테스크한 분위기가 반복된다. 특정 전략 경쟁보다 캐릭터 에피소드의 누적이 중심이다. 한국어 커뮤니티는 한글 제목 검색어 ‘보이니치 호텔 만화 후기 리뷰;보이니치호텔 만화 1권 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=4;mysteryReveal=2;worldBuilding=4;characterArcWeight=2;relationshipStructure=4;comedy=4;darkness=4;mentalStress=2;romance=2;emotionalWarmth=2. Image analysis is optional and was not used."
"7","work-0d10ae56716a82f0ae4e","ほしのうえでめぐる","scienceFiction;sliceOfLife;romance","exploration:1:0.68;foundFamily:1:0.58","2","2","0","2","2","4","4","4","2","2","2","4","4","0.82","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/11509725/","2013","2026-08-27","https://www.cmoa.jp/title/0000166839/;https://www.kinokuniya.co.jp/f/dsg-01-9784861279492","","별 위에서 맴돌다 만화 후기 리뷰;호시노 우에데 메구루 만화 후기 리뷰","공식 Rakuten 상품과 Comic Cmoa·기노쿠니야가 인용한 일본 독자 감상의 직접 본문에서 우주 엘리베이터 ‘明星’ 건설을 둘러싼 인물들의 연결된 옴니버스 SF 러브스토리를 확인했다. Cmoa 독자는 부드러운 사랑과 애틋함을 좋아하지만 시계열과 관계성이 다소 어렵다고 평가했다. 개별 관계와 세계 설정은 풍부하나 전술 경쟁은 중심 메커니즘이 아니다. 한국어 커뮤니티는 한글 제목 검색어 ‘별 위에서 맴돌다 만화 후기 리뷰;호시노 우에데 메구루 만화 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=2;worldBuilding=4;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=2;mentalStress=2;romance=4;emotionalWarmth=4. Image analysis is optional and was not used."
"8","work-0d6c496878e276979e3c","ふたり鷹","sports;action","sportsCompetition:2:0.90","4","2","2","4","2","2","4","4","2","2","2","2","4","0.90","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/376404/","1984","2026-08-27","https://www.cmoa.jp/title/82967/","","두 사람의 매 만화 후기 리뷰;후타리 타카 만화 후기 리뷰","공식 Rakuten 상품과 Comic Cmoa의 일본 직접 리뷰·권별 소개에서 같은 이름의 두 라이더가 바이크 레이스와 라이벌 경쟁을 거쳐 인생이 교차하는 스포츠 만화를 확인했다. 리뷰는 박력 있는 기계·레이스와 복잡한 인간관계를 평가하고, 권 소개에는 결혼·상실·팀 합류 같은 로맨스성 관계가 보조 플롯으로 반복된다. 한국어 커뮤니티는 한글 제목 검색어 ‘두 사람의 매 만화 후기 리뷰;후타리 타카 만화 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=4;problemSolving=2;strategy=2;pacing=4;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=2;mentalStress=2;romance=2;emotionalWarmth=4. Image analysis is optional and was not used."
"9","work-0d894a02becb714986db","闇金ウシジマくん","action;mystery","survival:2:0.82;revenge:1:0.58;workplace:1:0.58","2","4","4","4","2","4","4","4","0","4","4","0","2","0.90","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/1696747/","2020","2026-08-27","https://www.cmoa.jp/title/18162/","","사채꾼 우시지마 만화 후기 리뷰;우시지마군 만화 후기 리뷰","공식 Rakuten 상품과 Comic Cmoa 374건 일본 직접 리뷰에서 카우카우 파이낸스가 평범한 채무자의 빚·추심·폭력 압박을 계산하고 각자의 생존 선택을 따라가는 단편·장편 구조를 확인했다. 독자들은 돈을 둘러싼 현실적 사회의 어둠, 다중 인물의 심리와 자금 전술, 스릴과 충격적인 Bad End를 반복해서 평가한다. 비꼬는 표현은 있어도 핵심은 금융 생존과 사회 관찰이며 코미디나 연애가 중심이라는 근거는 없어 각각 0으로 보수 매핑했다. 한국어 커뮤니티는 한글 제목 검색어 ‘사채꾼 우시지마 만화 후기 리뷰;우시지마군 만화 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=4;strategy=4;pacing=4;mysteryReveal=2;worldBuilding=4;characterArcWeight=4;relationshipStructure=4;comedy=0;darkness=4;mentalStress=4;romance=0;emotionalWarmth=2. Image analysis is optional and was not used."
"10","work-0dd1ceee981780c10491","誰かがカッコゥと啼く","mystery;horror;action","investigation:2:0.88;survival:1:0.76;combat:1:0.68","2","2","2","4","4","4","4","4","2","4","4","0","2","0.86","Official Rakuten Books product + Japanese community reviews","https://books.rakuten.co.jp/rb/4390191/","2008","2026-08-27","https://www.cmoa.jp/title/51100/;https://reviewne.jp/contents/4765;https://booklive.jp/review/list/title_id/185750/vol_no/001","","누군가가 뻐꾸기처럼 운다 만화 후기 리뷰;다레카가 캇코우토 나쿠 만화 후기 리뷰","공식 Rakuten 상품과 Comic Cmoa·Reviewne·BookLive의 일본 직접 리뷰·작품 소개에서 자신을 ‘마왕’이라 부르는 아이들에게 먹히는 운명의 초등학교 교사 사쿠마가 현실과 이세계의 파멸, 전투와 변이를 견디는 호러를 확인했다. 독자들은 폭발적인 설정과 급전개, 교사의 죄책감, 단서가 우주적 진실과 종말로 이어지는 불안을 평가했으며 연애 중심이라는 근거는 없다. 한국어 커뮤니티는 한글 제목 검색어 ‘누군가가 뻐꾸기처럼 운다 만화 후기 리뷰;다레카가 캇코우토 나쿠 만화 후기 리뷰’를 실행했지만 직접 작품 리뷰 본문 URL은 찾지 못했다. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=4;mysteryReveal=4;worldBuilding=4;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=4;mentalStress=4;romance=0;emotionalWarmth=2. Image analysis is optional and was not used."
