position,workId,canonicalTitle
1,work-0b92afe0c01f8d4aae42,星旅少年
2,work-0ba3547258320bf33dc3,ラキア
3,work-0bbd8ef182853cb7845f,クールドジ男子
4,work-0bd2d3b52ffff3a7ded4,看護助手のナナちゃん
5,work-0c0301626306f5624d27,Sunny Sunny Ann!
6,work-0cf5c4d5df5b040deeba,ヴォイニッチホテル
7,work-0d10ae56716a82f0ae4e,ほしのうえでめぐる
8,work-0d6c496878e276979e3c,ふたり鷹
9,work-0d894a02becb714986db,闇金ウシジマくん
10,work-0dd1ceee981780c10491,誰かがカッコゥと啼く
11,work-0e29e324e16f7d5cda41,仮スマ
12,work-0efbd1c37e95f5845317,いなかっぺ大将
13,work-0f50eef4773267a0c1fa,でこぼこガーリッシュ
14,work-0f6261e1019b8a8021b7,群青にサイレン
15,work-0f790fe4cb2b3d2a8f34,大正學生愛妻家
16,work-0fca8d7b1cfbd8102c01,桃源暗鬼
17,work-0fe64d3cc470022fd3b9,ストロボ・エッジ
18,work-10417d42e6e36614454b,がんばれ！キッカーズ
19,work-10ea8aa950d8d59958a8,うごかし屋
20,work-10f4cbd157b818a1f3ce,ファミレス行こ。
21,work-1111080969feddae8a64,ただいまのうた
22,work-118ebbabadf214274ac6,おんなのいえ
23,work-119459d8de20ac5f45bd,アクタージュ act-age
24,work-1194dc9f1d6f72a56dbd,はんだくん
25,work-11f13ef455c9bc9d68b4,まくむすび
26,work-11f7290fc68cdf9635aa,幻想ギネコクラシー
27,work-1237a0e89a427c736fac,37.5℃の涙
28,work-12a5eb9618886a507a6f,父とヒゲゴリラと私
29,work-12addce786ee4fbb6a2c,おじさまと猫
30,work-12bb1c06ffe94f18421c,ウシハル
31,work-12ced27e58dc3c8c1509,マンガで分かる心療内科
32,work-136162000044f90dda04,踊る千年家族
33,work-13ad51c176349c82367c,我間乱〜GAMARAN〜
34,work-14b8108ece1a01311da8,鋼鉄の華っ柱
35,work-14fcdce57f7824813075,てんむす
36,work-159ec8fd998859ffac85,嫁姑の拳Ｚ
37,work-15a7b190d6da8a26652a,みかこさん
38,work-15a975302e37cf28dc95,雨と君と
39,work-15cd524191c3fb7ce45f,たくのこ
40,work-15e295e52c5c6be6a649,惰性67パーセント
41,work-163100a10134c48d2473,一緒に暮らすための約束をいくつか
42,work-164ee5ddc6b7fd9b35c0,のら旅。 好きある所に道はある
43,work-165669641177ffa78e22,未来日記
44,work-166485add3d7262afb00,夕空のクライフイズム
45,work-1681d7aeefde0c5c9e5a,ミュージアム
46,work-16b5e5f6698c291257f6,只野工業高校の日常
47,work-17515acc6e90eec79270,ひぐらしのなく頃に解　祭囃し編
48,work-17dd9b35c9688784b5ba,コジカは正義の味方じゃない
49,work-1894215d024b500e5392,当て屋の椿
50,work-1924e6c313fe8817ad37,プリンシパル
