workId,axisId,state,value,confidence,refs,observation,limitation
work-a7413b6e35e0d316a538,artRealism,known,2,0.85,reader-step-04;reader-step-08;reader-step-15,Adolescent anatomy clothing hands desks and school rooms retain coherent scale while enlarged eyes simplified noses and elastic reactions remain ordinary manga stylization,The balanced anchor is limited to six official early volume-one pages across three contexts
work-a7413b6e35e0d316a538,artDensity,known,2,0.84,reader-step-04;reader-step-08;reader-step-15,Compact classroom panels furniture architecture clothing and screentone balance against broad white dialogue and portrait fields,Density varies by context and sustains neither endpoint in the six-page sample
work-a7413b6e35e0d316a538,visualSoftness,known,3,0.87,reader-step-04;reader-step-08;reader-step-15,Fine hair rounded youthful faces smooth contours light screentone and restrained line weight sustain a soft polished tendency,Black uniforms comic marks and architectural edges keep the sample below maximum softness
work-a7413b6e35e0d316a538,motionImpact,unknown,,,reader-step-04;reader-step-08;reader-step-15,School movement and reaction gestures are isolated panels rather than one exact bounded continuous sequence,No start-development-impact-resolved-end reference set exists; unknown is neither low nor a blocker
work-a7e0062c7153978fc6fe,artRealism,known,3,0.86,reader-step-04;reader-step-08;reader-step-15,Mature faces hands clothing chocolate work surfaces and shop interiors retain plausible proportion material and perspective,Polished facial construction remains visibly stylized so the sample falls below maximum realism
work-a7e0062c7153978fc6fe,artDensity,known,2,0.84,reader-step-04;reader-step-08;reader-step-15,Chocolate displays kitchen fixtures clothing panels and urban settings balance against open portrait and gradient fields,The three contexts sustain balanced rather than sparse or maximum information density
work-a7e0062c7153978fc6fe,visualSoftness,known,3,0.89,reader-step-04;reader-step-08;reader-step-15,Fine hair eyelashes smooth mature faces light gradients floral decoration and polished confection rendering create a consistently soft refined tendency,Sharp speech balloons black clothing and confrontation marks keep the sample below the maximum-softness endpoint
work-a7e0062c7153978fc6fe,motionImpact,unknown,,,reader-step-04;reader-step-08;reader-step-15,Cooking and relationship gestures do not form one exact bounded continuous action sequence,No complete motion reference set exists; unknown is neither low nor a blocker
work-a960372ed5efa4031896,artRealism,known,3,0.88,reader-display-04;reader-display-06;reader-display-09,Historical clothing mature anatomy hands faces and environmental perspective use observed construction while the child lead retains enlarged manga eyes,The mixed stylization places the sample below full realism
work-a960372ed5efa4031896,artDensity,known,3,0.9,reader-display-04;reader-display-06;reader-display-09,Mountain texture butterfly corridors clothing hatching crowded panel grids sword detail and layered backgrounds keep information above balanced density,Open face and sky fields prevent a sustained maximum-density endpoint
work-a960372ed5efa4031896,visualSoftness,known,1,0.88,reader-display-04;reader-display-06;reader-display-09,Coarse hatching weathered faces heavy blacks angular anatomy and distressed sword imagery sustain a hard rough tendency,Fine child contours and open mountain fields keep the sample above the roughest endpoint
work-a960372ed5efa4031896,motionImpact,unknown,,,reader-display-04;reader-display-06;reader-display-09,The confrontation pages show threat and aftermath poses but not one bounded continuous action sequence,No start-development-impact-resolved-end reference set exists; unknown is neither low nor a blocker
work-aa6d796e2e04a55b94b1,artRealism,known,1,0.86,episode-slot-08;episode-slot-09;episode-slot-10;episode-slot-14;episode-slot-15;episode-slot-16,Large eyes simplified anatomy comic lizard forms elastic expressions and graphic speed effects dominate despite coherent campus objects and perspective,The strong stylization remains above the most simplified endpoint because settings bodies and props retain stable construction
work-aa6d796e2e04a55b94b1,artDensity,known,3,0.88,episode-slot-08;episode-slot-09;episode-slot-10;episode-slot-14;episode-slot-15;episode-slot-16,Overlapping panel grids architecture clothing texture speed lines creature detail and black fields sustain above-balanced visual information,White dialogue and distance fields prevent maximum density from being sustained
work-aa6d796e2e04a55b94b1,visualSoftness,known,1,0.86,episode-slot-08;episode-slot-09;episode-slot-10;episode-slot-14;episode-slot-15;episode-slot-16,Angular faces heavy black hair diagonal hatching speed lines and sharp creature contours create a hard energetic tendency,Clean school architecture and rounded creature eyes keep the sample above the roughest endpoint
work-aa6d796e2e04a55b94b1,motionImpact,unknown,,,episode-slot-14;episode-slot-15;episode-slot-16,The monster chase fragment shows pursuit but lacks an exact resolved endpoint in the supplied sequence,Motion requires exact start development impact and resolved end; unknown is neither low nor a blocker
work-ae0ac8a5acfc5fbb7dd6,artRealism,known,3,0.88,reader-step-02-left;reader-step-02-right;reader-step-03-left;reader-step-03-right;reader-step-04-left;reader-step-04-right,Adult anatomy drapery architecture creature construction and spatial scale are highly observed while Valkyrie faces and divine tableaux retain deliberate stylization,The mixed realistic and stylized construction places the sample below the maximum-realism endpoint
