id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
work-0029e59a039dce3f6e74,【推しの子】,,赤坂 アカ;横槍 メンゴ,集英社,seinen,unknown,2020,fantasy;mystery,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-0029e59a039dce3f6e74
work-064c0062e7a8e29cfbed,COSMOS,,田村 隆平,小学館,seinen,unknown,2023,scienceFiction;mystery,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-064c0062e7a8e29cfbed
work-131ba7a362fa9e38a10a,超巡！超条先輩,,沼 駿,集英社,shonen,unknown,2024,comedy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-131ba7a362fa9e38a10a
work-174e7603bb0e71bb62ab,からかい上手の高木さん,,山本 崇一朗,小学館,unknown,unknown,2014,comedy;sliceOfLife;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-174e7603bb0e71bb62ab
work-1d447cc9026b530fb53d,だがしかし,,コトヤマ,小学館,shonen,unknown,2014,comedy;sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-1d447cc9026b530fb53d
work-550854424fc9cc94d585,高杉さん家のおべんとう,,柳原 望,KADOKAWA,unknown,unknown,2010,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-550854424fc9cc94d585
work-5baea1ce0e7e74df34b9,刻刻,,堀尾 省太,講談社,seinen,unknown,2009,fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-5baea1ce0e7e74df34b9
work-88e75622b83b794c03ac,山賊ダイアリー,,岡本 健太郎,講談社,seinen,unknown,2011,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-88e75622b83b794c03ac
work-a25bac53b4757f13f21a,鬼灯の冷徹,,江口夏実,講談社,seinen,unknown,2011,fantasy;comedy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-a25bac53b4757f13f21a
work-f1d22b68efa7fbd501ee,僕の小規模な生活,,福満しげゆき,講談社,seinen,unknown,2007,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-f1d22b68efa7fbd501ee
work-f6fa4c2d3a7e1dc5257b,ワカコ酒,,新久千映,ノース・スターズ・ピクチャーズ,seinen,unknown,2013,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-003-promotion-panel.md,ev-rakuten-library-work-f6fa4c2d3a7e1dc5257b
