workId,themeId,centrality,confidence,evidenceId
work-0029e59a039dce3f6e74,revenge,1,0.86,ev-batch-003-text-work-0029e59a039dce3f6e74
work-0029e59a039dce3f6e74,reincarnation,2,0.90,ev-batch-003-text-work-0029e59a039dce3f6e74
work-0029e59a039dce3f6e74,school,1,0.84,ev-batch-003-text-work-0029e59a039dce3f6e74
work-0029e59a039dce3f6e74,workplace,2,0.88,ev-batch-003-text-work-0029e59a039dce3f6e74
work-064c0062e7a8e29cfbed,investigation,2,0.90,ev-batch-003-text-work-064c0062e7a8e29cfbed
work-064c0062e7a8e29cfbed,workplace,2,0.88,ev-batch-003-text-work-064c0062e7a8e29cfbed
work-131ba7a362fa9e38a10a,investigation,2,0.82,ev-batch-003-text-work-131ba7a362fa9e38a10a
work-131ba7a362fa9e38a10a,workplace,2,0.86,ev-batch-003-text-work-131ba7a362fa9e38a10a
work-174e7603bb0e71bb62ab,school,2,0.90,ev-batch-003-text-work-174e7603bb0e71bb62ab
work-1d447cc9026b530fb53d,workplace,1,0.74,ev-batch-003-text-work-1d447cc9026b530fb53d
work-550854424fc9cc94d585,cooking,2,0.96,ev-batch-003-text-work-550854424fc9cc94d585
work-5baea1ce0e7e74df34b9,survival,1,0.85,ev-batch-003-text-work-5baea1ce0e7e74df34b9
work-88e75622b83b794c03ac,survival,2,0.9,ev-batch-003-text-work-88e75622b83b794c03ac
work-88e75622b83b794c03ac,cooking,1,0.82,ev-batch-003-text-work-88e75622b83b794c03ac
work-a25bac53b4757f13f21a,workplace,2,0.92,ev-batch-003-text-work-a25bac53b4757f13f21a
work-f1d22b68efa7fbd501ee,workplace,2,0.93,ev-batch-003-text-work-f1d22b68efa7fbd501ee
work-f6fa4c2d3a7e1dc5257b,cooking,2,0.90,ev-batch-003-text-work-f6fa4c2d3a7e1dc5257b
