workId,axisId,state,value,confidence,authorityClass,sourceType,sourceUrl,edition,scopeMapping,pageOrTimeRefs,sampleCount,contexts,observation,limitation,reviewStatus
work-0029e59a039dce3f6e74,artRealism,known,2,0.82,originalPublisher,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088916507,official vol1 reader keyed by frozen representative ISBN 9784088916507,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-08 left;reader-step-08 right;reader-step-11 left;reader-step-11 right,6,night dialogue;forest aftermath;interior conversation,Faces and eyes use clear manga stylization while bodies props interiors and the outdoor setting retain coherent proportions and spatial construction.,Only six readable pages from three early volume-one contexts were reviewed; later visual changes were not assessed.; Count capped at six after threshold; deterministic reader-step refs are used because print folios are not visible consistently; no bounded continuous start-development-impact-end sequence was isolated; temporary sample SHA-256=58c489b72d2f9fcafd861382df49110da96379e95955a2d1b8656f983f9b1bcc;ad792627f3a5fb6f959643389c587c61e998306878bcf9c6e0a22ea325e1307b;45f40f94cfad1e0fe6f9fdb5e5f2cf05cefc8a06fad543ce1fc0ce499fe83b76. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-0029e59a039dce3f6e74,artDensity,known,2,0.88,originalPublisher,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088916507,official vol1 reader keyed by frozen representative ISBN 9784088916507,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-08 left;reader-step-08 right;reader-step-11 left;reader-step-11 right,6,night dialogue;forest aftermath;interior conversation,Detailed night and forest rendering alternates with open dialogue panels and broad black or white fields so the complete sample matches balanced density anchor 2.,The decision covers six official volume-one pages across three contexts and does not generalize beyond them.; Count capped at six after threshold; deterministic reader-step refs are used because print folios are not visible consistently; no bounded continuous start-development-impact-end sequence was isolated; temporary sample SHA-256=58c489b72d2f9fcafd861382df49110da96379e95955a2d1b8656f983f9b1bcc;ad792627f3a5fb6f959643389c587c61e998306878bcf9c6e0a22ea325e1307b;45f40f94cfad1e0fe6f9fdb5e5f2cf05cefc8a06fad543ce1fc0ce499fe83b76. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-0029e59a039dce3f6e74,visualSoftness,known,3,0.78,originalPublisher,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088916507,official vol1 reader keyed by frozen representative ISBN 9784088916507,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-08 left;reader-step-08 right;reader-step-11 left;reader-step-11 right,6,night dialogue;forest aftermath;interior conversation,Smooth facial contours fine hair lines and polished eye rendering make the dialogue spreads soft while the injury spread adds rough texture without dominating the sample.,The sample contains both polished character close-ups and one gritty scene so the upper-softness anchor is not fully sustained.; Count capped at six after threshold; deterministic reader-step refs are used because print folios are not visible consistently; no bounded continuous start-development-impact-end sequence was isolated; temporary sample SHA-256=58c489b72d2f9fcafd861382df49110da96379e95955a2d1b8656f983f9b1bcc;ad792627f3a5fb6f959643389c587c61e998306878bcf9c6e0a22ea325e1307b;45f40f94cfad1e0fe6f9fdb5e5f2cf05cefc8a06fad543ce1fc0ce499fe83b76. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-0029e59a039dce3f6e74,motionImpact,unknown,,,originalPublisher,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088916507,official vol1 reader keyed by frozen representative ISBN 9784088916507,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-08 left;reader-step-08 right;reader-step-11 left;reader-step-11 right,6,night dialogue;forest aftermath;interior conversation,The selected official spreads were inspected but do not contain an exact bounded continuous action sequence.,No start-development-impact-end sequence was available; isolated poses and panel changes cannot support a numeric value.; Count capped at six after threshold; deterministic reader-step refs are used because print folios are not visible consistently; no bounded continuous start-development-impact-end sequence was isolated; temporary sample SHA-256=58c489b72d2f9fcafd861382df49110da96379e95955a2d1b8656f983f9b1bcc;ad792627f3a5fb6f959643389c587c61e998306878bcf9c6e0a22ea325e1307b;45f40f94cfad1e0fe6f9fdb5e5f2cf05cefc8a06fad543ce1fc0ce499fe83b76. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-064c0062e7a8e29cfbed,artRealism,known,2,0.88,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091577840000d0000000,digital vol1 JDCN 091577840000d0000000 maps to frozen representative ISBN 9784091577849,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-12 left;reader-step-12 right;reader-step-19(p065-p066) left;reader-step-19(p065-p066) right,6,street dialogue;interior encounter;throw sequence,Credible body proportions hands and urban perspective coexist with visibly simplified faces and standard commercial manga anatomy which matches ordinary stylization anchor 2.,The decision is bounded to six official early volume-one pages and does not establish later-volume consistency.; Count capped at six after threshold; deterministic reader-step refs are used where folios are not consistently visible; printed p065-p066 at reader-step-19 contains an exact throw-development-impact-immediate-aftermath sequence so motion review is attemptable; temporary sample SHA-256=083baa9f95694b76db5a6f1a8ccabecde2b1e9148631ae87da1895e10473953a;e4dd07ab6d5eafd20b0a631fa83c1778fa042fe93609d20e15ad64945a2fd6f3;9eef7c17a070271f84b71cb1a78b1aaa3a9623a5506898c59001cd1601f0536b. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-064c0062e7a8e29cfbed,artDensity,known,2,0.87,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091577840000d0000000,digital vol1 JDCN 091577840000d0000000 maps to frozen representative ISBN 9784091577849,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-12 left;reader-step-12 right;reader-step-19(p065-p066) left;reader-step-19(p065-p066) right,6,street dialogue;interior encounter;throw sequence,Rendered streets interiors and the action spread are balanced by large open fields clean gutters and simple close-ups which matches balanced density anchor 2.,The action spread is locally dense but does not make high density persistent across all three sampled contexts.; Count capped at six after threshold; deterministic reader-step refs are used where folios are not consistently visible; printed p065-p066 at reader-step-19 contains an exact throw-development-impact-immediate-aftermath sequence so motion review is attemptable; temporary sample SHA-256=083baa9f95694b76db5a6f1a8ccabecde2b1e9148631ae87da1895e10473953a;e4dd07ab6d5eafd20b0a631fa83c1778fa042fe93609d20e15ad64945a2fd6f3;9eef7c17a070271f84b71cb1a78b1aaa3a9623a5506898c59001cd1601f0536b. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-064c0062e7a8e29cfbed,visualSoftness,known,2,0.79,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091577840000d0000000,digital vol1 JDCN 091577840000d0000000 maps to frozen representative ISBN 9784091577849,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-12 left;reader-step-12 right;reader-step-19(p065-p066) left;reader-step-19(p065-p066) right,6,street dialogue;interior encounter;throw sequence,Clean controlled contours alternate with angular faces hard black fields and sharp speed-line construction resulting in a neutral overall treatment.,The small sample spans quiet dialogue and one action sequence; neither consistently rough nor consistently soft rendering dominates.; Count capped at six after threshold; deterministic reader-step refs are used where folios are not consistently visible; printed p065-p066 at reader-step-19 contains an exact throw-development-impact-immediate-aftermath sequence so motion review is attemptable; temporary sample SHA-256=083baa9f95694b76db5a6f1a8ccabecde2b1e9148631ae87da1895e10473953a;e4dd07ab6d5eafd20b0a631fa83c1778fa042fe93609d20e15ad64945a2fd6f3;9eef7c17a070271f84b71cb1a78b1aaa3a9623a5506898c59001cd1601f0536b. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-064c0062e7a8e29cfbed,motionImpact,known,3,0.91,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091577840000d0000000,digital vol1 JDCN 091577840000d0000000 maps to frozen representative ISBN 9784091577849,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,printed pages 65-66: throw through immediate aftermath,6,street dialogue;interior encounter;throw sequence,Printed pages 65 to 66 preserve the wind-up release trajectory head impact and immediate aftermath with strong speed arcs and directional emphasis placing the sequence between anchors 2 and 4.,The value applies only to this exact bounded official volume-one sequence and is not inferred from isolated poses or the work genre.; Count capped at six after threshold; deterministic reader-step refs are used where folios are not consistently visible; printed p065-p066 at reader-step-19 contains an exact throw-development-impact-immediate-aftermath sequence so motion review is attemptable; temporary sample SHA-256=083baa9f95694b76db5a6f1a8ccabecde2b1e9148631ae87da1895e10473953a;e4dd07ab6d5eafd20b0a631fa83c1778fa042fe93609d20e15ad64945a2fd6f3;9eef7c17a070271f84b71cb1a78b1aaa3a9623a5506898c59001cd1601f0536b. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-131ba7a362fa9e38a10a,artRealism,known,1,0.88,originalPublisher,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088841083,official vol1 reader keyed by frozen representative ISBN 9784088841083,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-08 left;reader-step-08 right;reader-step-12 left;reader-step-12 right,6,park play;sidewalk conversation;recorded incident,Chibi bodies oversized heads elastic faces and abrupt scale changes are repeatedly combined with simplified but recognizable people and settings.,The value describes three comedy-oriented early volume-one contexts and does not assert that every later scene uses the same deformation.; Count capped at six after threshold; live park play sidewalk conversation and recorded incident are distinct contexts; no exact bounded start-development-impact-end sequence was isolated; temporary sample SHA-256=adad21f9bd523aab4e819de0a2e2d10ae9aea3d1655bef36b8cb869fae6b9be8;fc68882c5e02f8ebd7578463a329bc4dd4e6b2384e520a9c8ca3d80ce4de2de8;ac48c1d1a920ab498099afdfe182a1f5136683fa6c1ce5204a918b00c349cda3. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
work-131ba7a362fa9e38a10a,artDensity,known,3,0.84,originalPublisher,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088841083,official vol1 reader keyed by frozen representative ISBN 9784088841083,Official internal preview mapped to the entry_1_3_volumes contract; static claims require at least 6 readable pages and 2 scene contexts.,reader-step-05 left;reader-step-05 right;reader-step-08 left;reader-step-08 right;reader-step-12 left;reader-step-12 right,6,park play;sidewalk conversation;recorded incident,Crowded panel layouts layered dialogue dense reaction marks speed fields and environmental cues keep information above the balanced anchor across all three spreads.,Line and background detail are not uniformly maximal; much of the high density comes from panels effects and information.; Count capped at six after threshold; live park play sidewalk conversation and recorded incident are distinct contexts; no exact bounded start-development-impact-end sequence was isolated; temporary sample SHA-256=adad21f9bd523aab4e819de0a2e2d10ae9aea3d1655bef36b8cb869fae6b9be8;fc68882c5e02f8ebd7578463a329bc4dd4e6b2384e520a9c8ca3d80ce4de2de8;ac48c1d1a920ab498099afdfe182a1f5136683fa6c1ce5204a918b00c349cda3. Temporary images and paths are not committed.,quorum-verified;adjudicated;reviewedByHuman=false
