position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
1,work-002459e5f390e41d63a2,目玉焼きの黄身 いつつぶす?,comedy;sliceOfLife,cooking:2:0.78,2,2,unknown,2,unknown,2,4,2,4,0,2,2,2,0.74,Official selection + Rakuten Books product match (ISBN 9784047289109); bounded community factor adjudication,https://books.rakuten.co.jp/rb/12270709/,2014,2026-08-26,https://ameblo.jp/mineshizuku/entry-12759705641.html;https://manba.co.jp/boards/11462,,계란 프라이 노른자 언제 터뜨려? 만화 리뷰 / 계란후라이 노른자 언제 터뜨려 만화,"직접 확인한 초반 1~3권 본문: Ameblo 리뷰는 지로와 미후유가 식사법 차이로 부딪히면서 배우·예능인으로 성장하고, Manba 작품 보드는 계란·돈가스 등 먹는 방식 논쟁이 반복되는 개그 구조를 구체적으로 적는다. 이 근거로 progression=2, problemSolving=2, pacing=2, worldBuilding=2, characterArcWeight=4, relationshipStructure=2, comedy=4, darkness=0, mentalStress=2, romance=2, emotionalWarmth=2로 기록했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
2,work-003f3f37d4def277a23b,あの娘にキスと白百合を,romance,school:2:0.80,2,2,unknown,4,2,2,4,4,2,0,2,4,4,0.76,Official selection + Rakuten Books product match (ISBN 9784040665566); bounded community factor adjudication,https://books.rakuten.co.jp/rb/12718261/,2015,2026-08-26,https://mogkor.hateblo.jp/entry/kisswhitelily/01;https://ameblo.jp/toraieisu/entry-11874058329.html,,그 아이에게 키스와 백합을 만화 리뷰 / 키스와 백합 만화 감상,"직접 확인한 초반 1~3권 본문: Mogkor와 Ameblo 리뷰는 청란학원의 두 소녀가 라이벌 의식에서 고백과 관계 변화로 이동하고, 사촌·선후배 등 여러 커플 에피소드가 2화 단위로 이어짐을 설명한다. 이 근거로 progression=2, problemSolving=2, pacing=4, mysteryReveal=2, worldBuilding=2, characterArcWeight=4, relationshipStructure=4, comedy=2, darkness=0, mentalStress=2, romance=4, emotionalWarmth=4로 기록했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
3,work-009db86ba32a4a5f3afe,異世界サムライ,action;fantasy,combat:2:0.65;adventure:1:0.55,2,2,unknown,4,unknown,2,4,2,2,4,2,unknown,unknown,0.72,Official bookstore selection + Rakuten Books product match (ISBN 9784046824646); bounded community factor adjudication,https://books.rakuten.co.jp/rb/17502344/,2024,2026-08-26,https://booklive.jp/review/list/title_id/20061723/vol_no/001;https://hanhans.hatenablog.com/entry/2023/08/18/222824,,이세계 사무라이 만화 리뷰 / 이세계사무라이 감상,"직접 확인한 초반 1~3권 본문: BookLive 1권 리뷰와 Hanhans 감상은 전국 말기의 여성 사무라이가 이세계로 옮겨가 마물과 싸우고 낯선 규칙에 적응하는 빠른 진입부, 강한 주인공과 긴장·개그의 혼합을 직접 묘사한다. 이 근거로 progression=2, problemSolving=2, pacing=4, worldBuilding=2, characterArcWeight=4, relationshipStructure=2, comedy=2, darkness=4, mentalStress=2로 기록했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
4,work-011efc564d47a7ec9cab,うどんの女,romance;sliceOfLife,workplace:2:0.72,2,2,unknown,2,unknown,2,4,2,2,unknown,2,4,2,0.76,Official selection + Rakuten Books product match (ISBN 9784396765316); bounded community factor adjudication,https://books.rakuten.co.jp/rb/11322188/,2012,2026-08-26,https://lomico.jp/review/1709/,,우동의 여자 만화 리뷰 / 우동의여자 감상,"직접 확인한 초반 1~3권 본문: LOMICO 리뷰는 대학 식당에서 일하는 35세 이혼 여성과 매일 우동을 시키는 학생의 의식·망설임·대화를 따라가며, 관계가 천천히 변하고 미술대학과 우동이 감정 표현으로 기능한다고 설명한다. 이 근거로 progression=2, problemSolving=2, pacing=2, worldBuilding=2, characterArcWeight=4, relationshipStructure=2, comedy=2, mentalStress=2, romance=4, emotionalWarmth=2로 기록했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
5,work-01521fffc812e9b304e1,錦田警部はどろぼうがお好き,comedy;romance,investigation:2:0.72,unknown,2,2,2,2,unknown,2,2,4,unknown,unknown,4,4,0.74,Official selection + Rakuten Books product match (ISBN 9784091261007); bounded community factor adjudication,https://books.rakuten.co.jp/rb/13187563/,2018-08-23,2026-08-26,https://note.com/fkmt_cool/n/ncbf5d0be00f6;https://www.chil-chil.net/goodsDetail/goods_id/96566/,,니시키타 경부는 도둑을 좋아해 만화 리뷰 / 케이도로 만화 감상,"직접 확인한 초반 1~3권 본문: Note의 초반 화수 글과 Chil-chil 독자 본문은 괴도와 경부가 반복해서 추적·대응하고 오해가 풀리며, 남자 둘의 애정 어린 도발이 빠른 개그로 이어진다고 적는다. 이 근거로 problemSolving=2, strategy=2, pacing=2, mysteryReveal=2, characterArcWeight=2, relationshipStructure=2, comedy=4, romance=4, emotionalWarmth=4로 기록했으며 investigation Theme를 반복 추적 구조에 매핑했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
6,work-019b6c97e23e7cd48e92,私日和,romance;sliceOfLife,school:1:0.56,2,2,unknown,2,unknown,2,2,2,unknown,unknown,2,2,4,0.73,Official selection + Rakuten Books product match (ISBN 9784088464213); bounded community factor adjudication,https://books.rakuten.co.jp/rb/6078475/,2012,2026-08-26,https://booklive.jp/review/list/title_id/285054/vol_no/001,,와타시 비요리 만화 리뷰 / 와타시 비요리 한국 감상,"직접 확인한 초반 1~3권 본문: BookLive의 1권 본문은 미술부 학생들이 자신의 약점과 마주하고 우정·연애를 조정하는 네 편의 연결된 단편, 독자 리뷰는 각 편이 이어지며 감정이 따뜻해진다고 설명한다. 이 근거로 progression=2, problemSolving=2, pacing=2, worldBuilding=2, characterArcWeight=2, relationshipStructure=2, mentalStress=2, romance=2, emotionalWarmth=4로 기록했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
7,work-019c4c86fb259730e7d0,フールナイト,scienceFiction;horror,survival:2:0.84;workplace:1:0.66;postApocalypse:2:0.86,2,2,unknown,2,2,4,4,2,unknown,4,4,unknown,2,0.80,Official selection + Rakuten Books product match (ISBN 9784098608669); bounded community factor adjudication,https://books.rakuten.co.jp/rb/16623808/,2022-08-31,2026-08-26,https://mattarikunblog.com/foolnight/;https://gomashelf.com/foolnight-review/,,풀 나이트 만화 리뷰 / 풀나이트 야스다 카스미 감상,"직접 확인한 초반 1~3권 본문: Mattarikunblog와 Gomashelf의 1권 리뷰는 식물화로 버티는 계급사회, 노동 선택과 생존 문제, 주인공의 절망과 수수께끼를 반복 장치로 설명한다. 출처와 범위가 명확한 본문만 사용해 progression=2, problemSolving=2, pacing=2, mysteryReveal=2, worldBuilding=4, characterArcWeight=4, relationshipStructure=2, darkness=4, mentalStress=4, emotionalWarmth=2로 기록했다. 검색목록·상품 셸·BookMeter 오류·범위 밖 전권 자료는 제외했으며 Art는 optional이라 분석하지 않았다."
8,work-01b06bd4f3e359d221dc,白銀妃,comedy;fantasy;romance,politics:1:0.60,2,2,2,2,unknown,2,4,4,4,2,2,4,4,0.73,Official selection + Rakuten Books product match (ISBN 9784047297784); bounded community factor adjudication,https://books.rakuten.co.jp/rb/12818840/,2015,2026-08-26,https://www.kadokawa.co.jp/product/301402000997/;https://www.torimomo-manga.com/entry/2014/07/26/100100,,백은비 만화 리뷰 / 백은비 시로가네히메 만화 감상,"직접 확인한 초반 1~3권 본문: KADOKAWA의 1권 사용자 감상과 Torimomo 리뷰는 왕을 위해 모인 후궁에서 인신매매로 끌려온 은발 미녀와 새 후궁들이 서로 흔들고 왕을 제쳐 둔 밝은 백합 코미디를 설명한다. 궁정의 지위·후궁 규칙과 인물 간 조정이 반복되므로 progression=2, problemSolving=2, strategy=2, pacing=2, worldBuilding=2, characterArcWeight=4, relationshipStructure=4, comedy=4, darkness=2, mentalStress=2, romance=4, emotionalWarmth=4로 기록하고 politics Theme를 궁정 권력관계의 보조 구조로 매핑했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
9,work-01f5afe5dcc86cc7b664,昔話のできるまで,historical;scienceFiction;fantasy,historicalReconstruction:1:0.72;school:1:0.62;investigation:1:0.60,unknown,2,2,4,4,4,2,2,2,2,2,unknown,2,0.72,Official selection + Rakuten Books product match (ISBN 9784088798370); bounded community factor adjudication,https://books.rakuten.co.jp/rb/12750811/,2015,2026-08-26,https://manba.co.jp/topics/14291;https://kojintekinakansoudes.blog.fc2.com/blog-entry-459.html,,옛날이야기가 되기까지 만화 리뷰 / 옛날이야기가 되기까지 한국 감상,"직접 확인한 초반 1~3권 본문: Manba 작품 보드와 개인 감상은 일본 신화가 현대에 나타나는 표제작, 마법사와 소년의 교류, 만화연구회의 일상, 민화의 숨은 진실, 용이 사는 마을, 제2차대전 전차전을 포함한 단편집이라고 구체적으로 적는다. 단편별 제약 해결과 전차전 전술, 짧은 에피소드 전환과 민화의 진실 공개, 역사·마법 설정이 근거이므로 problemSolving=2, strategy=2, pacing=4, mysteryReveal=4, worldBuilding=4, characterArcWeight=2, relationshipStructure=2, comedy=2, darkness=2, mentalStress=2, emotionalWarmth=2로 기록했다. 검색목록·상품 셸·범위 밖 자료와 Art는 사용하지 않았다."
10,work-01f973f0b71593c23a68,きんぼし,sports,sportsCompetition:2:0.76;school:1:0.60,2,2,2,2,unknown,unknown,4,4,2,2,2,unknown,2,0.75,Official selection + Rakuten Books product match (ISBN 9784063617214); bounded community factor adjudication,https://books.rakuten.co.jp/rb/5848470/,2009,2026-08-26,https://www.cmoa.jp/title/114154/,,킨보시 만화 리뷰 / きんぼし 한국 감상,"직접 확인한 초반 1~3권 본문: Cmoa의 실제 독자 리뷰는 시야를 잃은 전 야구 투수가 고교 스모부에서 훈련·경쟁하고 동료와 다시 일어서는 초반 3권을 설명한다. 출처와 범위가 명확한 본문만 사용해 progression=2, problemSolving=2, strategy=2, pacing=2, characterArcWeight=4, relationshipStructure=4, comedy=2, darkness=2, mentalStress=2, emotionalWarmth=2로 기록했다. 검색목록·상품 셸·BookMeter 오류·범위 밖 전권 자료는 제외했으며 Art는 optional이라 분석하지 않았다."
