workId,themeId,centrality,confidence,evidenceId
work-a7413b6e35e0d316a538,school,2,0.92,ev-batch-003-a-work-a7413b6e35e0d316a538
work-a7e0062c7153978fc6fe,crafting,2,0.88,ev-batch-003-a-work-a7e0062c7153978fc6fe
work-a7e0062c7153978fc6fe,workplace,1,0.82,ev-batch-003-a-work-a7e0062c7153978fc6fe
work-a960372ed5efa4031896,adventure,2,0.92,ev-batch-003-a-work-a960372ed5efa4031896
work-a960372ed5efa4031896,combat,2,0.88,ev-batch-003-a-work-a960372ed5efa4031896
work-a960372ed5efa4031896,martialArts,2,0.88,ev-batch-003-a-work-a960372ed5efa4031896
work-a960372ed5efa4031896,exploration,2,0.86,ev-batch-003-a-work-a960372ed5efa4031896
work-aa6d796e2e04a55b94b1,combat,2,0.86,ev-batch-003-a-work-aa6d796e2e04a55b94b1
work-aa6d796e2e04a55b94b1,survival,2,0.82,ev-batch-003-a-work-aa6d796e2e04a55b94b1
work-ae0ac8a5acfc5fbb7dd6,combat,2,0.94,ev-batch-003-a-work-ae0ac8a5acfc5fbb7dd6
work-ae0ac8a5acfc5fbb7dd6,survival,2,0.9,ev-batch-003-a-work-ae0ac8a5acfc5fbb7dd6
work-ae0ac8a5acfc5fbb7dd6,tournament,2,0.96,ev-batch-003-a-work-ae0ac8a5acfc5fbb7dd6
work-b2be97620643b3342637,crafting,2,0.9,ev-batch-003-a-work-b2be97620643b3342637
work-b2be97620643b3342637,school,2,0.9,ev-batch-003-a-work-b2be97620643b3342637
work-bd42208a660912d9d95d,crafting,2,0.88,ev-batch-003-a-work-bd42208a660912d9d95d
work-bd42208a660912d9d95d,workplace,2,0.94,ev-batch-003-a-work-bd42208a660912d9d95d
work-c5e8c957903bf1832dc5,school,1,0.8,ev-batch-003-a-work-c5e8c957903bf1832dc5
work-c805c5b70111f75d6fb5,investigation,2,0.9,ev-batch-003-a-work-c805c5b70111f75d6fb5
work-c805c5b70111f75d6fb5,exploration,2,0.88,ev-batch-003-a-work-c805c5b70111f75d6fb5
