workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-025c8ab93483a39c9330,ホストと社畜,https://reader.futabasha.co.jp/s?cid=ac_hosttoshachiku,双葉社 公式試し読み,officialPublisherInternalPreview,2024-08,2026-08-25,official vol1 Futabasha product and linked reader map directly to frozen representative ISBN 9784575860016,accessible,6,4,reader-step-04;reader-step-07;reader-step-09;reader-step-11;reader-step-13;reader-step-17,true,false,sample-ready,reader-step-04=ab2600908d218d448c0f3e7b8151f085ee2074d0daf11ca4a30e7ccf082b51dc;reader-step-07=2c0a5186f274a5539a26c80826a3df4def3ef1f08b28a17a5802123b207196f7;reader-step-09=e84073c2b4b84c72785d2ad1600c3344101c4f8fb86fef0b5bef3f1aefadea31;reader-step-11=815029c94d5f068120f5f4062fe924960713474b558d16df7bebf9c7170493b6;reader-step-13=bda0f60e87ffd77fb725cfe1c11655b8844ac432cb0778db4ffa31716b8b4be2;reader-step-17=072fbd0c275a7910ed7ef4a8a7d553a27c9358b7186dbf23434fa0d58e2d3203,"Count capped at six after threshold; deterministic reader-step refs are used because print folios are not consistently visible; distinct contexts include breakfast restaurant, work/home, train commute, and phone interaction; no exact bounded start-development-impact-end sequence was isolated."
work-098b1781e14365eea667,うるわしの宵の月,https://www.kodansha.co.jp/comic/products/0000347553/trial/reader?cid=ba96be53fcfdb06d53367812d2ac2870103f34502862e3be32109cb2faf7e9d3,講談社 公式試し読み,officialPublisherInternalPreview,2020-12-11,2026-08-25,official Kodansha vol1 product and linked reader map directly to frozen representative ISBN 9784065217771,accessible,6,3,reader-step-11;reader-step-17;reader-step-19;reader-step-22;reader-step-27;reader-step-30,true,false,sample-ready,reader-step-11=0914eeb5ea8a2cdbdaca4d52fad191ea0e893003a3a16292e2917729759bf135;reader-step-17=3e1b2aef615abe0bade4106a0adb05ed3ce63b159c09b0562643b91bd4277693;reader-step-19=c45ee3184b81f39d3680784ed839d54b695f197a03331ee68897cfbe83b5b0ca;reader-step-22=310cbed67a106e973ed12391e62254171ecbd770262607010b57ec2144407304;reader-step-27=d306a4cb0a2a33d0451af613d3a60bff36538c9cdcd8ab64c12418d167a946ab;reader-step-30=5728fb3c66e94607abed523ffa277fbe0557ce64070e08bc3c74f98fca00a4fa,"Count capped at six after threshold; deterministic reader-step refs are used because print folios are not consistently visible; selected contexts include school/crowd, friend interaction, stair movement, and close dialogue; no exact bounded start-development-impact-end sequence was isolated."
work-0f3a44f5dcab9623d1be,応天の門,https://www.shinchosha.co.jp/book/771742/,新潮社 公式商品ページ,officialPublisherProductPage,2014-04-09,2026-08-25,official Shinchosha vol1 product matches frozen representative ISBN 9784107717429,official-product-only,0,0,,false,false,unknown-ready,,"Exact official Shinchosha product and frozen ISBN are resolved, but the matched product exposes no work-specific internal trial; the publisher generic /tryme/ catalog was excluded by the route registry; no exact official preview was resolved, so Art closes unknown-ready without blocker."
work-11d23966f22f777e95d0,のらみみ,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=091884110000d0000000&u0=1&u1=https%3A%2F%2Fe-comi.shogakukan.co.jp%2Fbooks%2F091884110000d0000000&rurl=https%3A%2F%2Fe-comi.shogakukan.co.jp%2Fbooks%2F091884110000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,undated,2026-08-25,official vol1 JDCN 091884110000d0000000 product and viewer match title 原一雄 and volume 1; frozen ISBN 9784091884114 is retained as identity metadata because the e-comi page does not display ISBN,accessible,6,5,reader-step-07;reader-step-08;reader-step-12;reader-step-17;reader-step-22;reader-step-27,true,false,sample-ready,reader-step-07=c6bd0da753d2a25e9749ceb117e9d77341362cc5f16fd89f03f3497c8c907eff;reader-step-08=b77652d14b34dc17e452a252d9a1a4207eaed13db16299896c63cf02e6db31cf;reader-step-12=e9ab295d61e803a82381afe353b140ff981e77d3fbf74e188d18c9d05eec2ebe;reader-step-17=914cd62a97ba2aa76cd228d2b83952d7ac085ff87982661081655efdb1b84591;reader-step-22=5dbb613dbf8923ec07b7d578f9d0552d3bd2754556cd100b1f9ca4e2e3fb86ec;reader-step-27=cf85a391f2e06b9adf7aaa6bca6774c17540d7902849f1bcdfe756e1562551ea,"Count capped at six after threshold; deterministic reader-step refs are used because print folios are not consistently visible; selected contexts include agency/storefront, domestic cooking, office counseling, meeting, and outdoor running; no exact bounded start-development-impact-end sequence was isolated."
work-132ce7172750a3b1fa53,ヒナまつり,https://viewer-trial.bookwalker.jp/03/21/viewer.html?cid=8335aa19-e942-4d8c-85b0-1f111f3766f8&cty=1&adpcnt=g2vvr2xz&utm_source=kadokawa.co.jp&utm_medium=referral&utm_campaign=button,KADOKAWA・BOOK WALKER 公式試し読み,officialLicensedDistributorInternalPreview,2011-07-15,2026-08-25,KADOKAWA vol1 product 301306000979 matches frozen representative ISBN 9784047273818 and links exact BOOK WALKER sample CID 8335aa19-e942-4d8c-85b0-1f111f3766f8,accessible,6,2,reader-step-05;reader-step-07;reader-step-08;reader-step-09;reader-step-10;reader-step-11,true,false,sample-ready,reader-step-05=68ee266ca3c178eb377df0425594adfead81e1c71b8493ce35554fc712210b6f;reader-step-07=af17b8a0282cdb0c73e0ff861f92cd67fd2e6ee7e9ddc0e99f80a339dbebfe8f;reader-step-08=6fc15120fb36e034199fb6d933426fe34e6092224ed9bc2b4d80eba328e30939;reader-step-09=da1e722e7eefec9cd387af436fc6cec48549241782334b2c82ae68c0109ef6a4;reader-step-10=e21515e2200b3db38468e6e9f2160974b42b2b3374ca7614753ad1ada8a9f236;reader-step-11=05e6a3264f57bce06b3db97085b39eed420e919d34692ad61fdd89e321da22ea,"Count capped at six after threshold; reader-step-06 is excluded as the chapter-title/opening page; retained genuine body pages span the car/arrival sequence and the apartment/living-room pottery sequence; no exact bounded start-development-impact-end sequence was isolated."
work-15dba4fdb46308ab45d7,駅から5分,https://www.shueisha.co.jp/books/reader/main.php?cid=08865439865439315501,集英社 公式試し読み,officialPublisherInternalPreview,2007-11-19,2026-08-25,official digital vol1 JDCN 08865439865439315501 reader matches title/creator and bridges frozen original representative ISBN 9784088654393,accessible-context-gate-failed,6,1,reader-step-07;reader-step-08;reader-step-09;reader-step-10;reader-step-11;reader-step-12,false,false,unknown-ready,reader-step-07=e0c22d5d91b99bdac7844630cc5a71251372232b62465f2f58916e36c5e3ec40;reader-step-08=afc392f7a5537303747ba6dbea61a8dba58250ccc7951620dd216582d142c199;reader-step-09=db8029799a05d92008651b491d54968007864c01b7f0cf1cd23e3e80c55f1503;reader-step-10=23d23d26642c9488bf4224a47e3dfd8a11a9f89044b605a3ea3f7e731cb53188;reader-step-11=268d5190ef05fa3a1986949dfad395deb734e4f034efcd832f39fd7681ce9138;reader-step-12=da96feec198704252123c98aa0532584d8bead4d5e19e79cc91d2821bcfee3b3,"The six retained pages are readable and exact-edition bound, but the bounded set was not accepted as two truly distinct scene contexts in the independent QA; no replacement body capture is available in this correction, so Art closes unknown-ready without blocker."
work-188ba092c6195603bb3f,つらつらわらじ,https://www.kodansha.co.jp/comic/products/0000014069/trial/reader?cid=936f121ea19660bac47d9946dce12bbc601fa0b76c281db4028e19e908f41e2d,講談社 公式試し読み,officialPublisherInternalPreview,2010-09-22,2026-08-25,official Kodansha vol1 product and linked reader map directly to frozen representative ISBN 9784063729443,accessible-below-threshold,5,2,reader-step-05;reader-step-06;reader-step-08;reader-step-09;reader-step-10,false,false,unknown-ready,reader-step-05=3eb7627753cd4e557074da1f5d6644a6dbaf8b107edf43639d360e10c9f5ed30;reader-step-06=fc9e08ec9a0f74b30d2b44d2d743e581007ca60047502f530d836012cc04d818;reader-step-08=9181bd0a3e678e78807661083d165c95e2f6bafe0c35d1f813d018e27758d5ea;reader-step-09=d90531c352a595f197f06869083b661282787df4beded758ccc585072ccd059e;reader-step-10=c345e09770c02536436cb5a4caf9f19c3b033efc8dcf05acb87b4e0673e1d4c9,"The exact Kodansha reader remains edition-bound; reader-step-07 is removed as the chapter-title/opening page. Five genuine body pages remain, below the six-page static gate, so Art closes unknown-ready without blocker."
work-19c2017b33c07f48634e,ふうらい姉妹,https://viewer-trial.bookwalker.jp/03/21/viewer.html?cid=d42edacc-159a-432c-aa2b-41457c5a9221&cty=1&adpcnt=g2vvr2xz&utm_source=kadokawa.co.jp&utm_medium=referral&utm_campaign=button,KADOKAWA・BOOK WALKER 公式試し読み,officialLicensedDistributorInternalPreview,2010-11-15,2026-08-25,KADOKAWA vol1 product 201008000188 matches frozen representative ISBN 9784047268685 and links exact BOOK WALKER sample CID d42edacc-159a-432c-aa2b-41457c5a9221,accessible-below-threshold,5,3,reader-step-06;reader-step-07;reader-step-08;reader-step-09;reader-step-10,false,false,unknown-ready,reader-step-06=93a9a7b01e2b46b1d53fd3b013eddcda0d65241d09a80044bd516c9845f651dd;reader-step-07=e9e26d74a7a80321bd3aab83d91a7c94d394300150b389d7b083bdbf86a06f3a;reader-step-08=0c39cce66c9678e4ca6e4e3655dc11fdb22f7ef9d4ff285bb1daf73fbf3a5597;reader-step-09=1330f2ad5e0ff5e8667960a936aa66e718bae0638805a4293480f6f8d039d898;reader-step-10=a8bd5b1dd21ac87094f3a2fa9f530312131bc7b77702592f2260b4379ec10b00,"The exact KADOKAWA-linked BOOK WALKER reader remains edition-bound; reader-step-05 is removed as the chapter-title/opening page. Five genuine story pages remain, below the six-page static gate, so Art closes unknown-ready without blocker."
work-1a6ad6771865b43c8516,それでも町は廻っている,https://www.shonengahosha.co.jp/book_Info.php?id=5944,少年画報社 公式商品ページ,officialPublisherProductPage,2006-01-02,2026-08-25,official Shonen Gahosha vol1 product matches frozen representative ISBN 9784785926045,official-product-only,0,0,,false,false,unknown-ready,,"Exact official Shonen Gahosha vol1 product and ISBN are resolved, but the product exposes no work-specific internal preview or reader route; synopsis and cover material were excluded; Art closes unknown-ready without blocker."
work-1cdc6c5cca7c33fafe51,青空にとおく酒浸り,https://books.rakuten.co.jp/rb/6414362/,楽天ブックス 公認書誌（徳間書店 Ryu Comics）,licensedRetailerBibliographicIdentity,2010-04,2026-08-25,licensed retailer and distributor records bridge frozen standard vol1 ISBN 9784199501746 and 1–3 volume identities; no exact Tokuma publisher product or preview route is in the official route registry,identity-only-no-official-route,0,0,,false,false,unknown-ready,,"The preserved source is identity-only retail/distributor evidence; no publisher-specific official preview route was resolved in the bounded check, so no internal pages can satisfy the Art sample gate and all Art axes close unknown-ready without blocker."
