workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-53fb816835ab36e40a1f,アンデッドアンラック,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088823102,集英社 公式試し読み,officialPublisherInternalPreview,2020-04-03,2026-08-25,official original print vol1 ISBN 9784088823102 maps directly to frozen representative ISBN 9784088823102,accessible,6,1,reader-step-04;reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,false,false,unknown-ready,reader-step-04=13d3a1c76cb66a27442c87459853df940ec7b3f3a5db975cde0b2b76d4565172;reader-step-08=948cf8d499d6ce9d3ab35fdcfa31063bcbb9ca29a06b677796d5710254dc5b1d;reader-step-12=63d3cb9e0e662fc4bbf8cdac67a224e9dfd339ec60dee3971b7c368adfc8eb95;reader-step-16=533d8ca73a3eba15c0f4d60bc8813e0a1721b40091f902ef34ff45eb424b2fc8;reader-step-20=9d0a16d5d90eee0694264d36d0c9d3c26d6bbe70d388899247b16d787044355b;reader-step-24=4b19197c011ee078d7c97dc4a5f98f79ac9aa31e21c88895bfbde89e26e6cb0b,Count capped at six after threshold; all selected refs are readable internal pages from one railway encounter/action sequence; no separate interior-struggle scene is present; no exact bounded continuous start-development-impact-resolved sequence was isolated; one selected railway sequence fails the two-distinct-context static gate and closes unknown-ready
work-62fbc6b2253b895e3a66,俺物語！！,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088467566,集英社 公式試し読み,officialPublisherInternalPreview,2012-03-23,2026-08-25,official original print vol1 ISBN 9784088467566 maps directly to frozen representative ISBN 9784088467566,accessible,5,4,reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,false,false,unknown-ready,reader-step-08=2c59afc5a485c1f35e763a6f087721c5c31f75fc162224517f9e351d62e9d4ea;reader-step-12=50e0bb1daf36ed1cd5f5f2bcc28090a3034b8a5629c0ba82f287d0ea089339d2;reader-step-16=64234bb591f95d07e08d62029bae5b813876849ebdec2c31f1efbd0cc489c7d8;reader-step-20=267e611d57271ac60b96eeed0602485fabb574de9c218a53eeb9d207b3ba9563;reader-step-24=84c180390b81b45624fce97c0d1ee617b82f6fe986f6853120dcc4b6e4d07a8e,Only five readable internal pages remain after excluding reader-step-04 opening/title splash; no retained genuine body-page capture was available to reach the six-page gate; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-634f34830600e07d8f17,お茶にごす。,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091211680000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,2014-08-25,2026-08-25,official electronic vol1 JDCN 091211680000d0000000 matches frozen title creator and volume and bridges to representative print ISBN 9784091211682,accessible,6,2,reader-step-04;reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,true,false,sample-ready,reader-step-04=a7595cb3c80b73fe4a85e0ea6e9ebd056b581b88c0f342d71bf1fabe06eb8a8b;reader-step-08=5dd49f573c089b8a0bcde4b4a0da069b7507009851195a073f4e173d6d699ed5;reader-step-12=4b01bf97465cbb0fe840590115b1df77445205b5da64ae7fb1789e92fbc37b6f;reader-step-16=118cf80045e02921e22af044d59b89d90c42abb9dceb2f99217756e78edc2eab;reader-step-20=c02bd179155760afda81307ea15da1640e9752eaf786b6d281504cf9d70fc4fe;reader-step-24=d0266a090d026dc20cceba235e13a7e64d9e566fe8bbd7ea682088b37a96d97b,Count capped at six after threshold; selected refs support tea-club/school and street/outdoor flows only; relationship is not a separate scene and no cafe scene appears in selected refs; electronic and frozen print correspondence remains an edition lead; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-65f856a6fa2078f21d2f,黒月のイェルクナハト,https://www.kodansha.co.jp/comic/products/0000415577/trial,講談社 公式試し読み,officialPublisherInternalPreview,2025-07-16,2026-08-25,official original vol1 trial product maps directly to frozen representative ISBN 9784065400753,accessible,6,4,reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24;reader-step-28,true,false,sample-ready,reader-step-08=e0fa0a5a5b20464fc22d573d793a1c9f70c07367e73d9b4edeffc8d9ce70d4d4;reader-step-12=0edd0282307ac922d4da4aa943b13843b23ff659c3506871ed6a57e728298f19;reader-step-16=855348385abe6cc629840b40d4d626794bb224044b5e00b6da01efc1ff4778db;reader-step-20=78f6a586ab1258cd1aea4d00653dc7ec7ea9d1a46057324b69684526cb7fe3f7;reader-step-24=6d39a46daf0ecb174ad162c14ca3e3ad20f87b2aeafaa7a413fb0d963fa61b47;reader-step-28=6eb2d310d02230e436fbdce65c6b4f8fd0370afee8a8bd9c184902f13f4f306d,Count capped at six after threshold; eerie encounter office street action and aftermath contexts are distinct; title splash was excluded; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-741deb03d9f59e723929,ルックバック,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088827827,集英社 公式試し読み,officialPublisherInternalPreview,2021-09-03,2026-08-25,official original one-shot print ISBN 9784088827827 maps directly to frozen representative ISBN 9784088827827,accessible,6,3,reader-step-02;reader-step-03;reader-step-04;reader-step-05;reader-step-06;reader-step-07,true,false,sample-ready,reader-step-02=65223c3997dd6f0d74a2b38fe7d1d832c6c517de02b08e8f7613fc843007aa50;reader-step-03=f2e11ee01c71e3f21674e2c9099135d23495520a897485336170b1acb2625d8f;reader-step-04=dffcfba325f5eb11a9beb2940f86053e82cecac6287506447967c39ce3c0b180;reader-step-05=7239f4917f077f86736a247a6481ad41598738909b467da0639b499ee854b081;reader-step-06=019bee04c59fee18fb045ba1ea2a0639c68c3fdf2408233b6bdac11e519356bb;reader-step-07=5bad5fba8d0dd6f6f72be158ef0da2b5be44b4f9b86443f3f2c3d69a269470bb,Count capped at six after threshold; classroom teacher-room school-corridor and newspaper contexts are distinct; one-shot end cover and synopsis material were excluded; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-7c8931bc010e2f28f7ec,夢中さ、きみに。,https://bookwalker.jp/dea4e44e4b-6c5f-4599-b982-bf78ed0b529c/?sample=1&from=1,KADOKAWA・BOOK☆WALKER 公式試し読み,officialRightsholderInternalPreview,2019-08-10,2026-08-25,official KADOKAWA product ISBN 9784047357181 links to the exact BOOK☆WALKER digital vol1 trial,accessible,6,4,reader-page-005;reader-page-006;reader-page-007;reader-page-008;reader-page-009;reader-page-010,true,false,sample-ready,reader-page-005=acab0f646c50d7d851d074b4dba96da87c8257abb9c3f5e985fd03392de98f2c;reader-page-006=affc4cbe636b4b0eaf1174cd2f682b68286070d1afcee837e3751c548dfb1074;reader-page-007=674a6116a5fc581a6958b1aa0807f08002bd183c67d053500b35a85723dd03f5;reader-page-008=bd384aaba7abdd5eb17c8994dd0c0ab7866f3202c564024a3285a61c7fae21de;reader-page-009=6d054a04306ce320ee8387ed81e6ed32755b5ebbcb66aa44d6f2b8b770ee5169;reader-page-010=fb094439c474b90ec5c0172158ee62d9f3fb9ff21b545e4390ea510a9c41c0ea,Count capped at six after threshold; selected refs show four distinct contexts: sports-festival/field (005-007); restroom (008); dining interior (009); exterior stairwell/landing (010); no exact bounded continuous start-development-impact-resolved sequence was isolated
work-7d4568dcc8e9175d35ba,異世界おじさん,https://bookwalker.jp/defbf93e3d-6a4a-473f-9ac4-a8a87b9b0d7b/?sample=1&from=1,KADOKAWA・BOOK☆WALKER 公式試し読み,officialRightsholderInternalPreview,2018-11-21,2026-08-25,official KADOKAWA product ISBN 9784040653686 links to the exact BOOK☆WALKER digital vol1 trial,accessible,5,2,reader-page-005;reader-page-006;reader-page-008;reader-page-009;reader-page-010,false,false,unknown-ready,reader-page-005=8f41f4fac83624f57d31b3b2607cb46ff2fb119b3121d733162e406cd1dff973;reader-page-006=baba685186aa20d155e4cd777749e79365071a1ab11efce8b7fb1a2134450e1e;reader-page-008=cb0801b2612ac471e60bb9609750fe2a68eda5d06077b97b830ed4d637c9371d;reader-page-009=86d57ce38c36b8b061b1be1abe2ebd367c9fb097976836c53c6796acdfe78432;reader-page-010=95f1771213244899100ba17d75ec9eed26a6dac0341066ff38c910d0d04638b8,Only five readable internal pages remain after excluding reader-page-007 chapter-opening illustration; retained refs show street/arrival and hospital-bedroom contexts only; no retained genuine body-page capture was available to reach the six-page gate; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-7f0f63c5d80083f2be7f,思い、思われ、ふり、ふられ,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088454672,集英社 公式試し読み,officialPublisherInternalPreview,2015-10-13,2026-08-25,official original print vol1 ISBN 9784088454672 maps directly to frozen representative ISBN 9784088454672,accessible,6,5,reader-step-04;reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24,true,false,sample-ready,reader-step-04=ce21d4d86db9b71f6686520617c2a1e3349f2086e147c11d1ff9216203b196b3;reader-step-08=8899258e2d6fadb2d8ca40003f210031b857295572b7f23405bad950bf36215d;reader-step-12=e6caf0002f0607b8aea29b7862a3dc2d5f5ce2b9250e14da9dea321141d7f053;reader-step-16=c86aede9c153425fb7eddcda62521cb6693d4d6048fd79a9b5b006dd6dd4dff8;reader-step-20=8e247865d49599588b390109c8ca02210c063994a49df8346d882df32a347d8a;reader-step-24=dea3aad7fa300b54dbe2037cee8fcb21b01377900d4948d9e1619f68e3018e4b,Count capped at six after threshold; selected refs show five distinct contexts: home/answering-phone (04); rainy outdoor phone (08); fantasy/school memory (12); station (16/20); convenience-store interior (24); no exact bounded continuous start-development-impact-resolved sequence was isolated
work-80a2f62ce5073ade2ec2,式の前日,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091345850000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,2013-01-01,2026-08-25,official electronic one-shot collection JDCN 091345850000d0000000 matches frozen title creator and collection and bridges to representative print ISBN 9784091345851,accessible,6,2,reader-step-04;reader-step-06;reader-step-08;reader-step-10;reader-step-12;reader-step-14,true,false,sample-ready,reader-step-04=0695b256ed66f044a60a4534c7226f8b0329b4de5568d78ebfb5220ff69ec69f;reader-step-06=866136f4f1d830637392a9c6079f5e341e4be3bc297b600c2654f6ee601cc989;reader-step-08=1447c05c3a33382a3a807d9ba4f3b7da9d37e12ecef838d0848b957f7b8f0c07;reader-step-10=3bcc5cbe3061a4f87069611d04082ef0583465930fdef466efff053d464f2733;reader-step-12=504a46c70ec19df4fd371fdf4b1279a6b97602eb70d8b9910e5c423565a8385c;reader-step-14=21f2c6030006756abbc37771e40843c8517da171742fc7983949ad0395fc4b01,Count capped at six after threshold; selected refs show bedroom/home dialogue and dining/hallway transition only; no separate group-conversation scene is present; electronic and frozen print correspondence remains an edition lead; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-8733067e6afcaeadbd8d,さんすくみ,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091334600000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,2013-01-01,2026-08-25,official electronic vol1 JDCN 091334600000d0000000 matches frozen title creator and volume and bridges to representative print ISBN 9784091334602,accessible,6,2,reader-step-08;reader-step-12;reader-step-16;reader-step-20;reader-step-24;reader-step-28,true,false,sample-ready,reader-step-08=bced0b866bf404ca6030c0a7526854f7b0df1e5d46fb3ff6f6bb87e98bce0d44;reader-step-12=838904b7d32b10dd4011b994a2ba7e735b42c8ad7f37b173f14c677eddfed705;reader-step-16=70c5e125fe2e4222b5a6577c0443fc3f147676910111b939abb40d4a0bd2a273;reader-step-20=8950ceaaa43f6aed1c25b98ed9a7248e6020b7db3c4469ca80973da44aba960b;reader-step-24=4ae59ff8b6c23910f744490bf7d7f89129353e750b506472f3cff6618eab27d4;reader-step-28=c27880635d6e247b33e04e3af33ffab549ad75815bbe151a74078b98d7f86229,Count capped at six after threshold; selected refs show shrine ceremony/interior and shrine exterior/group only; no school or workplace context appears in selected refs; episode title splash was excluded; electronic and frozen print correspondence remains an edition lead; no exact bounded continuous start-development-impact-resolved sequence was isolated
