workId,axisId,state,value,confidence,refs,observation,limitation
work-925f371723beac5227f7,artRealism,known,1,0.91,reader-step-6;reader-step-8;reader-step-10;reader-step-12;reader-step-14;reader-step-15,Marked chibi simplification shapes the heroine and animal while the tall customer retains elongated but still stylized anatomy and minimal facial construction,Entry-scope six-page sample only; value 0 was rejected because strong deformation is not uniform across every context
work-925f371723beac5227f7,artDensity,known,1,0.89,reader-step-6;reader-step-8;reader-step-10;reader-step-12;reader-step-14;reader-step-15,Bakery masonry props market stalls fortifications and a statue provide some setting information but close-ups and dialogue panels retain large blank areas and light texture,Entry-scope six-page sample only; density varies from sparse to moderate and does not reach balanced detail consistently
work-925f371723beac5227f7,visualSoftness,known,3,0.90,reader-step-6;reader-step-8;reader-step-10;reader-step-12;reader-step-14;reader-step-15,Rounded heroine and animal contours clean lines curved hair and light screentone make the page treatment predominantly soft,Entry-scope six-page sample only; angular customer features statue and architecture prevent an all-context value 4
work-925f371723beac5227f7,motionImpact,unknown,,,reader-step-6;reader-step-8;reader-step-10;reader-step-12;reader-step-14;reader-step-15,No exact continuous action sequence was established in the bounded packet,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-961a49798df191311f42,artRealism,unknown,,,https://www.shinchosha.co.jp/book/771744/,No eligible internal pixel sample was retained,Official product only; no work-specific internal trial; unknown is not low
work-961a49798df191311f42,artDensity,unknown,,,https://www.shinchosha.co.jp/book/771744/,No eligible internal pixel sample was retained,Official product only; no work-specific internal trial; unknown is not low
work-961a49798df191311f42,visualSoftness,unknown,,,https://www.shinchosha.co.jp/book/771744/,No eligible internal pixel sample was retained,Official product only; no work-specific internal trial; unknown is not low
work-961a49798df191311f42,motionImpact,unknown,,,https://www.shinchosha.co.jp/book/771744/,No eligible bounded action sequence was retained,Official product only; no work-specific internal trial; unknown is not low
work-9bd00739b995d84e2494,artRealism,unknown,,,https://www.ohtabooks.com/publish/2019/06/12000000.html,No eligible internal pixel sample was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-9bd00739b995d84e2494,artDensity,unknown,,,https://www.ohtabooks.com/publish/2019/06/12000000.html,No eligible internal pixel sample was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-9bd00739b995d84e2494,visualSoftness,unknown,,,https://www.ohtabooks.com/publish/2019/06/12000000.html,No eligible internal pixel sample was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-9bd00739b995d84e2494,motionImpact,unknown,,,https://www.ohtabooks.com/publish/2019/06/12000000.html,No eligible bounded action sequence was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-a3d922576a1a1ecc8e3e,artRealism,unknown,,,https://www.hakusensha.co.jp/comicslist/72311/,No eligible internal pixel sample was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-a3d922576a1a1ecc8e3e,artDensity,unknown,,,https://www.hakusensha.co.jp/comicslist/72311/,No eligible internal pixel sample was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-a3d922576a1a1ecc8e3e,visualSoftness,unknown,,,https://www.hakusensha.co.jp/comicslist/72311/,No eligible internal pixel sample was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-a3d922576a1a1ecc8e3e,motionImpact,unknown,,,https://www.hakusensha.co.jp/comicslist/72311/,No eligible bounded action sequence was retained,Product-linked reader is absent from the trusted route registry; unknown is not low
work-aa85b65d02f367e76a07,artRealism,unknown,,,reader-p5,One readable body page was retained,One page and one context fail the six-page two-context static gate; unknown is not low
work-aa85b65d02f367e76a07,artDensity,unknown,,,reader-p5,One readable body page was retained,One page and one context fail the six-page two-context static gate; unknown is not low
work-aa85b65d02f367e76a07,visualSoftness,unknown,,,reader-p5,One readable body page was retained,One page and one context fail the six-page two-context static gate; unknown is not low
work-aa85b65d02f367e76a07,motionImpact,unknown,,,reader-p5,No eligible bounded action sequence was retained,One page cannot establish a continuous start-development-impact-resolved sequence; unknown is not low
