position,workId,canonicalTitle
1,work-060a72fe10cf6ba9cbfc,チェーザレ 破壊の創造者
2,work-076beb86f844b642beef,くーねるまるた
3,work-091d231d37f037fb07e8,インベスターZ
4,work-0cf463005cc77eeded8e,黄泉のツガイ
5,work-0d1ad77728a44df56508,ラーメン大好き小泉さん
6,work-0dabd1d17e5fcf2992b9,忘却のサチコ
7,work-0ebf010ac12b9b60d80e,機動旅団八福神
8,work-0ede6921b81169dc2dda,不滅のあなたへ
9,work-0eff8190c0c6ff604527,よるくも
10,work-12b484cd79bfe6852ea1,高校球児 ザワさん
11,work-151b456508f78852b002,ヨルムンガンド
12,work-1550d4a52c3fe6d9f94c,ボクラノキセキ
13,work-15d6508605fbd4a266fc,おまかせ精霊
14,work-18e08fe95968a6537773,ニラメッコ
15,work-19b578d0e828242f14f3,恋愛ラボ
16,work-1b3afe12c434a9cf7603,銀のスプーン
17,work-1b7c4ed54d7761cd242b,おかめ日和
18,work-1bce95b6c02673e59bcf,新黒沢 最強伝説
19,work-1d5a3158e78e639f1973,カレチ
20,work-1e9c4852863a22bba058,GREEN WORLDZ
21,work-1ec3d48e64b228bb8a92,娚の一生
22,work-238c04ae3a3a61451078,リューシカ・リューシカ
23,work-43ebf010a490cfd4bb50,千年万年りんごの子
24,work-4b4bbe8c10859c46e726,百舌谷さん逆上する
25,work-5ad62e6413f67d351f1d,天にひびき
26,work-5b7cf2105a4bc6f6b46c,クジラの子らは砂上に歌う
27,work-5e30ab3c7e3fb43e51f2,女王の花
28,work-62fb5d8e9f6c6bbbeba9,血潜り林檎と金魚鉢男
29,work-6c6341781c12b590864f,鉄楽レトラ
30,work-77008e04537e3fd889e2,ジョジョリオン
31,work-79c18b26dfde8a532f73,デストロ２４６
32,work-7b6eb2b48ac06ffa26eb,夢の雫、黄金の鳥籠
33,work-8037856e7703fdaf4324,日常
34,work-88cb26a0229ad7b83263,ひらやすみ
35,work-8a7846af8ead1797e6a2,ハイスコアガール
36,work-8ff141505b0a27f8d630,WOMBS
37,work-982bb79e03193ebbafcd,ママはテンパリスト
38,work-9e98119539f60465ce66,僕らはみんな河合荘
39,work-aa6018249b7fe7e92d95,かよちゃんの荷物
40,work-ab9331f7fed1990f7dc6,脳内ポイズンベリー
41,work-c50ea94bb66f72c679a2,機械仕掛けの愛
42,work-c7e065f61bb7a176ee56,臨死!!江古田ちゃん
43,work-c8243866b7c8a6d9a2f8,町でうわさの天狗の子
44,work-db4a0ec451d7f4ffd8b8,万福児
45,work-e658d3aee2e33c17aa38,スピリットサークル
46,work-e906b3eaa9ef9eafe23c,トリリオンゲーム
47,work-f31a42ea4ad724acefa5,デッドデッドデーモンズデデデデデストラクション
48,work-f4bfc29a5e0a9b5148d0,月に吠えらんねえ
49,work-fb89f119251610cf1648,1/11 じゅういちぶんのいち
50,work-fe35a5f01946f5153eb4,シュトヘル
