position,workId,canonicalTitle
1,work-be54044322b24ee62dba,ドカベン ドリームトーナメント編
2,work-be6fdcb10451af4f7569,DROPS
3,work-be718dc826c927adf274,テラフォーマーズ
4,work-be770c8b3ea29cdbf874,空母いぶき
5,work-be8ce654b5d7e7b3fdfb,金の国 水の国
6,work-be8d528fa1e3ae0e6d31,往生際の意味を知れ！
7,work-be90023564b36a3b0eac,ライアー×ライアー
8,work-bf1cc824209498660888,ＥＶＩＬ ＨＥＡＲＴ
9,work-c0a4903a040d0f704d18,レストー夫人
10,work-c0c630ff4d186daf762d,龍とカメレオン
11,work-c1304bfa319ba318368e,田中くんはいつもけだるげ
12,work-c13afa217a833f90bc3c,手紙物語
13,work-c24c7f023810516a931c,同級生
14,work-c2564ae48ae5e689ea66,バクマン。
15,work-c2d28d298730bdf6ee33,僕たちがやりました
16,work-c2e1a97976346530a420,魔力枯れのダークエルフ
17,work-c318fd52f1da01533910,間違った子を魔法少女にしてしまった
18,work-c327594a74d5eb536b5a,赤羽骨子のボディガード
19,work-c3396a2a9fa22ab73971,ぼくらの17-ON!
20,work-c3b522b077189878e8ab,あまちんは自称♂
21,work-c3d4d2e43bf3ecaf7f9a,神様がうそをつく。
22,work-c3fd0f24e8e29bf2f93a,だんドーン
23,work-c480fbff0341ffcc2d17,しのびごと
24,work-c49988385e99e0ae7089,ブランチライン
25,work-c55cfa2eba7b2880ab10,ベントラーベントラー
26,work-c578b9f1ab6212044971,もずく、ウォーキング!
27,work-c5bfedbb9ee87b8dea2b,ファンシィダンス
28,work-c62cd8a81b67b2feb839,バウンスバック
29,work-c6418f7b70cff810199c,カブのイサキ
30,work-c65ce967e028013d13dd,一匹と九十九匹と
31,work-c688b00ba5b432f77bf8,ケルベロス
32,work-c6b3f1cb34d8b4a922dc,カリュクス
33,work-c6f4ede212b6475ffb81,黙示録の四騎士
34,work-c70511031405e0fb5c11,Ｈｅｌｃｋ
35,work-c76c68896af3ef46e620,Doubt
36,work-c78d636e59db94289c27,ウソツキ！ゴクオーくん
37,work-c7d52715d5210ef9abc6,さよならさよなら、またあした
38,work-c88171b2210a4dc37f79,向ヒ兎堂日記
39,work-c8a0ff9f73cf58a0286d,アンサングシンデレラ 病院薬剤師 葵みどり
40,work-c8e86b62755ca0f07faf,東伍郎とまろすけ
41,work-c93dbd250009ef690967,早乙女選手、ひたかくす
42,work-c9dfbc3276f178d51de6,pupa
43,work-ca3996e94bd30fa71078,狼の口 ヴォルフスムント
44,work-ca3b272242f844b81d5d,ハウアーユー？
45,work-ca9e45ed0028858c0126,蟹に誘われて
46,work-cb61c70a466a77afa0ea,ダメおやじ
47,work-cb8cbf442782052b23a3,ケシカスくん
48,work-cc4b609492878251813a,Ｂ型Ｈ系
49,work-cc64c0784ed6b3bae423,私がモテてどうすんだ
50,work-cc6eb4f6a20f26a720fe,激辛！カレー王子
