workId,axisId,state,value,confidence,refs,observation,limitation
work-7a4e7ba45413e1b8af34,artRealism,unknown,,,"official-url=https://www.shueisha.co.jp/books/reader/main.php?cid=08846366846366345501;frozen-ISBN=9784088463667;pages=0;contexts=0;hashes=none","The accessible official reader was a color-restored electronic remaster and no pixel from the frozen original print edition was retained.","No official page-equivalence bridge connected the remaster to frozen ISBN 9784088463667; unknown does not imply a low value and is not a blocker."
work-7a4e7ba45413e1b8af34,artDensity,unknown,,,"official-url=https://www.shueisha.co.jp/books/reader/main.php?cid=08846366846366345501;frozen-ISBN=9784088463667;pages=0;contexts=0;hashes=none","The accessible official reader was a color-restored electronic remaster and no readable internal pixel sample from the frozen edition was available.","Zero eligible pages and contexts prevent a density judgment; unknown does not imply a low value and is not a blocker."
work-7a4e7ba45413e1b8af34,visualSoftness,unknown,,,"official-url=https://www.shueisha.co.jp/books/reader/main.php?cid=08846366846366345501;frozen-ISBN=9784088463667;pages=0;contexts=0;hashes=none","The accessible official reader was a color-restored electronic remaster and no readable internal pixel sample from the frozen edition was available.","Zero eligible pages and contexts prevent a softness judgment; unknown does not imply a low value and is not a blocker."
work-7a4e7ba45413e1b8af34,motionImpact,unknown,,,"official-url=https://www.shueisha.co.jp/books/reader/main.php?cid=08846366846366345501;frozen-ISBN=9784088463667;pages=0;contexts=0;hashes=none","No eligible official internal page or exact bounded continuous action sequence was available for the frozen edition.","Motion requires exact start development impact and resolved-end references; unknown does not imply a low value and is not a blocker."
work-7abb6e8396c5e1252173,artRealism,known,2,0.84,"reader-step-04;reader-step-08;reader-step-15","Adult and child bodies hands food aprons home rooms and the school kitchen retain coherent scale while oversized child eyes chibi reactions and simplified noses remain ordinary manga stylization.","The balanced anchor is limited to six official volume-one pages across three contexts; later visual development was not assessed."
work-7abb6e8396c5e1252173,artDensity,known,2,0.84,"reader-step-04;reader-step-08;reader-step-15","Panel-rich home staging stairs foliage food utensils kitchen fixtures and screentone balance against broad sky wall and portrait fields across the three spreads.","Density varies by context and sustains neither the sparse nor the high-information endpoint in the six-page sample."
work-7abb6e8396c5e1252173,visualSoftness,known,3,0.86,"reader-step-04;reader-step-08;reader-step-15","Rounded child forms fine hair smooth facial curves light screentone floral detail and clean food rendering create a consistently soft polished tendency.","Heavy black hair masses and comic reaction marks keep the sample between the neutral and maximum-softness anchors."
work-7abb6e8396c5e1252173,motionImpact,unknown,,,"reader-step-04;reader-step-08;reader-step-15","The official spreads show walking cooking eating and reaction gestures but no exact bounded continuous action sequence.","No start-development-impact-resolved-end reference set was supplied; unknown is neither a low value nor a blocker."
work-81c561ca6bb74a301cf8,artRealism,known,4,0.92,"reader-step-04;reader-step-08;reader-step-15","Observed adult anatomy hands wrinkles uniforms aircraft chamber perspective tailored clothing dragon structure masonry and rubble repeatedly use realistic proportion scale and surface construction.","The maximum-realism anchor is supported across all three contexts but remains limited to six official early volume-one pages."
work-81c561ca6bb74a301cf8,artDensity,known,3,0.89,"reader-step-04;reader-step-08;reader-step-15","Architecture jet machinery fabric folds facial hatching dragon scales masonry debris and effect textures keep line and background information above the balanced anchor.","The large void and sky fields in reader-step-08 and reader-step-15 prevent sustained maximum density."
work-81c561ca6bb74a301cf8,visualSoftness,known,0,0.90,"reader-step-04;reader-step-08;reader-step-15","Angular mature faces hard musculature coarse crosshatching heavy blacks weathered masonry dragon textures and explosive marks sustain a rough high-contrast treatment across all contexts.","A few clean face and sky fields do not displace the repeated hard-edge treatment supporting the roughest endpoint."
work-81c561ca6bb74a301cf8,motionImpact,unknown,,,"reader-step-04;reader-step-08;reader-step-15","Dragon contact explosion and projected-fire fragments are visible but the selected refs do not form one exact bounded continuous sequence.","The preflight motion gate is closed because start development impact and resolved end are not all referenced; unknown is neither low nor a blocker."
work-83510afea8d961aec880,artRealism,known,3,0.86,"printed-p004-p005;printed-p018-p019;printed-p028-p029","Adult age and body variation hands clothing furniture and playground scale remain plausible while deliberately simplified eyes noses and reaction faces preserve visible caricature.","The value falls between ordinary stylization and full realism and is limited to six official volume-one pages."
work-83510afea8d961aec880,artDensity,known,1,0.88,"printed-p004-p005;printed-p018-p019;printed-p028-p029","Broad white rooms playground fields and minimally indicated domestic backgrounds dominate with sparse tone and only selected furniture clothing and landscape lines.","Those retained objects and environmental cues keep the sample above the simplest endpoint but below balanced density."
work-83510afea8d961aec880,visualSoftness,known,1,0.84,"printed-p004-p005;printed-p018-p019;printed-p028-p029","Blunt facial construction scratchy hair and stubble heavy black clothing and dry uneven contours create a distinctly hard unpolished tendency.","Restrained clean outlines and rounded body silhouettes keep the six-page sample above the fully rough endpoint."
work-83510afea8d961aec880,motionImpact,unknown,,,"printed-p004-p005;printed-p018-p019;printed-p028-p029","The sampled resignation home and confrontation pages contain small gestures but no exact bounded continuous action sequence.","No complete start-development-impact-resolved-end reference set exists; unknown is neither a low value nor a blocker."
work-84a6a139c55f2760544e,artRealism,known,2,0.83,"episode-1-range-17;episode-1-range-13;episode-1-range-11","Adolescent bodies hands clothing desks windows shelves and the cutter retain coherent scale while enlarged eyes elastic expressions and chibi reactions remain ordinary manga stylization.","The balanced anchor covers six official first-episode pages across three contexts and does not assert later consistency."
work-84a6a139c55f2760544e,artDensity,known,3,0.88,"episode-1-range-17;episode-1-range-13;episode-1-range-11","Compact panel grids classroom shelving desks windows screentone reaction rays text blocks and prop detail keep visual information above balanced density throughout the sample.","Open portrait fields and simplified reaction panels prevent the maximum-density endpoint from being sustained."
work-84a6a139c55f2760544e,visualSoftness,known,2,0.82,"episode-1-range-17;episode-1-range-13;episode-1-range-11","Smooth rounded heroine contours alternate with the boy's angular face heavy black hair sharp cutter emphasis and dense comic effect lines.","Neither the soft character rendering nor the hard reaction treatment dominates all three contexts so the neutral anchor is used."
work-84a6a139c55f2760544e,motionImpact,unknown,,,"episode-1-range-17;episode-1-range-13;episode-1-range-11","The cutter dispute and classroom gestures appear only as sampled fragments rather than one exact bounded continuous sequence.","No start-development-impact-resolved-end reference set is present; unknown is neither a low value nor a blocker."
work-88e75622b83b794c03ac,artRealism,known,3,0.89,"printed-p006-p007;printed-p014-p015;printed-p016-p017","Firearms mechanisms motorcycle animals rural landscapes clothing and human anatomy use observed scale and construction while faces retain selective manga simplification.","The value falls between stylized and fully realistic anchors and is limited to six official volume-one pages."
work-88e75622b83b794c03ac,artDensity,known,3,0.90,"printed-p006-p007;printed-p014-p015;printed-p016-p017","Vegetation fields gun mechanisms store shelves wooded terrain clothing folds and compact panels sustain above-balanced line background and object information.","White sky dialogue and face fields recur often enough that maximum density is not sustained."
work-88e75622b83b794c03ac,visualSoftness,known,1,0.87,"printed-p006-p007;printed-p014-p015;printed-p016-p017","Scratchy grass trees bird fur and clothing texture angular mature faces and bold black hair create a hard documentary-like tendency.","Clean figure outlines and open rural fields moderate the rough treatment above the endpoint."
work-88e75622b83b794c03ac,motionImpact,unknown,,,"printed-p006-p007;printed-p014-p015;printed-p016-p017","Hunting firearm handling and travel fragments are visible but no exact bounded continuous action sequence is supplied.","No complete start-development-impact-resolved-end reference set exists; unknown is neither a low value nor a blocker."
work-9036a98c069b5ef8cd54,artRealism,known,2,0.84,"printed-p009-p010;printed-p017-p018;printed-p025-p026","Night streets buildings poles fences benches hands and bodies remain spatially coherent while simplified faces jagged hair and elastic reactions retain ordinary manga stylization.","The balanced anchor is based on six official early volume-one pages across three contexts."
work-9036a98c069b5ef8cd54,artDensity,known,2,0.86,"printed-p009-p010;printed-p017-p018;printed-p025-p026","City architecture foliage fencing paving and shadow textures balance against broad skies gradient fields silhouettes and deliberate negative space.","The three contexts alternate detailed streets and open nocturnal fields so neither density endpoint is sustained."
work-9036a98c069b5ef8cd54,visualSoftness,known,1,0.85,"printed-p009-p010;printed-p017-p018;printed-p025-p026","Hard silhouettes jagged hair brushy shadows abrupt black masses and sharp reaction strokes create a rough angular tendency across the night scenes.","Smooth sky gradients rounded faces and clean building lines keep the sample above the roughest endpoint."
work-9036a98c069b5ef8cd54,motionImpact,unknown,,,"printed-p009-p010;printed-p017-p018;printed-p025-p026","Playground movement and physical reaction fragments appear but do not form one exact bounded continuous sequence.","No start-development-impact-resolved-end reference set is present; unknown is neither a low value nor a blocker."
work-98637340992f2f50107d,artRealism,unknown,,,"official-url=https://www.shinchosha.co.jp/book/771677/;frozen-ISBN=9784107716774;pages=0;contexts=0;hashes=none","The exact official original volume-one product was resolved but it exposed no work-specific trial control or readable internal page.","Zero eligible pages and contexts prevent a realism judgment; unknown does not imply a low value and is not a blocker."
work-98637340992f2f50107d,artDensity,unknown,,,"official-url=https://www.shinchosha.co.jp/book/771677/;frozen-ISBN=9784107716774;pages=0;contexts=0;hashes=none","The exact official original volume-one product was resolved but it exposed no work-specific trial control or readable internal page.","Zero eligible pages and contexts prevent a density judgment; unknown does not imply a low value and is not a blocker."
work-98637340992f2f50107d,visualSoftness,unknown,,,"official-url=https://www.shinchosha.co.jp/book/771677/;frozen-ISBN=9784107716774;pages=0;contexts=0;hashes=none","The exact official original volume-one product was resolved but it exposed no work-specific trial control or readable internal page.","Zero eligible pages and contexts prevent a softness judgment; unknown does not imply a low value and is not a blocker."
work-98637340992f2f50107d,motionImpact,unknown,,,"official-url=https://www.shinchosha.co.jp/book/771677/;frozen-ISBN=9784107716774;pages=0;contexts=0;hashes=none","No eligible official internal page or exact bounded continuous action sequence was available for the mapped original volume.","Motion requires exact start development impact and resolved-end references; unknown does not imply a low value and is not a blocker."
work-a25bac53b4757f13f21a,artRealism,known,1,0.85,"reader-step-04;reader-step-08;reader-step-15","Flattened facial features narrow silhouettes chibi demons compressed animal forms and decorative hell landscapes sustain strong stylization across the sample.","Coherent human anatomy clothing and office-like objects keep the work above the strongest deformation and simplification endpoint."
work-a25bac53b4757f13f21a,artDensity,known,3,0.87,"reader-step-04;reader-step-08;reader-step-15","Compact panels smoke borders creature groups textured hell landscapes animal fur speed hatching props and black fields keep information above balanced density.","The large profile white fields and open animal panels prevent a sustained maximum-density judgment."
work-a25bac53b4757f13f21a,visualSoftness,known,1,0.85,"reader-step-04;reader-step-08;reader-step-15","Pointed ears noses and faces hard black robes scratchy effects jagged rocks and forceful reaction lines create a distinctly angular hard tendency.","Fluffy animal rendering and clean contour work moderate the treatment above the fully rough endpoint."
work-a25bac53b4757f13f21a,motionImpact,unknown,,,"reader-step-04;reader-step-08;reader-step-15","Workplace conflict and animal encounter gestures are isolated panels rather than one exact bounded continuous action sequence.","No complete start-development-impact-resolved-end reference set exists; unknown is neither a low value nor a blocker."
work-a4ca6e21e97927928e1a,artRealism,known,3,0.86,"page-004;page-005;page-011;page-012;page-016;page-017","Mature faces hands holding food clothing convenience-store and kitchen fixtures car interior and apartment architecture retain plausible anatomy scale and perspective.","Polished facial construction remains visibly stylized so the six-page sample falls below the maximum-realism anchor."
work-a4ca6e21e97927928e1a,artDensity,known,2,0.83,"page-004;page-005;page-011;page-012;page-016;page-017","Architecture food grain clothing shelves kitchen and car details balance against broad white gradient and night-sky fields in the restrained page layouts.","Density changes by context and sustains neither the sparse nor the high-information endpoint."
work-a4ca6e21e97927928e1a,visualSoftness,known,3,0.88,"page-004;page-005;page-011;page-012;page-016;page-017","Fine hair and eyelash lines smooth mature faces light gradients soft clothing folds and polished food close-ups sustain a gentle refined tendency.","Black silhouettes bold comic marks and hard architectural edges keep the sample below the maximum-softness anchor."
work-a4ca6e21e97927928e1a,motionImpact,unknown,,,"page-004;page-005;page-011;page-012;page-016;page-017","Cooking gestures and the car departure context do not supply one exact bounded continuous action sequence.","No start-development-impact-resolved-end reference set is present; unknown is neither a low value nor a blocker."
