workId,themeId,centrality,confidence,evidenceId
work-017446dd1a9039d9839b,adventure,2,0.88,ev-batch-002-a-work-017446dd1a9039d9839b
work-017446dd1a9039d9839b,combat,2,0.84,ev-batch-002-a-work-017446dd1a9039d9839b
work-02d5d329c9ef85e481cb,martialArts,2,0.94,ev-batch-002-a-work-02d5d329c9ef85e481cb
work-02d5d329c9ef85e481cb,workplace,2,0.88,ev-batch-002-a-work-02d5d329c9ef85e481cb
work-02d5d329c9ef85e481cb,sportsCompetition,2,0.94,ev-batch-002-a-work-02d5d329c9ef85e481cb
work-089947c5303024841fef,investigation,2,0.94,ev-batch-002-a-work-089947c5303024841fef
work-089947c5303024841fef,workplace,2,0.92,ev-batch-002-a-work-089947c5303024841fef
work-0e036724913c69bb937a,combat,2,0.92,ev-batch-002-a-work-0e036724913c69bb937a
work-0e036724913c69bb937a,survival,2,0.94,ev-batch-002-a-work-0e036724913c69bb937a
work-0e036724913c69bb937a,revenge,2,0.88,ev-batch-002-a-work-0e036724913c69bb937a
work-0e036724913c69bb937a,postApocalypse,2,0.9,ev-batch-002-a-work-0e036724913c69bb937a
work-1012948f5de799831da4,adventure,2,0.78,ev-batch-002-a-work-1012948f5de799831da4
work-1012948f5de799831da4,revenge,2,0.86,ev-batch-002-a-work-1012948f5de799831da4
work-1088a1dc00a3b0d22201,combat,2,0.9,ev-batch-002-a-work-1088a1dc00a3b0d22201
work-1088a1dc00a3b0d22201,survival,2,0.86,ev-batch-002-a-work-1088a1dc00a3b0d22201
work-19a26f01512166856a6a,adventure,2,0.94,ev-batch-002-a-work-19a26f01512166856a6a
work-19a26f01512166856a6a,exploration,2,0.94,ev-batch-002-a-work-19a26f01512166856a6a
work-1e27731b880d0d9012f8,school,1,0.66,ev-batch-002-a-work-1e27731b880d0d9012f8
work-207bb1ca28b7472fbe1d,martialArts,2,0.94,ev-batch-002-a-work-207bb1ca28b7472fbe1d
work-207bb1ca28b7472fbe1d,sportsCompetition,2,0.94,ev-batch-002-a-work-207bb1ca28b7472fbe1d
work-23851cd7ccf1d0c676cc,combat,2,0.92,ev-batch-002-a-work-23851cd7ccf1d0c676cc
work-23851cd7ccf1d0c676cc,workplace,2,0.86,ev-batch-002-a-work-23851cd7ccf1d0c676cc
