workId,themeId,centrality,confidence,evidenceId
work-5e20323e014d6d390aaf,martialArts,2,0.94,ev-batch-002-a-work-5e20323e014d6d390aaf
work-5e20323e014d6d390aaf,school,2,0.88,ev-batch-002-a-work-5e20323e014d6d390aaf
work-5e20323e014d6d390aaf,sportsCompetition,2,0.90,ev-batch-002-a-work-5e20323e014d6d390aaf
work-5ebbc9bede841d2faf7b,workplace,1,0.72,ev-batch-002-a-work-5ebbc9bede841d2faf7b
work-6f849a8e785deee3d5dc,investigation,2,0.90,ev-batch-002-a-work-6f849a8e785deee3d5dc
work-6f849a8e785deee3d5dc,workplace,2,0.84,ev-batch-002-a-work-6f849a8e785deee3d5dc
work-71e824df2e6bc2125294,combat,2,0.90,ev-batch-002-a-work-71e824df2e6bc2125294
work-7975d62582a89492a35f,adventure,2,0.88,ev-batch-002-a-work-7975d62582a89492a35f
work-7975d62582a89492a35f,workplace,2,0.90,ev-batch-002-a-work-7975d62582a89492a35f
work-8147aefccc365b0ecb4d,combat,1,0.70,ev-batch-002-a-work-8147aefccc365b0ecb4d
work-8147aefccc365b0ecb4d,investigation,2,0.90,ev-batch-002-a-work-8147aefccc365b0ecb4d
work-8147aefccc365b0ecb4d,workplace,2,0.86,ev-batch-002-a-work-8147aefccc365b0ecb4d
work-838a6f0ad2d1ef487588,war,1,0.74,ev-batch-002-a-work-838a6f0ad2d1ef487588
work-838a6f0ad2d1ef487588,politics,2,0.86,ev-batch-002-a-work-838a6f0ad2d1ef487588
work-838a6f0ad2d1ef487588,timeTravel,2,0.94,ev-batch-002-a-work-838a6f0ad2d1ef487588
work-838a6f0ad2d1ef487588,historicalReconstruction,2,0.88,ev-batch-002-a-work-838a6f0ad2d1ef487588
