position,workId,canonicalTitle
1,work-a8e7fda40fe4cfd357cf,君と綴るうたかた
2,work-ab1258948eec0e70b1ca,またぞろ。
3,work-ac4059b89f3366ca7a17,平和の国の島崎へ
4,work-acf8f385f6db7ee0548f,魔法少女201
5,work-b0baba6c795643b1db91,町田くんの世界
6,work-b3ea582f72fd539f881c,ありす、宇宙までも
7,work-b403d2f9699b4f8dd110,おはようおかえり
8,work-b4284a6ef960f906d31e,友達100人できるかな
9,work-b50b131e3e2bd7448d96,あそこではたらくムスブさん
10,work-b6e5ab291c28e2a29076,変ゼミ
11,work-b96dd032786014446952,ランウェイで笑って
12,work-ba0f61184218109003a3,この愛は、異端。
13,work-bad930ace10caa55d7e2,この音とまれ!
14,work-bb654a8f2166bed49f9a,みどりのまきば
15,work-bc213d5c418d27ebcf2a,妹は知っている
16,work-bdcf8de5aebcef0e1ed5,トリコ
17,work-c0e989c7b8bb7447840b,タケヲちゃん物怪録
18,work-c14e82937201df34495d,ワンパンマン
19,work-c3a1b26e0fc059b351ca,キミと話がしたいのだ。
20,work-c6c0a2cca6e4cd0b1290,Kiss×sis
21,work-c8483ec374a763860621,雪解けとアガパンサス
22,work-c8aef6141e1d61baa960,鉄風
23,work-cc2d5952736da056de67,ママゴト
24,work-ccbb3649a83639ac4da6,夏目アラタの結婚
25,work-cd774412c9f29141af14,主に泣いてます
26,work-cdea0de31a3f18475c62,IPPO
27,work-ce5919ff30d9ef01e3e1,大砲とスタンプ
28,work-d02d7530d9eabb88ed8a,野良猫と狼
29,work-d0e53d83ca10cd995f28,謎の彼女X
30,work-d17ed75dcf05f7d96507,お慕い申し上げます
31,work-d185fc02c4d16dffb0c3,カラスヤサトシ
32,work-d231960b92daceff7d39,女の子の食卓
33,work-d3306b3514f52c61afff,女子攻兵
34,work-d3d93ac98ea6965963a0,どーにゃつ
35,work-d57fec7e1e61ff8809f2,青い花
36,work-d6ab24ba01654d4e6e53,金魚屋古書店
37,work-d6da5a4e9ff3bb07783e,巨娘
38,work-d768ebe57013e12e6e6e,食の軍師
39,work-d97ef7c1bc4fd286d55a,アホガール
40,work-db2dcc1ea0999bd3c12b,あさりちゃん
41,work-dc6da46b90e2badecec5,とめはねっ！ 鈴里高校書道部
42,work-e5998ca4f3e0f450bb74,へうげもの
43,work-e6bc028ff1dede64e0b1,瞳のフォトグラフ
44,work-e76e62a846260dc04914,別式
45,work-e7c99b3b140c24e6d723,おしゃべりは、朝ごはんのあとで。
46,work-e99f79fc2d28a5b74951,踊り場にスカートが鳴る
47,work-ea19faa21a38167db8c4,ディーふらぐ!
48,work-ec7cdc3a358aff954a42,アニメタ！
49,work-f340564af4573659dbfd,ファンタジウム
50,work-f72d1201aed72c0ad05e,デラシネマ
