workId,themeId,centrality,confidence,evidenceId
work-151b456508f78852b002,adventure,2,0.78,ev-batch-005-a-work-151b456508f78852b002
work-151b456508f78852b002,combat,2,0.90,ev-batch-005-a-work-151b456508f78852b002
work-151b456508f78852b002,war,2,0.86,ev-batch-005-a-work-151b456508f78852b002
work-1550d4a52c3fe6d9f94c,investigation,2,0.86,ev-batch-005-a-work-1550d4a52c3fe6d9f94c
work-1550d4a52c3fe6d9f94c,reincarnation,2,0.92,ev-batch-005-a-work-1550d4a52c3fe6d9f94c
work-1550d4a52c3fe6d9f94c,school,2,0.88,ev-batch-005-a-work-1550d4a52c3fe6d9f94c
work-15d6508605fbd4a266fc,school,1,0.70,ev-batch-005-a-work-15d6508605fbd4a266fc
work-18e08fe95968a6537773,workplace,2,0.91,ev-batch-005-a-work-18e08fe95968a6537773
work-19b578d0e828242f14f3,school,2,0.92,ev-batch-005-a-work-19b578d0e828242f14f3
work-1b3afe12c434a9cf7603,cooking,2,0.92,ev-batch-005-a-work-1b3afe12c434a9cf7603
work-1bce95b6c02673e59bcf,survival,2,0.86,ev-batch-005-a-work-1bce95b6c02673e59bcf
work-1d5a3158e78e639f1973,workplace,2,0.92,ev-batch-005-a-work-1d5a3158e78e639f1973
work-1d5a3158e78e639f1973,historicalReconstruction,2,0.90,ev-batch-005-a-work-1d5a3158e78e639f1973
work-1e9c4852863a22bba058,combat,2,0.90,ev-batch-005-a-work-1e9c4852863a22bba058
work-1e9c4852863a22bba058,survival,2,0.92,ev-batch-005-a-work-1e9c4852863a22bba058
work-1e9c4852863a22bba058,postApocalypse,2,0.94,ev-batch-005-a-work-1e9c4852863a22bba058
