workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-23077ad33a2066bef5a6,Sunny,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091885570000d0000000,小学館eコミックストア Sunny 1巻 公式試し読み,officialPublisherInternalPreview,2011-08-30,2026-08-25,official Shogakukan vol1 ISBN 9784091885579 matches title creator and volume; e-comi JDCN 091885570000d0000000 identifies Sunny 1 and shares official 09188557 catalog stem,accessible,6,3,reader-step-10;reader-step-14;reader-step-16;reader-step-18;reader-step-20;reader-step-22,true,false,sample-ready,reader-step-10=c370c02f33cebdf904bf62761749b30175fead274a9a83c0d1b55f6e840581ff;reader-step-14=d04af5c5ceff23971354af49e9ec648190691273e4a0d185d5703a1dcfe2666a;reader-step-16=d0f58c0e618d6f4a3e2cca44367a482d8a7b5f587b441e801dac6f31671ed27b;reader-step-18=bf91ee6641c075c38510ac86f025a64e416b9587e30a91437a1477cf062ad313;reader-step-20=ace75183ef34fbe69cfb66784f1a57cd5a5345532ad95080f3c54275032646de;reader-step-22=3f12578d39f1f87b81c25c67658bc3e687e6202c8d84191ea2a712b0b1072eb4,Count capped at six after threshold; car-wilderness school-classroom and child-group interior contexts are distinct; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-2356050c72240569e1c5,すみれファンファーレ,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091885790000d0000000,小学館eコミックストア すみれファンファーレ 1巻 公式試し読み,officialPublisherInternalPreview,2012-03-30,2026-08-25,official Shogakukan vol1 ISBN 9784091885791 matches title creator and volume; e-comi JDCN 091885790000d0000000 identifies すみれファンファーレ 1 and shares official 09188579 catalog stem,accessible,6,3,reader-step-09;reader-step-13;reader-step-17;reader-step-21;reader-step-25;reader-step-29,true,false,sample-ready,reader-step-09=5819716a1312da994da5423384cb056f6f26cc1693e8d2a1e4448e9e2c52c134;reader-step-13=1effd76864a71a010f49d753c7d988f03881a173f4611aedc0cd1cd56dca5301;reader-step-17=4b962394aab03fa0f0f4c3d592d5b77b5c17c91955a5a20969ea215aaba3a501;reader-step-21=b012f33b9e168e6878d6cfdc4bc25b2b47ccc1c645b4c14faeb73e4bd1572647;reader-step-25=61259a5534a23001ab14dff32c7a533f73546a47a3a07ac1cb777fad9deda369;reader-step-29=7e335fdc5bf089502ac1a23be6991ccb5b3e1ce7e71f58961888b3b5637620aa,Count capped at six after threshold; school-home street and park contexts are distinct; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-2c4fe00df5255fc082f9,ヒーローカンパニー,https://heros-web.com/episodes/abc82cfdbc52d,HERO'S Web 公式 第1目標 街の平和を守れ!! 内部ビューア,officialRightsholderInternalPreview,2012-09-28,2026-08-25,HERO'S Web rights-holder episode 第1目標 is listed under the same series and its official unit-volume list links ヒーローカンパニー 1 at store_items/19660; the frozen ISBN 9784864683043 is corroborated by the licensed Reader Store vol1 listing,accessible,6,3,reader-value-11;reader-value-15;reader-value-19;reader-value-23;reader-value-27;reader-value-31,true,false,sample-ready,reader-value-11=ee8901ed48893f56d770c3145d19d83e8a06cc92c6b0cea337e7b628e4ff9064;reader-value-15=9e698b89203796e097087557f71e51c3b0cbe07519668aa8fe8be9d1165e8e60;reader-value-19=a3f843ed45b9acb76216ac8383a9ae043bcad16c732f2bc9e8c7b3497471bb43;reader-value-23=ad6c40dc44729d4de406ff8e4e8be195f285ccff9c21ece276ce047f1924c2d8;reader-value-27=cc1ec4481007dc2c44c9aad20302a9635476de34e0f83f9ce487e3f107b306aa;reader-value-31=0e4b4c5a42edb17ad316651672ea01d2ba6f80d46d3b19b92a512c67da47dd0b,Count capped at six after threshold; city-street hall and office-action contexts are distinct; the current rights-holder route uses exact range values; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-2d385ad0525742330e70,ねずみの初恋,https://www.kodansha.co.jp/comic/products/0000385374/trial,講談社 ねずみの初恋 1巻 公式試し読み,officialPublisherInternalPreview,2024-03-06,2026-08-25,Kodansha official product 0000385374 identifies ねずみの初恋 1 and ISBN 9784065344231; /trial resolves to the same official internal reader,accessible,6,3,reader-page-P0008@IB_TxaSt.jpg;reader-step-11;reader-step-15;reader-step-19;reader-step-23;reader-step-27,true,false,sample-ready,reader-page-P0008@IB_TxaSt.jpg=331f7ec1ac16a44b6b132d5f2e8da3d000bfc11c56fe5a20c5603e1e2e5d7efa;reader-step-11=6ed85cf500ea29cce6c57955dab8b404db4fa17499452238d9ef6b64d2f008c2;reader-step-15=133d547bee4ea6e7ee2f92a650676a4de78cf419d8c3e63f6bd4fec5c7bcf7f8;reader-step-19=63c13628537981b5f708c464c1357ce0913bfc79ec1a544363cb1c17e68ae839;reader-step-23=9604530c70810c70350106b1ff82fd4108e12e1c4627c47a681d1416f7ded367;reader-step-27=7eddd36bc95a86feb0d601126a26fbcf2d4954e00f231aabbe8460020b3ea7e2,Count capped at six after threshold; school-store food and apartment-kitchen thriller contexts are distinct; opening/title illustration P0004/P0005 was excluded and P0008 is a panelized body page; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-2df743e085adef5e9bd3,キルアオ,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088836867,集英社 公式試し読み キルアオ 1巻,officialPublisherInternalPreview,2023-09-04,2026-08-25,S-MANGA exact ISBN 9784088836867 product identifies キルアオ 1 and author 藤巻忠俊; its official tameshiyomi link resolves to this reader,accessible,6,3,reader-page-P0007@CDgySzgz.jpg;reader-step-11;reader-step-15;reader-step-19;reader-step-23;reader-step-27,true,false,sample-ready,reader-page-P0007@CDgySzgz.jpg=f1aa1af6cdc7aa3a7c7b11c4cda2fb42ce0e6d80b42d7f6e4867756aa2d843ab;reader-step-11=5748be20229e753dc20ec6f649aa88673d740f2926a32b2d0d49be331e75d9ed;reader-step-15=7d99d44a3f093fbb9af1ae5ae7fd048812a1512caad038787b6c9e67fabe721b;reader-step-19=5583e0bc2e9fa23352349bff8758fd17f867f9649e8b11bf539c5e5500779095;reader-step-23=6acc3befdc9925f17e10a54c69be6391e542b0f426048a00a8ef244059c8b229;reader-step-27=ef69fdbc713d3ae211246c3f44e855045d3671e12f7bfec2254cfe2896d23c6b,Count capped at six after threshold; city-vehicle school-home and character-interaction contexts are distinct; opening/title illustration P0005/P0006 was excluded and P0007 is a panelized body page; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-2f1d1c3ad0f943f1562f,尾守つみきと奇日常。,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=098531820000d0000000,小学館eコミックストア 尾守つみきと奇日常。1巻 公式試し読み,officialPublisherInternalPreview,2024-03-18,2026-08-25,official Shogakukan vol1 ISBN 9784098531820 product directly links sc-portal.tameshiyo.me/9784098531820; e-comi JDCN 098531820000d0000000 identifies 尾守つみきと奇日常。1 and author 森下みゆ,accessible,6,3,reader-step-09;reader-step-13;reader-step-17;reader-step-21;reader-step-25;reader-step-29,true,false,sample-ready,reader-step-09=5c5d613717e5b4a0f905e444851d05347543ec968bfef8376af6228ed0c95b3c;reader-step-13=d8c04cac4e20e6c5ed0c13f9906f947487591f275e49f7ec2a83e9f1003ffbb4;reader-step-17=d08be82bd9bcb172d9fd5577da5cf1fe9d60ec6d3a8d0b926304addcecbe1dec;reader-step-21=a605b9ed88e93cc5749e2466d51a9a4d3e66458f2a3fb5a2f18980b34c25c107;reader-step-25=07c59686e7c99ae7b24e5604288c338ed06a8c2b6a4cad85e0b594549fc19b01;reader-step-29=24c2cf85c71c23d7e231697fea4306887fbe4771076b3c94a1f86650c69d122c,Count capped at six after threshold; school-classroom home-interior and friend-interaction contexts are distinct; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-3713ab561de583d709bc,アリスと蔵六,https://www.comic-ryu.jp/11082/,COMICリュウ 公式 Chapter.1 内部プレビュー,officialRightsholderInternalPreview,2013-03-30,2026-08-25,official Comic Ryu Chapter.1 belongs to the alicetozouroku series; the same official entry lists アリスと蔵六 第1巻 ISBN 9784199503375 and release 2013-03-30; body images are official chapter page assets,accessible,6,3,page-05;page-15;page-25;page-35;page-45;page-55,true,false,sample-ready,page-05=4b62149a58f880ac3e4b7779d1d83abbf5df3aceca369cf9b4243df3dfdf4dc6;page-15=0aeb5e515060773b6cb8c47a7e381a3998f3cbcec91650af50ca6dc6560d2242;page-25=143ff6d4faf5c589d6ec2a5a415001264e878e0eddd87be0843b09fd2dad9419;page-35=b373332b09b603f674e485b88e6fb390d83740a3bd38d5440bb3748d25640224;page-45=b19874cc9b85e80634787ede33f69749d95943ceb33808470c58014066b45699;page-55=821a28f557798c6b696a2aabc54480f61c8e9587f97ffd0522de8bc812104273,Count capped at six after threshold; city-street convenience-store and home-restaurant contexts are distinct; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-39c1a2b6791238827ed5,とろける鉄工所,https://www.kodansha.co.jp/comic/products/0000038640/trial,講談社 とろける鉄工所 1巻 公式試し読み,officialPublisherInternalPreview,2008-11-21,2026-08-25,Kodansha official product 0000038640 identifies とろける鉄工所 1 and ISBN 9784063522471; /trial resolves to the same official internal reader,accessible,6,3,reader-step-07;reader-step-11;reader-step-15;reader-step-19;reader-step-23;reader-step-27,true,false,sample-ready,reader-step-07=1761f90ceacb5597bfa2d1d82b4ccce0013d453c041e36543fdff78f31e75a1f;reader-step-11=d3a7a4976e4179963868d6f9d6d63dbafd59cd0d1f6ce280cf501d5992897571;reader-step-15=33b557eb7a8fcfe2cb862614015f2aceccc2fb0a2b24fe679b5eaaa2f4895690;reader-step-19=97a972ba4f4dc84d0970f05ac985d19b4176f818704d8fd4574719275758d8ce;reader-step-23=ff4ae425e9b815a9421b768d881519132f62968918bc11614c9ce9ddf880e2db;reader-step-27=30181d99ef9b951f4e72c3467ef92b4283af7b8829040577c3fc9f937de7770a,Count capped at six after threshold; welding-floor worker-safety and lunch-family-office contexts are distinct; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-3ad85a2ffdc026007d61,新しい上司はど天然,https://championcross.jp/episodes/70d91aef3c691,チャンピオンクロス 第1話 公式ビューア,officialRightsholderInternalPreview,2019-08-20,2026-08-25,Akita official product 4253142311 identifies vol1 ISBN 9784253142311 and its official trial link is the same first episode route now canonicalized to Champion Cross; current episode identifies the series creator and linked unit item 新しい上司はど天然 1,accessible,6,2,viewer-page-01@seek-7;viewer-page-02@seek-9-left;viewer-page-03@seek-9-right;viewer-page-04@seek-11-left;viewer-page-05@seek-11-right;viewer-page-06@seek-13,true,false,sample-ready,viewer-page-01@seek-7=f17e1655f4422bd5396060da7b98d89087823b1f896abc2d9d7f5f12ba12c886;viewer-page-02@seek-9-left=68a0aa782e810df75f598ef7fa2618d98848c8bb9e349cfeeaf12094e7ee18b1;viewer-page-03@seek-9-right=21961c251d92db7868023d805f4a092c48f20bd960744f12c29a788c12088409;viewer-page-04@seek-11-left=b6ec7756a0afe0265a50507b412bcd6a9b9fa5cf6dce44ca555dbac39022b549;viewer-page-05@seek-11-right=9060572506d579e898f3e3ace2e088954b34e876cf6eb42f17d3bcac418e69d3;viewer-page-06@seek-13=ea328819bace3d851c29f4edacfd94a5134cad08c28619fae86963306ffc5191,Count capped at six after threshold; workplace and outdoor-neighborhood contexts are distinct; six readable pages came from the official six-page API payload; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-44d0000353478596369e,環と周,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088448398,集英社 環と周 公式試し読み,officialPublisherInternalPreview,2023-10-23,2026-08-25,Shueisha exact ISBN 9784088448398 product identifies the single-volume 環と周 by よしながふみ and its official reader uses the same ISBN,accessible,6,3,reader-step-10;reader-step-12;reader-step-14;reader-step-18;reader-step-22;reader-step-26,true,false,sample-ready,reader-step-10=b47aa6ecdefb270f34ea7b2861de752c9a56b5e6ed1669547d94b6a90455805b;reader-step-12=4c7d758b2e6eff1a8d742e155248977cd82cf926dc670352ee5d57c4154cac51;reader-step-14=ec3b028f51a3bfb41cce08813bc4d512a5a6d1f054da0627f2b57bb1a92c02b9;reader-step-18=4c69801da6d6fd1d323042cbf1851dc9e8510dd8d763b741885c8fc4c25744f8;reader-step-22=7cde69d0ed08196988480fa63ff25c9e775b256fe00642754075619725659fc8;reader-step-26=56c8a54e7e8ace4c9ffef56372346eed9b4992c58c26a06a78fa672563766c39,Count capped at six after threshold; apartment-family workplace and restaurant-group contexts are distinct; no exact bounded continuous start-development-impact-resolved sequence was isolated
