workId,axisId,state,value,confidence,refs,observation,limitation
work-c7280f9dcc2754d3f864,artRealism,known,2,0.90,reader-page-05;reader-page-06;reader-page-07;reader-page-09;reader-page-13;reader-page-14,Conventional manga anatomy and perspective remain stylized in both supernatural and school contexts without strong deformation or realistic construction dominating,Entry-volume official preview only; endpoint claims were rejected because neither extreme persists across every context
work-c7280f9dcc2754d3f864,artDensity,known,2,0.88,reader-page-05;reader-page-06;reader-page-07;reader-page-09;reader-page-13;reader-page-14,Detailed spirit shapes trees and corridor perspective are balanced by sparse classroom faces broad white fields and minimally furnished hallway panels,Entry-volume official preview only; Local 3 was rejected because above-balanced detail is not sustained across the ordinary school pages
work-c7280f9dcc2754d3f864,visualSoftness,known,3,0.87,reader-page-05;reader-page-06;reader-page-07;reader-page-09;reader-page-13;reader-page-14,Smooth hair controlled facial contours and polished tones lean soft across both contexts while hard black spirit silhouettes prevent the fully soft endpoint,Entry-volume official preview only; Gemini 2 was rejected because the dominant figure line remains consistently smoother than neutral
work-c7280f9dcc2754d3f864,motionImpact,unknown,,,reader-page-05;reader-page-06;reader-page-07;reader-page-09;reader-page-13;reader-page-14,No exact continuous action sequence is fixed in the bounded sample,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-d63a83030a8819ff553c,artRealism,known,4,0.94,reader-page-09;reader-page-10;reader-page-11;reader-page-12;reader-page-18;reader-page-19,Observed adult anatomy facial structure hands clothing and grounded bedroom or office perspective remain realistic across every sampled context,Entry-volume official preview only; excluded opening pages were not used and the endpoint applies only to the six frozen body pages
work-d63a83030a8819ff553c,artDensity,known,4,0.92,reader-page-09;reader-page-10;reader-page-11;reader-page-12;reader-page-18;reader-page-19,Continuous hatching modeled bodies fabric props crowd imagery and a packed office sustain high line background and information density throughout,Entry-volume official preview only; excluded opening pages were not used
work-d63a83030a8819ff553c,visualSoftness,known,2,0.90,reader-page-09;reader-page-10;reader-page-11;reader-page-12;reader-page-18;reader-page-19,Smooth observed faces and polished modeling coexist with coarse hatching sharp shadows and comic distortion so the surface is neutral rather than uniformly rough,Entry-volume official preview only; Gemini 0 was rejected because rough angular treatment does not dominate every context
work-d63a83030a8819ff553c,motionImpact,unknown,,,reader-page-09;reader-page-10;reader-page-11;reader-page-12;reader-page-18;reader-page-19,Phone gestures and the imagined crowd image do not form one exact continuous action sequence,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-d8a87d01c1f35d58e791,artRealism,known,2,0.90,episode-01-page-005;episode-01-page-006;episode-01-page-007;episode-01-page-008;episode-01-page-009;episode-01-page-010,Normal body proportions domestic space and food coexist with enlarged eyes and intermittent comic facial deformation which fits general stylization,Product-linked entry episode only; Local 1 was rejected because strong deformation is not dominant outside reaction panels
work-d8a87d01c1f35d58e791,artDensity,known,1,0.89,episode-01-page-005;episode-01-page-006;episode-01-page-007;episode-01-page-008;episode-01-page-009;episode-01-page-010,Large white fields and economical domestic backgrounds dominate while kitchen objects clothing and food lift the sample above the minimal endpoint,Product-linked entry episode only; Gemini 2 was rejected because balanced information is not sustained across the full-page and reaction compositions
work-d8a87d01c1f35d58e791,visualSoftness,known,4,0.94,episode-01-page-005;episode-01-page-006;episode-01-page-007;episode-01-page-008;episode-01-page-009;episode-01-page-010,Rounded contours gentle screentone smooth hair blush and soft bokeh remain polished in every sampled domestic context,Product-linked entry episode only; the endpoint is limited to the six frozen body pages
work-d8a87d01c1f35d58e791,motionImpact,unknown,,,episode-01-page-005;episode-01-page-006;episode-01-page-007;episode-01-page-008;episode-01-page-009;episode-01-page-010,Ordinary gestures within the domestic scene do not supply an exact dynamic sequence,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-e2f095e08fc5e08d5a2b,artRealism,known,2,0.92,hakusensha-reader-page-07;hakusensha-reader-page-09;hakusensha-reader-page-11;hakusensha-reader-page-13;hakusensha-reader-page-15;hakusensha-reader-page-17,"Coherent bodies hands clothing vehicles and interior perspective remain paired with enlarged eyes idealized proportions simplified facial planes and recurring comic deformation across the eligible story leaves.",Official standard volume 1 six-frame body sample only; the page-07 right-hand author-introduction leaf was excluded and neither deformation nor realistic construction reaches an endpoint.
work-e2f095e08fc5e08d5a2b,artDensity,known,2,0.91,hakusensha-reader-page-07;hakusensha-reader-page-09;hakusensha-reader-page-11;hakusensha-reader-page-13;hakusensha-reader-page-15;hakusensha-reader-page-17,"Patterned clothing screentone flowers furniture vehicles and emphasis marks repeatedly balance broad white dialogue fields clean close-ups and simplified backgrounds.",Official standard volume 1 six-frame body sample only; information stays balanced rather than uniformly sparse or densely rendered across the sampled contexts.
work-e2f095e08fc5e08d5a2b,visualSoftness,known,3,0.91,hakusensha-reader-page-07;hakusensha-reader-page-09;hakusensha-reader-page-11;hakusensha-reader-page-13;hakusensha-reader-page-15;hakusensha-reader-page-17,"Clean tapered contours rounded eyes and faces flowing hair floral decoration and smooth screentone sustain an above-neutral soft presentation across all eligible contexts.",Official standard volume 1 six-frame body sample only; hard black hair masses angular male silhouettes and sharp comic emphasis prevent the fully soft 4 endpoint.
work-e2f095e08fc5e08d5a2b,motionImpact,unknown,,,hakusensha-reader-page-07;hakusensha-reader-page-09;hakusensha-reader-page-11;hakusensha-reader-page-13;hakusensha-reader-page-15;hakusensha-reader-page-17,"The spaced frames contain isolated gestures reactions and transit imagery but do not preserve one exact continuous action sequence.",Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low.
work-e81955a9fc5c4d84580f,artRealism,known,3,0.90,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Grounded anatomy varied bodies observed posture and high-angle classroom perspective lean realistic while expressive faces remain visibly stylized,Entry-volume official preview only; Gemini 2 was rejected because grounded construction consistently exceeds ordinary stylization but value 4 was rejected for facial exaggeration
work-e81955a9fc5c4d84580f,artDensity,known,4,0.94,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Crosshatching heavy tonal mass classroom furniture clothing texture and crowded high-angle compositions sustain high density in both time-separated contexts,Entry-volume official preview only; endpoint applies only to the six frozen body pages
work-e81955a9fc5c4d84580f,visualSoftness,known,0,0.94,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Heavy black masses jagged hatching hard shadows angular faces and abrasive texture dominate both dark and daytime classroom contexts,Entry-volume official preview only; the rough endpoint is sustained across every sampled context
work-e81955a9fc5c4d84580f,motionImpact,unknown,,,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Contact and hallway movement are isolated from a complete exact action sequence,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-eef84d07d90ba2b040cf,artRealism,known,3,0.90,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,Natural anatomy restrained asymmetrical faces and grounded domestic aquarium and hospital framing lean realistic despite simplified cinematic contours,Complete one-shot official preview sample only; Gemini 2 was rejected because observed anatomy consistently exceeds ordinary stylization but value 4 was rejected for facial economy
work-eef84d07d90ba2b040cf,artDensity,known,2,0.91,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,Clean grids and white fields are balanced by cake furniture aquarium kitchen cat office and hospital detail across the montage,Complete one-shot official preview sample only; Gemini 0 was rejected because simple sparse treatment is not sustained across the environmental pages
work-eef84d07d90ba2b040cf,visualSoftness,known,2,0.88,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,Controlled contours and light tone are counterbalanced by scratchy naturalistic facial marks straight framing and restrained hard edges,Complete one-shot official preview sample only; Local 3 was rejected because polished softness is not consistent across faces and environments
work-eef84d07d90ba2b040cf,motionImpact,unknown,,,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,Static recordings conversation and discontinuous montage do not establish one exact continuous action sequence,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-f8cb26831612e0c6ece5,artRealism,known,3,0.91,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Grounded anatomy hands clothing age variation and architectural perspective lean realistic while anime faces and expressive reactions remain stylized,Official electronic volume 1 preview bridged to the frozen paper volume; Gemini 2 was rejected because grounded construction consistently exceeds general stylization
work-f8cb26831612e0c6ece5,artDensity,known,4,0.95,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Dense multi-tier architecture signage crowds props fabric newsprint tones and layered panels persist across office city and diner contexts,Official electronic volume 1 preview bridged to the frozen paper volume; endpoint applies only to the six frozen body pages
work-f8cb26831612e0c6ece5,visualSoftness,known,2,0.90,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Polished faces and gradients are offset by hard black shapes sharp architecture angular action marks gloves and craggy older faces,Official electronic volume 1 preview bridged to the frozen paper volume; Gemini 4 was rejected because soft polished treatment is not sustained across every context
work-f8cb26831612e0c6ece5,motionImpact,unknown,,,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Grabs and reaction beats are separated by non-action pages and do not form one exact continuous sequence,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-fc53cb5669aa4099ee4a,artRealism,known,2,0.92,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Normal human proportions and readable school or outdoor space coexist with large-eyed shojo faces and expressive simplification,Entry-volume official preview only; neither deformation nor realistic construction reaches an endpoint across every context
work-fc53cb5669aa4099ee4a,artDensity,known,1,0.91,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Large white and light-tone fields dominate while corridor crowd trees clouds school structures and multi-panel staging keep the sample above fully minimal,Entry-volume official preview only; Gemini 0 was rejected because simple abundant whitespace is interrupted by developed school and outdoor pages
work-fc53cb5669aa4099ee4a,visualSoftness,known,4,0.95,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Delicate contours smooth hair light screentone rounded faces and bokeh remain gentle and polished throughout school and outdoor contexts,Entry-volume official preview only; the endpoint is sustained across all six frozen body pages
work-fc53cb5669aa4099ee4a,motionImpact,unknown,,,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,Walking and one outdoor movement beat do not provide a complete exact action sequence,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-fd2a957c501c36047ed0,artRealism,known,2,0.90,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Standard stylized faces and anatomy dominate even where town church dining and character posture are grounded,Entry-volume official preview only; neither strong deformation nor realistic construction persists across every context
work-fd2a957c501c36047ed0,artDensity,known,3,0.91,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Town and church architecture communal meal props textures supernatural effects and multi-panel staging keep information above balanced overall,Entry-volume official preview only; Gemini 2 was rejected because detailed environments recur across distinct contexts but value 4 was rejected for sparse dialogue pages
work-fd2a957c501c36047ed0,visualSoftness,known,1,0.89,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Hard contours angular hair and faces dark shadow masses and sharp effects dominate while clean dialogue line prevents the roughest endpoint,Entry-volume official preview only; Gemini 2 was rejected because abrasive angular treatment recurs across ordinary and supernatural contexts
work-fd2a957c501c36047ed0,motionImpact,unknown,,,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,Object swings and supernatural moments are separated by dialogue and location changes rather than one exact continuous sequence,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low
work-ff9b025f58d7e12f3cb1,artRealism,unknown,,,none,No eligible internal body pixel was sampled,Hakusensha has no trusted preview route in the finite registry; unknown-ready is terminal and not a blocker
work-ff9b025f58d7e12f3cb1,artDensity,unknown,,,none,No eligible internal body pixel was sampled,Hakusensha has no trusted preview route in the finite registry; unknown-ready is terminal and not a blocker
work-ff9b025f58d7e12f3cb1,visualSoftness,unknown,,,none,No eligible internal body pixel was sampled,Hakusensha has no trusted preview route in the finite registry; unknown-ready is terminal and not a blocker
work-ff9b025f58d7e12f3cb1,motionImpact,unknown,,,none,No eligible internal body pixel was sampled,Hakusensha has no trusted preview route in the finite registry; unknown-ready is terminal and not a blocker
