workId,themeId,centrality,confidence,evidenceId
dungeon-meshi,adventure,2,0.95,ev-dungeon-meshi
dungeon-meshi,combat,2,0.90,ev-dungeon-meshi
dungeon-meshi,survival,2,0.96,ev-dungeon-meshi
dungeon-meshi,dungeon,2,0.99,ev-dungeon-meshi
dungeon-meshi,cooking,2,0.99,ev-dungeon-meshi
dungeon-meshi,exploration,2,0.94,ev-dungeon-meshi
kingdom,adventure,2,0.92,ev-kingdom
kingdom,combat,2,0.98,ev-kingdom
kingdom,martialArts,1,0.84,ev-kingdom
kingdom,war,2,0.98,ev-kingdom
kingdom,politics,2,0.96,ev-kingdom
kingdom,revenge,1,0.84,ev-kingdom
kingdom,historicalReconstruction,2,0.98,ev-kingdom
death-note,investigation,2,0.99,ev-death-note
death-note,school,1,0.86,ev-death-note
spy-family,combat,1,0.88,ev-spy-family
spy-family,politics,1,0.86,ev-spy-family
spy-family,investigation,2,0.95,ev-spy-family
spy-family,school,2,0.97,ev-spy-family
spy-family,foundFamily,2,0.97,ev-spy-family
frieren,adventure,2,0.98,ev-frieren
frieren,combat,1,0.88,ev-frieren
frieren,foundFamily,2,0.90,ev-frieren
frieren,exploration,2,0.95,ev-frieren
chainsaw-man,combat,2,0.99,ev-chainsaw-man
chainsaw-man,survival,2,0.95,ev-chainsaw-man
chainsaw-man,workplace,2,0.96,ev-chainsaw-man
chainsaw-man,revenge,1,0.86,ev-chainsaw-man
chainsaw-man,foundFamily,1,0.82,ev-chainsaw-man
blue-lock,survival,2,0.97,ev-blue-lock
blue-lock,tournament,2,0.99,ev-blue-lock
blue-lock,sportsCompetition,2,0.99,ev-blue-lock
monster,investigation,2,0.99,ev-monster
monster,workplace,1,0.89,ev-monster
monster,historicalReconstruction,1,0.91,ev-monster
yotsuba-to,exploration,2,0.98,ev-yotsuba-to
yotsuba-to,foundFamily,2,0.85,ev-yotsuba-to
blame,adventure,2,0.96,ev-blame
blame,combat,2,0.97,ev-blame
blame,survival,2,0.88,ev-blame
blame,postApocalypse,2,0.91,ev-blame
blame,exploration,2,0.99,ev-blame
one-piece,adventure,2,0.96,ev-one-piece
one-piece,combat,2,0.92,ev-one-piece
one-piece,foundFamily,2,0.90,ev-one-piece
one-piece,exploration,2,0.94,ev-one-piece
naruto,adventure,2,0.90,ev-naruto
naruto,combat,2,0.94,ev-naruto
naruto,martialArts,2,0.92,ev-naruto
naruto,school,1,0.82,ev-naruto
naruto,foundFamily,2,0.88,ev-naruto
dragon-ball,adventure,2,0.96,ev-dragon-ball
dragon-ball,combat,2,0.92,ev-dragon-ball
dragon-ball,martialArts,2,0.88,ev-dragon-ball
dragon-ball,tournament,1,0.78,ev-dragon-ball
dragon-ball,exploration,2,0.94,ev-dragon-ball
attack-on-titan,combat,2,0.96,ev-attack-on-titan
attack-on-titan,war,2,0.90,ev-attack-on-titan
attack-on-titan,survival,2,0.98,ev-attack-on-titan
attack-on-titan,investigation,2,0.88,ev-attack-on-titan
attack-on-titan,postApocalypse,2,0.94,ev-attack-on-titan
demon-slayer,adventure,2,0.92,ev-demon-slayer
demon-slayer,combat,2,0.96,ev-demon-slayer
demon-slayer,martialArts,2,0.92,ev-demon-slayer
demon-slayer,survival,1,0.84,ev-demon-slayer
demon-slayer,revenge,2,0.92,ev-demon-slayer
demon-slayer,foundFamily,1,0.84,ev-demon-slayer
demon-slayer,historicalReconstruction,1,0.82,ev-demon-slayer
jujutsu-kaisen,combat,2,0.98,ev-jujutsu-kaisen
jujutsu-kaisen,survival,2,0.92,ev-jujutsu-kaisen
jujutsu-kaisen,school,2,0.92,ev-jujutsu-kaisen
jujutsu-kaisen,foundFamily,1,0.82,ev-jujutsu-kaisen
my-hero-academia,combat,2,0.96,ev-my-hero-academia
my-hero-academia,tournament,1,0.82,ev-my-hero-academia
my-hero-academia,school,2,0.98,ev-my-hero-academia
my-hero-academia,sportsCompetition,1,0.80,ev-my-hero-academia
my-hero-academia,foundFamily,1,0.84,ev-my-hero-academia
hunter-x-hunter,adventure,2,0.96,ev-hunter-x-hunter
hunter-x-hunter,combat,1,0.86,ev-hunter-x-hunter
hunter-x-hunter,survival,2,0.94,ev-hunter-x-hunter
hunter-x-hunter,tournament,1,0.84,ev-hunter-x-hunter
hunter-x-hunter,foundFamily,2,0.90,ev-hunter-x-hunter
hunter-x-hunter,exploration,2,0.92,ev-hunter-x-hunter
jojo-bizarre-adventure,adventure,2,0.90,ev-jojo-bizarre-adventure
jojo-bizarre-adventure,combat,2,0.96,ev-jojo-bizarre-adventure
jojo-bizarre-adventure,martialArts,2,0.90,ev-jojo-bizarre-adventure
jojo-bizarre-adventure,revenge,2,0.90,ev-jojo-bizarre-adventure
jojo-bizarre-adventure,historicalReconstruction,1,0.82,ev-jojo-bizarre-adventure
berserk,adventure,1,0.90,ev-berserk
berserk,combat,2,0.98,ev-berserk
berserk,revenge,2,0.92,ev-berserk
vinland-saga,adventure,1,0.94,ev-vinland-saga
vinland-saga,combat,2,0.96,ev-vinland-saga
vinland-saga,war,2,0.98,ev-vinland-saga
vinland-saga,politics,1,0.86,ev-vinland-saga
vinland-saga,revenge,2,0.96,ev-vinland-saga
vinland-saga,historicalReconstruction,2,0.96,ev-vinland-saga
vagabond,adventure,1,0.82,ev-vagabond
vagabond,combat,2,0.96,ev-vagabond
vagabond,martialArts,2,0.98,ev-vagabond
vagabond,survival,2,0.90,ev-vagabond
vagabond,historicalReconstruction,2,0.94,ev-vagabond
golden-kamuy,adventure,2,0.96,ev-golden-kamuy
golden-kamuy,combat,2,0.92,ev-golden-kamuy
golden-kamuy,politics,1,0.84,ev-golden-kamuy
golden-kamuy,survival,2,0.98,ev-golden-kamuy
golden-kamuy,investigation,2,0.94,ev-golden-kamuy
golden-kamuy,cooking,2,0.94,ev-golden-kamuy
golden-kamuy,foundFamily,1,0.86,ev-golden-kamuy
golden-kamuy,historicalReconstruction,2,0.98,ev-golden-kamuy
golden-kamuy,exploration,2,0.94,ev-golden-kamuy
made-in-abyss,adventure,2,0.94,ev-made-in-abyss
made-in-abyss,survival,2,0.92,ev-made-in-abyss
made-in-abyss,exploration,2,0.95,ev-made-in-abyss
made-in-abyss,combat,1,0.82,ev-made-in-abyss
made-in-abyss,foundFamily,1,0.82,ev-made-in-abyss
land-of-the-lustrous,combat,2,0.90,ev-land-of-the-lustrous
land-of-the-lustrous,survival,2,0.90,ev-land-of-the-lustrous
land-of-the-lustrous,investigation,1,0.80,ev-land-of-the-lustrous
land-of-the-lustrous,postApocalypse,2,0.92,ev-land-of-the-lustrous
land-of-the-lustrous,exploration,1,0.82,ev-land-of-the-lustrous
mushishi,investigation,2,0.94,ev-mushishi
mushishi,exploration,2,0.90,ev-mushishi
dr-stone,survival,2,0.94,ev-dr-stone
dr-stone,crafting,2,0.96,ev-dr-stone
dr-stone,postApocalypse,2,0.95,ev-dr-stone
dr-stone,adventure,2,0.90,ev-dr-stone
dr-stone,exploration,1,0.80,ev-dr-stone
promised-neverland,survival,2,0.95,ev-promised-neverland
promised-neverland,investigation,2,0.95,ev-promised-neverland
promised-neverland,foundFamily,2,0.94,ev-promised-neverland
erased,timeTravel,2,0.95,ev-erased
erased,investigation,2,0.93,ev-erased
erased,school,1,0.84,ev-erased
20th-century-boys,investigation,2,0.94,ev-20th-century-boys
20th-century-boys,politics,2,0.88,ev-20th-century-boys
20th-century-boys,foundFamily,1,0.84,ev-20th-century-boys
20th-century-boys,postApocalypse,1,0.78,ev-20th-century-boys
pluto,investigation,2,0.96,ev-pluto
pluto,war,1,0.87,ev-pluto
pluto,politics,1,0.82,ev-pluto
ghost-in-the-shell,investigation,2,0.93,ev-ghost-in-the-shell
ghost-in-the-shell,workplace,2,0.92,ev-ghost-in-the-shell
ghost-in-the-shell,politics,1,0.88,ev-ghost-in-the-shell
ghost-in-the-shell,combat,1,0.86,ev-ghost-in-the-shell
akira,combat,2,0.94,ev-akira
akira,postApocalypse,2,0.94,ev-akira
akira,politics,1,0.86,ev-akira
akira,survival,1,0.84,ev-akira
witch-hat-atelier,crafting,2,0.95,ev-witch-hat-atelier
witch-hat-atelier,school,2,0.93,ev-witch-hat-atelier
witch-hat-atelier,foundFamily,1,0.86,ev-witch-hat-atelier
witch-hat-atelier,adventure,1,0.82,ev-witch-hat-atelier
mob-psycho-100,combat,2,0.94,ev-mob-psycho-100
mob-psycho-100,school,2,0.92,ev-mob-psycho-100
mob-psycho-100,workplace,1,0.86,ev-mob-psycho-100
mob-psycho-100,foundFamily,1,0.85,ev-mob-psycho-100
natsumes-book-of-friends,investigation,1,0.78,ev-g1c-natsumes-book-of-friends
natsumes-book-of-friends,school,1,0.82,ev-g1c-natsumes-book-of-friends
natsumes-book-of-friends,foundFamily,2,0.94,ev-g1c-natsumes-book-of-friends
march-comes-in-like-a-lion,tournament,2,0.94,ev-g1c-march-comes-in-like-a-lion
march-comes-in-like-a-lion,school,1,0.82,ev-g1c-march-comes-in-like-a-lion
march-comes-in-like-a-lion,workplace,2,0.90,ev-g1c-march-comes-in-like-a-lion
march-comes-in-like-a-lion,foundFamily,2,0.96,ev-g1c-march-comes-in-like-a-lion
a-silent-voice,school,2,0.98,ev-g1c-a-silent-voice
your-lie-in-april,tournament,2,0.93,ev-g1c-your-lie-in-april
your-lie-in-april,school,2,0.96,ev-g1c-your-lie-in-april
kaguya-sama,school,2,0.99,ev-g1c-kaguya-sama
horimiya,school,2,0.99,ev-g1c-horimiya
kimi-ni-todoke,school,2,0.99,ev-g1c-kimi-ni-todoke
kimi-ni-todoke,foundFamily,2,0.92,ev-g1c-kimi-ni-todoke
nana,workplace,2,0.91,ev-g1c-nana
nana,foundFamily,2,0.93,ev-g1c-nana
skip-and-loafer,school,2,0.99,ev-g1c-skip-and-loafer
skip-and-loafer,foundFamily,2,0.94,ev-g1c-skip-and-loafer
bocchi-the-rock,school,1,0.84,ev-g1c-bocchi-the-rock
bocchi-the-rock,workplace,2,0.91,ev-g1c-bocchi-the-rock
bocchi-the-rock,foundFamily,2,0.95,ev-g1c-bocchi-the-rock
haikyu,tournament,2,0.98,ev-g1c-haikyu
haikyu,school,2,0.99,ev-g1c-haikyu
haikyu,sportsCompetition,2,0.99,ev-g1c-haikyu
hajime-no-ippo,combat,2,0.96,ev-g1c-hajime-no-ippo
hajime-no-ippo,martialArts,2,0.98,ev-g1c-hajime-no-ippo
hajime-no-ippo,tournament,2,0.97,ev-g1c-hajime-no-ippo
hajime-no-ippo,sportsCompetition,2,0.99,ev-g1c-hajime-no-ippo
fullmetal-alchemist,adventure,2,0.96,ev-fullmetal-alchemist
fullmetal-alchemist,combat,2,0.96,ev-fullmetal-alchemist
fullmetal-alchemist,investigation,2,0.96,ev-fullmetal-alchemist
fullmetal-alchemist,crafting,2,0.90,ev-fullmetal-alchemist
fullmetal-alchemist,revenge,1,0.86,ev-fullmetal-alchemist
fullmetal-alchemist,politics,1,0.82,ev-fullmetal-alchemist
beyond-the-clouds,adventure,2,0.85,blind-replacement-v1-reconciled-beyond-the-clouds
beyond-the-clouds,crafting,1,0.85,blind-replacement-v1-reconciled-beyond-the-clouds
beyond-the-clouds,foundFamily,1,0.85,blind-replacement-v1-reconciled-beyond-the-clouds
beyond-the-clouds,exploration,1,0.85,blind-replacement-v1-reconciled-beyond-the-clouds
noragami-stray-god,combat,2,0.90,blind-replacement-v1-reconciled-noragami-stray-god
noragami-stray-god,investigation,1,0.85,blind-replacement-v1-reconciled-noragami-stray-god
noragami-stray-god,foundFamily,2,0.90,blind-replacement-v1-reconciled-noragami-stray-god
