workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-c9e32218e26c6c6292f9,ファントムバスターズ,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088837246,集英社 公式試し読み,officialPublisherInternalPreview,2023-12-04,2026-08-24,official product links frozen standard vol1 ISBN 9784088837246 directly to the same ISBN reader,accessible-below-threshold,5,3,content-p11;content-p12;content-p13;content-p14;content-p15,false,false,unknown-ready,content-p11=f8e2a939ea32402617f70b8fc9af1fc917e384ea335cf95154a51e38d5dbedab;content-p12=16dc8ba68f91d1a81616af2cc420738e09c53d202d1e82d07107c8648b8e377b;content-p13=07c044cf1f21bd5f5f8e098f97d908ef0c4746d1c9bdaba971a1284232c0c5ca;content-p14=38b937b96b359c539ba7e58c27e96bb6610441f6f0d5ae78015ca2b46f0d16d9;content-p15=09ca0c45a9f50718038640cf134d8f59671f5f7cf39f2246ad6ca78d77f4dc7b,The sixth captured asset content-p09 is an episode-title splash and is excluded; five eligible body pages across home school and seaside contexts fail the gate and close every Art axis unknown without a blocker
work-d655ea1cfb913f33cc9a,湯神くんには友達がいない,https://sc-portal.tameshiyo.me/9784091240200,小学館コミック 公式試し読み,officialPublisherInternalPreview,2012-11-16,2026-08-24,official ISBN route maps frozen standard vol1 ISBN 9784091240200 to its original-volume trial,accessible,6,2,display-04;display-05;display-06;display-07;display-08;display-09,true,false,sample-ready,display-04=2a20356416686428c757dcff760f821ed4aa8a7aa5ca8c957eaf912ebca03280;display-05=8562ddbbbad4a85fb96f134a886f394d2a9ac8e9fd298ee65f70d5465962f3dc;display-06=2947ae53341ffafd85d5e0ddb4ddb962b8487b2cf629950db5381189276689d6;display-07=ba13d4ee17dedfafbc30311be1cf1f7c57ec40e4d42ee672e313a04d5f281319;display-08=72331fae14e6e2ff472a0fe76ba05f71d39b4e8b32128f1cd6d7550344534586;display-09=82d70d191bc2d2e9d73bd32eb73840df6aa0e5b1d3a858f34540c61ad7992675,Count capped at six after threshold; classroom bicycle commute and school interaction contexts are distinct; no bounded action sequence was isolated
work-d735187a8421d0d33399,姉の結婚,https://sc-portal.tameshiyo.me/9784091338099,小学館コミック 公式試し読み,officialPublisherInternalPreview,2011-05-10,2026-08-24,official frozen ISBN route redirects to original vol1 digital JDCN 091338090000d0000000 with matching title creator and volume; paper and electronic are format variants,accessible,6,2,display-04;display-05;display-06;display-07;display-08;display-09,true,false,sample-ready,display-04=b89538954f6b56380563dbf8428834045035d51d2a05dbe2a43452603edeadb8;display-05=7f54f77255330f271a799ab00d7223aa46a329cf8167f2483ff9475349e066e9;display-06=e6f1d2eee918734ea7495638971282783848228beda94644cd722f6d5236dc70;display-07=57a740e664ed0d32ee7273d445a345ecd142bf5338b90ee2d5dd8cb1cfbaf25e;display-08=df460da3ba1b5c3989473c9b5ecc38db9eb15edbf09c92bc2a487bb32c35b924;display-09=24e4debe056790dc76a0b097ebc06775b8ef303787812c7b6ef09e68566371be,Count capped at six after threshold; seaside recollection and present-day library or domestic contexts are distinct; no bounded action sequence was isolated
work-da98a01b4d345bd9c415,放課後のカリスマ,https://sc-portal.tameshiyo.me/9784091884664,小学館コミック 公式試し読み,officialPublisherInternalPreview,undated,2026-08-24,official ISBN route maps frozen standard vol1 ISBN 9784091884664 to its original-volume trial,accessible,6,2,display-04;display-05;display-06;display-07;display-08;display-09,true,false,sample-ready,display-04=5042558c4a45152c2d9d885b0efed4795eb427f329a18df08807592197f01089;display-05=ffd9b3dc45b7b5ec290dbf67966efc59d2c611c2dfa4b521ffeb13e891c5b181;display-06=84903afdfa5b67b148fd70cc2622cb68ea23d97c1759b98973baaaf735627a0f;display-07=d19e8d5f2318ade0bde8c914bb5106c428d80ff891acc5bad7d49b724ad48da3;display-08=96274911c3c74647606ccf2a243a0b22ca6bc3a5774360b16ae37322ae726e75;display-09=fdaa3deffc4c6c40cbb9a8344ef8c951562fa52fdea60895e39d921f9d9786ca,Count capped at six after threshold; institutional introduction classroom discussion and school interior contexts are distinct; no bounded action sequence was isolated
work-df29832c2155775e0e7c,となりの関くん,https://viewer-trial.bookwalker.jp/03/21/viewer.html?cid=e1810334-c340-4193-84ec-a849cd0a361d&cty=1&adpcnt=g2vvr2xz&utm_source=kadokawa.co.jp&utm_medium=referral&utm_campaign=button,KADOKAWA 商品連携 BOOK WALKER 試し読み,officialLicensedDistributorInternalPreview,undated,2026-08-24,official KADOKAWA product 301401001834 for frozen ISBN 9784040665177 links directly to the licensed original vol1 trial,accessible-below-threshold,5,1,display-05;display-06;display-07;display-08;display-09,false,false,unknown-ready,display-05=1ea54d8103df637be02d63bcc6167e86b3df681e90e327843e9c64e0fd675c16;display-06=8c407431331da496aa24a91185a4c560c17a443ea8a48f7846bfebed7278f8c0;display-07=96e25222df8df0db32b129b1ed0ee1410c35d70c842cc24c02ad67cbcaed466e;display-08=293e763f645be30893ca03e0f25726387b91987c9812336db2aacaa73c557da4;display-09=e05db40e3d1eb77bd972efe72dd9cc7e05f2eacc9788a3ce4530c8e7a76cd48a,The sixth captured asset display-04 is a contents page and is excluded; five eligible story pages remain in one classroom context so all Art axes close unknown without a blocker
work-ea41ee65245a0dbdc4a8,男子高校生の日常,https://www.ganganonline.com/title/92/chapter/7961,SQUARE ENIX・ガンガンONLINE 公式第1話,officialPublisherInternalPreview,undated,2026-08-24,official frozen ISBN 9784757528062 product links to the same Work first episode but exposes only two directly bridged body pages,accessible-below-threshold,2,1,episode-01-page-01;episode-01-page-02,false,false,unknown-ready,episode-01-page-01=2d1ac3d59b541dcc97db438561596b9ad2e8c17906e23770c346aa60d0e4fecc;episode-01-page-02=42de9e1d06248cd91cbb4ec8e923afa62f6ca241c80e3b0c183d0d9749bf2073,Episode 1 page 0 is a chapter-title splash and Episode 2 is not product-bridged; two eligible story pages fail the minimum six-page gate and all Art axes close unknown without a blocker
work-f1d22b68efa7fbd501ee,僕の小規模な生活,https://www.kodansha.co.jp/comic/products/0000015208/trial,講談社 公式試し読み,officialPublisherInternalPreview,undated,2026-08-24,the frozen standard vol1 product ISBN 9784063754179 opens a trial labeled volume 7 rather than the frozen entry volume,wrong-volume-trial,0,0,,false,false,unknown-ready,,The available trial is an edition or volume mismatch; diagnostic pixels are excluded and all Art axes close unknown without a blocker
work-f59be454d59478f33914,ハクメイとミコチ,https://bookwalker.jp/de7254ed9d-e894-4d89-b8cc-0b7f55d80b71/?sample=1&from=1,KADOKAWA 商品連携 BOOK WALKER 試し読み,officialLicensedDistributorInternalPreview,2013-01-15,2026-08-24,official KADOKAWA product 201211000247 for frozen ISBN 9784047286344 links to the licensed original vol1 trial,viewer-unavailable,0,0,,false,false,unknown-ready,,The linked viewer did not finish loading readable internal pages; zero eligible pages close every Art axis unknown without a blocker
work-f6cddc6b36f20bd0cc74,空挺ドラゴンズ,https://comic-days.com/episode/13932016480030342963,講談社・コミックDAYS 公式第1話,officialPublisherInternalPreview,undated,2026-08-24,official frozen ISBN 9784063882049 product and Comic DAYS Flight 1 bind the same original Work and entry episode,accessible-below-threshold,4,2,episode-01-page-00;episode-01-page-02;episode-01-page-03;episode-01-page-04,false,false,unknown-ready,episode-01-page-00=af33b0086f810eb9d9389236a4a227087873880981d73351431b2b497a6966fe;episode-01-page-02=8a7864afe44d7413691c49f267b9b30b25dc6ea33386e36500bbf9e437c4756f;episode-01-page-03=f264d3285c29b218b1a109b23eb9b3703f084698ed22b62f6ab9ecafe58d339f;episode-01-page-04=1406fde8ff383238aa90fcf9c7ef7de862fa4c7a00fb2bbdc54e45daae22c7ca,The captured page 1 is a chapter-title and cast splash and is excluded; four readable story pages across airship and capture contexts fail the gate and close every Art axis unknown without a blocker
work-f6fa4c2d3a7e1dc5257b,ワカコ酒,https://comic-zenon.com/episode/10834108156688950516,コアミックス・ゼノンプラス 公式第1話,officialRightsholderInternalPreview,undated,2026-08-24,official Coamix series ID z_R0055 and vol1 asset z_R0055_001 bridge the first episode to frozen standard ISBN 9784199801457,accessible-below-threshold,5,1,episode-01-p005;episode-01-p006;episode-01-p007;episode-01-p008;episode-01-p009,false,false,unknown-ready,episode-01-p005=7c2b1a3f1a735c77806e090fdda5decb2c42dcfd073b234eba6c3b13bdb058b2;episode-01-p006=029172adde0054e97a8ba622c2e94e995d480dd31249746d75190497d1422f8a;episode-01-p007=568fb9059003796f2dfbd9249e8d844d43924e8ae58baf4fcb98d1cfb391a144;episode-01-p008=a50c7bfe82547ac72fc7fa3200861c4d2c8c1b4aa9a57c3260af71e1b46f1195;episode-01-p009=142546a040f6790e3e8e5818c719a70ed0b1b71dff9d3c1395103ef7a4f45046,The sixth slot is a blank page and is excluded; five readable pages remain in one restaurant ordering-and-tasting sequence so all Art axes close unknown without a blocker
