position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
1,work-9215d08d23e8b0041f79,お従兄さんの引っ越しの片づけが進まない,comedy;romance,,unknown,unknown,unknown,4,0,0,2,2,4,0,2,4,2,0.80,Rakuten Books representative volume 1 product — お従兄さんの引っ越しの片づけが進まない,https://books.rakuten.co.jp/rb/15439933/,2019-08-22,2026-08-26,https://www.cmoa.jp/title/149796/;https://booklive.jp/review/list/title_id/519858/vol_no/001,,오사촌의 이사 정리가 안 돼 만화 후기;오씨 사촌 이사 정리 안돼 만화,초반 1권: 공식 Rakuten 및 Square Enix 상품 문구와 BookLive 및 Cmoa 직접 본문을 대조했다. 사촌 동거 첫사랑 러브코미디와 怒涛のボケ가 comedy=4 및 romance=4를 지지한다. 동거 사촌과 동생의 고정 관계는 relationshipStructure=2이며 もどかしい想い는 mentalStress=2로 보수 매핑했다. 반복 개그 중심의 빠른 호흡은 pacing=4로 보았고 미스터리·세계 규칙은 없어 mysteryReveal=0 및 worldBuilding=0이다. 중심 인물 변화는 제한적이어서 characterArcWeight=2이며 darkness=0 및 emotionalWarmth=2다. Conservative mappings: pacing=4;mysteryReveal=0;worldBuilding=0;characterArcWeight=2;relationshipStructure=2;comedy=4;darkness=0;mentalStress=2;romance=4;emotionalWarmth=2. 한국어 검색 범위=오사촌의 이사 정리가 안 돼 만화 후기 및 오씨 사촌 이사 정리 안돼 만화; 직접 한국어 본문은 없어 koreanEvidenceUrls는 비웠다. Theme은 생물학적 사촌 동거 로맨스가 법정 Theme 정의의 foundFamily에 해당하지 않고 school 또는 workplace도 중심이 아니어서 공란 유지하며 FACTOR_MODEL_INCOMPATIBLE 후보로 pending이다. Art는 분석하지 않았다.
2,work-922521d4b75142332f45,論理少女,mystery,tournament:2:0.80;school:2:0.90,unknown,4,2,2,unknown,2,2,2,2,0,2,0,2,0.80,Rakuten Books representative volume 1 product — 論理少女,https://books.rakuten.co.jp/rb/5831705/,2009,2026-08-26,https://mangabito27.blog50.fc2.com/blog-entry-44.html;https://tsuki0214.hatenablog.com/entry/20081125/p1,,논리소녀 만화 후기;논리 소녀 만화,초반 1권: 공식 Kodansha 및 Rakuten 상품 문구와 mangabito27 및 tsuki0214의 일본어 직접 서평을 대조했다. 津隠問答의 논리 퍼즐과 장소·소도구 규칙이 problemSolving=4 및 worldBuilding=2를 지지한다. 돈과 자존심이 걸린 대결에서 규칙을 이용하는 판단은 strategy=2이며 한 게임의 진행은 pacing=2다. 학교의 게임 대결 구조는 school=2 및 tournament=2이고 주인공과 논리 소녀의 협력 관계는 relationshipStructure=2다. 가벼운 갬블 개그는 comedy=2이며 어두운 소재가 없어 darkness=0이다. 대결의 압박은 mentalStress=2이고 소녀가 초보 주인공을 돕는 장면은 emotionalWarmth=2다. 연애 전개는 없어 romance=0으로 매핑한다. Conservative mappings: problemSolving=4;strategy=2;pacing=2;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;comedy=2;darkness=0;mentalStress=2;romance=0;emotionalWarmth=2. 한국어 검색 범위=논리소녀 만화 후기 및 논리 소녀 만화; 직접 한국어 본문은 없어 koreanEvidenceUrls는 비웠다. mysteryReveal 및 progression은 직접 근거가 부족해 unknown이다. Art는 분석하지 않았다.
3,work-928f5f27dd2e86b92046,青野くんに触りたいから死にたい,horror;romance,investigation:2:0.84,unknown,2,unknown,2,4,2,unknown,2,2,2,2,4,2,0.82,Rakuten Books representative volume 1 product — 青野くんに触りたいから死にたい,https://books.rakuten.co.jp/rb/14992405/,2018-08-23,2026-08-26,https://www.cmoa.jp/title/131769/?order=up;https://www.cmoa.jp/community/review/good/4611955/?ret_url=%2Ftitle%2F131769%2F,,아오노 군에게 닿고 싶으니까 죽고 싶어 만화 후기;아오노군에게 닿고 싶어서 죽고 싶어,초반 1~2권 진입 범위: 공식 Kodansha 및 Rakuten 상품 문구와 Cmoa 작품 페이지 및 개별 리뷰를 확인했다. 연인이 갑자기 죽고 유령으로 돌아오는 설정과 갑작스런 호러 전개 및 아오노군의 수수께끼가 mysteryReveal=4 및 pacing=2를 지지한다. 유령 규칙과 의식에 맞서 이상 현상을 확인하는 흐름은 problemSolving=2 및 investigation=2이며 호러 세계는 worldBuilding=2다. 유리와 아오노의 고정 연애 구도는 relationshipStructure=2 및 romance=4이고 초기 공포와 불안은 darkness=2 및 mentalStress=2다. 초기의 초현실적 러브코미디 톤은 comedy=2이며 사랑과 희망의 잔여감은 emotionalWarmth=2다. Conservative mappings: problemSolving=2;pacing=2;mysteryReveal=4;worldBuilding=2;relationshipStructure=2;comedy=2;darkness=2;mentalStress=2;romance=4;emotionalWarmth=2. 한국어 검색 범위=아오노 군에게 닿고 싶으니까 죽고 싶어 만화 후기 및 아오노군에게 닿고 싶어서 죽고 싶어; 직접 한국어 본문은 없고 검색된 후반권 감상은 범위 밖이라 koreanEvidenceUrls는 비웠다. progression 및 strategy와 characterArcWeight는 초반 직접 근거가 부족해 unknown이며 Art는 분석하지 않았다.
4,work-929225f622a17899935c,ナナマル サンバツ,mystery,school:2:0.92;tournament:2:0.90,2,4,2,2,unknown,2,2,2,unknown,0,2,0,2,0.84,Rakuten Books representative volume 1 product — ナナマル サンバツ,https://books.rakuten.co.jp/rb/11139040/,2013,2026-08-26,https://reviewne.jp/contents/7250;https://booklive.jp/review/list/title_id/141152/vol_no/001,https://kayanong.tistory.com/2436,나나마루 산바츠 만화 후기;나나마루산바츠,초반 1~2권 및 첫 애니 에피소드 범위: 공식 Rakuten 상품과 Reviewne 및 BookLive 직접 서평과 한국어 kayanong 1화 본문을 대조했다. 고교 신입생이 퀴즈연구회에서 경쟁 퀴즈에 빠져드는 흐름과 버튼 이후 문제의続きを推理하는 장면은 progression=2 problemSolving=4 strategy=2 pacing=2 worldBuilding=2를 지지한다. 학교 동아리와 경쟁 퀴즈는 school=2 및 tournament=2이고 부원 관계는 relationshipStructure=2다. 越山의 열정 상승은 characterArcWeight=2이며 버튼 오답의 悔しさ는 mentalStress=2다. 학교 퀴즈 본편에 어두운 소재나 연애가 없어 darkness=0 및 romance=0으로 매핑하고 comedy는 직접 근거가 부족해 unknown으로 둔다. Conservative mappings: progression=2;problemSolving=4;strategy=2;pacing=2;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;darkness=0;mentalStress=2;romance=0;emotionalWarmth=2. 한국어 검색 범위=나나마루 산바츠 만화 후기 및 나나마루산바츠; kayanong 직접 본문에서 입학 첫날 퀴즈 모집과 정답 장면을 확인했다. mysteryReveal 및 comedy는 unknown이며 Art는 분석하지 않았다.
5,work-92d498541928ccba7865,ACCA13区監察課,mystery;fantasy,politics:2:0.86;workplace:2:0.88;investigation:2:0.84,unknown,2,2,2,2,4,2,2,unknown,2,2,unknown,2,0.82,Rakuten Books representative volume 1 product — ACCA13区監察課,https://books.rakuten.co.jp/rb/12504452/,2015,2026-08-26,https://ebookstore.sony.jp/review/title/00232938/id/BT000023293800100101/;https://oremanga.tokyo/?p=4832,https://allcomment.tistory.com/145,ACCA 13구 감찰과;아카 13구 감찰과,초반 1권: 공식 Rakuten 상품과 Sony Reader의 ACCA 1권 사용자 리뷰 및 OREMANGA 1권 본문을 확인했다. 13구 왕국과 ACCA 감찰 업무 및 각 지구를 도는 시찰이 반복되어 worldBuilding=4 problemSolving=2 pacing=2를 지지한다. 감찰과 폐지 통보·불심·쿠데타 소문처럼 비밀과 관찰이 쌓여 mysteryReveal=2이고 정치적 암투는 strategy=2다. Jean의 업무 태도와 Nino·동생 신뢰가 characterArcWeight=2 relationshipStructure=2 emotionalWarmth=2를 지지하며 시선과 쿠데타 의혹의 긴장은 darkness=2 mentalStress=2로 보수 매핑했다. 한국어 allcomment 본문은 판타지 왕국·13구·권력 암투의 도입만 사용하고 완주 후반 반전은 배제했다. Art는 분석하지 않았다. Conservative mappings: progression=unknown;problemSolving=2;strategy=2;pacing=2;mysteryReveal=2;worldBuilding=4;characterArcWeight=2;relationshipStructure=2;comedy=unknown;darkness=2;mentalStress=2;romance=unknown;emotionalWarmth=2.
6,work-92de7bd198cf0cd8a3a2,LA QUINTA CAMERA,sliceOfLife,foundFamily:2:0.90,2,unknown,unknown,2,0,2,4,4,unknown,0,unknown,0,4,0.84,Rakuten Books representative volume 1 product — LA QUINTA CAMERA,https://books.rakuten.co.jp/rb/4063380/,2007,2026-08-26,https://ebookstore.sony.jp/review/title/10325744/id/LT000089979000731876/,https://bansook40.tistory.com/20,라 퀸타 카메라 만화 후기;LA QUINTA CAMERA 만화 후기,초반 단편 1권: 공식 Rakuten 상품과 Sony Reader 일본어 직접 리뷰 및 한국어 bansook40 직접 본문을 대조했다. 이탈리아 하숙집의 다섯 번째 방에 유학생이 머물고 네 남자 하숙인 및 방문객의 연결된 일상이 이어지는 구조는 foundFamily=2 및 relationshipStructure=4를 지지한다. 서로 다른 인물의 소소한 에피소드와 방문객의 출입은 characterArcWeight=4 및 emotionalWarmth=4이며 단편 연결과 일상 흐름은 progression=2 및 pacing=2다. 이탈리아 하숙집 배경은 worldBuilding=2이고 미스터리 중심 구조가 없어 mysteryReveal=0이다. 어두운 위험이나 연애가 중심이 아니므로 darkness=0 및 romance=0이며 comedy와 mentalStress 및 problemSolving과 strategy는 직접 근거가 부족해 unknown으로 둔다. Conservative mappings: progression=2;pacing=2;mysteryReveal=0;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;darkness=0;romance=0;emotionalWarmth=4. 한국어 검색 범위=라 퀸타 카메라 만화 후기 및 LA QUINTA CAMERA 만화 후기; bansook40 직접 본문에서 이탈리아 하숙집과 따뜻한 에피소드를 확인했다. Art는 분석하지 않았다.
7,work-933919bb207b365fef36,ロクのおかしな家,comedy;horror,investigation:2:0.86,unknown,2,unknown,4,2,2,unknown,4,4,2,2,0,unknown,0.82,Rakuten Books representative volume 1 product — ロクのおかしな家,https://books.rakuten.co.jp/rb/18723462/,2026-06-26,2026-08-26,https://coward-manga.com/latest-review/newseries-rokuspeculiarhouse/,https://sarak.yes24.com/review/22102738,로쿠의 이상한 집 만화 후기;로쿠 이상한 집 만화,첫 주요 에피소드: 공식 Rakuten 상품과 Coward-manga 독립 리뷰를 확인했다. 과학부 고교생이 도시전설 의식을 검증하다 다섯 저주에 씌워져 공동생활을 하고 각 저주의 いわく을 풀어 영혼을 놓아주는 목표가 제시된다. 1화에 설정과 전개가 빠르게 들어가 pacing=4이며 저주를 풀 목표와 규칙은 problemSolving=2 mysteryReveal=2 worldBuilding=2를 지지한다. 다섯 저주와의 공동생활은 relationshipStructure=4이고 고호러 상황 속 높은 츳코미와 빠른 개그는 comedy=4다. 호러 상황의 압박은 darkness=2 및 mentalStress=2로 매핑하고 첫 에피소드에 연애가 없어 romance=0으로 둔다. Conservative mappings: problemSolving=2;pacing=4;mysteryReveal=2;worldBuilding=2;relationshipStructure=4;comedy=4;darkness=2;mentalStress=2;romance=0. 한국어 검색 범위=로쿠의 이상한 집 만화 후기 및 로쿠 이상한 집 만화; YES24 직접 URL은 기대감 감상만 제공하여 축 매핑에는 사용하지 않았다. progression 및 strategy와 characterArcWeight 및 emotionalWarmth는 직접 근거가 부족해 unknown이며 Art는 분석하지 않았다.
8,work-933cc90d605b25f3d24a,キン肉マン,action;comedy,combat:2:0.92,unknown,2,unknown,4,2,2,2,2,4,2,2,unknown,unknown,0.84,Rakuten Books representative volume 1 product — キン肉マン,https://books.rakuten.co.jp/rb/1083952/,1984,2026-08-26,https://ameblo.jp/yoshiki-0722/entry-10575120721.html;https://wpb.shueisha.co.jp/news/entertainment/20210815-114209/,https://punkcock.tistory.com/390,근육맨;근육맨 만화,초반 1권: 공식 Rakuten 상품과 Ameblo의 1권 독립 고찰 및 주프레NEWS의 1권 리뷰를 대조했다. 1권은 짧은 단편들이 빠르게 이어지고 초반은 바보·도지 개그가 기본이어서 pacing=4 comedy=4를 지지한다. 버스 납치와 괴수 대결의 직접 해결 및 15쪽 완결은 problemSolving=2 darkness=2 mentalStress=2를 지지한다. 괴수·초인·근육별과 왕가 비밀 소개는 worldBuilding=2 mysteryReveal=2이고 근육맨의 강함과 겁많음의 이중성은 characterArcWeight=2다. 테리맨·미트·마리 등 반복 등장 관계는 relationshipStructure=2다. 마리에게 잘 보이려는 단일 에피소드만으로 romance는 unknown으로 두었다. 한국어 punkcock 직접 글은 만화 캐릭터의 단순 액션성과 가면 규율을 언급하지만 줄거리 값에는 사용하지 않았다. Art는 분석하지 않았다. Conservative mappings: progression=unknown;problemSolving=2;strategy=unknown;pacing=4;mysteryReveal=2;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;comedy=4;darkness=2;mentalStress=2;romance=unknown;emotionalWarmth=unknown.
9,work-93a7507ad6a0965f4491,働きマン,sliceOfLife,workplace:2:0.98,unknown,2,2,4,unknown,2,4,4,unknown,2,4,2,2,0.88,Rakuten Books representative volume 1 product — 働きマン,https://books.rakuten.co.jp/rb/1733861/,2006,2026-08-26,https://booklive.jp/review/list/title_id/27480/vol_no/001,https://ukkyakkya.tistory.com/159,일하는 맨;워킹맨 만화,초반 1권: 공식 Rakuten 상품과 BookLive 1권 리뷰 및 한국어 ukkyakkya 직접 글을 확인했다. BookLive 줄거리는 주간 JIDAI 편집부와 28세 히로코가 동료들과 좋은 잡지를 만들며 일과 연애를 희생하고 30세 편집장을 목표로 하는 구조를 명시한다. 각 화의 다른 직장인과 업무 문제는 problemSolving=2 strategy=2 pacing=4 worldBuilding=2를 지지한다. 히로코의 업무 정체성과 목표가 characterArcWeight=4이고 편집부·상사·동료의 복수 관계가 relationshipStructure=4다. 수면·식사를 잊는 압박은 mentalStress=4이며 업무의 심각한 부담은 darkness=2다. 연인과의 만남을 놓치는 서브플롯은 romance=2이고 동료 지원과 일의 보람·괴로움이 섞인다는 직접 관찰은 emotionalWarmth=2다. 한국어 글은 원작의 편집자 주인공과 일의 즐거움·괴로움·성취감을 다루지만 애니메이션 제작 글이므로 후반 전개는 사용하지 않았다. Art는 분석하지 않았다. Conservative mappings: progression=unknown;problemSolving=2;strategy=2;pacing=4;mysteryReveal=unknown;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=unknown;darkness=2;mentalStress=4;romance=2;emotionalWarmth=2.
10,work-93b6c8f8c485a4646900,少年ラケット,sports,sportsCompetition:2:0.98;school:2:0.80,2,2,2,2,2,2,4,2,unknown,2,2,unknown,2,0.88,Rakuten Books representative volume 1 product — 少年ラケット,https://books.rakuten.co.jp/rb/13346710/,2016-02-04,2026-08-26,https://booklive.jp/review/list/title_id/333699/vol_no/001;https://nlab.itmedia.co.jp/cont/articles/3252126/;https://konomanga.jp/guide/41858-2,,소년 라켓;소년라켓,초반 1권: 공식 Rakuten 상품과 BookLive 1권 리뷰 및 Nlab/Konomanga 1권 가이드를 대조했다. 실종 기억의 중학생 이치로가 처음 잡은 탁구 라켓에서 1만5천회 재능을 보이고 패배를 계기로 성장한 요르겐과 재회하는 구조가 progression=2 mysteryReveal=2를 지지한다. 탁구는 상대 플레이 분석과 전술 변경이 요구된다고 직접 설명되어 problemSolving=2 strategy=2이며 중학교 선수·연습·재회로 pacing=2 worldBuilding=2를 매핑했다. 라이벌과 동료의 재회 및 청춘 성장 중심은 characterArcWeight=4 relationshipStructure=2 emotionalWarmth=2이고 화재로 아버지를 잃고 기억을 잃은 설정은 darkness=2 mentalStress=2다. 한국어 query(소년 라켓;소년라켓)로 검색했지만 라켓소년단 등 다른 작품만 나와 직접 본문 URL은 비웠다. Art는 분석하지 않았다. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=2;comedy=unknown;darkness=2;mentalStress=2;romance=unknown;emotionalWarmth=2.
