workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-5cafd57db6b870a71a05,機動警察パトレイバー,https://e-comi.shogakukan.co.jp/books/091221210000d0000000,小学館eコミックストア,officialPublisherProductPage,undated,2026-08-23,official standard vol1 JDCN 091221210000d0000000 has no official chapter or page bridge to frozen wide-edition ISBN 9784091247216,edition-unresolved-no-sampling,0,0,,false,false,unknown-ready,,Edition prerequisite failed before pixel access; no internal page was sampled; all Art axes close unknown-ready without a promotion blocker
work-5e20323e014d6d390aaf,あさひなぐ,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091837980000d0000000,小学館eコミックストア,officialPublisherInternalPreview,undated,2026-08-23,digital vol1 JDCN 091837980000d0000000 maps to source vol1 ISBN 9784091837981,accessible,6,3,reader-step-05;reader-step-12;reader-step-19,true,false,sample-ready,reader-step-05=2945e6f740be9437cec8b3edbe1b3aa8040d092ed70af1f1efc6b3459f133fc9;reader-step-12=2edf1fd34817f1d7a8d83fa09970d2231462ef0fa0be1785b72d4662a18fda0e;reader-step-19=34a3cdc1659eb09e42e7c36d31f5d53f82fb8ffd37207dec745c99ccb205d0d9,Count capped at six after threshold; selected practice introduction school assembly and club demonstration contexts; print folios were not visible on every spread; no bounded continuous start-development-impact-end sequence isolated
work-5ebbc9bede841d2faf7b,高台家の人々,https://www.shueisha.co.jp/books/reader/main.php?cid=08845109845109315501,集英社 公式試し読み,officialPublisherInternalPreview,2013-09-25,2026-08-23,digital vol1 JDCN 08845109845109315501 maps to source vol1 ISBN 9784088451091,accessible,6,3,reader-step-05;reader-step-12;reader-step-19,true,false,sample-ready,reader-step-05=edb7b08972fb129601aad43487fdb14a6f6596bdc61ff62a1ebb2dcc418d1553;reader-step-12=7ecb185430f201a0c8a918740b187260265ef0cfb21ba21487de02160cc889d1;reader-step-19=5aa1ddff7b3805cc658a77a982139074087d9a2b38cd05ab74fb9a600be6f922,Count capped at six after threshold; selected office arrival dinner invitation and imagined-story dinner contexts; no bounded continuous start-development-impact-end sequence isolated
work-6f849a8e785deee3d5dc,怪物事変,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088810966,集英社 公式試し読み,officialPublisherInternalPreview,2017-03-03,2026-08-23,official vol1 reader is keyed by source ISBN 9784088810966,accessible,6,3,reader-step-05;reader-step-12;reader-step-19,true,false,sample-ready,reader-step-05=9b8f85e2533af6e493a6425aa01f677e61b636998bce666182afe1fca22f914b;reader-step-12=d56a8ec1b4469ecd40160cc2380df64b797e32d4e8a1e63006d3e269922b9a5e;reader-step-19=96d18608c9e6731b282ef127f8f2ae99ab7881e9bdb24db71df838283382a749,Count capped at six after threshold; selected rural farm inquiry carcass investigation and village courtyard confrontation contexts; no bounded continuous start-development-impact-end sequence isolated
work-71e824df2e6bc2125294,SAKAMOTO DAYS,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088826578,集英社 公式試し読み,officialPublisherInternalPreview,2021-04-02,2026-08-23,official vol1 reader is keyed by source ISBN 9784088826578,accessible,6,3,p010-p011;p024-p025;p038-p039,true,true,sample-ready,p010-p011=eb94753c2524fa6d310d7821c4f7183e49929888bb732aa9125899a8271b12fd;p024-p025=d88532b6e4af7edfddc6988dc03a73093b80166a87fef8d2c4834eafb63878e5;p038-p039=1a4b911d113f3f748ab5134bf530171c6bd20d0348324b22225168c8e252bcb8,Count capped at six after threshold; p010 upper shows the attack start and p010 lower the evasive advance then p011 upper the impact and p011 middle the visible aftermath; motion review is attemptable but no Art value is assigned in preflight
work-7975d62582a89492a35f,図書館の大魔術師,https://www.kodansha.co.jp/comic/products/0000115710/trial,講談社 公式試し読み,officialPublisherInternalPreview,2018-04-06,2026-08-23,official vol1 product 0000115710 maps to source ISBN 9784065112434,accessible,6,3,reader-step-05;reader-step-09;reader-step-12,true,false,sample-ready,reader-step-05=b78cf553f5e58c61d5fda80c2392012b8b5bce407e16d868b29504195fd6843d;reader-step-09=178269e8597b18a4f3382e45923de96c1be89198de09966f13fb49d3c2dd03f2;reader-step-12=629d8417fac33e7b2279943a3062b60a1d3495970d895b3c96587688ee183d74,Count capped at six after threshold; selected caravan establishing ship and port and village classroom contexts; visible folios include p016-p017 and p022-p023; no bounded continuous start-development-impact-end sequence isolated
work-7d259c925286a9f91310,聖☆おにいさん,https://www.kodansha.co.jp/comic/products/0000013790/trial,講談社 公式試し読み,officialPublisherInternalPreview,2008-01-23,2026-08-23,official vol1 product 0000013790 maps to source ISBN 9784063726626,accessible,6,3,reader-step-06;reader-step-08;reader-step-10,true,false,sample-ready,reader-step-06=fa42ff2c9495ddd5051f21b36ec8dbcfc709327aa2883622e9c84b4b8617bfb2;reader-step-08=2597c1f5b99ba3ecadb99f6a39bb3f2444b9c03cf89f1f433bb8b21453837165;reader-step-10=197d62a89314f460c067f440fb71c2a0ded0c8aeb9770068454bd03d4a113eaf,Count capped at six after threshold; selected arrival and train shopping and return-commute contexts; no bounded continuous start-development-impact-end sequence isolated
work-8147aefccc365b0ecb4d,黒執事,https://magazine.jp.square-enix.com/gfantasy/tcym/kuroshitsuji_01/,SQUARE ENIX 第1話 公式試し読み,officialPublisherInternalPreview,2007-02-27,2026-08-23,official vol1 product ISBN 9784757519633 directly links this first-episode preview,accessible,6,3,reader-control-04;reader-control-11;reader-control-18,true,false,sample-ready,reader-control-04=e8d33a281d2479de2d4749071853a052acb92ed1279e7de0ed8cc9e018edce2f;reader-control-11=d52d0ef27f970b3ed11ff11bc6821eef3f666e055ca5d6ddf9d895c7e84820e2;reader-control-18=899b26719e0a5a2aab64fb00decd572dd86a8aee59e5ccbe8b2051271c6a0927,Count capped at six after threshold; selected master and butler introduction estate visitor and household staff contexts; one-based official reader controls are used because print folios were not rendered; no bounded continuous start-development-impact-end sequence isolated
work-838a6f0ad2d1ef487588,信長協奏曲,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091221000000d0000000,小学館eコミックストア,officialPublisherInternalPreview,undated,2026-08-23,digital vol1 JDCN 091221000000d0000000 maps to source vol1 ISBN 9784091221001,accessible,6,3,p006-p007;p020-p021;p034-p035,true,false,sample-ready,p006-p007=360532373112c0004ad43d583c18f1abea43349d51442de26a6b6538d79a9ffb;p020-p021=2579796ccf3e86c5955da408f4acfd2f42dde29e0b0effb366193e59ca6020f4;p034-p035=2bb025c00725f2fafd9dba2dbde630c366e1071b8b2c1c325c2ee58d91eedaec,Count capped at six after threshold; selected modern hillside historical castle and forest fight contexts; p034-p035 contains action but no conclusively bounded start-development-impact-end sequence
work-83fc3c4366e51b35b821,風と木の詩,https://www.hakusensha.co.jp/comicslist/41720/,白泉社 公式商品ページ,officialPublisherProductPage,1995-03-17,2026-08-23,official Hakusensha bunko vol1 has no official chapter or page bridge to frozen Shogakukan Flower Comics ISBN 9784091302212,edition-unresolved-no-sampling,0,0,,false,false,unknown-ready,,Edition prerequisite failed before pixel access; no internal page was sampled; all Art axes close unknown-ready without a promotion blocker
