workId,axisId,state,value,confidence,refs,observation,limitation
work-060a72fe10cf6ba9cbfc,artRealism,unknown,,,reader-step-08;reader-step-09;reader-step-10;reader-step-11;reader-step-12,Five readable body pages show multiple settings but do not meet the authorized static sample minimum.,Only five entry-volume body pages remain after front-matter removal; the six-page static gate is closed; unknown is not low.
work-060a72fe10cf6ba9cbfc,artDensity,unknown,,,reader-step-08;reader-step-09;reader-step-10;reader-step-11;reader-step-12,Five readable body pages show multiple settings but do not meet the authorized static sample minimum.,Only five entry-volume body pages remain after front-matter removal; the six-page static gate is closed; unknown is not low.
work-060a72fe10cf6ba9cbfc,visualSoftness,unknown,,,reader-step-08;reader-step-09;reader-step-10;reader-step-11;reader-step-12,Five readable body pages show multiple settings but do not meet the authorized static sample minimum.,Only five entry-volume body pages remain after front-matter removal; the six-page static gate is closed; unknown is not low.
work-060a72fe10cf6ba9cbfc,motionImpact,unknown,,,reader-step-08;reader-step-09;reader-step-10;reader-step-11;reader-step-12,No exact bounded continuous action sequence was retained.,Preflight motionGateAttemptable=false; no start-development-impact-resolved sequence; unknown is not low.
work-076beb86f844b642beef,artRealism,known,2,0.89,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Proportionate adults, hands, clothing, temple and apartment structures coexist with enlarged eyes, simplified faces, and idealized character anatomy.",Entry-volume six-page official sample only; grounded architecture does not outweigh the persistent general manga stylization.
work-076beb86f844b642beef,artDensity,known,2,0.88,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Temple roofs, residential architecture, interior woodwork, delivery props, and screentone balance large white fields and open character panels.",Entry-volume six-page official sample only; detail varies around the balanced anchor rather than remaining sparse or densely worked.
work-076beb86f844b642beef,visualSoftness,known,3,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Fine clean contours, rounded character construction, flowing hair, light tones, and gentle comic expressions lean soft across exterior and apartment contexts.",Entry-volume six-page official sample only; hard architectural lines and bold comic lettering prevent a uniform value 4.
work-076beb86f844b642beef,motionImpact,unknown,,,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,Ordinary entrance and conversational gestures do not form one bounded action sequence.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-091d231d37f037fb07e8,artRealism,unknown,,,https://www.kodansha.co.jp/comic/products/0000018461,No eligible internal body pixel was retained.,The exact official product exposes no work-specific internal trial route; unknown is not low.
work-091d231d37f037fb07e8,artDensity,unknown,,,https://www.kodansha.co.jp/comic/products/0000018461,No eligible internal body pixel was retained.,The exact official product exposes no work-specific internal trial route; unknown is not low.
work-091d231d37f037fb07e8,visualSoftness,unknown,,,https://www.kodansha.co.jp/comic/products/0000018461,No eligible internal body pixel was retained.,The exact official product exposes no work-specific internal trial route; unknown is not low.
work-091d231d37f037fb07e8,motionImpact,unknown,,,https://www.kodansha.co.jp/comic/products/0000018461,No eligible bounded action sequence was retained.,The exact official product exposes no work-specific internal trial route; unknown is not low.
work-0cf463005cc77eeded8e,artRealism,known,3,0.91,official-fotorama-004;official-fotorama-005;official-fotorama-006;official-fotorama-007;official-fotorama-008;official-fotorama-009,"Grounded human and animal proportions, clothing, tools, architecture, terrain, and perspective persist while faces retain clear manga simplification.",Entry-episode six-page official sample only; value 4 was rejected because character faces and some anatomy remain conventionally stylized.
work-0cf463005cc77eeded8e,artDensity,known,3,0.93,official-fotorama-004;official-fotorama-005;official-fotorama-006;official-fotorama-007;official-fotorama-008;official-fotorama-009,"Forests, settlement panoramas, masonry, village work, domestic yards, woven objects, and dungeon structure keep information above balanced across four contexts.",Entry-episode six-page official sample only; broad sky and white dialogue fields prevent a uniform value 4.
work-0cf463005cc77eeded8e,visualSoftness,known,2,0.87,official-fotorama-004;official-fotorama-005;official-fotorama-006;official-fotorama-007;official-fotorama-008;official-fotorama-009,"Clean rounded faces and controlled tones are counterbalanced by firm contours, angular scenery, black silhouettes, and coarse natural textures.",Entry-episode six-page official sample only; neither soft polish nor rough angular treatment dominates consistently enough for an intermediate extreme.
work-0cf463005cc77eeded8e,motionImpact,unknown,,,official-fotorama-004;official-fotorama-005;official-fotorama-006;official-fotorama-007;official-fotorama-008;official-fotorama-009,Travel and work gestures are distributed across scene changes rather than one bounded action sequence.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-0d1ad77728a44df56508,artRealism,unknown,,,https://www.fujitv.co.jp/ramen_koizumi/2019/topics_01.html,No eligible manga internal body pixel was retained.,Only broadcaster promotion and bibliographic evidence were available; adaptation imagery cannot establish manga Art; unknown is not low.
work-0d1ad77728a44df56508,artDensity,unknown,,,https://www.fujitv.co.jp/ramen_koizumi/2019/topics_01.html,No eligible manga internal body pixel was retained.,Only broadcaster promotion and bibliographic evidence were available; adaptation imagery cannot establish manga Art; unknown is not low.
work-0d1ad77728a44df56508,visualSoftness,unknown,,,https://www.fujitv.co.jp/ramen_koizumi/2019/topics_01.html,No eligible manga internal body pixel was retained.,Only broadcaster promotion and bibliographic evidence were available; adaptation imagery cannot establish manga Art; unknown is not low.
work-0d1ad77728a44df56508,motionImpact,unknown,,,https://www.fujitv.co.jp/ramen_koizumi/2019/topics_01.html,No eligible bounded manga action sequence was retained.,Only broadcaster promotion and bibliographic evidence were available; adaptation imagery cannot establish manga Art; unknown is not low.
work-0dabd1d17e5fcf2992b9,artRealism,unknown,,,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-10,Six readable body pages all belong to one wedding-reception and bridal-preparation context.,The authorized static gate requires at least two genuinely distinct contexts; unknown is not low.
work-0dabd1d17e5fcf2992b9,artDensity,unknown,,,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-10,Six readable body pages all belong to one wedding-reception and bridal-preparation context.,The authorized static gate requires at least two genuinely distinct contexts; unknown is not low.
work-0dabd1d17e5fcf2992b9,visualSoftness,unknown,,,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-10,Six readable body pages all belong to one wedding-reception and bridal-preparation context.,The authorized static gate requires at least two genuinely distinct contexts; unknown is not low.
work-0dabd1d17e5fcf2992b9,motionImpact,unknown,,,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-10,The retained single-context sequence does not isolate a bounded action arc.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-0ebf010ac12b9b60d80e,artRealism,unknown,,,reader-page-09;reader-page-10;reader-page-12;reader-page-13;reader-page-14;reader-page-15,Diagnostic body pixels were retained from official volume 1 but were not admitted to the static gate.,The frozen representative is volume 9 and the exact edition bridge is unestablished; unknown is not low.
work-0ebf010ac12b9b60d80e,artDensity,unknown,,,reader-page-09;reader-page-10;reader-page-12;reader-page-13;reader-page-14;reader-page-15,Diagnostic body pixels were retained from official volume 1 but were not admitted to the static gate.,The frozen representative is volume 9 and the exact edition bridge is unestablished; unknown is not low.
work-0ebf010ac12b9b60d80e,visualSoftness,unknown,,,reader-page-09;reader-page-10;reader-page-12;reader-page-13;reader-page-14;reader-page-15,Diagnostic body pixels were retained from official volume 1 but were not admitted to the static gate.,The frozen representative is volume 9 and the exact edition bridge is unestablished; unknown is not low.
work-0ebf010ac12b9b60d80e,motionImpact,unknown,,,reader-page-09;reader-page-10;reader-page-12;reader-page-13;reader-page-14;reader-page-15,No authorized bounded action sequence was admitted.,The exact frozen-edition bridge is absent and preflight motionGateAttemptable=false; unknown is not low.
work-0ede6921b81169dc2dda,artRealism,known,3,0.88,episode-1-canvas-7;episode-1-canvas-8;episode-1-canvas-9;episode-1-canvas-10;episode-1-canvas-11;episode-1-canvas-12,"Observed wolf anatomy, fur, snow contact, bodily deterioration, human proportions, and grounded shelter perspective outweigh the remaining simplified manga facial construction.",Entry-episode six-page official sample only; value 4 was rejected because the human face and some environmental forms remain visibly stylized.
work-0ede6921b81169dc2dda,artDensity,known,1,0.91,episode-1-canvas-7;episode-1-canvas-8;episode-1-canvas-9;episode-1-canvas-10;episode-1-canvas-11;episode-1-canvas-12,"Large snow fields, isolated figures, broad white panels, and restrained backgrounds dominate four wilderness pages, while shelter and settlement pages supply limited denser counter-contexts.",Entry-episode six-page official sample only; value 0 was rejected because animal texture and inhabited settings retain meaningful visual information.
work-0ede6921b81169dc2dda,visualSoftness,known,3,0.88,episode-1-canvas-7;episode-1-canvas-8;episode-1-canvas-9;episode-1-canvas-10;episode-1-canvas-11;episode-1-canvas-12,"Fine rounded creature and human contours, soft fur, gentle facial modeling, pale tones, and controlled line weight lean soft across wilderness and shelter contexts.",Entry-episode six-page official sample only; coarse snow hatching and darker deterioration marks prevent a uniform value 4.
work-0ede6921b81169dc2dda,motionImpact,unknown,,,episode-1-canvas-7;episode-1-canvas-8;episode-1-canvas-9;episode-1-canvas-10;episode-1-canvas-11;episode-1-canvas-12,Transformation and travel fragments do not form one exact bounded action sequence.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-0eff8190c0c6ff604527,artRealism,unknown,,,reader-step-10;reader-step-11;reader-step-12;reader-step-13;reader-step-14;reader-step-15,Six readable body pages all belong to one restaurant closing and meal-conversation context.,The authorized static gate requires at least two genuinely distinct contexts; unknown is not low.
work-0eff8190c0c6ff604527,artDensity,unknown,,,reader-step-10;reader-step-11;reader-step-12;reader-step-13;reader-step-14;reader-step-15,Six readable body pages all belong to one restaurant closing and meal-conversation context.,The authorized static gate requires at least two genuinely distinct contexts; unknown is not low.
work-0eff8190c0c6ff604527,visualSoftness,unknown,,,reader-step-10;reader-step-11;reader-step-12;reader-step-13;reader-step-14;reader-step-15,Six readable body pages all belong to one restaurant closing and meal-conversation context.,The authorized static gate requires at least two genuinely distinct contexts; unknown is not low.
work-0eff8190c0c6ff604527,motionImpact,unknown,,,reader-step-10;reader-step-11;reader-step-12;reader-step-13;reader-step-14;reader-step-15,The retained single-context pages do not isolate a bounded action arc.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-12b484cd79bfe6852ea1,artRealism,unknown,,,reader-step-05;reader-step-06,Only two qualifying body pages remain after title-opening removal.,The authorized static gate requires at least six readable body pages; unknown is not low.
work-12b484cd79bfe6852ea1,artDensity,unknown,,,reader-step-05;reader-step-06,Only two qualifying body pages remain after title-opening removal.,The authorized static gate requires at least six readable body pages; unknown is not low.
work-12b484cd79bfe6852ea1,visualSoftness,unknown,,,reader-step-05;reader-step-06,Only two qualifying body pages remain after title-opening removal.,The authorized static gate requires at least six readable body pages; unknown is not low.
work-12b484cd79bfe6852ea1,motionImpact,unknown,,,reader-step-05;reader-step-06,No eligible bounded action sequence was retained.,Only two qualifying body pages remain and preflight motionGateAttemptable=false; unknown is not low.
