workId,axisId,state,value,confidence,refs,observation,limitation
work-29806fe5f9633b940747,artRealism,known,1,0.86,"reader-step-05;reader-step-12;reader-step-19","Ordinarily stylized student anatomy is repeatedly juxtaposed with the main teacher's geometric head tentacles and elastic expressions so the complete sample falls between strong simplification anchor 0 and ordinary stylization anchor 2.","Only six readable pages from three early volume-one contexts were reviewed; later visual changes were not assessed."
work-29806fe5f9633b940747,artDensity,known,3,0.84,"reader-step-05;reader-step-12;reader-step-19","Crowded classroom staging compact panels weapons repeated figures speed fields and effect lettering keep line and information density above balanced anchor 2 across the sample without sustaining anchor 4.","Some dialogue faces and effect centers retain open white areas so the maximum density anchor is not sustained."
work-29806fe5f9633b940747,visualSoftness,known,2,0.82,"reader-step-05;reader-step-12;reader-step-19","Clean rounded character contours alternate with hard black uniforms angular effects and dense action hatching producing a neutral mixed treatment.","The sample combines quiet classroom panels and sharp action accents and does not sustain either endpoint."
work-29806fe5f9633b940747,motionImpact,unknown,,,"reader-step-05;reader-step-12;reader-step-19","The selected official spreads contain projectiles and combat poses but the preflight exposes no exact bounded continuous action sequence.","Isolated action panels cannot establish start-development-impact-end motion; unknown does not imply a low value."
work-319e39a597d16251efc9,artRealism,unknown,,,"official-preview-timeout;vol1-ISBN-9784047261457;pages=0;contexts=0","The exact official volume-one product and rights-holder sample bridge were resolved but no readable internal page sample was returned.","Trial navigation and a fresh snapshot each exceeded 30 seconds; no partial page was retained and unknown does not imply a low value."
work-319e39a597d16251efc9,artDensity,unknown,,,"official-preview-timeout;vol1-ISBN-9784047261457;pages=0;contexts=0","The exact official volume-one product and rights-holder sample bridge were resolved but no readable internal page sample was returned.","Trial navigation and a fresh snapshot each exceeded 30 seconds; no partial page was retained and unknown does not imply a low value."
work-319e39a597d16251efc9,visualSoftness,unknown,,,"official-preview-timeout;vol1-ISBN-9784047261457;pages=0;contexts=0","The exact official volume-one product and rights-holder sample bridge were resolved but no readable internal page sample was returned.","Trial navigation and a fresh snapshot each exceeded 30 seconds; no partial page was retained and unknown does not imply a low value."
work-319e39a597d16251efc9,motionImpact,unknown,,,"official-preview-timeout;vol1-ISBN-9784047261457;pages=0;contexts=0","No readable official internal page or continuous action sequence was available for the mapped volume-one sample.","Trial navigation and a fresh snapshot each exceeded 30 seconds; no partial page was retained and unknown is not a blocker."
work-3ba6e8e3cfdec674eae3,artRealism,known,4,0.94,"reader-step-01;reader-step-04;reader-step-06","Anatomical hands eyes torsos and faces use observed structure and mature proportions while the city apartment equipment and interiors maintain realistic scale and perspective.","The maximum anchor is limited to six official early volume-one pages and does not assert later-volume consistency."
work-3ba6e8e3cfdec674eae3,artDensity,known,4,0.91,"reader-step-01;reader-step-04;reader-step-06","Dense city architecture mechanical objects fabric folds anatomy hatching interior geometry and layered screentone repeatedly fill the sampled panels with fine information.","A few portrait panels contain simpler fields but high line background and texture density is sustained across all three contexts."
work-3ba6e8e3cfdec674eae3,visualSoftness,known,0,0.91,"reader-step-01;reader-step-04;reader-step-06","Angular facial construction exposed anatomy coarse hatching heavy blacks and hard architectural edges consistently dominate the sample.","The opening color accents do not overcome the rough high-contrast treatment sustained in the internal monochrome pages."
work-3ba6e8e3cfdec674eae3,motionImpact,unknown,,,"reader-step-01;reader-step-04;reader-step-06","The selected official pages show static city identity training and visitor contexts without a bounded continuous action sequence.","No exact start-development-impact-end sequence was available; poses and equipment cannot support a numeric value."
work-40ea287aae6305289cf6,artRealism,known,2,0.88,"page-005;page-006;page-015;page-016;page-025;page-026","Large expressive eyes and polished faces use ordinary manga stylization while bodies hands rooms food and craft tools retain coherent proportions which matches anchor 2 rather than a realism-leaning value.","The value is limited to six official first-chapter pages and does not establish later visual development."
work-40ea287aae6305289cf6,artDensity,known,2,0.82,"page-005;page-006;page-015;page-016;page-025;page-026","Detailed rooms patterned clothing food and hand close-ups balance against large white fields and restrained backgrounds across the three sampled contexts.","Density varies from a fully constructed room to sparse portrait and memory panels so neither endpoint is sustained."
work-40ea287aae6305289cf6,visualSoftness,known,3,0.88,"page-005;page-006;page-015;page-016;page-025;page-026","Fine hair lines smooth facial contours polished eyes light screentone and clean clothing edges create a consistently soft tendency.","Bold black framing and comedic expressions prevent a sustained maximum-softness judgment."
work-40ea287aae6305289cf6,motionImpact,unknown,,,"page-005;page-006;page-015;page-016;page-025;page-026","The selected official pages contain everyday gestures but no exact bounded continuous action sequence.","No start-development-impact-end reference was present and isolated gestures cannot support a numeric value."
work-550854424fc9cc94d585,artRealism,known,2,0.82,"reader-step-01;reader-step-05;reader-step-09","Adult bodies city spaces vehicles food and rooms are proportionally coherent while large eyes simplified noses and compressed reactions retain ordinary manga stylization.","Only six readable pages from the mapped first episode were reviewed; later visual changes were not assessed."
work-550854424fc9cc94d585,artDensity,known,3,0.82,"reader-step-01;reader-step-05;reader-step-09","Compact layouts layered text city and kitchen detail patterned clothing food textures and fieldwork information keep the complete sample above balanced density anchor 2.","One geography-memory spread uses broad open fields so the maximum density anchor is not sustained."
