position,workId,canonicalTitle
1,work-6e3e033ba6c1bdffe565,ひばりの朝
2,work-6f6aca43ab3d6d0d8bc4,ラブ・ミー・ぽんぽこ！
3,work-6f7d6db34f5c70f3d2a7,地上はポケットの中の庭
4,work-6fa158bf21c1a2e92b09,青みゆく雪
5,work-6fc940c8e254550c8f98,ヴァニタスの手記
6,work-6ff41232cf163c16653b,社長と酒と星
7,work-7094c349d7bbcc40129b,同人王
8,work-70d0fe9965dc9cb5e5c6,12歳。
9,work-70d47c2956fa70767164,有害無罪玩具
10,work-70dbc5b693fc3fccbb6b,カイタン
11,work-71527cb7fe3f42ef36ca,絶叫学級
12,work-715f201d0df3b3a6805e,SOUL CATCHER(S)
13,work-716101e001160197c4f5,吸血鬼ちゃん×後輩ちゃん
14,work-719e76feacfde2877323,ふたりバス
15,work-722055953f15b0130549,苺田さんの話
16,work-722251ce58a03d2b6985,極主夫道
17,work-723a9fd1a730426c54a2,オハナホロホロ
18,work-7263fe749c8d032e8cf1,風の大地
19,work-727144f46f24235acecb,まつのべっ！
20,work-72ee6d2155cd15987b6f,恋は光
21,work-7388660960b377e34e9c,天顕祭
22,work-74881f1156adcc713e23,惚れたはれたパンダ
23,work-749da01d790325d81198,成程
24,work-74c058bfce839d93e3c5,東京アリス
25,work-75114a2ee2082b4f4630,パリピ孔明
26,work-752c8a8fb14b16459c3d,つるた部長はいつも寝不足
27,work-7568cab93fa9a9a409d1,ミス・ポピーシードのメルヘン横丁
28,work-75d52ca8274d4d075969,めしにしましょう
29,work-761965451844ecb440fb,変身のニュース
30,work-763968e43f6661d8b5d3,琥珀の夢で酔いましょう
31,work-763a400656f1c7d54eea,レジスタ！
32,work-766eecbba2c9ed11ecd1,モディリアーニにお願い
33,work-769cfa7c526dbfd782d5,電波の城
34,work-76bfd43f9fd555685806,もっけ
35,work-76d784dfb643d9c9a334,釣って食べたいギャル澤さん
36,work-77aecd2b33b956f62334,ワンダフルライフ？
37,work-7819d66a9d4fe8ec5a8b,おしえて執事くん
38,work-7868798a4cb2b0d155ce,ゆりあ先生の赤い糸
39,work-7883b4538b78eb87fffb,独身OLのすべて
40,work-78ca5a89590ad691bb34,おもいで金平糖
41,work-794131c03d38fa490b5d,夢見る古都
42,work-797fadfff1809c298569,春行きバス
43,work-79bbd0d83c00b2d58a79,ちょこらん
44,work-79c9e81996a79ca53187,六畳一間の魔女ライフ
45,work-7a260e9a539643caf362,腐女子っス！
46,work-7a9de6fd58fbd19aed74,AGRAVITY BOYS
47,work-7aa23df2c051d68240fb,人の余命で青春するな
48,work-7ae0ebf353e9ca1d67e2,殿といっしょ
49,work-7afe8d2121f4b37e2bee,繕い裁つ人
50,work-7b22b7a877f8e8baa98e,モノノケソウルフード
