position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-6e3e033ba6c1bdffe565","ひばりの朝","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ひばりの朝; Rakuten product=https://books.rakuten.co.jp/rb/11771655/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","히바리의 아침 만화 리뷰;히바리노 아사 리뷰","https://bookmeter.com/search?keyword=%E3%81%B2%E3%81%B0%E3%82%8A%E3%81%AE%E6%9C%9D;https://reviewne.jp/contents?query=%E3%81%B2%E3%81%B0%E3%82%8A%E3%81%AE%E6%9C%9D"
"2","work-6f6aca43ab3d6d0d8bc4","ラブ・ミー・ぽんぽこ！","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ラブ・ミー・ぽんぽこ！; Rakuten product=https://books.rakuten.co.jp/rb/16024091/","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","러브 미 폰포코 만화 리뷰;러브미 폰포코 리뷰","https://bookmeter.com/search?keyword=%E3%83%A9%E3%83%96%E3%83%BB%E3%83%9F%E3%83%BC%E3%83%BB%E3%81%BD%E3%82%93%E3%81%BD%E3%81%93%EF%BC%81;https://reviewne.jp/contents?query=%E3%83%A9%E3%83%96%E3%83%BB%E3%83%9F%E3%83%BC%E3%83%BB%E3%81%BD%E3%82%93%E3%81%BD%E3%81%93%EF%BC%81"
"3","work-6f7d6db34f5c70f3d2a7","地上はポケットの中の庭","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 地上はポケットの中の庭; Rakuten product=https://books.rakuten.co.jp/rb/11229311/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","지상은 주머니 속 정원 만화 리뷰;치조와 포켓토노 나카노 니와 리뷰","https://bookmeter.com/search?keyword=%E5%9C%B0%E4%B8%8A%E3%81%AF%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%81%AE%E4%B8%AD%E3%81%AE%E5%BA%AD;https://reviewne.jp/contents?query=%E5%9C%B0%E4%B8%8A%E3%81%AF%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%81%AE%E4%B8%AD%E3%81%AE%E5%BA%AD"
"4","work-6fa158bf21c1a2e92b09","青みゆく雪","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 青みゆく雪; Rakuten product=https://books.rakuten.co.jp/rb/11322112/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","푸르게 지는 눈 만화 리뷰;아오미유쿠 유키 리뷰","https://bookmeter.com/search?keyword=%E9%9D%92%E3%81%BF%E3%82%86%E3%81%8F%E9%9B%AA;https://reviewne.jp/contents?query=%E9%9D%92%E3%81%BF%E3%82%86%E3%81%8F%E9%9B%AA"
"5","work-6fc940c8e254550c8f98","ヴァニタスの手記","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ヴァニタスの手記; Rakuten product=https://books.rakuten.co.jp/rb/13854944/","https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17","2017","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","바니타스의 수기 만화 리뷰;바니타스노 쇼키 리뷰","https://bookmeter.com/search?keyword=%E3%83%B4%E3%82%A1%E3%83%8B%E3%82%BF%E3%82%B9%E3%81%AE%E6%89%8B%E8%A8%98;https://reviewne.jp/contents?query=%E3%83%B4%E3%82%A1%E3%83%8B%E3%82%BF%E3%82%B9%E3%81%AE%E6%89%8B%E8%A8%98"
"6","work-6ff41232cf163c16653b","社長と酒と星","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 社長と酒と星; Rakuten product=https://books.rakuten.co.jp/rb/18234578/","https://tsugimanga.jp/nominate/comics","2026-06-26","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","사장과 술과 별 만화 리뷰;샤초토 사케토 호시 리뷰","https://bookmeter.com/search?keyword=%E7%A4%BE%E9%95%B7%E3%81%A8%E9%85%92%E3%81%A8%E6%98%9F;https://reviewne.jp/contents?query=%E7%A4%BE%E9%95%B7%E3%81%A8%E9%85%92%E3%81%A8%E6%98%9F"
"7","work-7094c349d7bbcc40129b","同人王","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 同人王; Rakuten product=https://books.rakuten.co.jp/rb/12346439/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","동인왕 만화 리뷰;도진오 리뷰","https://bookmeter.com/search?keyword=%E5%90%8C%E4%BA%BA%E7%8E%8B;https://reviewne.jp/contents?query=%E5%90%8C%E4%BA%BA%E7%8E%8B"
"8","work-70d0fe9965dc9cb5e5c6","12歳。","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 12歳。; Rakuten product=https://books.rakuten.co.jp/rb/12199858/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2018","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","12세 만화 리뷰;쥬니사이 리뷰","https://bookmeter.com/search?keyword=12%E6%AD%B3%E3%80%82;https://reviewne.jp/contents?query=12%E6%AD%B3%E3%80%82"
"9","work-70d47c2956fa70767164","有害無罪玩具","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 有害無罪玩具; Rakuten product=https://books.rakuten.co.jp/rb/15768146/","https://sugoiweb.jp/column/4894/","2019-12-20","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","유해무죄 완구 만화 리뷰;유가이 무자이 간구 리뷰","https://bookmeter.com/search?keyword=%E6%9C%89%E5%AE%B3%E7%84%A1%E7%BD%AA%E7%8E%A9%E5%85%B7;https://reviewne.jp/contents?query=%E6%9C%89%E5%AE%B3%E7%84%A1%E7%BD%AA%E7%8E%A9%E5%85%B7"
"10","work-70dbc5b693fc3fccbb6b","カイタン","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for カイタン; Rakuten product=https://books.rakuten.co.jp/rb/6272576/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-018\frozen-work-set.csv","카이탄 만화 리뷰;카이탄 리뷰","https://bookmeter.com/search?keyword=%E3%82%AB%E3%82%A4%E3%82%BF%E3%83%B3;https://reviewne.jp/contents?query=%E3%82%AB%E3%82%A4%E3%82%BF%E3%83%B3"
