position,workId,canonicalTitle
1,work-da1db472744ee5e5b9a8,怪盗ジョーカー
2,work-da9747a68dbee0670b08,ムシヌユン
3,work-daf29296d526d675c31d,ハッピーエンドアパートメント
4,work-db2d11a7fb2b7cf2841f,春夏秋冬Days
5,work-db2e3e16c8568d6ff928,幸せカナコの殺し屋生活
6,work-db48ea2327eb5a3ddc09,チーズスイートホーム
7,work-db7e875b1436e5ec7d93,HGに恋するふたり
8,work-db9f621c30b6732888a7,ノブナガン
9,work-dc075e48dceaa2d69f2f,たまりば
10,work-dc3936af9eee0359e470,チェイサー
11,work-dc3b5656bc4d5e565193,ささやくように恋を唄う
12,work-dcecba11b11a017b0769,片喰と黄金
13,work-dd6de46fd1faf1d80fe9,ぷくぷく天然かいらんばん
14,work-dd82b7e95c3acd11d5b9,ダンピアのおいしい冒険
15,work-dda3640b3c37d954ea10,斬り介とジョニー四百九十九人斬り
16,work-ddbbd4d4c1e6703df56d,ぼくは麻理のなか
17,work-de0d02d31acb2fc61560,姉なるもの
18,work-de2421dc705135180f4e,2年B組 勇者デストロイヤーず
19,work-de3110c6c63ae56f9119,ミカるんX
20,work-de512cc0e7e15ded52d3,あらくれお嬢様はもんもんしている
21,work-de73c9ac1ab85512a559,誰が為に鋼は鳴る
22,work-de79a9b387d5d292ed87,思春期ビターチェンジ
23,work-de95d79779aa86260278,花より男子
24,work-df0b741309f3b8cce8fc,僕らはみんな死んでいる
25,work-df0d01575efd72712b2d,日曜日はマルシェでボンボン
26,work-dfc440048e0d9c38e18f,ボクらは魔法少年
27,work-dfcc697136737c439fe5,雷雷雷
28,work-dfd10b4274f7ad62c6df,りびんぐでっど！
29,work-dff12ff0939f3b0cd7b6,COPPERS
30,work-dff3fc1e758a5b8b6ecd,太陽よりも眩しい星
31,work-e033a5e4e862fad93f4a,百合星人ナオコサン
32,work-e040638cf171d85d3f57,ガズリング
33,work-e06f360662b30911db76,タッチ
34,work-e08ef57c7a3e923418b0,羽衣ミシン
35,work-e0975e7ae2e7a87b16c4,博多っ子純情
36,work-e0afed347e46e8725d01,ポテン生活
37,work-e0f7aea6f7815787b48f,星野、目をつぶって。
38,work-e126cf6be53bb5ea3f1b,悪役令嬢転生おじさん
39,work-e1434379b867335a6916,ディエンビエンフー
40,work-e1447f60f1b4ee41a3a4,旅する缶コーヒー
41,work-e16a1c7a8841a4c19515,ＰとＪＫ
42,work-e1b5ab2dd9de583305b6,地獄楽
43,work-e1c30fef81f7ecae62de,フラワー・オブ・ライフ
44,work-e2baae997e409dd21d77,百瀬アキラの初恋破綻中。
45,work-e2d431f732c0714c090b,消えた初恋
46,work-e3b284d0d5dbc4382472,乙女戦争 ディーヴチー・ヴァールカ
47,work-e3e3b06b24e96ca6c417,GOLDEN　SPIRAL
48,work-e3eacb6c3f326331e50d,クロス・マネジ
49,work-e430a7451b1b1317c043,いばら・ら・ららばい
50,work-e48de2a8b3d678ceb47d,WORKING!!
