position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-da1db472744ee5e5b9a8","怪盗ジョーカー","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 怪盗ジョーカー; Rakuten product=https://books.rakuten.co.jp/rb/5435346/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","괴도 조커 만화 리뷰;카이토 조커 리뷰","https://bookmeter.com/search?keyword=%E6%80%AA%E7%9B%97%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%AB%E3%83%BC;https://reviewne.jp/contents?query=%E6%80%AA%E7%9B%97%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%AB%E3%83%BC"
"2","work-da9747a68dbee0670b08","ムシヌユン","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ムシヌユン; Rakuten product=https://books.rakuten.co.jp/rb/12818583/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","무시누윤 만화 리뷰;무시누윤 리뷰","https://bookmeter.com/search?keyword=%E3%83%A0%E3%82%B7%E3%83%8C%E3%83%A6%E3%83%B3;https://reviewne.jp/contents?query=%E3%83%A0%E3%82%B7%E3%83%8C%E3%83%A6%E3%83%B3"
"3","work-daf29296d526d675c31d","ハッピーエンドアパートメント","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ハッピーエンドアパートメント; Rakuten product=https://books.rakuten.co.jp/rb/11259670/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","해피엔드 아파트먼트 만화 리뷰;해피엔드 아파트먼트 리뷰","https://bookmeter.com/search?keyword=%E3%83%8F%E3%83%83%E3%83%94%E3%83%BC%E3%82%A8%E3%83%B3%E3%83%89%E3%82%A2%E3%83%91%E3%83%BC%E3%83%88%E3%83%A1%E3%83%B3%E3%83%88;https://reviewne.jp/contents?query=%E3%83%8F%E3%83%83%E3%83%94%E3%83%BC%E3%82%A8%E3%83%B3%E3%83%89%E3%82%A2%E3%83%91%E3%83%BC%E3%83%88%E3%83%A1%E3%83%B3%E3%83%88"
"4","work-db2d11a7fb2b7cf2841f","春夏秋冬Days","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 春夏秋冬Days; Rakuten product=https://books.rakuten.co.jp/rb/11771400/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","춘하추동 데이즈 만화 리뷰;슌카슈토 데이즈 리뷰","https://bookmeter.com/search?keyword=%E6%98%A5%E5%A4%8F%E7%A7%8B%E5%86%ACDays;https://reviewne.jp/contents?query=%E6%98%A5%E5%A4%8F%E7%A7%8B%E5%86%ACDays"
"5","work-db2e3e16c8568d6ff928","幸せカナコの殺し屋生活","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 幸せカナコの殺し屋生活; Rakuten product=https://books.rakuten.co.jp/rb/15835063/","https://hon-hikidashi.jp/event/105418/","2020","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","행복한 카나코의 킬러 생활 만화 리뷰;시아와세 카나코노 코로시야 세이카츠 리뷰","https://bookmeter.com/search?keyword=%E5%B9%B8%E3%81%9B%E3%82%AB%E3%83%8A%E3%82%B3%E3%81%AE%E6%AE%BA%E3%81%97%E5%B1%8B%E7%94%9F%E6%B4%BB;https://reviewne.jp/contents?query=%E5%B9%B8%E3%81%9B%E3%82%AB%E3%83%8A%E3%82%B3%E3%81%AE%E6%AE%BA%E3%81%97%E5%B1%8B%E7%94%9F%E6%B4%BB"
"6","work-db48ea2327eb5a3ddc09","チーズスイートホーム","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for チーズスイートホーム; Rakuten product=https://books.rakuten.co.jp/rb/1733863/","https://hon-hikidashi.jp/event/104714/","2006","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","치즈 스위트 홈 만화 리뷰;치즈 스위트 홈 리뷰","https://bookmeter.com/search?keyword=%E3%83%81%E3%83%BC%E3%82%BA%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%88%E3%83%9B%E3%83%BC%E3%83%A0;https://reviewne.jp/contents?query=%E3%83%81%E3%83%BC%E3%82%BA%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%88%E3%83%9B%E3%83%BC%E3%83%A0"
"7","work-db7e875b1436e5ec7d93","HGに恋するふたり","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for HGに恋するふたり; Rakuten product=https://books.rakuten.co.jp/rb/16224434/","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","HG를 사랑하는 두 사람 만화 리뷰;HG니 코이스루 후타리 리뷰","https://bookmeter.com/search?keyword=HG%E3%81%AB%E6%81%8B%E3%81%99%E3%82%8B%E3%81%B5%E3%81%9F%E3%82%8A;https://reviewne.jp/contents?query=HG%E3%81%AB%E6%81%8B%E3%81%99%E3%82%8B%E3%81%B5%E3%81%9F%E3%82%8A"
"8","work-db9f621c30b6732888a7","ノブナガン","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ノブナガン; Rakuten product=https://books.rakuten.co.jp/rb/11509646/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","노부나건 만화 리뷰;노부나간 리뷰","https://bookmeter.com/search?keyword=%E3%83%8E%E3%83%96%E3%83%8A%E3%82%AC%E3%83%B3;https://reviewne.jp/contents?query=%E3%83%8E%E3%83%96%E3%83%8A%E3%82%AC%E3%83%B3"
"9","work-dc075e48dceaa2d69f2f","たまりば","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for たまりば; Rakuten product=https://books.rakuten.co.jp/rb/6527035/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","타마리바 만화 리뷰;타마리바 리뷰","https://bookmeter.com/search?keyword=%E3%81%9F%E3%81%BE%E3%82%8A%E3%81%B0;https://reviewne.jp/contents?query=%E3%81%9F%E3%81%BE%E3%82%8A%E3%81%B0"
"10","work-dc3936af9eee0359e470","チェイサー","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for チェイサー; Rakuten product=https://books.rakuten.co.jp/rb/12417236/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-027\frozen-work-set.csv","체이서 만화 리뷰;체이사 리뷰","https://bookmeter.com/search?keyword=%E3%83%81%E3%82%A7%E3%82%A4%E3%82%B5%E3%83%BC;https://reviewne.jp/contents?query=%E3%83%81%E3%82%A7%E3%82%A4%E3%82%B5%E3%83%BC"
