position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
"1","work-5eb522c5a4b4f5cb052f","久保さんは僕を許さない","romance;comedy;sliceOfLife","school:2:0.90","2","0","0","2","0","0","4","2","4","0","0","4","4","0.86","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/16193638/","2020-08-19","2026-08-26","https://www.cmoa.jp/title/customer_review/title_id/192577/","https://m.yes24.com/Goods/Review/102714431;https://m.yes24.com/Goods/Review/103552794","쿠보 양은 나를 내버려두지 않아 만화 후기 리뷰","CMOA와 YES24 1~2권 독자 본문은 학교에서 유일하게 시라이시를 알아보는 쿠보의 반복 장난, 자잘한 에피소드 속 느린 관계 진전, 순수하고 따뜻한 러브코미디를 직접 평한다. 한국어 제목 검색으로 YES24 직접 리뷰 본문을 확인했다. Conservative mappings: progression=2; problemSolving=0; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=0; characterArcWeight=4; relationshipStructure=2; comedy=4; darkness=0; mentalStress=0; romance=4; emotionalWarmth=4. Art is optional and not assessed."
"2","work-61a5fe43e48685c3fcf5","健康で文化的な最低限度の生活","sliceOfLife","workplace:2:0.95;investigation:1:0.75","2","4","2","2","2","4","4","4","2","4","4","0","2","0.90","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/12835391/","2015","2026-08-26","https://buzz-manga.blog.jp/Kenko-Bunka-Saiteigendo-Life-matome.html;https://reviewne.jp/contents/126470;https://honto.jp/ebook/pd-review_0626470218.html?cid=nscl_rd&srt=2","","건강하고 문화적인 최저한도의 생활 만화 후기 리뷰","일본 직접 리뷰들은 신입 복지 케이스워커가 생활보호 수급자의 빈곤·학대·질병 사례를 조사하고 제도와 현장 판단을 함께 써서 해결하는 직장 군상극으로 초반을 설명한다. 한글 정식 제목으로 한국 검색을 수행했고 기사·소개 외 독자 직접 본문은 없어 KR URL은 비웠다. Conservative mappings: progression=2; problemSolving=4; strategy=2; pacing=2; mysteryReveal=2; worldBuilding=4; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=4; mentalStress=4; romance=0; emotionalWarmth=2. Art is optional and not assessed."
"3","work-62e51d8166d487f9e6e3","白暮のクロニクル","mystery;fantasy;horror","investigation:2:0.95;workplace:1:0.80","2","4","2","2","4","4","4","2","2","4","4","2","2","0.92","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/12601995/","2015-02-06","2026-08-26","https://www.cmoa.jp/title/0000073297/","","백모의 크로니클 만화 후기 리뷰;하쿠보의 크로니클 만화 후기","CMOA 직접 독자 본문은 후생노동성 신입 공무원과 불로종 오키나가가 연쇄 괴사건을 추적하며 단서·범인·행정 제도와 차별의 사회 구조를 풀어가는 미스터리·인정극이라고 구체적으로 평한다. 한글 제목 두 형태로 한국 검색을 수행했으나 작품 직접 리뷰 본문은 찾지 못해 KR URL은 비웠다. Conservative mappings: progression=2; problemSolving=4; strategy=2; pacing=2; mysteryReveal=4; worldBuilding=4; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=4; mentalStress=4; romance=2; emotionalWarmth=2. Art is optional and not assessed."
"4","work-64cd212285dac5214c5f","帝の至宝","fantasy;romance;comedy","politics:2:0.85;investigation:1:0.75","2","2","2","2","2","2","4","4","4","2","2","4","4","0.88","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/6218904/","2013","2026-08-26","https://booklive.jp/review/list/title_id/200985/vol_no/001","","황제의 보물 만화 후기 리뷰;제왕의 보물 만화 후기","BookLive 1권 독자 본문은 세금으로 어려운 마을을 위해 궁전에 잠입한 소녀, 황제의 보물 사건과 왕자·암살 의혹, 신분과 궁중 관계를 포근한 코미디 로맨스로 평가한다. 한글 번역 제목 후보로 한국 검색을 수행했으나 직접 리뷰 본문은 없어 KR URL은 비웠다. Conservative mappings: progression=2; problemSolving=2; strategy=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=2; mentalStress=2; romance=4; emotionalWarmth=4. Art is optional and not assessed."
"5","work-655809e0d43ec6109015","木曜日のフルット","comedy;sliceOfLife","foundFamily:2:0.80","0","2","0","2","0","0","2","2","4","2","0","0","4","0.84","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/6718296/","2011","2026-08-26","https://review.rakuten.co.jp/review/item/1/213310_13914739/1.1/;https://ebookstore.sony.jp/review/BT000020997300100101/;https://manba.co.jp/boards/21063;https://questmys.blog64.fc2.com/blog-entry-406.html","","목요일의 플루트 만화 후기 리뷰;목요일의 프룻 만화 후기","라쿠텐·Sony·Manba·개인 블로그 직접 본문은 반길고양이 플루트와 돌보는 사람들의 반복 생활을 2쪽 쇼트와 4컷 개그, 가끔 다크하고 슈르하지만 대체로 힐링되는 가족 같은 유대로 평한다. 한글 제목 후보로 한국 검색을 수행했으나 동명 오검색뿐이라 KR URL은 비웠다. Conservative mappings: progression=0; problemSolving=2; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=0; characterArcWeight=2; relationshipStructure=2; comedy=4; darkness=2; mentalStress=0; romance=0; emotionalWarmth=4. Art is optional and not assessed."
"6","work-65c2c6157aa1dc8dd746","BEASTARS","fantasy;mystery;romance","school:2:0.95;investigation:2:0.90;politics:1:0.75","4","2","2","4","4","4","4","4","2","4","4","4","2","0.94","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/14596092/","2017-08-23","2026-08-26","https://www.cmoa.jp/title/customer_review/title_id/124691/;https://booklive.jp/review/list/title_id/415571/vol_no/001","https://21reviewer.tistory.com/124","비스타즈 만화 후기 리뷰","CMOA·BookLive와 한국 21reviewer 직접 본문은 학원 내 초식동물 살해 수사, 육식·초식 사회 규칙과 계층, 레고시·하루·루이의 성장·관계·욕망을 긴장 높은 미스터리 로맨스로 설명한다. 정식 한글 제목 검색으로 한국 직접 리뷰를 확인했다. Conservative mappings: progression=4; problemSolving=2; strategy=2; pacing=4; mysteryReveal=4; worldBuilding=4; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=4; mentalStress=4; romance=4; emotionalWarmth=2. Art is optional and not assessed."
"7","work-6647dd6573ec5b2f3252","リカってば!","comedy;romance","workplace:2:0.90","2","0","0","2","0","0","4","4","2","0","2","4","2","0.86","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/4106457/","2008","2026-08-26","https://booklive.jp/review/list/title_id/200357/vol_no/001","","리카라고 만화 후기 리뷰;리카는 말이야 만화 후기","BookLive 1권 독자 본문은 같은 직장 성인들의 엇갈린 호감과 사각관계, 더딘 진전과 야키모키, 가벼운 웃음을 중심으로 한 오피스 러브코미디라고 직접 평한다. 한글 제목 후보로 한국 검색을 수행했으나 동명 오검색뿐이라 KR URL은 비웠다. Conservative mappings: progression=2; problemSolving=0; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=0; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=0; mentalStress=2; romance=4; emotionalWarmth=2. Art is optional and not assessed."
"8","work-676196eea071166d9ebb","すだちの魔王城","fantasy;comedy;action","workplace:2:0.90;adventure:1:0.80","4","2","2","4","2","4","4","4","4","2","2","0","4","0.88","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/17095247/","2022-08-31","2026-08-26","https://www.cmoa.jp/title/0000243183/;https://bookmeter.com/books/19568653","","스다치의 마왕성 만화 후기 리뷰;귤의 마왕성 만화 후기","CMOA 작품·독자 본문과 BookMeter 직접 감상은 마왕 토벌 뒤 쇠퇴한 시작 마을의 도구점 재건, 되살아난 마왕 소녀와 동료들의 여행·사업·세계 규칙을 웃고 우는 판타지 코미디로 평가한다. 한글 제목 후보로 한국 검색을 수행했으나 작품 직접 리뷰는 없어 KR URL은 비웠다. Conservative mappings: progression=4; problemSolving=2; strategy=2; pacing=4; mysteryReveal=2; worldBuilding=4; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=2; mentalStress=2; romance=0; emotionalWarmth=4. Art is optional and not assessed."
"9","work-688d64732ca3e8e89060","ばっどがーる","comedy;romance;sliceOfLife","school:2:0.95","2","0","0","2","0","0","4","2","4","0","0","2","4","0.86","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/16951104/","2022-08-31","2026-08-26","https://booklive.jp/review/list/title_id/1070564/vol_no/001","","배드 걸 만화 후기 리뷰;배드걸 만화 후기 리뷰","BookLive 1권 독자 본문은 풍기위원장을 동경하는 고교생이 관심을 끌려고 불량아를 연기하는 4컷 학교 코미디이며 개성적인 인물과 웃음·치유가 핵심이라고 직접 평한다. 한글 제목으로 한국 검색을 수행했으나 다른 작품 오검색뿐이라 KR URL은 비웠다. Conservative mappings: progression=2; problemSolving=0; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=0; characterArcWeight=4; relationshipStructure=2; comedy=4; darkness=0; mentalStress=0; romance=2; emotionalWarmth=4. Art is optional and not assessed."
"10","work-6bbe7e275d0c00809904","エリア５１","fantasy;mystery;action","investigation:2:0.95;combat:2:0.85","2","4","2","4","4","4","4","2","2","4","2","0","2","0.90","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/11186550/","2012","2026-08-26","https://hanhans.hatenablog.com/entry/20110613/p1","","에리어 51 만화 후기 리뷰;에어리어 51 만화 리뷰","Hanhans 1권 직접 리뷰는 신화·도시전설의 존재들이 격리된 에리어51에서 탐정 맥코이가 이형 사건을 조사·전투하며 1~4화의 단서와 복선을 연결하는 하드보일드 미스터리라고 구체적으로 평한다. 한글 제목으로 한국 검색을 수행했으나 실재 시설 관련 오검색뿐이라 KR URL은 비웠다. Conservative mappings: progression=2; problemSolving=4; strategy=2; pacing=4; mysteryReveal=4; worldBuilding=4; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=4; mentalStress=2; romance=0; emotionalWarmth=2. Art is optional and not assessed."
"11","work-6c274b0b6893d8ad8ef7","イムリ","fantasy;scienceFiction","war:2:0.90;investigation:1:0.80","2","2","2","2","4","4","2","2","0","4","4","unknown","unknown","0.86","Rakuten Kobo volume 1 product + official award/archive; BookLive, Sony Reader Store and CMOA Japanese direct reviews; Korean-title search","https://books.rakuten.co.jp/rb/4475307/","2010","2026-08-26","https://booklive.jp/review/list/title_id/11200/vol_no/001;https://ebookstore.sony.jp/review/title/00145227/id/BT000014522700100101/?sort=-like;https://www.cmoa.jp/title/29146/vol/1/","","이무리 | 임우리 | 이무리 만화 후기 리뷰","일본 공식 수상·소개문과 BookLive·Sony Reader Store·Cmoa 1권 본문은 4000년 전 전쟁과 민족·노예 계층, 카라마와 이무리의 도구를 둘러싼 수수께끼, 주인공의 주술사 교육과 운명, 악의와 정신 조작을 반복해서 설명한다. 한국어 제목 검색어 이무리·임우리·이무리 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=2; strategy=2; pacing=2; mysteryReveal=4; worldBuilding=4; characterArcWeight=2; relationshipStructure=2; comedy=0; darkness=4; mentalStress=4. Art is optional and not assessed."
"12","work-6e6a9db48983aac5dc62","クプルムの花嫁","romance;sliceOfLife","workplace:2:0.80;crafting:2:0.90","2","2","unknown","2","unknown","2","4","2","2","unknown","2","4","4","0.78","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/16546831/","2022-08-31","2026-08-26","https://comirepo.net/entry/9784047364356;https://ano-manablo.hatenablog.com/entry/2024/04/01/070000","","쿠프룸의 신부 | 쿠플룸의 신부","Comirepo와 Ano-manablo의 1권 리뷰는 금속 세공 장인과 신부의 동거, 주문·제작 문제, 결혼 준비와 설렘, 소소한 개그와 따뜻함을 직접 관찰한다. 네이버 상품 페이지는 무본문이라 제외했다. 지지 축 토큰: progression=2;problemSolving=2;pacing=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=2;comedy=2;mentalStress=2;romance=4;emotionalWarmth=4; 검색목록·본문 없는 URL·평점 침묵은 값 근거로 쓰지 않았다. Art is optional and not assessed."
"13","work-7281d838666983756309","ワールドトリガー","action;scienceFiction","combat:2:0.90","2","4","4","2","2","4","2","4","2","2","2","unknown","unknown","0.86","Rakuten Kobo volume 1 product + official award/archive; Bookworms and Vivian Japanese direct reviews; Korean-title search","https://books.rakuten.co.jp/rb/12332420/","2014","2026-08-26","https://bookworms.jp/book/4088708091;https://osusumemanga.vivian.jp/blog/2013/10/worldtrigger_1st.html","","월드 트리거 | 월드트리거 | 월드 트리거 만화 후기 리뷰","Bookworms와 けっしゃくまんがびぼーろく 1권 본문은 팀 전투의 정보·판단·역할 분담, 근界·보더·트리거 규칙, 유마의 상식 어긋난 대화와 가벼운 일상 파트를 구체적으로 설명한다. 한국어 제목 검색어 월드 트리거·월드트리거·월드 트리거 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=4; strategy=4; pacing=2; mysteryReveal=2; worldBuilding=4; characterArcWeight=2; relationshipStructure=4; comedy=2; darkness=2; mentalStress=2. Art is optional and not assessed."
"14","work-7461bbfdb466b4a51c7f","花唄メモワール","fantasy;romance","timeTravel:2:0.90","2","4","2","2","2","2","4","2","unknown","2","2","2","2","0.82","Rakuten Kobo volume 1 product + official synopsis; BookLive Japanese direct reader reviews; Korean-title search","https://books.rakuten.co.jp/rb/17531564/","2024-08-28","2026-08-26","https://booklive.jp/review/list/title_id/1387397/vol_no/001","","하나우타 메모와르 | 꽃노래 메모와르 | 하나우타 메모와르 만화 후기 리뷰","BookLive 공식 1권 소개와 두 독자 본문은 온천 여관의 현재·대정 시대 왕복, 주인공의 상황 적응과 행동력으로 문제를 해결하는 과정, 과거 인물과의 유대, 비극적 미래를 바꾸려는 목표와 미스터리를 직접 설명한다. 한국어 제목 검색어 하나우타 메모와르·꽃노래 메모와르·하나우타 메모와르 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=4; strategy=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; darkness=2; mentalStress=2; romance=2; emotionalWarmth=2. Art is optional and not assessed."
"15","work-75bb4a5e2f04f1291971","ナナとカオル","romance;comedy;sliceOfLife","school:2:0.75","2","2","2","2","unknown","unknown","4","2","2","2","4","4","2","0.84","Rakuten Kobo volume 1 product + official synopsis; Note, BookLive and Korean Tistory direct reviews; Korean-title search","https://books.rakuten.co.jp/rb/5901209/","2011","2026-08-26","https://note.com/kazuteru_reverse/n/n8aae07043d46;https://booklive.jp/review/list/title_id/181521/vol_no/001","https://teamsbt.tistory.com/42","나나와 카오루 | 나나와카오루 | 나나와 카오루 만화 후기 리뷰","Note·BookLive 1권 본문과 한국 Tistory 직접 리뷰는 고교생 두 사람이 휴식 명목으로 합의된 SM 단계를 하나씩 밟고, 카오루가 장소를 미리 답사하고 세심하게 준비하며, 그 과정에서 심리와 애정이 변하는 이야기를 직접 다룬다. 한국어 제목 검색어 나나와 카오루·나나와카오루·나나와 카오루 만화 후기 리뷰를 사용했다. Conservative mappings: progression=2; problemSolving=2; strategy=2; pacing=2; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=2; mentalStress=4; romance=4; emotionalWarmth=2. Art is optional and not assessed."
"16","work-7926c93b4fef38dd0704","運命の巻戻士","scienceFiction;action;mystery","timeTravel:2:0.95;investigation:1:0.65","unknown","4","2","4","2","2","2","2","unknown","2","4","unknown","2","0.80","Rakuten Kobo volume 1 product + official award/archive; independent Japanese review/community; Korean direct review where available","https://books.rakuten.co.jp/rb/17114798/","2023-08-31","2026-08-26","https://booklive.jp/review/list/title_id/20045300/vol_no/001;https://ameblo.jp/getter-jakiou/entry-12854530116.html","","운명의 되감기꾼 | 운명의 되감기 사","BookLive 1권 소개와 Ameblo 초반권 리뷰는 죽음을 막기 위한 반복 시간 되감기, 수백·수천 번 실패하는 해결 시도, 시간경찰 규칙과 피로를 직접 설명한다. 생존 테마·진행도는 범위를 넘어 추정하지 않았다. 지지 축 토큰: problemSolving=4;strategy=2;pacing=4;mysteryReveal=2;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;darkness=2;mentalStress=4;emotionalWarmth=2; 검색목록·본문 없는 URL·평점 침묵은 값 근거로 쓰지 않았다. Art is optional and not assessed."
"17","work-7b197bf350436d626b4b","ちくたくぼんぼん","historical","historicalReconstruction:1:0.55","2","2","unknown","0","unknown","4","4","2","2","0","unknown","2","4","0.82","Rakuten Kobo volume 1 product + official synopsis; BookLive Japanese direct reader reviews; Korean-title search","https://books.rakuten.co.jp/rb/6199883/","2011","2026-08-26","https://booklive.jp/review/list/title_id/173357/vol_no/001","","치쿠타쿠 본본 | 틱톡 본본 | 치쿠타쿠 본본 만화 후기 리뷰","BookLive 공식 줄거리와 1권 독자 본문은 쇼와 초기 도쿄에서 이와가 선행 목표로 박쥐와 병약한 청년을 돕는 사건, 이와·산고의 인물 중심 관계, 레트로 시대감과 느긋한 템포, 귀엽고 웃긴 일화를 반복해서 평한다. 한국어 제목 검색어 치쿠타쿠 본본·틱톡 본본·치쿠타쿠 본본 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=2; pacing=0; worldBuilding=4; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=0; romance=2; emotionalWarmth=4. Art is optional and not assessed."
"18","work-7c638f30f715d60969ae","ぜんぶ壊して地獄で愛して","romance;horror","school:2:0.80","2","2","unknown","2","2","unknown","4","2","unknown","4","4","4","unknown","0.84","Rakuten Kobo volume 1 product + official synopsis; Antares Japanese direct volume 1 review; Korean-title search","https://books.rakuten.co.jp/rb/17544046/","2025-09-18","2026-08-26","https://antaressmangakanso.iiblog.jp/article/500415994.html;https://antaressmangakanso.iiblog.jp/article/498222190.html","","전부 부수고 지옥에서 사랑해 | 전부 부수고 지옥에서 사랑해줘 | 전부 부수고 지옥에서 사랑해 만화 후기 리뷰","Antares의 1권·1화 직접 리뷰는 결석생과 모범생회장의 학교 관계가 폭력과 상호 파괴에서 이해·애정으로 이동하고, 서로의 정신 상태와 가정환경을 드러내며 상담·구원을 시도하는 1~5화 구조를 직접 묘사한다. 한국어 제목 검색어 전부 부수고 지옥에서 사랑해·전부 부수고 지옥에서 사랑해줘·전부 부수고 지옥에서 사랑해 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=2; pacing=2; mysteryReveal=2; characterArcWeight=4; relationshipStructure=2; darkness=4; mentalStress=4; romance=4. Art is optional and not assessed."
"19","work-7d40d89092e9e0ee4973","パレス・メイヂ","historical;romance","historicalReconstruction:2:0.90;politics:1:0.80","2","2","2","2","2","4","4","4","2","2","4","4","2","0.86","Rakuten Kobo volume 1 product + official synopsis; CMOA Japanese direct reader reviews; Korean-title search","https://books.rakuten.co.jp/rb/12324786/","2015-02-06","2026-08-26","https://www.cmoa.jp/title/0000070058/","","팔레스 메이지 | 팰리스 메이지 | 팔레스 메이지 만화 후기 리뷰","CMOA 작품 내용과 128건의 직접 독자 본문은 빈곤 귀족 출신 소년의 궁정 출사와 그림첩 훼손 누명, 대정 시대를 모델로 한 궁중 의례·규칙·역할, 제약 속 작은 전진과 황제·시종들의 다중 관계·궁정 로맨스를 구체적으로 설명한다. 한국어 제목 검색어 팔레스 메이지·팰리스 메이지·팔레스 메이지 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=2; strategy=2; pacing=2; mysteryReveal=2; worldBuilding=4; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=2; mentalStress=4; romance=4; emotionalWarmth=2. Art is optional and not assessed."
"20","work-7e0e632e10e28480f1d6","まちカドまぞく","fantasy;comedy;sliceOfLife","combat:1:0.70;investigation:1:0.70","2","2","unknown","2","2","2","4","2","4","2","2","unknown","4","0.84","Rakuten Kobo volume 1 product + official synopsis; BookLive Japanese direct reader reviews; Korean-title search","https://books.rakuten.co.jp/rb/13390233/","2017-08-23","2026-08-26","https://booklive.jp/review/list/title_id/348131/vol_no/001","","마치카도 마조쿠 | 옆집 악마소녀 | 마치카도 마조쿠 만화 후기 리뷰","BookLive 공식 1권 소개와 직접 독자 본문은 15세 샤미코의 4컷 마법소녀 격퇴 임무와 월 4만엔 저주 해제 목표, 약한 주인공의 반복 시도와 짧은 에피소드, 샤미코·모모의 대립에서 협력으로의 변화, 숨은 과거의 단서를 웃음·힐링과 함께 직접 평한다. 한국어 제목 검색어 마치카도 마조쿠·옆집 악마소녀·마치카도 마조쿠 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=4; darkness=2; mentalStress=2; emotionalWarmth=4. Art is optional and not assessed."
"21","work-7e667fcf9c44138386d7","とりかえ・ばや","historical;romance","historicalReconstruction:2:0.90","2","2","unknown","2","unknown","4","4","4","unknown","2","2","2","2","0.84","Rakuten Kobo volume 1 product + official synopsis; YouComi Japanese direct volume 1 review; Korean-title search","https://books.rakuten.co.jp/rb/12199847/","2014","2026-08-26","https://youcomi.com/chihayafuru/2016/11/09/torikaebaya1/","","토리카에바야 | 바꿔치기 | 토리카에바야 만화 후기 리뷰","YouComi 1권 직접 본문은 헤이안 궁정의 성역할 전환, 쌍둥이처럼 닮은 남매의 납치 상황에서 옷을 바꿔 탈출하는 판단, 궁중의 정체 은폐와 화살·혼인 계략을 보여 준다. 한국어 제목 검색어 토리카에바야·바꿔치기·토리카에바야 만화 후기 리뷰를 사용했으나 작품 직접 KR 본문은 확인하지 못했다. Conservative mappings: progression=2; problemSolving=2; pacing=2; worldBuilding=4; characterArcWeight=4; relationshipStructure=4; darkness=2; mentalStress=2; romance=2; emotionalWarmth=2. Art is optional and not assessed."
"22","work-7ec5c82be5c9a60ef16d","魔男のイチ","fantasy;action","combat:2:0.85;survival:1:0.80","2","4","2","4","2","2","2","2","unknown","2","2","unknown","2","0.84","Rakuten Kobo volume 1 product + official synopsis; Ganbatte and Marukoge Japanese direct reviews; Korean YES24 direct review; Korean-title search","https://books.rakuten.co.jp/rb/18073404/","2025-09-18","2026-08-26","https://ganbattekakuzoi.hatenablog.com/entry/2025/01/21/081400;https://marukogeokoge.com/madan1/","https://sarak.yes24.com/review/22251721","마남의 이치 | 마남 이치 | 마남 이치 만화 후기 리뷰","Ganbatte·Marukoge 1권·1화 직접 리뷰와 한국 YES24 직접 독자 본문은 산속에 버려진 이치가 사냥으로 생존하고, 생물인 마법의 무리한 시련을 관찰·돌파해 심장을 꿰뚫으며 마법을 습득하는 판타지 액션의 빠른 도입을 설명한다. 한국어 제목 검색어 마남의 이치·마남 이치·마남 이치 만화 후기 리뷰를 사용했다. Conservative mappings: progression=2; problemSolving=4; strategy=2; pacing=4; mysteryReveal=2; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; darkness=2; mentalStress=2; emotionalWarmth=2. Art is optional and not assessed."
