position,workId,canonicalTitle
1,work-5eb522c5a4b4f5cb052f,久保さんは僕を許さない
2,work-61a5fe43e48685c3fcf5,健康で文化的な最低限度の生活
3,work-62e51d8166d487f9e6e3,白暮のクロニクル
4,work-64cd212285dac5214c5f,帝の至宝
5,work-655809e0d43ec6109015,木曜日のフルット
6,work-65c2c6157aa1dc8dd746,BEASTARS
7,work-6647dd6573ec5b2f3252,リカってば!
8,work-676196eea071166d9ebb,すだちの魔王城
9,work-688d64732ca3e8e89060,ばっどがーる
10,work-6bbe7e275d0c00809904,エリア５１
11,work-6c274b0b6893d8ad8ef7,イムリ
12,work-6e6a9db48983aac5dc62,クプルムの花嫁
13,work-7281d838666983756309,ワールドトリガー
14,work-7461bbfdb466b4a51c7f,花唄メモワール
15,work-75bb4a5e2f04f1291971,ナナとカオル
16,work-7926c93b4fef38dd0704,運命の巻戻士
17,work-7b197bf350436d626b4b,ちくたくぼんぼん
18,work-7c638f30f715d60969ae,ぜんぶ壊して地獄で愛して
19,work-7d40d89092e9e0ee4973,パレス・メイヂ
20,work-7e0e632e10e28480f1d6,まちカドまぞく
21,work-7e667fcf9c44138386d7,とりかえ・ばや
22,work-7ec5c82be5c9a60ef16d,魔男のイチ
23,work-7f27142cfed178db5059,アキンボー
24,work-8069c29ceb2111cac4f0,のぼさんとカノジョ?
25,work-8529fc4bf4898210cb2b,幽麗塔
26,work-8cc0a12e77a2c168029c,トモちゃんはすごいブス
27,work-8f5c877d8aea310a2d2f,マネマネにちにち
28,work-8fc8b770bb4425310ce1,中卒労働者から始める高校生活
29,work-90e7fb3bdbfb6d3ebab2,重版出来!
30,work-96aef57fdc450e67d57a,将国のアルタイル
31,work-9791d80d12670e9b87c5,ディメンションW
32,work-98496629236d52367540,どぶがわ
33,work-98626de1d3e25186d1bb,古見さんは、コミュ症です。
34,work-986fd04811a0b3d816f1,月光条例
35,work-9894bab2657809d62a14,くまみこ
36,work-989ea31af1af92fb78b4,片恋の日記少女
37,work-9919ce0368e7e46897b5,マイガール
38,work-9a1d727d87f46ac407d1,Real Clothes
39,work-9c412903936a15ec703f,描くなるうえは
40,work-9ce9f67dfe1aef833c70,映像研には手を出すな！
41,work-9f01ddaef8d3525c771f,ふたりエスケープ
42,work-a2dbffa203dc2a27aa25,レイチェル・ ダイアル
43,work-a33cda6fe7a6aedc1ef2,パラショッパーズ
44,work-a35a61b852c16a061059,放課後帰宅びより
45,work-a47ba80532ff25bd84c0,コウノドリ
46,work-a5ea58e7f117809f190c,ケンガイ
47,work-a62a4e661d1b32d913de,34歳無職さん
48,work-a68955f5898263495c4d,魔法少女ダンデライオン
49,work-a8a810cf55a64514d666,14歳の恋
50,work-a8aaeb4f15aad02d9e79,LIAR GAME
