workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-29806fe5f9633b940747,暗殺教室,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088705965,集英社 公式試し読み,officialPublisherInternalPreview,2012-11-02,2026-08-23,official vol1 reader keyed by frozen representative ISBN 9784088705965,accessible,6,3,reader-step-05;reader-step-12;reader-step-19,true,false,sample-ready,reader-step-05=1a734147fbc936df8438e990aa7729857bc84d9e9b7da8c4baf961fe05626cf5;reader-step-12=4673ecf72d36b54777e07ebeaa06179f546fa628d902b69b8d7a0eb4ff579112;reader-step-19=c703c81d83efd611426479327f35e0ba19ac1d0ad85772426d66b42c69d7d816,Count capped at six after threshold; target-practice learning-transition and close-combat contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-319e39a597d16251efc9,乱と灰色の世界,https://bookwalker.jp/dedf8ae3ed-d124-4300-abee-c4e6ec647235/?sample=1&from=1,KADOKAWA・BOOK☆WALKER 公式試し読み,officialRightsholderInternalPreview,2009-11-16,2026-08-23,KADOKAWA official vol1 product ISBN 9784047261457 links to this BOOK☆WALKER digital vol1 sample,official-preview-timeout,0,0,,false,false,unknown-ready,,Official product and sample bridge were resolved but trial navigation and a fresh snapshot each exceeded 30 seconds without exposing readable internal pages; no captures or hashes were retained; Art closes unknown without blocker
work-3ba6e8e3cfdec674eae3,劇光仮面,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=098613630000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,2022-05-30,2026-08-23,digital vol1 JDCN 098613630000d0000000 maps to frozen representative ISBN 9784098613632,accessible,6,3,reader-step-01;reader-step-04;reader-step-06,true,false,sample-ready,reader-step-01=f584099039734873e3e221ed0817f835497931a7c9bf508f9ea6c6e8e31dc37c;reader-step-04=da5acf80d5266f8bf39a43528871ce5569ee21de079f3889d35e2384e60141d8;reader-step-06=a80d370e55628a1d1f15465f2d60fcbfad01ebe296cc45439950f11e9f572321,Count capped at six after threshold; deterministic reader-step refs are used because buffered print folios are not consistently visible; city-identity private-training and visitor-relationship contexts are distinct; no exact bounded continuous sequence was isolated
work-40ea287aae6305289cf6,その着せ替え人形は恋をする,https://magazine.jp.square-enix.com/yg/introduction/sonobisque/,スクウェア・エニックス ヤングガンガン 公式第1話,officialPublisherInternalPreview,2018-11-24,2026-08-23,official vol1 product ISBN 9784757559202 links directly to this first-chapter reader,accessible,6,3,page-005;page-006;page-015;page-016;page-025;page-026,true,false,sample-ready,page-005=1c4dba336c0bf47138f668044a68ad6d3b80884c15f5e958f2554d75de387aa0;page-006=1a8676dda152a5ee2c38f3a13c62c868f4f294a8940578f60eac6b71db97c40a;page-015=3834bb2ecdc8e7558e484e60448025ae980a690c810f0a23c3a76c00057b0a4d;page-016=2e2f08e362290d28396851c4f3e90648a622851f5b3a287ff4ef0cc48ef039c3;page-025=720d1fb251d23bf659a9a83cffbc04ca0df9ea417a9d4e1fd28633897b2b317e;page-026=ba79095e72a92d154957194b541405b1f7294d065e75c2c8418fda21a879da02,Count capped at six after threshold; home doll-making school introduction and workshop-memory contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-550854424fc9cc94d585,高杉さん家のおべんとう,https://comic-walker.com/detail/KC_000801_S/episodes/KC_0008010000100012_E,KADOKAWA カドコミ 公式第1話,officialPublisherInternalPreview,2010-01-23,2026-08-23,official first episode is identified as included in vol1 and the KADOKAWA vol1 catalog maps frozen representative ISBN 9784040661001,accessible,6,3,reader-step-01;reader-step-05;reader-step-09,true,false,sample-ready,reader-step-01=13befd6f37a0bdd974f0c6a4b254e7c65042c9b3f4c6c2785369a6102da62bc0;reader-step-05=6ea49bf680c4fb20670acb09add6e68769685ba31f19f9ad0387b20e478bf5fe;reader-step-09=8790cd22004237ad0e8217215042aa24996ad8cdf843f0f198cc7c0a8821b7c2,Count capped at six after threshold; guardianship-introduction home-breakfast and university-food-memory contexts are distinct; current KADOKAWA bibliography supplies the frozen ISBN bridge while the early imprint lineage remains an edition lead; no exact bounded continuous sequence was isolated
work-5baea1ce0e7e74df34b9,刻刻,https://www.kodansha.co.jp/comic/products/0000013948/trial,講談社 公式試し読み,officialPublisherInternalPreview,2009-08-21,2026-08-23,official vol1 trial product maps directly to frozen representative ISBN 9784063728224,accessible,6,3,reader-step-05;reader-step-12;reader-step-19,true,false,sample-ready,reader-step-05=2fff066f6b59488e44b393a6d22e80c29038f9c252b1151a5f00e6648034c3e2;reader-step-12=ba604252d2496b61989a673283432ba2c0a3ba188b4e8c22181bd21040d5c13c;reader-step-19=ac235e2278c39a29a725d70abeddc9f976724664863afcccfa471214d1c4da3d,Count capped at six after threshold; riverside-memory street-family and apartment-threat contexts are distinct; an isolated assault panel did not expose a complete bounded start-development-impact-end sequence
work-672862529a341488245b,BUTTER！！！,https://www.kodansha.co.jp/comic/products/0000029740/trial,講談社 公式試し読み,officialPublisherInternalPreview,2010-07-23,2026-08-23,official vol1 trial product maps directly to frozen representative ISBN 9784063106824,accessible,6,3,reader-step-08;reader-step-12;reader-step-19,true,false,sample-ready,reader-step-08=90be1e84ee9543d1b2ed7b6431c2cfec968b48ab68ccb7635c716300fcbe56b1;reader-step-12=4897805a39a9ac150fdcf8c34c8e9d0d9dba97920b92bc74dbdd00bb2acf0b1c;reader-step-19=31f807c306f7c771dff89062f35641cad77ca3456c4bae5f0782559fe6bb689e,Count capped at six after threshold; school introduction club briefing and partner-practice contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-680837b0db4ec9d2932c,トクサツガガガ,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091866060000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,2014-11-28,2026-08-23,digital vol1 JDCN 091866060000d0000000 maps to frozen representative ISBN 9784091866066,accessible,6,3,reader-step-04;reader-step-08;reader-step-12,true,false,sample-ready,reader-step-04=c0fb9131b6c5c335e8600b9d01fd170fa8c3fb871e7ba586946d260c134f5360;reader-step-08=2b5318ff968ead689c8ef4461a7fc4863163c36cd63f8a42020801ca9d443890;reader-step-12=4b91ad34d7722875800dc93f80c1e96d6699844a406803fbfcaabe35966d9d24,Count capped at six after threshold; tokusatsu-imagining private-home and commute interactions are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-724c064d491faf4c7414,もやしもん,https://www.kodansha.co.jp/comic/products/0000038500/trial,講談社 公式試し読み,officialPublisherInternalPreview,2005-05-21,2026-08-23,official original vol1 trial product maps directly to frozen representative ISBN 9784063521061; later shinsoban products were excluded,accessible,6,3,reader-step-08;reader-step-12;reader-step-15,true,false,sample-ready,reader-step-08=de88f210be7b519182ab1c0369a9124044a0d8472f4b57c6e1b3b9840a2d343e;reader-step-12=bc6213a1a9ee9a04e856757242029d459abdcd950fcc371ab1572ef705d6d727;reader-step-15=20007c7695af6e939eecea255e29778eb978fec00a900c52c1f916a77e166a61,Count capped at six after threshold; campus-arrival microbe-discovery and soil-eruption contexts are distinct; the selected shovel sequence lacks a clearly bounded resolved endpoint so motion review remains closed
work-78d44d381562e37dd94a,きょうは会社休みます。,https://www.shueisha.co.jp/books/reader/main.php?cid=08846769846769315501,集英社 公式試し読み,officialPublisherInternalPreview,2012-04-25,2026-08-23,official digital vol1 JDCN 08846769846769315501 is the same Shueisha vol1 record whose print bibliography maps to frozen representative ISBN 9784088467696,accessible,6,3,reader-step-10;reader-step-16;reader-step-22,true,false,sample-ready,reader-step-10=ca89e75ab86d61657715687771e81dfe1cce26a52e3589fdbd7359ddd3ff6bb2;reader-step-16=a926563bcd5bfe3f16784317e893a37d3a6a5013be3a02998e32cbd88466bcf1;reader-step-22=caa2513aef9b9d091bd6e202ac4e295332e0cf4bc371b6afb825954b7dc05808,Count capped at six after threshold; workplace self-reflection social gathering and next-morning relationship contexts are distinct; deterministic reader-step refs are used because print folios are not consistently visible; no exact bounded continuous sequence was isolated
