position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
1,work-3ac00c6a4944cc1f39f6,Thisコミュニケーション,action;scienceFiction;comedy,survival:2:0.90;combat:1:0.84;postApocalypse:2:0.96,2,4,2,2,unknown,4,2,2,2,4,2,unknown,unknown,0.88,Rakuten Books representative volume 1 product — Thisコミュニケーション,https://books.rakuten.co.jp/rb/16373605/,2021-08-24,2026-08-26,https://kakuyomu.jp/works/1177354054880542475/episodes/1177354054918421398;https://aqm.hatenablog.jp/entry/2020/08/05/180100,,디스 커뮤니케이션 만화 리뷰;디스커뮤니케이션 리뷰,"Two independent Japanese volume-1 reviews directly describe the post-apocalyptic war setting, resurrection with one-hour memory rollback, repeated training and manipulation of the fixed girl-soldier group, deliberate constrained choices, recurring failures, dark killing premise, and a deliberately comic treatment. Conservative mappings: progression=2; problemSolving=4; strategy=2; pacing=2; worldBuilding=4; characterArcWeight=2; relationshipStructure=2; comedy=2; darkness=4; mentalStress=2. mysteryReveal, romance, and emotionalWarmth remain unknown because the entry-range reviews do not establish their dictionary anchors. Korean-title search used the Hangul queries recorded here and found no qualifying direct review. Art is optional and unassessed."
"2","work-3ac01b0c3cd659f655bb","謎のあの店","sliceOfLife;comedy","exploration:2:0.95","0","2","0","4","2","2","2","2","4","0","2","0","4","0.89","Rakuten Books representative volume 1 product — 謎のあの店","https://books.rakuten.co.jp/rb/11809357/","2013","2026-08-26","https://bookmeter.com/books/5326008;https://honto.jp/ebook/pd-review_0635353761.html","","수수께끼의 그 가게 만화 후기 리뷰;나조노 아노 미세 만화 리뷰","BookMeter 작품·감상 페이지와 Honto 직접 독자 본문은 작가가 들어가기 망설여지는 개성적인 가게와 동네에 직접 돌입해 사람·상품·레트로 문화를 관찰하는 짧은 코믹 에세이라고 설명한다. 장소가 매화 바뀌고 낯선 가게의 정체와 분위기를 확인하는 탐방이 중심이다. 한글 제목으로 한국 검색을 수행했으나 직접 작품 리뷰 본문은 없어 KR URL은 비웠다. Conservative mappings: progression=0; problemSolving=2; strategy=0; pacing=4; mysteryReveal=2; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=4; darkness=0; mentalStress=2; romance=0; emotionalWarmth=4. Art is optional and not assessed."
"3","work-3ad539c619f206ebf6e9","ミタマセキュ霊ティ","comedy;horror","school:1:0.76;combat:1:0.74","0","2","0","2","0","2","2","2","4","0","0","0","4","0.90","Rakuten Books representative volume 1 product — ミタマセキュ霊ティ","https://books.rakuten.co.jp/rb/16171892/","2020-08-19","2026-08-26","https://www.cmoa.jp/title/customer_review/title_id/192073/?site_kbn=1;https://note.com/tada1219/n/nf237e780437a;https://renta.papy.co.jp/renta/sc/frm/review/206501/;https://booklive.jp/review/list/title_id/698679/vol_no/001","","미타마 시큐레이티 만화 후기 리뷰;미타마 세큐레이티 만화 리뷰","CMOA·Renta·BookLive 독자 본문과 일본 개인 감상은 약 100체의 배후령이 붙은 여고생과 겁 많은 영 전문 보디가드의 반복 즉시 퇴마를, 장기 성장·전략·수수께끼보다 캐릭터와 변형되는 영 개그 및 따뜻한 관계가 중심인 에피소드 코미디로 평한다. 한글 제목 두 형태로 한국 검색을 수행했으나 직접 작품 본문은 없어 KR URL은 비웠다. Conservative mappings: progression=0; problemSolving=2; strategy=0; pacing=2; mysteryReveal=0; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=4; darkness=0; mentalStress=0; romance=0; emotionalWarmth=4. Art is optional and not assessed."
4,work-3ae9ae3591a9b2df62f2,SHY,action;scienceFiction,combat:2:0.90;school:1:0.84,4,2,0,4,2,4,4,2,unknown,2,2,unknown,4,0.90,Rakuten Books representative volume 1 product — SHY,https://books.rakuten.co.jp/rb/16099322/,2020-08-19,2026-08-26,https://kappa-restroom.com/manga-review-139;https://manba.co.jp/topics/24333;https://www.cmoa.jp/title/customer_review/title_id/188456/?site_kbn=1,,샤이 만화 리뷰;SHY 리뷰,"A Japanese volume-1 review traces the protagonist from a failed amusement-park rescue and guilt-driven inability to transform through an improvised hotel-fire rescue, the orbital hero base, a school transfer, and the first Stigma crisis. Independent Manba and CMOA reviews corroborate a battle-capable but emotionally driven heroine whose mental growth and saving people's hearts are the main reward. Conservative mappings: progression=4; problemSolving=2; strategy=0; pacing=4; mysteryReveal=2; worldBuilding=4; characterArcWeight=4; relationshipStructure=2; darkness=2; mentalStress=2; emotionalWarmth=4. comedy and romance remain unknown. Korean-title search used the recorded Hangul queries and found no qualifying direct manga review. Art is optional and unassessed."
5,work-3b7277cd82fd727a7a58,星屑テレパス,sliceOfLife;scienceFiction;romance,school:2:0.92;crafting:1:0.82;exploration:2:0.86,4,2,2,2,2,2,4,2,2,0,2,2,4,0.88,Rakuten Books representative volume 1 product — 星屑テレパス,https://books.rakuten.co.jp/rb/16324698/,2021-08-24,2026-08-26,https://seigenkousya.github.io/post/comic/stardust/;https://antaressmangakanso.iiblog.jp/article/476534145.html;https://rororomaturity.hatenablog.com/entry/2020/08/01/183207,,별가루 텔레파스 만화 리뷰;호시쿠즈 텔레파스 리뷰,"Three independent Japanese volume-1 reviews trace the shy protagonist's clear growth from withdrawing from human relationships to expressing herself, joining a four-girl group, redefining the shared space goal, and taking practical rocket steps. They also directly describe the alien-language and telepathy rules, changing goals across twelve short chapters, ongoing identity questions, light four-panel humor, anxiety shared through forehead telepathy, yuri-coded intimacy, and a warm courage-giving relationship. Conservative mappings: progression=4; problemSolving=2; strategy=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; comedy=2; darkness=0; mentalStress=2; romance=2; emotionalWarmth=4. Korean-title search used the recorded Hangul queries and found no qualifying direct manga review. Art is optional and unassessed."
6,work-3bc0fb41890597b33b40,預言者ピッピ,scienceFiction;mystery,politics:2:0.94;investigation:1:0.86;survival:2:0.90,2,4,4,4,4,4,2,4,0,4,4,unknown,unknown,0.92,Rakuten Books representative volume 1 product — 預言者ピッピ,https://books.rakuten.co.jp/rb/4382281/,2008,2026-08-26,https://manba.co.jp/topics/13007;https://manba.co.jp/topics/45925;https://www.cmoa.jp/title/customer_review/title_id/94126/,,예언자 핏피 만화 리뷰;요겐샤 핏피 리뷰,"Direct Manba and CMOA review bodies describe a serious, heavy SF story in which an earthquake-prediction robot expands its ability to calculate individual and world futures, prevents disasters, changes politics, media, public behavior, and human choices, and repeatedly exposes unforeseen consequences. Reviews explicitly call the development breathless and unpredictable and center mass disaster, death, frightening group psychology, philosophical dilemmas, and social transformation. Conservative mappings: progression=2; problemSolving=4; strategy=4; pacing=4; mysteryReveal=4; worldBuilding=4; characterArcWeight=2; relationshipStructure=4; comedy=0; darkness=4; mentalStress=4. romance and emotionalWarmth remain unknown. Korean-title search used the recorded Hangul queries and found no qualifying direct manga review. Art is optional and unassessed."
7,work-3c318d785a9edb674c82,そんなんじゃねえよ,romance;comedy;sliceOfLife,school:2:0.84;foundFamily:2:0.88,2,0,0,2,2,0,4,4,4,0,2,4,4,0.86,Rakuten Books representative volume 1 product — そんなんじゃねえよ,https://books.rakuten.co.jp/rb/1542178/,2005,2026-08-26,https://www.cmoa.jp/title/customer_review/title_id/24640/?site_kbn=1;https://reviewne.jp/contents/2784;https://manga.line.me/book/detail?id=B00060066009,,그런 게 아니야 만화 리뷰;손난자 네에요 리뷰,"Direct Japanese review bodies and the volume-1 premise describe a contemporary school and family romance in which twin brothers compete for their sister while an adoption secret changes the relationship stakes. Reviews repeatedly characterize the potentially tangled material as bright, brisk, funny, warm, and relationship-driven, with the first three volumes escalating the family and romantic situation rather than introducing a systems-heavy world. Conservative mappings: progression=2; problemSolving=0; strategy=0; pacing=2; mysteryReveal=2; worldBuilding=0; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=0; mentalStress=2; romance=4; emotionalWarmth=4. Korean-title search used the recorded Hangul queries and found no qualifying direct manga review. Art is optional and unassessed."
8,work-3c53e98cd338a3dd4681,魔入りました！入間くん if Episode of 魔フィア,action;comedy,combat:2:0.90;politics:1:0.82;foundFamily:2:0.90,2,2,2,2,2,4,2,4,4,2,2,unknown,4,0.88,Rakuten Books representative volume 1 product — 魔入りました！入間くん if Episode of 魔フィア,https://books.rakuten.co.jp/rb/17658676/,2024-08-28,2026-08-26,https://mangawota.com/iruma-mafia-2911;https://www.cmoa.jp/title/281670/,,마계학교 이루마군 if 마피아 에피소드 만화 리뷰;마계학교 이루마군 리뷰,"A direct Japanese chapter-1 review and CMOA review body establish the alternate mafia organization, the kind slum-raised protagonist saving its wounded don, rescuing Opera, taking a young-boss role, handling secret missions and violent incidents, and forming a recurring organization-wide family. The entry-range material mixes immediate action and short plans with identity questions, steady role growth, a large recurring cast, constant comedy, serious criminal danger, and repeated warmth between allies. Conservative mappings: progression=2; problemSolving=2; strategy=2; pacing=2; mysteryReveal=2; worldBuilding=4; characterArcWeight=2; relationshipStructure=4; comedy=4; darkness=2; mentalStress=2; emotionalWarmth=4. romance remains unknown. Korean-title search used the recorded Hangul queries and found no qualifying direct manga review. Art is optional and unassessed."
9,work-3c836bbd37acf921ed12,ねこ、はじめました,comedy;sliceOfLife;fantasy,school:1:0.78;foundFamily:2:0.86,2,2,0,2,2,2,2,2,4,0,2,unknown,4,0.84,Rakuten Books representative volume 1 product — ねこ、はじめました,https://books.rakuten.co.jp/rb/14275123/,2019,2026-08-26,https://booklive.jp/review/list/title_id/386422/vol_no/001;https://books.rakuten.co.jp/rb/14275123/?l-id=review-txt-book,,"고양이, 시작했습니다 만화 리뷰;네코 하지메마시타 리뷰","Direct Japanese volume-1 review bodies describe a reckless high-school boy whose traffic accident places him in a cat's body, forcing him to adapt, solve immediate cat-life problems, and repeatedly try to communicate with a girl who misunderstands him. Reviews frame the body-swap rule and identity secret as a light episodic comedy with mild frustration and a warm human-animal bond. Conservative mappings: progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=4; darkness=0; mentalStress=2; emotionalWarmth=4. romance remains unknown. Korean-title search used the recorded Hangul queries and found no qualifying direct manga review. Art is optional and unassessed."
10,work-3cea8a1539dae6f10b92,Artiste,sliceOfLife,workplace:2:0.96;cooking:2:0.96,4,4,0,2,2,2,4,4,2,0,2,unknown,4,0.90,Rakuten Books representative volume 1 product — Artiste,https://books.rakuten.co.jp/rb/14769813/,2018-08-23,2026-08-26,https://www.cmoa.jp/title/128716/;https://bato-moto.com/artiste-1/;https://manga-blog.net/artiste1/,https://ridibooks.com/books/806004245?_rdt_idx=0&_rdt_sid=linked_contents,아티스트 만화 리뷰;아르티스트 리뷰,"Japanese volume-1 reviews and a Korean buyer-review page describe a timid Paris restaurant worker with exceptional taste and smell, a misunderstood wine-bottle decision whose reason is gradually revealed, practical kitchen crises, and clear growth through a large cast of cooks, artists, and apartment residents. Reviews repeatedly call the work a character-led ensemble drama with gentle humor, anxiety and past hurt, understated reasoning, and lasting warmth rather than intense plot spectacle. Conservative mappings: progression=4; problemSolving=4; strategy=0; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=0; mentalStress=2; emotionalWarmth=4. romance remains unknown. Korean discovery used the recorded Hangul title and retained only the direct Ridi buyer-review page. Art is optional and unassessed."
