position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
"1","work-482db909fdba0c38b2ee","恋するリップ・ティント","romance;sliceOfLife","school:2:0.84","2","2","unknown","2","unknown","2","2","2","2","unknown","unknown","4","2","0.66","Official Rakuten Books representative product for 恋するリップ・ティント","https://books.rakuten.co.jp/rb/18100802/","2026","2026-08-26","https://booklive.jp/review/list/title_id/20114968/vol_no/001","","사랑하는 립 틴트 만화 후기 리뷰","BookLive 1권 직접 독자 본문은 고교생 아코가 메이크업을 연습하고 하루미 선배와 만나 관계 문제를 풀어 가는 가벼운 학원 러브코미디를 확인한다. 한글 제목인 사랑하는 립 틴트로 한국 커뮤니티를 검색했으나 직접 본문은 없었다. Conservative mappings: progression=2; problemSolving=2; pacing=2; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=2; romance=4; emotionalWarmth=2. strategy, mysteryReveal, darkness, mentalStress는 unknown이다. Art is optional and not assessed."
2,work-48a8cbb717b0f34ec6cd,老女的少女ひなたちゃん,comedy;sliceOfLife;fantasy,reincarnation:2:0.95;school:2:0.84,2,2,0,2,2,2,4,2,4,0,0,0,4,0.82,Official Rakuten Books representative product for 老女的少女ひなたちゃん,https://books.rakuten.co.jp/rb/13308547/,2016-02-04,2026-08-26,https://honto.jp/ebook/pd-review_0634907881.html;https://manba.co.jp/boards/16433/books/1;https://konomanga.jp/guide/43076-2,,노녀적 소녀 히나타짱 만화 후기 리뷰,"초반 1권으로 범위를 고정해 honto와 Manba 직접 리뷰, 1권을 소개하는 Konomanga 본문을 대조했다. 88세 기억을 가진 유치원생의 환생과 새 일상, 할머니 지식으로 친구를 돕는 장면이 progression=2, problemSolving=2, pacing=2, mysteryReveal=2, worldBuilding=2를 지지한다. 주인공의 세대·정체성 적응이 characterArcWeight=4, 가족·유치원 고정 관계가 relationshipStructure=2, 명시된 코미디가 comedy=4, 온화한 일상과 긴장 부재가 darkness=0, mentalStress=0, romance=0, emotionalWarmth=4를 지지한다. strategy=0은 장기 계획 없는 일상 구조에 따른다. 한국어 검색(노녀적 소녀 히나타짱 만화 후기 리뷰)에서 직접 본문은 확인하지 못했고 Art는 분석하지 않았다."
3,work-49646c522ce70a4bb8f0,新ゲノム,scienceFiction;comedy;fantasy,workplace:2:0.90,0,2,0,4,0,2,2,2,4,0,0,0,2,0.84,Official Rakuten Books representative product for 新ゲノム,https://books.rakuten.co.jp/rb/15658942/,2010,2026-08-26,https://www.cmoa.jp/title/0000096840/,,신 게놈 만화 후기 리뷰,"Cmoa의 新ゲノム01 작품 내용과 해당 권 리뷰만 사용했다. 엘프 대학생의 생물 연구와 코바야시 생물연구소 고정 무대, 생물 지식을 다루는 반복 에피소드가 genres와 workplace:2를 지지한다. 성장 보상이나 장기 계획 없이 매회 연구·소동이 반복되어 progression=0, strategy=0, 제약을 직접 해결하는 학습·조사가 problemSolving=2, 짧은 에피소드와 마신건 개그가 pacing=4, comedy=4를 지지한다. 연구소 설정은 worldBuilding=2, 고정 인물군은 characterArcWeight=2와 relationshipStructure=2, 미스터리·로맨스·지속 심리압박·어두운 전개 부재는 mysteryReveal=0, romance=0, mentalStress=0, darkness=0, 따뜻함은 혼합된 동료 분위기로 emotionalWarmth=2에 매핑했다. 한국어 검색(신 게놈 만화 후기 리뷰)에서 직접 본문은 확인하지 못했고 Art는 분석하지 않았다."
4,work-497efdbff53f145b429b,がらくたストリート,sliceOfLife;fantasy,exploration:1:0.78,0,0,0,2,0,2,2,4,unknown,0,0,0,4,0.74,Official Rakuten Books representative product for がらくたストリート,https://books.rakuten.co.jp/rb/5904011/,2012,2026-08-26,https://yamada10-07.hateblo.jp/entry/20120319/1332170168,,가라쿠타 스트리트 만화 후기 리뷰,"Hatena의 작품 1권 링크와 ‘1巻の時点では’ 범위 표시가 있는 직접 리뷰만 사용했다. 형제·아이·친구·교수·우주인·토지신이 있는 시골 일상, 민담을 찾아 다니는 교수와 아이들의 이동이 exploration=1과 worldBuilding=2를 지지한다. 큰 목표·성장·문제 해결·장기 계획이 없는 일상 구조는 progression=0, problemSolving=0, strategy=0, mysteryReveal=0, pacing=2로 매핑했다. 인물과 얽힌 관계가 characterArcWeight=2, relationshipStructure=4, 따뜻한 공동체 감각이 emotionalWarmth=4이며, 밝고 가혹한 사건이 없는 톤이 darkness=0, mentalStress=0, romance=0을 지지한다. ‘楽しい’만으로 comedy는 확정하지 않아 unknown으로 유지했다. 한국어 검색(가라쿠타 스트리트 만화 후기 리뷰)에서 직접 본문은 확인하지 못했고 Art는 분석하지 않았다."
5,work-49e9ca0e255356cbf861,マイ・ブロークン・マリコ,sliceOfLife,foundFamily:2:0.86;exploration:1:0.70,2,2,2,4,unknown,unknown,4,4,2,4,4,unknown,2,0.82,Official Rakuten Books representative product for マイ・ブロークン・マリコ,https://books.rakuten.co.jp/rb/16089743/,2020-12-10,2026-08-26,https://gomashelf.com/my-broken-mariko-review/;https://www.cmoa.jp/title/191046/,https://m.yes24.com/Goods/Review/98860309,마이 브로큰 마리코 만화 후기 리뷰,"단권 단편으로 범위를 고정해 JP 리뷰·Cmoa 단권 페이지와 KR YES24 직접 본문을 대조했다. 친구의 죽음 이후 유골을 가져가 바다로 향하고 죄책감과 회복을 통과하는 행로가 progression=2, 문제 상황에 직접 대응하는 여정이 problemSolving=2, 유골을 확보해 목적지로 가는 단기 계획이 strategy=2, 단권의 압축된 여정이 pacing=4를 지지한다. 인물·우정 중심이 characterArcWeight=4와 relationshipStructure=4, 어두운 가정폭력·상실과 심리 압박이 darkness=4와 mentalStress=4, 어두운 이야기 속 일부 웃음이 comedy=2, 제한적이지만 남은 우정의 온기가 emotionalWarmth=2를 지지한다. romance·mysteryReveal·worldBuilding은 근거 부족으로 unknown이다. 한국어 검색(마이 브로큰 마리코 만화 후기 리뷰) 결과의 YES24 직접 본문을 사용했고 Art는 분석하지 않았다."
6,work-4a6ea4bff716a540febb,きみは四葉のクローバー,romance;mystery;fantasy,school:2:0.94;timeTravel:2:0.92,2,4,4,4,4,2,4,2,0,4,4,4,2,0.84,Official Rakuten Books representative product for きみは四葉のクローバー,https://books.rakuten.co.jp/rb/18027083/,2025-09-18,2026-08-26,https://booklive.jp/review/list/title_id/1705096/vol_no/001;https://www.cmoa.jp/title/customer_review/title_id/309251/;https://championcross.jp/episodes/0946f74ed45fc,,너는 네잎클로버 만화 후기 리뷰,"초반 1권만을 대상으로 BookLive·Cmoa의 직접 리뷰와 공식 Champion Cross 1화 소개를 대조했다. 이지와 요츠하의 학교 재회와 관계 회복이 progression=2와 romance=4, 요츠하가 반복해서 시간을 되돌려 이지를 구하려는 선행 행동이 problemSolving=4와 strategy=4, 1권의 큰 위기 전환이 pacing=4, 요츠하의 목적과 시간 반복의 진실을 추적하는 구조가 mysteryReveal=4, 학교·가족·시간 되감기 규칙이 worldBuilding=2와 themes school:2/timeTravel:2를 지지한다. 두 인물의 고통과 변화가 characterArcWeight=4, 중심 2인 관계가 relationshipStructure=2, 가정 붕괴·집단 괴롭힘과 지속 압박이 darkness=4와 mentalStress=4, 명시적 개그 부재가 comedy=0, 희망을 주는 유대가 emotionalWarmth=2를 지지한다. 한국어 검색(너는 네잎클로버 만화 후기 리뷰)에서 직접 본문은 확인하지 못했고 Art는 분석하지 않았다."
7,work-4a74999f17e4ae7fe724,実は私は,romance;fantasy,school:2:0.90,2,unknown,unknown,2,2,2,2,2,4,0,0,4,2,0.78,Official Rakuten Books representative product for 実は私は,https://books.rakuten.co.jp/rb/12326302/,2014,2026-08-26,https://reviewne.jp/reviews/23519,,사실은 나는 만화 후기 리뷰,"Reviewne 장문에서 전권 회고와 애니메이션·후반 전개를 제외하고 1권의 학교 도입만 채택했다. 아사히와 시라가미의 비밀을 지키기로 한 관계와 약속이 progression=2, pacing=2, mysteryReveal=2, worldBuilding=2, characterArcWeight=2, relationshipStructure=2, romance=4를 지지한다. 같은 본문이 작품을 ‘ほぼギャグメイン’으로 설명해 comedy=4를, 1권의 밝은 학교 러브코미디와 지속적 위기 부재를 darkness=0, mentalStress=0으로 매핑한다. 정서적 온기는 초기 유대의 혼합 수준인 emotionalWarmth=2이다. 한국어 검색(사실은 나는 만화 후기 리뷰)에서 직접 본문은 확인하지 못했고 Art는 분석하지 않았다."
8,work-4aa6564d790e9013b90f,ちおちゃんの通学路,comedy;sliceOfLife,school:2:0.92,0,4,2,4,0,2,0,2,4,0,0,0,2,0.80,Official Rakuten Books representative product for ちおちゃんの通学路,https://books.rakuten.co.jp/rb/12866056/,2016-02-04,2026-08-26,https://note.com/kazuhito_m2/n/n321ad1afcd29;https://bookmeter.com/books/8225109;https://manba.co.jp/boards/12044/books/1,https://m.yes24.com/Goods/Review/62662928,치오의 통학로 만화 후기 리뷰,"초반 1권 및 첫 등교 에피소드만 사용해 Note·Bookmeter·Manba·KR YES24 직접 본문을 대조했다. 통학 장애를 위치 계산과 즉흥 행동으로 넘는 과정이 problemSolving=4, 단기 경로 계획이 strategy=2, 연속 장애물 전환이 pacing=4, 통학이라는 고정 학교 무대가 worldBuilding=2, 작품의 사건 중심 구조와 성장 부재가 progression=0, mysteryReveal=0, characterArcWeight=0을 지지한다. 반복 개그가 comedy=4, 치오와 마나나 등 고정 친구 관계가 relationshipStructure=2, 어두운 사건·지속 심리압박·연애 전개 부재가 darkness=0, mentalStress=0, romance=0을 지지하며 친구 사이의 가벼운 즐거움은 emotionalWarmth=2이다. 한국어 YES24 01권 직접 리뷰를 사용했고 Art는 분석하지 않았다."
9,work-4ab9720731a7bf98632e,修羅の門 第弐門,action;sports,martialArts:2:0.96;combat:2:0.96,2,2,2,4,2,2,2,2,2,2,2,0,2,0.82,Official Rakuten Books representative product for 修羅の門 第弐門,https://books.rakuten.co.jp/rb/11111460/,2012,2026-08-26,https://booklive.jp/review/list/title_id/211643/vol_no/001;https://www.cmoa.jp/title/0000064876/,https://www.yes24.com/product/goods/20355672?ReviewYn=Y,수라의 문 제2문 만화 후기 리뷰,"초반 제2문 1권으로 범위를 고정해 BookLive·Cmoa 직접 본문과 KR YES24 1권 페이지를 대조했다. 2년 뒤 링에 돌아온 주인공과 상대 기술에 대응하는 격투가 progression=2, problemSolving=2, strategy=2, pacing=4, mysteryReveal=2, worldBuilding=2를 지지한다. 무술·격투 중심이 martialArts:2와 combat:2, 복수 파이터 관계가 characterArcWeight=2와 relationshipStructure=2, 직접 격투의 위험과 긴장이 darkness=2와 mentalStress=2, BookLive의 웃음 태그와 간헐적 유머가 comedy=2, 로맨스 부재가 romance=0, 동료·라이벌의 혼합 관계가 emotionalWarmth=2를 지지한다. 한국어 검색(수라의 문 제2문 만화 후기 리뷰) 결과의 YES24 직접 상품 리뷰 본문을 사용했고 Art는 분석하지 않았다."
10,work-4ac3883d7724c8c0a25a,ラストゲーム,romance;comedy;sliceOfLife,school:2:0.90,2,2,2,2,0,2,4,2,4,0,2,4,4,0.84,Official Rakuten Books representative product for ラストゲーム,https://books.rakuten.co.jp/rb/11476462/,2014,2026-08-26,https://booklive.jp/review/list/title_id/217332/vol_no/001;https://ebookstore.sony.jp/review/title/10081414/id/LT000009261000300130,,라스트 게임 1권 만화 후기 리뷰,"초반 1권만을 대상으로 BookLive와 Sony Reader의 직접 리뷰 본문을 대조했다. 전학 온 구죠에게 공부·운동에서 패한 야나기가 사랑을 자각시키려는 장기 승부를 시작하는 구조가 progression=2, problemSolving=2, strategy=2, pacing=2, mysteryReveal=0, worldBuilding=2를 지지한다. 두 주인공의 감정 변화가 characterArcWeight=4, 중심 2인 관계가 relationshipStructure=2, 반복되는 작전 실패와 대화가 comedy=4, 밝은 학교 로맨스가 darkness=0, 질투와 답답함이 혼합된 mentalStress=2, 연애 자체가 romance=4, 서로를 배려하는 온기가 emotionalWarmth=4이다. 한국어 검색(라스트 게임 1권 만화 후기 리뷰)에서 직접 본문은 확인하지 못했고 Art는 분석하지 않았다."
