position,workId,canonicalTitle
1,work-482db909fdba0c38b2ee,恋するリップ・ティント
2,work-48a8cbb717b0f34ec6cd,老女的少女ひなたちゃん
3,work-49646c522ce70a4bb8f0,新ゲノム
4,work-497efdbff53f145b429b,がらくたストリート
5,work-49e9ca0e255356cbf861,マイ・ブロークン・マリコ
6,work-4a6ea4bff716a540febb,きみは四葉のクローバー
7,work-4a74999f17e4ae7fe724,実は私は
8,work-4aa6564d790e9013b90f,ちおちゃんの通学路
9,work-4ab9720731a7bf98632e,修羅の門 第弐門
10,work-4ac3883d7724c8c0a25a,ラストゲーム
11,work-4ad0055c4138e1db1a50,今日はカノジョがいないから
12,work-4b1aee71ea9834cd0439,みどりの星
13,work-4b58e9c429e2c2849e76,スティーブズ
14,work-4b775e0182b5b758c0eb,恋に無駄口
15,work-4bc49c50851479b6725f,わにとかげぎす
16,work-4bf5f17cb5da0a706064,あめつちだれかれそこかしこ
17,work-4c5e29ca09aa2086be37,磯部磯兵衛物語〜浮世はつらいよ〜
18,work-4c90a79f23cc8849ca9b,巨悪学園
19,work-4ccde2fa2f805de60def,数字であそぼ。
20,work-4d9f1108aabbace31126,フラグタイム
21,work-4dd5c4a6686680557ff6,シャドーハウス
22,work-4dfd5bd5dd132cbde414,きょうの猫村さん
23,work-4e1489bc0a69b7c21e8b,よんでますよ、アザゼルさん。
24,work-4e1a5779610b31ca5603,俎上の鯉は二度跳ねる
25,work-4e58f4d7e699b0785724,ヒロイン失格
26,work-4e8f5e4496b2118413e6,ライジングサン
27,work-4ea3eb779047209c27d8,喫茶牢獄
28,work-4f4175c6c19e963c46b4,山本善次朗と申します
29,work-4f72ecfc3f99fd8a1286,スコペロ
30,work-4fbfbe587493acba3a24,平成敗残兵すみれちゃん
31,work-500bf1972a4c3b840ded,コンプレックス・エイジ
32,work-502d99ee8ad948bf6944,さよならタマちゃん
33,work-504b8583675a177bd69b,砂時計
34,work-5091a08263efab2438bd,金剛番長
35,work-50ad1e8e5c1a9a9d7aa3,ラティーノ
36,work-50afa45b590e1bd55fa1,東京ヒゴロ
37,work-510920fd67d322029cad,ハルシオン・ランチ
38,work-5123e49da8a50eaade9c,実在ゲキウマ地酒日記
39,work-51a42ef829c4de88c911,夫婦以上、恋人未満。
40,work-51a4ae214648dbf12478,ももんち
41,work-5225892c29f17471e277,Ｐ．Ｓ．アイラブユー
42,work-52fee99827626be2d8d4,エイティエイトを２でわって
43,work-534e2816c5c98956ffe4,パラダイスバード
44,work-5394728c1ca244a0567a,双亡亭壊すべし
45,work-539a684079e86fe0ab53,星くずドロップ
46,work-53eaab555f405b99ea75,GBパーク
47,work-5402adec0b3d726fdc43,僕の初恋をキミに捧ぐ
48,work-540d5788c906bfcc7234,後ハッピーマニア
49,work-550261dd739b9ff83611,よにんぐらし
50,work-5527725f0c3bf381e6d3,ブックイーター
