workId,themeId,centrality,confidence,evidenceId
work-c9e32218e26c6c6292f9,school,2,0.88,ev-batch-003-a-work-c9e32218e26c6c6292f9
work-d655ea1cfb913f33cc9a,school,2,0.88,ev-batch-003-a-work-d655ea1cfb913f33cc9a
work-d655ea1cfb913f33cc9a,sportsCompetition,1,0.72,ev-batch-003-a-work-d655ea1cfb913f33cc9a
work-da98a01b4d345bd9c415,school,2,0.91,ev-batch-003-a-work-da98a01b4d345bd9c415
work-df29832c2155775e0e7c,crafting,1,0.72,ev-batch-003-a-work-df29832c2155775e0e7c
work-df29832c2155775e0e7c,school,2,0.9,ev-batch-003-a-work-df29832c2155775e0e7c
work-ea41ee65245a0dbdc4a8,school,2,0.92,ev-batch-003-a-work-ea41ee65245a0dbdc4a8
work-f1d22b68efa7fbd501ee,workplace,2,0.93,ev-batch-003-a-work-f1d22b68efa7fbd501ee
work-f59be454d59478f33914,adventure,1,0.72,ev-batch-003-a-work-f59be454d59478f33914
work-f59be454d59478f33914,exploration,1,0.78,ev-batch-003-a-work-f59be454d59478f33914
work-f6cddc6b36f20bd0cc74,adventure,2,0.91,ev-batch-003-a-work-f6cddc6b36f20bd0cc74
work-f6cddc6b36f20bd0cc74,combat,1,0.76,ev-batch-003-a-work-f6cddc6b36f20bd0cc74
work-f6cddc6b36f20bd0cc74,survival,1,0.82,ev-batch-003-a-work-f6cddc6b36f20bd0cc74
work-f6cddc6b36f20bd0cc74,cooking,2,0.9,ev-batch-003-a-work-f6cddc6b36f20bd0cc74
work-f6cddc6b36f20bd0cc74,workplace,2,0.92,ev-batch-003-a-work-f6cddc6b36f20bd0cc74
work-f6cddc6b36f20bd0cc74,exploration,1,0.78,ev-batch-003-a-work-f6cddc6b36f20bd0cc74
work-f6fa4c2d3a7e1dc5257b,cooking,2,0.9,ev-batch-003-a-work-f6fa4c2d3a7e1dc5257b
