workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-79c18b26dfde8a532f73,デストロ２４６,https://sc-portal.tameshiyo.me/9784091573254,小学館 公式試し読み デストロ２４６ １,officialPublisherInternalPreview,2012-10-19,2026-08-25,"official Shogakukan product ISBN 9784091573254 identifies デストロ２４６ 1 by 高橋慶太郎 and links the registered tameshiyo reader; the frozen ISBN is exact",accessible,6,2,"reader-trg-05=4cfa073d5a14a0b96489b1f43071376783f1646d10185556c7a7bc4a403cbfc0;reader-trg-06=a5339bfcd3eb435bbd8072cf54ffacc31840d2f9303ee6d1d973ac23b1961811;reader-trg-07=d4107485f859cb16f35ddf486e5222f52f06acba99f312c2479bdf4baab12ed5;reader-trg-08=a226eb9b3dd83a03770ce3751bd3ddc148988fd8916ec815660061deef98dd68;reader-trg-10=f8c11221c16397f9812eaacf0bf4039aa681043294304788418445de2e2441e6;reader-trg-11=51581f20c6478bfb795ca514daaf16d823bad149fda898e689891b846e7bb19a",true,false,sample-ready,"reader-trg-05=4cfa073d5a14a0b96489b1f43071376783f1646d10185556c7a7bc4a403cbfc0;reader-trg-06=a5339bfcd3eb435bbd8072cf54ffacc31840d2f9303ee6d1d973ac23b1961811;reader-trg-07=d4107485f859cb16f35ddf486e5222f52f06acba99f312c2479bdf4baab12ed5;reader-trg-08=a226eb9b3dd83a03770ce3751bd3ddc148988fd8916ec815660061deef98dd68;reader-trg-10=f8c11221c16397f9812eaacf0bf4039aa681043294304788418445de2e2441e6;reader-trg-11=51581f20c6478bfb795ca514daaf16d823bad149fda898e689891b846e7bb19a","QA excluded cover, title, contents, and the 第1話 chapter-title splash at trg-09; six readable narrative pages remain across action and office or group-interior contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated"
work-7b6eb2b48ac06ffa26eb,夢の雫、黄金の鳥籠,https://sc-portal.tameshiyo.me/9784091340108,小学館 公式試し読み 夢の雫、黄金の鳥籠 １,officialPublisherInternalPreview,2011-09-09,2026-08-25,"official Shogakukan product ISBN 9784091340108 identifies 夢の雫、黄金の鳥籠 1 by 篠原千絵 and links the registered tameshiyo reader; the frozen ISBN is exact",accessible,6,2,"reader-trg-04=c246803a959515d97348989cead460507186abc32f4b4202de436135e1bbcc1d;reader-trg-05=09d4f540e8cc01a9cae2fe6bb1c54797f068a37bcb591794440cb3511c5a702e;reader-trg-06=f33d2863769972f9f3237ad4aa19b0323482d995e3d2a7e566094f5d23fbcb5f;reader-trg-07=836c1e5827e68e5a92fdb47bed067da88b241ef9300ed6dbd371619d9d70f63d;reader-trg-08=8586d82b9ecf0464285fdfe8b0dae76a965c08d21ed6127448f15f127c16757c;reader-trg-09=5ca088f603d370bf82f6823e18c61f8f3a00934910f2bc0055f247097f516fcd",true,false,sample-ready,"reader-trg-04=c246803a959515d97348989cead460507186abc32f4b4202de436135e1bbcc1d;reader-trg-05=09d4f540e8cc01a9cae2fe6bb1c54797f068a37bcb591794440cb3511c5a702e;reader-trg-06=f33d2863769972f9f3237ad4aa19b0323482d995e3d2a7e566094f5d23fbcb5f;reader-trg-07=836c1e5827e68e5a92fdb47bed067da88b241ef9300ed6dbd371619d9d70f63d;reader-trg-08=8586d82b9ecf0464285fdfe8b0dae76a965c08d21ed6127448f15f127c16757c;reader-trg-09=5ca088f603d370bf82f6823e18c61f8f3a00934910f2bc0055f247097f516fcd","QA removed the title splash at trg-03 and replaced it with genuine bedroom or attack body page trg-09; six readable narrative pages remain across village or landscape and bedroom or attack contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated"
work-8037856e7703fdaf4324,日常,https://viewer-trial.bookwalker.jp/03/21/viewer.html?cid=7565af46-8b86-4ab8-849d-fd96e6514879&cty=1,KADOKAWA／BOOK☆WALKER 公式試し読み,officialPublisherInternalPreview,2007-07-24,2026-08-25,"KADOKAWA product 200879000105 lists frozen ISBN 9784047139497 as 日常 1 by あらゐけいいち and links the BOOK☆WALKER sample viewer cid 7565af46-8b86-4ab8-849d-fd96e6514879",accessible,5,1,"reader-page-07=0c840fd20a3bd407ef00af724ff6d09e121ccbfc828b527bf452d3d2e3893d31;reader-page-08=6ec37e9ec5b626a096abd47a656005b7d5741952507b58a2f3076b17f35773b8;reader-page-09=61ca96591a454dd9c439156f9cd3001306bb4ee313af66f3f6e48fe2783ded6c;reader-page-10=2711b2941dbb05b22aed0bdb20c40ae005229753482a4da8b862ff0d87585ef0;reader-page-11=7e4071d57efd91911d6d1d12e4ec559ed677934b1e9713cc676a3000f29f3b4b",false,false,unknown-ready,"reader-page-07=0c840fd20a3bd407ef00af724ff6d09e121ccbfc828b527bf452d3d2e3893d31;reader-page-08=6ec37e9ec5b626a096abd47a656005b7d5741952507b58a2f3076b17f35773b8;reader-page-09=61ca96591a454dd9c439156f9cd3001306bb4ee313af66f3f6e48fe2783ded6c;reader-page-10=2711b2941dbb05b22aed0bdb20c40ae005229753482a4da8b862ff0d87585ef0;reader-page-11=7e4071d57efd91911d6d1d12e4ec559ed677934b1e9713cc676a3000f29f3b4b","QA excluded cover, title splash, contents, and introductory material at pages 01-06; five readable narrative pages remain from the hospital-front or residential-street shake sequence, so the static gate closes unknown-ready at one genuine scene context; no exact bounded continuous start-development-impact-resolved sequence was isolated"
work-88cb26a0229ad7b83263,ひらやすみ,https://sc-portal.tameshiyo.me/9784098611188,小学館 公式試し読み ひらやすみ １,officialPublisherInternalPreview,2021-09-10,2026-08-25,"official Shogakukan product ISBN 9784098611188 identifies ひらやすみ 1 by 真造圭伍 and links the registered tameshiyo reader; the frozen ISBN is exact",accessible,6,3,"reader-trg-05=a4d7556a4adb697a34a1857e8ee8d3891a4982135b10b6077b29768c45376c9d;reader-trg-06=e333484e9fab86680de854abb8de8af10c0e5f645c9a4db021df817ba6cf8f7c;reader-trg-08=60b37748ca44b202adb920f28d8d5cd90080d3f2de577c017a727eb4547584c9;reader-trg-09=011752167b59378d15fc1c0a458f81140deb4d81e5b7a320ed9e3a699a84e5f4;reader-trg-10=bdf19265c9ca509d15f0f907ba10fac7826566c0524d8ed31b7773020f38ee0d;reader-trg-11=ee948b0b925da7dabea896680091ab84ab5bd0502ccdbded2c073b739ac9cd86",true,false,sample-ready,"reader-trg-05=a4d7556a4adb697a34a1857e8ee8d3891a4982135b10b6077b29768c45376c9d;reader-trg-06=e333484e9fab86680de854abb8de8af10c0e5f645c9a4db021df817ba6cf8f7c;reader-trg-08=60b37748ca44b202adb920f28d8d5cd90080d3f2de577c017a727eb4547584c9;reader-trg-09=011752167b59378d15fc1c0a458f81140deb4d81e5b7a320ed9e3a699a84e5f4;reader-trg-10=bdf19265c9ca509d15f0f907ba10fac7826566c0524d8ed31b7773020f38ee0d;reader-trg-11=ee948b0b925da7dabea896680091ab84ab5bd0502ccdbded2c073b739ac9cd86","QA excluded cover, title, contents, and the chapter title splash at trg-07; six readable narrative pages remain across home, street, and shop or neighborhood contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated"
work-8a7846af8ead1797e6a2,ハイスコアガール,https://magazine.jp.square-enix.com/biggangan/tachiyomi/his01/,スクウェア・エニックス ビッグガンガン 公式第1話試し読み,officialPublisherInternalPreview,2021,2026-08-25,"official Square Enix series page lists exact frozen ISBN 9784757535121 as ハイスコアガール 1 and links 第1話試し読み; the trial metadata is the same title and creator entry scope",accessible,6,1,"reader-page-002=cc11ca6b9c12bdb6fc2b674cf310756716afed56cf0d3fe7767683d4f40c3c5c;reader-page-003=108f619f0d849bb26d94dd0ca412328badbb85e4caf87f3924124552c26414bf;reader-page-004=b8feacad880eb89a079a12f1c02055de6d09ec40f031125cccac996ab8efff96;reader-page-005=1d924a4c6ce8f117977b29245019c8606819e422c3ceb25ca5b0faab07843b20;reader-page-006=b3d493076e1636ecaf5b721a2112ab12243f49f62314e67bb3c7046208c1313d;reader-page-007=5301e546d03d923e5c58554863f21dc7629684a4fe1071a49a67ffbddf4baefc;reader-page-010=a4dafabef698ded2500aaea28819fc2827010e6e4d5459c4fec0de48e0f7dc4a",false,true,unknown-ready,"reader-page-002=cc11ca6b9c12bdb6fc2b674cf310756716afed56cf0d3fe7767683d4f40c3c5c;reader-page-003=108f619f0d849bb26d94dd0ca412328badbb85e4caf87f3924124552c26414bf;reader-page-004=b8feacad880eb89a079a12f1c02055de6d09ec40f031125cccac996ab8efff96;reader-page-005=1d924a4c6ce8f117977b29245019c8606819e422c3ceb25ca5b0faab07843b20;reader-page-006=b3d493076e1636ecaf5b721a2112ab12243f49f62314e67bb3c7046208c1313d;reader-page-007=5301e546d03d923e5c58554863f21dc7629684a4fe1071a49a67ffbddf4baefc;reader-page-010=a4dafabef698ded2500aaea28819fc2827010e6e4d5459c4fec0de48e0f7dc4a","QA retained six genuine narrative pages from classroom, arcade, and social-interaction scenes but they provide only one distinct context; static Art remains unknown-ready because the six BODY pages cover only one context. Exact official reader-page-010 contains a bounded continuous start-development-impact-resolved punch sequence and is retained as motion-only evidence"
work-8ff141505b0a27f8d630,WOMBS,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091884940000d0000000,小学館 eコミックストア 公式試し読み WOMBS 1,officialPublisherInternalPreview,2015-06-26,2026-08-25,"official Shogakukan product ISBN 9784091884947 identifies ＷＯＭＢＳ 1 by 白井弓子 and its exact JDCN 091884940000d0000000; the approved e-comi viewer route is edition-bound to that JDCN and maps the frozen ISBN",accessible,6,3,"reader-page-08=5af2640fcd58ce66fe1594e8a4532a14560b1f92d44051ec00761fff12a3bb62;reader-page-10=a9d5e1612cc4fc95145e069ec8d3b0cf767768ad794497c990bda3f025f7bac0;reader-page-11=4f3aeb0c29b8c852fcf05913d278f60ee4e09325f6049d6c813233587a8b251e;reader-page-12=d084be32a6bc4e6c1dcb59369354752c27c11ddafb2119f781e984d04d854784;reader-page-13=d1bea950de3618399c6a23b592ce219e54c357adcf551a85b43da7834d572242;reader-page-14=2f75da848fb50015e2583bfe01eee2754faf255feeda62091254bcf1505da8e0",true,false,sample-ready,"reader-page-08=5af2640fcd58ce66fe1594e8a4532a14560b1f92d44051ec00761fff12a3bb62;reader-page-10=a9d5e1612cc4fc95145e069ec8d3b0cf767768ad794497c990bda3f025f7bac0;reader-page-11=4f3aeb0c29b8c852fcf05913d278f60ee4e09325f6049d6c813233587a8b251e;reader-page-12=d084be32a6bc4e6c1dcb59369354752c27c11ddafb2119f781e984d04d854784;reader-page-13=d1bea950de3618399c6a23b592ce219e54c357adcf551a85b43da7834d572242;reader-page-14=2f75da848fb50015e2583bfe01eee2754faf255feeda62091254bcf1505da8e0","Browser-rendered official e-comi JDCN viewer; QA excluded cover, blank, title, contents, and introductory material at pages 01-07 and chapter opener page 09; selected body pages 08 and 10-14 span planetary landscape, military control-room or group-interior, and transfer-tunnel or crowd-action contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated"
work-982bb79e03193ebbafcd,ママはテンパリスト,https://www.shueisha.co.jp/books/reader/main.php?cid=9784087821888,集英社 公式試し読み ママはテンパリスト 1,officialPublisherInternalPreview,2008-10-17,2026-08-25,"official Shueisha product ISBN 9784087821888 links reader cid 9784087821888 and identifies ママはテンパリスト 1 by 東村アキコ; the frozen ISBN is exact",accessible,6,3,"reader-page-07=1c5d966057a694029f320327e37dbdd5545632c07a0bbb542c5236cd5b2019d8;reader-page-08=61b6398e0e52433552fa7c1211859ad72a11396ba97f79b3684b609cf1f547f5;reader-page-09=aecc034a95ef85f7f9ba3907c23af005923e04de6a2eadb16b1e5ec5fc3013f5;reader-page-10=24fdfc074edb6e9b868d3f1bd3745aaf439844377df89156efba68a635ec1b04;reader-page-11=8952e5c7e28b3d11abf4dcb8ee6430f157dd105db4df3f0515e7f51239bba82e;reader-page-13=81f229adf31906a27e490c637b19fea840d4b274b0a64c92df8f68beabd9dc0f",true,false,sample-ready,"reader-page-07=1c5d966057a694029f320327e37dbdd5545632c07a0bbb542c5236cd5b2019d8;reader-page-08=61b6398e0e52433552fa7c1211859ad72a11396ba97f79b3684b609cf1f547f5;reader-page-09=aecc034a95ef85f7f9ba3907c23af005923e04de6a2eadb16b1e5ec5fc3013f5;reader-page-10=24fdfc074edb6e9b868d3f1bd3745aaf439844377df89156efba68a635ec1b04;reader-page-11=8952e5c7e28b3d11abf4dcb8ee6430f157dd105db4df3f0515e7f51239bba82e;reader-page-13=81f229adf31906a27e490c637b19fea840d4b274b0a64c92df8f68beabd9dc0f","QA excluded cover, title, contents, synopsis, and chapter-title splashes at pages 01-06 and 12; six readable narrative pages remain across domestic, family, and child-care contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated"
work-9e98119539f60465ce66,僕らはみんな河合荘,https://www.shonengahosha.co.jp/book_Info.php?id=6776,少年画報社 僕らはみんな河合荘 １ 公式商品ページ,officialPublisherProductPage,2011-05-30,2026-08-25,"official Shonengahosha product id 6776 identifies 僕らはみんな河合荘 1 by 宮原るり and matches frozen ISBN 9784785936310; the exact page exposes no registered internal preview",official-product-only,0,0,,false,false,unknown-ready,,"The exact frozen-volume product was resolved; the official page has identity and release metadata but no authorized internal preview, while the available official volume-3 page is not the frozen edition, so Art closes unknown-ready without blocker"
work-aa6018249b7fe7e92d95,かよちゃんの荷物,https://www.mangataisho.com/data/2010/comment2010.pdf,マンガ大賞2010 作品コメント,officialAwardJuryComment,2010,2026-08-25,"the official award comment identifies かよちゃんの荷物 but does not provide a publisher product or frozen ISBN-bound preview; publisher竹書房 is absent from the trusted route registry",official-route-unregistered-no-sampling,0,0,,false,false,unknown-ready,,"竹書房 is absent from the current approved route registry; no edition-bound internal preview was sampled, so Art closes unknown-ready within that finite registry"
work-ab9331f7fed1990f7dc6,脳内ポイズンベリー,https://www.shueisha.co.jp/books/reader/main.php?cid=08865626865626315501,集英社 公式試し読み 脳内ポイズンベリー 1,officialPublisherInternalPreview,2011-05-19,2026-08-25,"official Shueisha digital product JDCN 08865626865626315501 maps to frozen paper ISBN 9784088656267 and identifies 脳内ポイズンベリー 1 by 水城せとな; the product links the reader cid",accessible,6,2,"reader-page-06=099bd268df0bb3e7d36552a93be31846946824d4b2cd0c36c8afa5cc22e854f1;reader-page-07=b4c2259bae0cb3b982092ca29909b2e3a7d9ce3cc1317020acf670f2727b2d19;reader-page-08=5ffa8cf721a6e79b43df40dfc94f30872f60be6fc99abeb00ab10c9162df9210;reader-page-09=6c1f0ab24231725d7507f4f4a4bdb5dddc657cc9566a08f1b984bcd1b5409b42;reader-page-10=9126070187030d572b8fe1e1c0e10f752b3d759ba18c48c8130e8b710b1dedeb;reader-page-11=52b97c9e551621d2dee1ef034f30a1976e9f0ad6b9f7658f42b57d6c7c1c98f1",true,false,sample-ready,"reader-page-06=099bd268df0bb3e7d36552a93be31846946824d4b2cd0c36c8afa5cc22e854f1;reader-page-07=b4c2259bae0cb3b982092ca29909b2e3a7d9ce3cc1317020acf670f2727b2d19;reader-page-08=5ffa8cf721a6e79b43df40dfc94f30872f60be6fc99abeb00ab10c9162df9210;reader-page-09=6c1f0ab24231725d7507f4f4a4bdb5dddc657cc9566a08f1b984bcd1b5409b42;reader-page-10=9126070187030d572b8fe1e1c0e10f752b3d759ba18c48c8130e8b710b1dedeb;reader-page-11=52b97c9e551621d2dee1ef034f30a1976e9f0ad6b9f7658f42b57d6c7c1c98f1","QA excluded cover, title, contents, and opening splash at pages 01-05; six readable narrative pages remain across real-world station and brain-meeting contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated"
