position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
"1","work-2fd3c6ab4b6d12491068","フラレガール","romance;comedy;sliceOfLife","school:2:0.91","2","2","0","4","0","2","4","4","4","2","2","4","4","0.90","Official Rakuten product; BookLive direct Japanese reader reviews","https://books.rakuten.co.jp/rb/15540156/","2019-08-22","2026-08-26","https://booklive.jp/review/list/title_id/536924/vol_no/001;https://shoujyo-comic-village.com/hurare-1kan-netabare/","","플라레걸 만화 리뷰;플라레 걸 일본 만화 후기","초반 1~3권 범위: 공식 Rakuten 상품 설명과 BookLive 독자 본문, 1권 감상 블로그를 대조했다. 전 남자친구에게 실연당해 새 사랑을 두려워하는 고3 히비키와 솔직한 동급생 다이치가 고백과 배려를 거쳐 연인이 되고, 학교 친구들의 개그와 응원이 반복된다. 한국어 제목 검색(플라레걸 만화 리뷰;플라레 걸 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않아 한국 URL은 근거로 쓰지 않았다. Conservative mappings: progression=2; problemSolving=2; strategy=0; pacing=4; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=2; mentalStress=2; romance=4; emotionalWarmth=4. Art는 선택 축이라 분석하지 않았다."
"2","work-3124e8cb1757063cd11f","皇国の守護者","action;fantasy;historical","war:2:0.95;politics:1:0.84;historicalReconstruction:1:0.82","2","4","4","4","0","4","4","4","0","4","4","0","0","0.91","Official Rakuten product; direct Japanese manga reviews","https://books.rakuten.co.jp/rb/1774970/","2008","2026-08-26","https://sanjou.hatenablog.jp/entry/2015/06/30/002845;https://manba.co.jp/boards/75027/reviews","","황국의 수호자 만화 리뷰;황국의 수호자 일본 만화 후기","초반 1~3권 범위: 공식 상품 줄거리와 惨状 블로그 1권 감상, Manba 독자 본문을 대조했다. 가상 근대국가 황국에 제국군이 침공하고 신죠 나오에가 압도적 전력 앞에서 철수전을 지휘하며, 용·군제·국가 세력이 반복적으로 중요하다. 블로그는 개전 직후의 빠른 전개와 풍설·유혈의 전쟁, 신죠의 냉혹한 판단을 명시한다. 한국어 제목 검색(황국의 수호자 만화 리뷰;황국의 수호자 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않았다. Conservative mappings: progression=2; problemSolving=4; strategy=4; pacing=4; mysteryReveal=0; worldBuilding=4; characterArcWeight=4; relationshipStructure=4; comedy=0; darkness=4; mentalStress=4; romance=0; emotionalWarmth=0. Art는 선택 축이라 분석하지 않았다."
"3","work-312aa7f134372423fce0","め組の大吾","action;sliceOfLife","workplace:2:0.95;survival:1:0.84","4","4","2","4","0","2","4","4","2","2","4","0","4","0.91","Official Rakuten product; Bookworms 1st-volume review; Cmoa reader reviews","https://books.rakuten.co.jp/rb/778731/","1996","2026-08-26","https://bookworms.jp/book/4091236812;https://www.cmoa.jp/title/customer_review/title_id/17078/","","메구미의 다이고 만화 리뷰;메구미노 다이고 일본 만화 후기","초반 1~3권 범위: 공식 상품과 소방관 작품 소개, Bookworms 1권 리뷰 및 Cmoa 독자 본문을 대조했다. 신참 소방관 다이고가 화재·구조 현장에서 위험을 판단하고 팀과 절차를 익히며 성장하고, 현장마다 즉시 목표가 바뀐다. Cmoa는 다이고의 성장과 동료 신뢰를 반복해 언급한다. 한국어 제목 검색(메구미의 다이고 만화 리뷰;메구미노 다이고 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않았다. Conservative mappings: progression=4; problemSolving=4; strategy=2; pacing=4; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=2; mentalStress=4; romance=0; emotionalWarmth=4. Art는 선택 축이라 분석하지 않았다."
"4","work-3136f2b463675644310f","野ばら","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","Official Rakuten product; KADOKAWA 1巻 user reviews; Manba, Sony Reader Store and honto direct reviews","https://books.rakuten.co.jp/rb/6573332/","2011","2026-08-26","https://manba.co.jp/boards/15499/books/1;https://ebookstore.sony.jp/review/title/10088694/id/LT000012570000316395;https://honto.jp/ebook/pd-review_0625932458.html","","노바라 만화 리뷰;노바라 단편집 일본 만화 후기","초반 1권 범위: 공식 Rakuten 상품 문구와 KADOKAWA 1권의 사용자 감상, Manba·Sony Reader Store·honto 직접 리뷰를 대조했다. KADOKAWA 독자들은 8편 단편집의 しょむたん 귀여움, 기승전결의 오치, 공포 에피소드와 상쾌한 독후감을 각각 언급하고, 기존 출처도 미지 생물·공포·에로 형사극·코미디·첫사랑처럼 서로 다른 형식을 확인한다. 여러 단편의 공통 중심 Theme를 닫힌 사전에서 정직하게 고를 수 없어 FACTOR_MODEL_INCOMPATIBLE(중심 Theme 부재)로 수치 승격하지 않는다. 한국어 작품명 검색(노바라 만화 리뷰;노바라 단편집 일본 만화 후기)은 수행했으나 직접 한국 커뮤니티 감상 본문을 찾지 못했다. Art optional."
"5","work-314b2da5452f41cfcca9","恋と呼ぶにはささやかですが","romance;comedy;sliceOfLife","foundFamily:1:0.76;school:1:0.67","2","0","0","2","2","2","4","4","2","0","2","4","4","0.84","Official Rakuten product; Cmoa direct Japanese reader reviews","https://books.rakuten.co.jp/rb/18500750/","2026-06-26","2026-08-26","https://www.cmoa.jp/title/customer_review/title_id/353346/","","사랑이라 부르기엔 사소하지만 만화 리뷰;사랑이라 부르기엔 소박하지만 일본 만화 후기","초반 1권 범위: 공식 상품과 Square Enix 홍보문구, Cmoa 독자 본문을 대조했다. 어머니의 장기 출장으로 고교생 우미가 이웃 히로이 가족에 머물고, 어린 시절 동경하던 8살 연상 쇼야와 재회해 관계가 천천히 변한다. Cmoa는 두 사람의 성장과 포근한 동거 분위기, 귀여운 인물과 반 친구를 반복해 언급한다. 한국어 제목 검색(사랑이라 부르기엔 사소하지만 만화 리뷰;사랑이라 부르기엔 소박하지만 일본 만화 후기)에서 확인된 DCinside 글은 번역 연재 본문이며 독자 리뷰가 아니어서 평가 근거로 쓰지 않았다. Conservative mappings: progression=2; problemSolving=0; strategy=0; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=0; mentalStress=2; romance=4; emotionalWarmth=4. Art는 선택 축이라 분석하지 않았다."
"6","work-314e0a0e05d65c4bcf92","きみが死ぬまで恋をしたい","romance;fantasy;action","school:2:0.78;war:1:0.65;survival:1:0.60","2","2","0","2","2","2","4","4","0","4","4","4","4","0.90","Official Rakuten product; note and Cmoa direct Japanese reader reviews","https://books.rakuten.co.jp/rb/15729843/","2019-08-22","2026-08-26","https://note.com/ssppppp/n/n21e8206a867a;https://www.cmoa.jp/title/163761/","","네가 죽을 때까지 사랑하고 싶어 만화 리뷰;키미가 시누마데 코이오 시타이 일본 만화 후기","초반 1~3권 범위: 공식 애니메이션 소개와 note 독자의 권별 감상, Cmoa 1권 독자 본문을 대조했다. 고아를 전쟁 병기로 기르는 학교, 피투성이 미미와 시나의 만남, 상처를 고치는 키스, 전장으로 향하는 불가피함과 죽음의 일상이 반복된다. note는 1권의 만남·수복마법, 2권의 전장 선택 불가, 3권의 복선 및 관계를 명시하고 Cmoa는 미미를 구하고 싶어 하는 시나의 소망을 설명한다. 한국어 제목 검색(네가 죽을 때까지 사랑하고 싶어 만화 리뷰;키미가 시누마데 코이오 시타이 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않았다. Conservative mappings: progression=2; problemSolving=2; strategy=0; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=0; darkness=4; mentalStress=4; romance=4; emotionalWarmth=4. Art는 선택 축이라 분석하지 않았다."
"7","work-31585766568765ca238d","猫のお寺の知恩さん","romance;sliceOfLife;comedy","foundFamily:2:0.91;school:1:0.74","2","0","0","0","0","2","4","4","2","0","2","4","4","0.88","Official Rakuten product; direct Japanese blog and BookLive reviews","https://books.rakuten.co.jp/rb/14318688/","2017-08-23","2026-08-26","https://ryocuu.hatenablog.com/entry/2020/01/06/003615;https://booklive.jp/review/list/title_id/391766/vol_no/001","","고양이 절의 지온씨 만화 리뷰;고양이 절의 치온 씨 일본 만화 후기","초반 1~3권 범위: 공식 상품 설명과 일본 감상 블로그, BookLive 1권 독자 본문을 대조했다. 도시 소년 겐이 친척의 시골 사찰에 하숙하며 3살 연상 치온과 한 지붕 아래 생활하고, 학교 친구·고양이·계절 행사를 통해 서서히 거리가 좁혀진다. 블로그는 큰 사건보다 일상 스케치와 느린 관계 진전을 명시하고, BookLive는 10대 남녀의 평화로운 일상과 라브코메를 설명한다. 한국어 제목 검색(고양이 절의 지온씨 만화 리뷰;고양이 절의 치온 씨 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않았다. Conservative mappings: progression=2; problemSolving=0; strategy=0; pacing=0; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=2; darkness=0; mentalStress=2; romance=4; emotionalWarmth=4. Art는 선택 축이라 분석하지 않았다."
"8","work-3179334d0e99db4a1af7","ヘタリア","comedy;historical","historicalReconstruction:2:0.91;politics:1:0.82;war:1:0.76","0","0","0","4","0","4","4","4","4","0","0","0","4","0.88","Official Rakuten product; Sony Reader Store and Cmoa direct Japanese reviews","https://books.rakuten.co.jp/rb/5496051/","2009","2026-08-26","https://ebookstore.sony.jp/review/title/10130565/id/LT000025179000390927/;https://www.cmoa.jp/title/85687/","","헤타리아 만화 리뷰;헤타리아 일본 만화 후기","초반 1~3권 범위: 공식 Rakuten 상품 문구와 Sony Reader Store·Cmoa 독자 본문을 대조했다. 국가를 의인화한 4컷 개그가 제2차 세계대전 및 근현대 역사를 가볍게 다루며, 각국의 관계와 사건을 반복 소재로 삼는다. 독자들은 세계사를 재미있게 배우고 국가 간 관계를 이해하게 된다고 평가하고, 전쟁도 긴장감보다 코미디 톤으로 소비된다고 설명한다. 한국어 제목 검색(헤타리아 만화 리뷰;헤타리아 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않았고, 검색된 한국 기사·논란 보도는 작품 감상 근거로 쓰지 않았다. Conservative mappings: progression=0; problemSolving=0; strategy=0; pacing=4; mysteryReveal=0; worldBuilding=4; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=0; mentalStress=0; romance=0; emotionalWarmth=4. Art는 선택 축이라 분석하지 않았다."
"9","work-31b62d69a0227477db04","シティライツ","comedy;sliceOfLife","workplace:1:0.72;school:1:0.72","0","0","0","4","2","2","4","4","4","2","2","2","4","0.89","Official Rakuten product; Kodansha official page and Sony Reader Store reviews","https://books.rakuten.co.jp/rb/11364805/","2013","2026-08-26","https://ebookstore.sony.jp/review/title/10096915/id/LT000014902000330170/;https://booklive.jp/review/list/title_id/243602/vol_no/001","","시티라이츠 만화 리뷰;시티 라이츠 일본 만화 후기","초반 1~3권 범위: 공식 Rakuten, Kodansha 작품 소개, Sony Reader Store 및 BookLive 독자 본문을 대조했다. 직장과 학교에서 주목받지 못하는 사람들이 짧은 에피소드마다 예측 밖의 방향으로 흘러가며 웃음과 애수를 남긴다. 공식 문구는 이를 쇼트 스토리·네오 애수 개그로 규정하고, 독자들은 평범한 사건이 특별해지고 마지막에 위로가 남는다고 평가한다. 한국어 제목 검색(시티라이츠 만화 리뷰;시티 라이츠 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않았다. Conservative mappings: progression=0; problemSolving=0; strategy=0; pacing=4; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=2; mentalStress=2; romance=2; emotionalWarmth=4. Art는 선택 축이라 분석하지 않았다."
"10","work-323baa7e8d1071236816","森野先生とボク","comedy;scienceFiction;sliceOfLife","workplace:2:0.94","0","0","0","4","2","2","4","4","4","0","2","0","2","0.88","Official Rakuten product; Sony Reader Store and Manba direct reviews","https://books.rakuten.co.jp/rb/12818591/","2015","2026-08-26","https://ebookstore.sony.jp/review/title/10132374/id/LT000025873000394153;https://manba.co.jp/boards/18982","","모리노 선생님과 나 만화 리뷰;모리노 선생님과 보쿠 일본 만화 후기","초반 1권 범위: 공식 상품과 Sony Reader Store·Manba 독자 본문을 대조했다. SF 여성작가 모리노와 신입 편집자 보쿠가 원고를 둘러싸고 매번 기묘한 사건을 겪지만, 작품 소개가 말하듯 기존의 업무 성공·복수·연애 드라마는 없다. 독자들은 불가사의한 전개와 오치 없는 미일상 쇼트코미디, 두 사람의 느슨하지만 이어지는 관계를 반복해 언급한다. 한국어 제목 검색(모리노 선생님과 나 만화 리뷰;모리노 선생님과 보쿠 일본 만화 후기)에서 직접 한국 커뮤니티 리뷰 본문은 확인되지 않았다. Conservative mappings: progression=0; problemSolving=0; strategy=0; pacing=4; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=0; mentalStress=2; romance=0; emotionalWarmth=2. Art는 선택 축이라 분석하지 않았다."
