position,workId,canonicalTitle
1,work-2fd3c6ab4b6d12491068,フラレガール
2,work-3124e8cb1757063cd11f,皇国の守護者
3,work-312aa7f134372423fce0,め組の大吾
4,work-3136f2b463675644310f,野ばら
5,work-314b2da5452f41cfcca9,恋と呼ぶにはささやかですが
6,work-314e0a0e05d65c4bcf92,きみが死ぬまで恋をしたい
7,work-31585766568765ca238d,猫のお寺の知恩さん
8,work-3179334d0e99db4a1af7,ヘタリア
9,work-31b62d69a0227477db04,シティライツ
10,work-323baa7e8d1071236816,森野先生とボク
11,work-32488d82859f2f0b6fba,賢い犬リリエンタール
12,work-3278e6baf1b041f07a47,プリプリちぃちゃん！！
13,work-32f3406fd7c8f2043c70,みどりの山田君
14,work-335e47351a159b8445a3,BLEACH
15,work-33a859f6f205410851ee,アネモネは熱を帯びる
16,work-33d51b4d87937d96d74e,セントールの悩み
17,work-33e6270fa16cb43e8efb,おじょじょじょ
18,work-3419e3c5c5983389c6cf,明治緋色綺譚
19,work-34401c80177ff546bb51,フダンシズム
20,work-34be6790e38e455a3f49,ZUCCA×ZUCA
21,work-353df9f584c34ab01b56,メジロバナの咲く
22,work-354c8e69d8a281712b7d,ドミトリーともきんす
23,work-3554ea574c5df1360e59,大上さん、だだ漏れです。
24,work-355a6d64ff8f5b8cf438,長歌行
25,work-3588c08df5ba12b26cab,ニャイト・オブ・ザ・リビングキャット
26,work-35eb1a0fb864dd734f9a,焼いてるふたり
27,work-364e62bd7dfd73149d14,ホテル・メッツァペウラへようこそ
28,work-365fa509b829e420807e,保安官エヴァンスの嘘
29,work-366a0d9d6ccc876b7c04,転生王女と天才令嬢の魔法革命
30,work-366b0db13fa737e823aa,孔明のヨメ。
31,work-367954fd612f8bf56d06,ぼくらのよあけ
32,work-369c7c1517af225b19be,ヒトミ先生の保健室
33,work-36ad929401ae720a2c8c,事情を知らない転校生がグイグイくる。
34,work-3733d571416e5d643905,クレムリン
35,work-3756452c858147418fe2,はねバド!
36,work-3756cbfd509f5240c688,能面女子の花子さん
37,work-3779f1e546391e61c158,赤ちゃんと僕
38,work-37967ba285bff1dd6c6d,執事たちの沈黙
39,work-37b34339f11884a58c4f,凍牌
40,work-37cb4c3cf0896c761d3a,きもちわるいから君がすき
41,work-382f938971c6642ef163,サイコスタッフ
42,work-3835b0468655f100816e,水惑星年代記
43,work-38a8f3ebc17bb7f4db44,雪花の虎
44,work-38d0a8cfc133863a1ee0,灼熱カバディ
45,work-38dcff6f4e81728e8ec9,ひまてん！
46,work-38fddd5900b221014a7f,カボチャの冒険
47,work-3924d7e0b397ffaccb7f,たんぽぽの綿毛
48,work-3a590adf9cfe0d725db3,ゴーグル
49,work-3a8fad3ee287d9f72281,人喰いマンションと大家のメゾン
50,work-3ab36dd110361fdc700d,デスコ
