workId,axisId,state,value,confidence,refs,observation,limitation
work-1ec3d48e64b228bb8a92,artRealism,known,2,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Grounded adult proportions, hands, clothing, domestic spaces, and river scenery coexist with enlarged eyes, slender faces, and persistent josei-manga stylization.",Entry-volume six-page official sample only; general stylization remains visible across every selected context.
work-1ec3d48e64b228bb8a92,artDensity,known,2,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Selective architecture, furnishings, terrain, clothing, and group detail are balanced by large open portrait and dialogue fields.",Entry-volume six-page official sample only; detail is not consistently above the balanced anchor across the three contexts.
work-1ec3d48e64b228bb8a92,visualSoftness,known,4,0.92,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Fine fluid contours, flowing hair, rounded facial modeling, delicate tones, and gentle emotional rendering remain soft and polished across domestic, river, and family scenes.",Entry-volume six-page official sample only; architectural edges do not displace the repeatedly soft character and tonal treatment.
work-1ec3d48e64b228bb8a92,motionImpact,unknown,,,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,The sampled pages contain ordinary gestures and static staging rather than one bounded action sequence.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-238c04ae3a3a61451078,artRealism,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible internal body pixel was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-238c04ae3a3a61451078,artDensity,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible internal body pixel was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-238c04ae3a3a61451078,visualSoftness,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible internal body pixel was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-238c04ae3a3a61451078,motionImpact,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible bounded action sequence was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-43ebf010a490cfd4bb50,artRealism,known,2,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Grounded garments, rooms, food, and adult proportions remain paired with rounded faces, simplified features, and persistent folk-tale manga stylization.",Entry-volume six-page official sample only; observed props and settings do not override the stable general-stylization anchor.
work-43ebf010a490cfd4bb50,artDensity,known,2,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Tatami rooms, textile patterns, banquet dishes, and scenery use moderate detail within clean layouts and broad breathable white fields.",Entry-volume six-page official sample only; visual information remains balanced rather than consistently above-balanced.
work-43ebf010a490cfd4bb50,visualSoftness,known,3,0.89,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Warm organic contours, rounded expressions, fine facial lines, and gentle tones lean soft while precise scenery and occasional hard blacks add counterweight.",Entry-volume six-page official sample only; the recurring harder background and tonal passages prevent the full soft anchor.
work-43ebf010a490cfd4bb50,motionImpact,unknown,,,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,The bounded packet contains scene transitions and gestures but no exact continuous action endpoint.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-4b4bbe8c10859c46e726,artRealism,known,2,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Coherent school bodies and architecture repeatedly mix with enlarged eyes, exaggerated expressions, compressed comic figures, and elastic reaction poses.",Entry-volume six-page official sample only; general stylization is the stable anchor despite grounded environments.
work-4b4bbe8c10859c46e726,artDensity,known,3,0.88,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Crowded classroom, assembly, and gag pages add figures, furniture, effects, tones, and text above balance, while quieter hallway, portrait, and library panels retain open fields.",Entry-volume six-page official sample only; the quieter pages reject a uniform value 4 while the repeated crowded contexts exceed value 2.
work-4b4bbe8c10859c46e726,visualSoftness,known,2,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Sharp gag effects and angular rage expressions are counterbalanced by clean rounded school-life figures, polished faces, and neutral controlled contours.","Entry-volume six-page official sample only; the abrasive action page does not dominate the recurring calm contexts, so value 1 is rejected."
work-4b4bbe8c10859c46e726,motionImpact,unknown,,,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,Isolated scuffles and emphatic reactions do not form one exact bounded sequence in the authorized packet.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-5ad62e6413f67d351f1d,artRealism,unknown,,,https://www.shonengahosha.co.jp/book_Info.php?id=6719,No eligible internal body pixel was retained.,Official volumes were bridged but no registered product or topic trial mapped to the frozen edition; unknown is not low.
work-5ad62e6413f67d351f1d,artDensity,unknown,,,https://www.shonengahosha.co.jp/book_Info.php?id=6719,No eligible internal body pixel was retained.,Official volumes were bridged but no registered product or topic trial mapped to the frozen edition; unknown is not low.
work-5ad62e6413f67d351f1d,visualSoftness,unknown,,,https://www.shonengahosha.co.jp/book_Info.php?id=6719,No eligible internal body pixel was retained.,Official volumes were bridged but no registered product or topic trial mapped to the frozen edition; unknown is not low.
work-5ad62e6413f67d351f1d,motionImpact,unknown,,,https://www.shonengahosha.co.jp/book_Info.php?id=6719,No eligible bounded action sequence was retained.,Official volumes were bridged but no registered product or topic trial mapped to the frozen edition; unknown is not low.
work-5b7cf2105a4bc6f6b46c,artRealism,known,2,0.91,arc-page-04;arc-page-05;arc-page-06;arc-page-07;arc-page-08;arc-page-09,"Coherent anatomy, hands, clothing, architecture, and landscape remain paired with enlarged eyes, simplified facial planes, idealized proportions, and expressive manga deformation across every retained context.",Official standard volume 1 six-page body sample only; persistent character stylization keeps the sample at the general-stylization anchor rather than the realistic endpoint.
work-5b7cf2105a4bc6f6b46c,artDensity,known,3,0.91,arc-page-04;arc-page-05;arc-page-06;arc-page-07;arc-page-08;arc-page-09,"Intricate organic architecture, terrain, foliage, crowds, hatching, and screentone repeatedly raise information above balance, while broad sky, sand, portrait, and dialogue fields keep density from the sustained value-4 endpoint.","Official standard volume 1 six-page body sample only; the result is a conservative between-anchor value across landscape, mourning, and group-interaction contexts."
work-5b7cf2105a4bc6f6b46c,visualSoftness,known,3,0.89,arc-page-04;arc-page-05;arc-page-06;arc-page-07;arc-page-08;arc-page-09,"Rounded faces, fine eyes, flowing silhouettes, organic architecture, and gentle facial tones produce a consistently soft-leaning treatment, but scratchy crosshatching, hard black hair masses, and rough structural textures recur in every context.",Official standard volume 1 six-page body sample only; recurring rough texture rejects the fully soft value-4 endpoint while the sustained rounded and delicate treatment exceeds neutral value 2.
work-5b7cf2105a4bc6f6b46c,motionImpact,known,2,0.91,arc-page-15;arc-page-16;arc-page-17,"The exact sequence preserves request and preparation, disc release and curved flight, then leaf-cutting impact, falling fragments, and immediate reactions with clear but moderate kinetic emphasis.",Only the exact official volume 1 arc-page-15 through arc-page-17 sequence was judged; it resolves fully but uses ordinary trajectory and impact emphasis rather than the forceful value-4 endpoint.
work-5e30ab3c7e3fb43e51f2,artRealism,known,2,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Proportionate bodies and detailed palace architecture remain paired with large eyes, simplified faces, idealized hair, and conventional shoujo anatomy.",Entry-volume six-page official sample only; grounded settings do not displace the persistent general-stylization anchor.
work-5e30ab3c7e3fb43e51f2,artDensity,known,3,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Intricate capital and palace architecture, stonework, garments, maps, and multi-panel staging recur above balance, while large white portrait fields keep the sample below value 4.",Entry-volume six-page official sample only; density sits between balanced and the high-density endpoint across the three contexts.
work-5e30ab3c7e3fb43e51f2,visualSoftness,known,4,0.92,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Rounded faces, luminous eyes, flowing hair, fine contours, pale tones, and elegant fabric remain soft across palace, chase, and confrontation contexts.",Entry-volume six-page official sample only; speed lines alter motion staging but not the consistently soft character treatment.
work-5e30ab3c7e3fb43e51f2,motionImpact,known,2,0.90,reader-step-05;reader-step-06;reader-step-07,"The exact flight and pursuit, wall leap and descent, landing, and confrontation sequence uses clear speed lines and spatial continuity with moderate rather than forceful impact.",Only the authorized reader-step-05 to reader-step-06 to reader-step-07 sequence was judged; no broader action style was inferred.
