workId,axisId,state,value,confidence,refs,observation,limitation
work-1ec3d48e64b228bb8a92,artRealism,known,2,0.88,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Proportionate adults, hands, clothes, domestic space, and landscape coexist with enlarged eyes, elongated faces, and polished josei-manga stylization.",Entry-volume six-page official sample only; value 3 was rejected because facial and body stylization remains persistent across contexts.
work-1ec3d48e64b228bb8a92,artDensity,known,3,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Architecture, river terrain, furnishings, clothing, group staging, and screentone keep information above balanced while some portrait panels retain open fields.",Entry-volume six-page official sample only; value 4 was rejected because close-ups and quiet dialogue panels are not uniformly dense.
work-1ec3d48e64b228bb8a92,visualSoftness,known,3,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Fine clean contours, flowing hair, delicate facial modeling, and restrained tones make the treatment predominantly soft across domestic and outdoor pages.",Entry-volume six-page official sample only; sharper architecture and some angular adult features prevent a uniform value 4.
work-1ec3d48e64b228bb8a92,motionImpact,unknown,,,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,The sampled pages contain ordinary gestures and static staging rather than one bounded action sequence.,Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.
work-238c04ae3a3a61451078,artRealism,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible internal body pixel was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-238c04ae3a3a61451078,artDensity,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible internal body pixel was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-238c04ae3a3a61451078,visualSoftness,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible internal body pixel was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-238c04ae3a3a61451078,motionImpact,unknown,,,https://magazine.jp.square-enix.com/top/comics/detail/9784757529083/,No eligible bounded action sequence was retained.,Official product identity only; no exact edition-bound registered internal sample; unknown is not low.
work-43ebf010a490cfd4bb50,artRealism,known,3,0.90,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Grounded adult anatomy, hands, clothing, faces, interiors, and observed landscape dominate, with limited illustrative simplification keeping it below fully realistic.",Entry-volume six-page official sample only; value 4 was rejected because faces and reaction panels remain conventionally manga-stylized.
work-43ebf010a490cfd4bb50,artDensity,known,3,0.91,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,"Temple rooms, landscape, foliage, food, clothing, group scenes, hatching, and screentone sustain above-balanced detail across the selected contexts.",Entry-volume six-page official sample only; broad white fields and quieter portraits prevent a uniform value 4.
