rakutenMatchId,candidateId,matchStatus,isbn,matchedTitle,editionKind,isRepresentative,sourceUrl,checkedAt,notes
rakuten-match-025c8ab93483a39c9330,candidate-025c8ab93483a39c9330,matched,9784575860016,ホストと社畜（1）,standard,true,https://books.rakuten.co.jp/rb/17888858/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003026."
rakuten-match-098b1781e14365eea667,candidate-098b1781e14365eea667,matched,9784065217771,うるわしの宵の月（1）,standard,true,https://books.rakuten.co.jp/rb/16517534/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001002014."
rakuten-match-0f3a44f5dcab9623d1be,candidate-0f3a44f5dcab9623d1be,matched,9784107717429,応天の門（1）,standard,true,https://books.rakuten.co.jp/rb/12689900/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003022."
rakuten-match-11d23966f22f777e95d0,candidate-11d23966f22f777e95d0,matched,9784091884114,のらみみ（1）,standard,true,https://books.rakuten.co.jp/rb/1619953/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003041."
rakuten-match-132ce7172750a3b1fa53,candidate-132ce7172750a3b1fa53,matched,9784047273818,ヒナまつり（1）,standard,true,https://books.rakuten.co.jp/rb/11229227/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003023."
rakuten-match-15dba4fdb46308ab45d7,candidate-15dba4fdb46308ab45d7,matched,9784088654393,駅から5分（1）,standard,true,https://books.rakuten.co.jp/rb/4969576/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001002011."
rakuten-match-188ba092c6195603bb3f,candidate-188ba092c6195603bb3f,matched,9784063729443,つらつらわらじ（1）,standard,true,https://books.rakuten.co.jp/rb/6707522/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003004."
rakuten-match-19c2017b33c07f48634e,candidate-19c2017b33c07f48634e,matched,9784047268685,ふうらい姉妹（第1巻）,standard,true,https://books.rakuten.co.jp/rb/6796833/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003023."
rakuten-match-1a6ad6771865b43c8516,candidate-1a6ad6771865b43c8516,matched,9784785926045,それでも町は廻っている（1）,standard,true,https://books.rakuten.co.jp/rb/3701295/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003049."
rakuten-match-1cdc6c5cca7c33fafe51,candidate-1cdc6c5cca7c33fafe51,matched,9784199501746,青空にとおく酒浸り（1）,standard,true,https://books.rakuten.co.jp/rb/6414362/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
