sourceItemId,sourceId,status,candidateId,workId,decisionRef
nippan-bookseller-recommendations-2025-010,nippan-bookseller-recommendations-2025,duplicate,candidate-025c8ab93483a39c9330,work-025c8ab93483a39c9330,mapping-c557b84e22cc60e1a8c2
tsugimanga-2025-comics-031,tsugimanga-2025-comics,included,candidate-025c8ab93483a39c9330,work-025c8ab93483a39c9330,mapping-2807a031a8264ecc0567
konomanga-2022-ranking-14,konomanga-2022-ranking,included,candidate-098b1781e14365eea667,work-098b1781e14365eea667,mapping-5c8fc26bdd35491ec2fc
tsugimanga-2021-comics-005,tsugimanga-2021-comics,duplicate,candidate-098b1781e14365eea667,work-098b1781e14365eea667,mapping-fa71eedbada8764cbe62
nippan-bookseller-recommendations-2016-010,nippan-bookseller-recommendations-2016,duplicate,candidate-0f3a44f5dcab9623d1be,work-0f3a44f5dcab9623d1be,mapping-c992543cb1e4dfb86cc7
tsugimanga-2015-comics-024,tsugimanga-2015-comics,included,candidate-0f3a44f5dcab9623d1be,work-0f3a44f5dcab9623d1be,mapping-36332f98ba05d2751df8
mangataisho-2008-142,mangataisho-2008,included,candidate-11d23966f22f777e95d0,work-11d23966f22f777e95d0,mapping-33ed80701453d29f61c9
mangataisho-2009-080,mangataisho-2009,duplicate,candidate-11d23966f22f777e95d0,work-11d23966f22f777e95d0,mapping-425e99b665aacdc2510b
mangataisho-2010-132,mangataisho-2010,duplicate,candidate-11d23966f22f777e95d0,work-11d23966f22f777e95d0,mapping-d4b43f78eda357a5dba1
mangataisho-2012-058,mangataisho-2012,included,candidate-132ce7172750a3b1fa53,work-132ce7172750a3b1fa53,mapping-554d9d7a520db61c12a5
mangataisho-2014-163,mangataisho-2014,duplicate,candidate-132ce7172750a3b1fa53,work-132ce7172750a3b1fa53,mapping-a433a9f97f9d3f8e094a
mangataisho-2015-134,mangataisho-2015,duplicate,candidate-132ce7172750a3b1fa53,work-132ce7172750a3b1fa53,mapping-9229ccbb00c26c177ac4
mangataisho-2008-096,mangataisho-2008,included,candidate-15dba4fdb46308ab45d7,work-15dba4fdb46308ab45d7,mapping-2172cd04e5198c833b5d
mangataisho-2009-115,mangataisho-2009,duplicate,candidate-15dba4fdb46308ab45d7,work-15dba4fdb46308ab45d7,mapping-888b98944953f60be976
mangataisho-2010-068,mangataisho-2010,duplicate,candidate-15dba4fdb46308ab45d7,work-15dba4fdb46308ab45d7,mapping-1f1777c95c80f6d3eb1d
mangataisho-2011-158,mangataisho-2011,included,candidate-188ba092c6195603bb3f,work-188ba092c6195603bb3f,mapping-e806a5e06c0a0f0a4f0d
mangataisho-2013-216,mangataisho-2013,duplicate,candidate-188ba092c6195603bb3f,work-188ba092c6195603bb3f,mapping-bf404b93671809f74713
mangataisho-2014-114,mangataisho-2014,duplicate,candidate-188ba092c6195603bb3f,work-188ba092c6195603bb3f,mapping-798166f0cb0818bc13f9
mangataisho-2011-131,mangataisho-2011,included,candidate-19c2017b33c07f48634e,work-19c2017b33c07f48634e,mapping-983680b891fc8a98eb7f
mangataisho-2012-051,mangataisho-2012,duplicate,candidate-19c2017b33c07f48634e,work-19c2017b33c07f48634e,mapping-5df2e6a2126fc62d58d4
mangataisho-2013-060,mangataisho-2013,duplicate,candidate-19c2017b33c07f48634e,work-19c2017b33c07f48634e,mapping-da188d70750faa955eb0
mangataisho-2008-102,mangataisho-2008,included,candidate-1a6ad6771865b43c8516,work-1a6ad6771865b43c8516,mapping-2d042c4a344d49cda40d
mangataisho-2009-157,mangataisho-2009,duplicate,candidate-1a6ad6771865b43c8516,work-1a6ad6771865b43c8516,mapping-5b9abac38940b4dfdb67
mangataisho-2010-130,mangataisho-2010,duplicate,candidate-1a6ad6771865b43c8516,work-1a6ad6771865b43c8516,mapping-adf8e974ed7fec6aa877
mangataisho-2011-029,mangataisho-2011,included,candidate-1cdc6c5cca7c33fafe51,work-1cdc6c5cca7c33fafe51,mapping-6d782c143375fdfbcb80
mangataisho-2012-178,mangataisho-2012,duplicate,candidate-1cdc6c5cca7c33fafe51,work-1cdc6c5cca7c33fafe51,mapping-450085f6097c3fa801ed
mangataisho-2013-185,mangataisho-2013,duplicate,candidate-1cdc6c5cca7c33fafe51,work-1cdc6c5cca7c33fafe51,mapping-9a0c8533abb0f7ef2252
mangataisho-2013-109,mangataisho-2013,included,candidate-23077ad33a2066bef5a6,work-23077ad33a2066bef5a6,mapping-0f77ad10b4e18af51127
mangataisho-2014-082,mangataisho-2014,duplicate,candidate-23077ad33a2066bef5a6,work-23077ad33a2066bef5a6,mapping-552d25c31f1b2b79bd08
shogakukan-manga-award-61-005,shogakukan-manga-award-61,duplicate,candidate-23077ad33a2066bef5a6,work-23077ad33a2066bef5a6,mapping-8012d40639d3ad3c1557
mangataisho-2013-112,mangataisho-2013,included,candidate-2356050c72240569e1c5,work-2356050c72240569e1c5,mapping-a341a73b6349c3758b94
mangataisho-2014-101,mangataisho-2014,duplicate,candidate-2356050c72240569e1c5,work-2356050c72240569e1c5,mapping-baaa529a2cbb045e6e14
mangataisho-2015-111,mangataisho-2015,duplicate,candidate-2356050c72240569e1c5,work-2356050c72240569e1c5,mapping-7ce9b94734f5f9c54980
mangataisho-2013-049,mangataisho-2013,included,candidate-2c4fe00df5255fc082f9,work-2c4fe00df5255fc082f9,mapping-ebdf076642fc378fcfbe
mangataisho-2014-059,mangataisho-2014,duplicate,candidate-2c4fe00df5255fc082f9,work-2c4fe00df5255fc082f9,mapping-6998524e2aec41ed01a7
mangataisho-2015-168,mangataisho-2015,duplicate,candidate-2c4fe00df5255fc082f9,work-2c4fe00df5255fc082f9,mapping-e163397269693555797f
nippan-bookseller-recommendations-2025-008,nippan-bookseller-recommendations-2025,duplicate,candidate-2d385ad0525742330e70,work-2d385ad0525742330e70,mapping-a2738f8c3b887031854a
tsugimanga-2024-comics-025,tsugimanga-2024-comics,included,candidate-2d385ad0525742330e70,work-2d385ad0525742330e70,mapping-f639c8214496baa5c358
nippan-bookseller-recommendations-2024-007,nippan-bookseller-recommendations-2024,duplicate,candidate-2df743e085adef5e9bd3,work-2df743e085adef5e9bd3,mapping-e9b516ef92259721c64b
tsugimanga-2024-comics-008,tsugimanga-2024-comics,included,candidate-2df743e085adef5e9bd3,work-2df743e085adef5e9bd3,mapping-f3d3bccf75630434463f
nippan-bookseller-recommendations-2025-011,nippan-bookseller-recommendations-2025,duplicate,candidate-2f1d1c3ad0f943f1562f,work-2f1d1c3ad0f943f1562f,mapping-69ee0201c6cf38dbf94a
tsugimanga-2024-comics-002,tsugimanga-2024-comics,included,candidate-2f1d1c3ad0f943f1562f,work-2f1d1c3ad0f943f1562f,mapping-2d280ed0e5fd5ca84133
mangataisho-2014-053,mangataisho-2014,duplicate,candidate-3713ab561de583d709bc,work-3713ab561de583d709bc,mapping-226ddfd56a0433ad2307
mangataisho-2015-081,mangataisho-2015,duplicate,candidate-3713ab561de583d709bc,work-3713ab561de583d709bc,mapping-7fe3180e04c855d09127
tsugimanga-2015-comics-021,tsugimanga-2015-comics,included,candidate-3713ab561de583d709bc,work-3713ab561de583d709bc,mapping-10dff6126f827d73cc1f
mangataisho-2010-116,mangataisho-2010,included,candidate-39c1a2b6791238827ed5,work-39c1a2b6791238827ed5,mapping-147b466728adbca0ad10
mangataisho-2011-116,mangataisho-2011,duplicate,candidate-39c1a2b6791238827ed5,work-39c1a2b6791238827ed5,mapping-7bf67f4bfa726db55f5a
mangataisho-2012-077,mangataisho-2012,duplicate,candidate-39c1a2b6791238827ed5,work-39c1a2b6791238827ed5,mapping-f203146960f4c2192f8e
konomanga-2020-ranking-33,konomanga-2020-ranking,included,candidate-3ad85a2ffdc026007d61,work-3ad85a2ffdc026007d61,mapping-d80f808396c4eacd616d
nippan-bookseller-recommendations-2020-004,nippan-bookseller-recommendations-2020,duplicate,candidate-3ad85a2ffdc026007d61,work-3ad85a2ffdc026007d61,mapping-4c85af7ea692f69d5d79
konomanga-2025-ranking-02,konomanga-2025-ranking,included,candidate-44d0000353478596369e,work-44d0000353478596369e,mapping-7f8c45d3a3739357fed1
mangataisho-2024-008,mangataisho-2024,duplicate,candidate-44d0000353478596369e,work-44d0000353478596369e,mapping-562cdcf66a785f919405
nippan-bookseller-recommendations-2021-006,nippan-bookseller-recommendations-2021,duplicate,candidate-53fb816835ab36e40a1f,work-53fb816835ab36e40a1f,mapping-bbb1cdd9e9026e1c8cc2
tsugimanga-2020-comics-006,tsugimanga-2020-comics,included,candidate-53fb816835ab36e40a1f,work-53fb816835ab36e40a1f,mapping-2d00efb9845f7b7c1e8d
nippan-bookseller-recommendations-2013-005,nippan-bookseller-recommendations-2013,included,candidate-62fbc6b2253b895e3a66,work-62fbc6b2253b895e3a66,mapping-e3cffe19ecd4057b8c29
shogakukan-manga-award-61-003,shogakukan-manga-award-61,duplicate,candidate-62fbc6b2253b895e3a66,work-62fbc6b2253b895e3a66,mapping-ee805d68eb8ae3b67db3
mangataisho-2008-115,mangataisho-2008,included,candidate-634f34830600e07d8f17,work-634f34830600e07d8f17,mapping-abb70bb1a13531f9e8a6
nippan-bookseller-recommendations-2008-004,nippan-bookseller-recommendations-2008,duplicate,candidate-634f34830600e07d8f17,work-634f34830600e07d8f17,mapping-ad19e32010e2a639fa2a
nippan-bookseller-recommendations-2026-015,nippan-bookseller-recommendations-2026,duplicate,candidate-65f856a6fa2078f21d2f,work-65f856a6fa2078f21d2f,mapping-fdc18030569928fe7836
tsugimanga-2026-comics-011,tsugimanga-2026-comics,included,candidate-65f856a6fa2078f21d2f,work-65f856a6fa2078f21d2f,mapping-bdaec866ac868a756fd6
konomanga-2022-ranking-01,konomanga-2022-ranking,included,candidate-741deb03d9f59e723929,work-741deb03d9f59e723929,mapping-8df11902ee2517a600ac
mangataisho-2022-002,mangataisho-2022,duplicate,candidate-741deb03d9f59e723929,work-741deb03d9f59e723929,mapping-07529d309e06631d60d3
konomanga-2020-ranking-22,konomanga-2020-ranking,included,candidate-7c8931bc010e2f28f7ec,work-7c8931bc010e2f28f7ec,mapping-73a436db673bfa5f69ef
