workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-7a4e7ba45413e1b8af34,青空エール,https://www.shueisha.co.jp/books/reader/main.php?cid=08846366846366345501,集英社 公式試し読み,officialPublisherInternalPreview,2012-06-15,2026-08-23,official electronic remaster vol1 has color-restoration changes and no official page-equivalence bridge to frozen original print ISBN 9784088463667,edition-unresolved-no-sampling,0,0,,false,false,unknown-ready,,Official remaster reader was accessible but the exact frozen original edition reader rejected the ISBN route; no remaster page was retained; all Art axes close unknown without blocker
work-7abb6e8396c5e1252173,甘々と稲妻,https://www.kodansha.co.jp/comic/products/0000047277/trial,講談社 公式試し読み,officialPublisherInternalPreview,2013-09-06,2026-08-23,official original vol1 trial product maps directly to frozen representative ISBN 9784063879179,accessible,6,3,reader-step-04;reader-step-08;reader-step-15,true,false,sample-ready,reader-step-04=ebfc5835ddbe0807f83c990b4cb6f9de9a5b5a5ef2731031afaeddc9169b685c;reader-step-08=783e321d28552ddb631418d3ca0f2fabd80fac691dda25dc169b162e82a3d3f3;reader-step-15=0ae426b6ef29451b4866d0fc2f8b799379925ad387b269f7694b21c7a3efdfbe,Count capped at six after threshold; home breakfast outdoor food exchange and school kitchen contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-81c561ca6bb74a301cf8,ライドンキング,https://www.kodansha.co.jp/comic/products/0000318782/trial,講談社 公式試し読み,officialPublisherInternalPreview,2019-01-09,2026-08-23,official original vol1 trial product maps directly to frozen representative ISBN 9784065142103,accessible,6,3,reader-step-04;reader-step-08;reader-step-15,true,false,sample-ready,reader-step-04=27b8642ff89ffa955ee2920eb1cd8be9e4d93f7f1c683077dc80824029a9af0c;reader-step-08=3d76b5b015f486593c6a61f254fc5b42c774c2a8252228f860205bc6b893d960;reader-step-15=77adfa1e92b40f2ccefbb83c2fe99f352ba2e4a51a2736f6d3adf423f03c9e41,Count capped at six after threshold; presidential identity transport transition and dragon-party encounter contexts are distinct; action fragments lacked a clearly bounded resolved endpoint so motion review remains closed
work-83510afea8d961aec880,俺はまだ本気出してないだけ,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091883770000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,2007-10-30,2026-08-23,digital original vol1 JDCN 091883770000d0000000 maps to frozen representative ISBN 9784091883773,accessible,6,3,printed-p004-p005;printed-p018-p019;printed-p028-p029,true,false,sample-ready,printed-p004-p005=b806c0b9f8ac06877cfd10a422d6c38f267cbe9536312854e8fb0982963f5f05;printed-p018-p019=cddc8a3f8cc5d0f74f52be238afee591ac8cf2bdebef84f36a52ba4638603c8e;printed-p028-p029=9e43895c5d4a9986dc670e5f0b9ab26178e35b0de024570dbaefb089eda31dee,Count capped at six after threshold; resignation and self-introduction family-home and father-confrontation contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-84a6a139c55f2760544e,僕の心のヤバイやつ,https://championcross.jp/episodes/b93aa70547cb2,秋田書店・チャンピオンクロス 公式第1話,officialPublisherInternalPreview,2018-12-07,2026-08-23,official Akita vol1 product ISBN 9784253226158 links to this episode and the episode page states that it is contained in vol1,accessible,6,3,episode-1-range-17;episode-1-range-13;episode-1-range-11,true,false,sample-ready,episode-1-range-17=3e612344b1d6105c571ade767874da5bac8309b5e0f82f8e7bfef3907cd86496;episode-1-range-13=f18b9701bfc0e1479c6d00374f5a46ee383234b3d2fced8fd2d4e27f479c3be2;episode-1-range-11=b2c88ca482702a59c1ff674667eb257a5e37e41636937712d0929a5b034b77ae,Count capped at six after threshold; opening classroom observation private library snacking and direct cutter-dispute contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-88e75622b83b794c03ac,山賊ダイアリー,https://www.kodansha.co.jp/comic/products/0000038783/trial,講談社 公式試し読み,officialPublisherInternalPreview,2011-12-22,2026-08-23,official original vol1 trial product maps directly to frozen representative ISBN 9784063523911,accessible,6,3,printed-p006-p007;printed-p014-p015;printed-p016-p017,true,false,sample-ready,printed-p006-p007=e6014e2a88ce2381c6af962479a7bcdb600f081ba75096e282b70041ed6ffeea;printed-p014-p015=06502bcc01517a16e028719d2f2faab78a2f6a1346b0947bbc744be820df98af;printed-p016-p017=10be96e33fd033f3b2cc13dd728738962770bd3e1e0030d2a77c2a7096751bbf,Count capped at six after threshold; childhood rural history live bird hunting and firearm-permit acquisition contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-9036a98c069b5ef8cd54,よふかしのうた,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091294920000d0000000,小学館eコミックストア 公式試し読み,officialPublisherInternalPreview,2019-11-18,2026-08-23,digital original vol1 JDCN 091294920000d0000000 maps to frozen representative ISBN 9784091294920,accessible,6,3,printed-p009-p010;printed-p017-p018;printed-p025-p026,true,false,sample-ready,printed-p009-p010=95e352cada50d7ce34e4f87cd45003b18e391b7de77db0cb07d3f8c8f9c2be3e;printed-p017-p018=3995fb782363612ec20fdb07c09d12a15d54609a1d956e37a1373b430f1105da;printed-p025-p026=13df73d8822be5d36dcd950b09057de231243e324025655c0564772fdf1b0fd7,Count capped at six after threshold; solitary night wandering first encounter and extended street interaction contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-98637340992f2f50107d,いつかティファニーで朝食を,https://www.shinchosha.co.jp/book/771677/,新潮社 公式商品ページ,officialPublisherProductPage,2012-09-07,2026-08-23,official original vol1 product maps directly to frozen representative ISBN 9784107716774,official-product-only,0,0,,false,false,unknown-ready,,Exact official product and edition were resolved but the page exposed no work-specific trial control or internal reader endpoint; the generic publisher trial catalog was not treated as a volume bridge; all Art axes close unknown without blocker
work-a25bac53b4757f13f21a,鬼灯の冷徹,https://www.kodansha.co.jp/comic/products/0000018223/trial,講談社 公式試し読み,officialPublisherInternalPreview,2011-05-23,2026-08-23,official original vol1 trial product maps directly to frozen representative ISBN 9784063870176,accessible,6,3,reader-step-04;reader-step-08;reader-step-15,true,false,sample-ready,reader-step-04=77abc356d539d4b5b84289c813b8eabf71b3e51960b963e16b778d1b9f775090;reader-step-08=2ae289cd016b10309ad482a5e66fa4574b0a5feb293ca8c8e993d2969ce38795;reader-step-15=45ac58e3d42810816164549ae52e5ee1d301eeacd9e1100a0f090277f87da53a,Count capped at six after threshold; hell administration workplace conflict and field-animal encounter contexts are distinct; no exact bounded continuous start-development-impact-end sequence was isolated
work-a4ca6e21e97927928e1a,喰う寝るふたり住むふたり,https://catalog.coamix.co.jp/kuuneru/,コアミックス 公式第1話,officialRightsholderInternalPreview,2012-02-25,2026-08-23,official 2012 five-volume series ID z_R0017 links the licensed Cmoa original-series listing whose vol1 ISBN is frozen 9784199801198 and selected asset prefix z_R0017_001 identifies vol1,accessible,6,3,page-004;page-005;page-011;page-012;page-016;page-017,true,false,sample-ready,page-004=bf0925dc0cce399c49ece7ebda58dd1230f77ad44dffac04a1140bb69d8cbb1d;page-005=81f81e8f815e2c5e55fa63b7520084894e1a5c6c414853d3b3c28268f891fa6b;page-011=7fe0684d1b1e4f299b346ac8c491bd8781714c91dbf39e83b203d6d880286e09;page-012=2c5cde8ef99abf69338faa245ce092cf2a04be0f1c9744c1eca23af79bb32e89;page-016=1186d12b468119a8f0e41b0c45054705b23c9911e9dabc4a933f041250d819d9;page-017=4b9d87b6abb34976bb50115fde46b31d0b096635cf35a11f56b432ef4dc0642d,Count capped at six after threshold; convenience-store relationship introduction workplace cooking and car-home cohabitation contexts are distinct; the 2021 shinsoban notice was excluded; no exact bounded continuous start-development-impact-end sequence was isolated
