position,workId,canonicalTitle
1,work-23a842306a70ec170a97,河畔の街のセリーヌ
2,work-24bb011dccc8c1dd20ce,あまんちゅ！
3,work-25f4d6c9c2735279f479,界変の魔法使い
4,work-26e7c545d71636545e18,ギャングース
5,work-28defed571261aa35b6d,クズの本懐
6,work-28ffbc90daf057b04687,僕の妻は感情がない
7,work-2922260bc2a45296514e,ワンダンス
8,work-2aa625102f57ef93a165,あるいとう
9,work-2d1408ff9b83acc27724,極道めし
10,work-2d99fb3c7efc4377b312,将来的に死んでくれ
11,work-2dbe24f60dff41c46619,ゆうやみ特攻隊
12,work-2f799932ece28aa8c553,ゆゆ式
13,work-2fb1efb7a8cb7dfd9530,ラウンダバウト
14,work-3080de07cac432363d5b,関根くんの恋
15,work-31e7e4b93d21620f1717,嫁姑の拳
16,work-36ac9ec97c1b862d89be,デッドマウント・デスプレイ
17,work-39d82f0787d47d6a646d,紡ぐ乙女と大正の月
18,work-3a4997017286df8424e0,球場ラヴァーズ
19,work-3a5840cbcd674ef84e3e,にがくてあまい
20,work-3a5be382f1399b15f4fb,弁護士のくず
21,work-3a5c2d4efe50fc0e21cb,あかね噺
22,work-3d0b058e9dd53c35b8df,ベイビー車中ハッカーズ
23,work-3e7b404d33100c796578,午前３時の危険地帯
24,work-3ef22ee69f47872ee65a,お近づきになりたい宮膳さん
25,work-3fc9f063116166ca75a2,ぬるめた
26,work-40e3fe023da8766aeedb,ヤニねこ
27,work-41c8f07c2ed444461a1b,日々蝶々
28,work-4402b3de64e66a9a0139,エバタのロック
29,work-477a6d9e4194575e5a94,死にたがりと雲雀
30,work-498772ec1afff132af28,春の嵐とモンスター
31,work-49af41f47417b01de20e,テガミバチ
32,work-49c0073fd735f54ab8e2,懲役３３９年
33,work-4b4e6afc71e786d97bac,自殺島
34,work-4c519b1e8a421d123fef,月影ベイベ
35,work-4da37cd884e6077f2072,舞妓さんちのまかないさん
36,work-4e0f63e18e219a3dfe32,トニカクカワイイ
37,work-4e60b9906a3188ec9209,履いてください、鷹峰さん
38,work-4f5a5e1c022ed0efcd6e,デボネア・ドライブ
39,work-4ff04bf87231d4574769,Ｉ【アイ】
40,work-50622a5e07468f8c0df9,イノサン
41,work-521d1f38e767ab1d4af4,悪魔とラブソング
42,work-5340c060bb9129c1df57,金剛寺さんは面倒臭い
43,work-53f05f63e741cd17ee72,ドッグスレッド
44,work-54bf1699bfd014afa208,ウィッチウォッチ
45,work-557c4ffa7e2888066c1d,あそびあい
46,work-567d2c0eeaaaa26dfe60,キーチＶＳ
47,work-5aa2f441d3b351430f31,俺様ティーチャー
48,work-5ad2d778cc989ba7fd2a,富士山さんは思春期
49,work-5c087d77d180e30fe3dd,恋せよまやかし天使ども
50,work-5d28fafc5980b72c39b6,からん
