id,workId,targetType,targetId,sourceType,sourceUrl,fetchedAt,extractorVersion,reviewedByHuman,confidence,notes
ev-batch-005-text-work-0cf463005cc77eeded8e,work-0cf463005cc77eeded8e,work,work-0cf463005cc77eeded8e,model,https://magazine.jp.square-enix.com/top/comics/detail/9784757579620/,2026-08-25T00:00:00+09:00,batch-005-text-overlay-v1,false,0.72,"reviewedByHuman=false; primary source lead/index=スクウェア・エニックス 공식 상품 페이지 — 黄泉のツガイ 1; source published=2022-06-10; retrieved=2026-08-25; the sourceUrl is a research lead/index and is not asserted as the sole support for every Axis or Theme. Supporting official, annotation, review, and adjudication packets are immutably bound under final-overlay-validation.json inputBindings; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a. Official-first entry-range research, independent Pass B, and Local Codex Pass C were combined claim by claim. Repeated bounded independent community observations may support text or Art claims only where recorded; selection provenance was not reused as Factor evidence."
ev-batch-005-art-work-0cf463005cc77eeded8e-art-realism,work-0cf463005cc77eeded8e,axis,artRealism,publisher,https://magazine.jp.square-enix.com/gangan/tcym/yomitsuga_01/,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,0.90,reviewedByHuman=false; source=スクウェア・エニックス 公式ガンガンオンライン 第1話試し読み; published=2022-06-10; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Entry-episode six-page official sample only; realistic scenery does not displace the general stylization anchor across character-focused panels.; opening/title splash pages 001-003 were excluded; selected pages show mountain; village; home; and roadside contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated; temporary sample SHA-256=a1a800a80b148a9d7390424ab928fff444103f092395770b867c78d174091581;26e377482f71d52c810f3d8071da50c980794f430e4415167170e3bd447af5f7;bc5ea67eb63c550ee68074459cd5ac0a465a6b80f7438333545e50923cea6a26;81d0016ad65e213677e244763a1ac8d5880388023c974a668544c1c5a94ffb44;e90708b08126b297f536b1246143dc00669b3e5a80c8eb2f561fdc1fc76394f9;8563a3a2ed84c193016eb490db857a14f384655388855a98957255fcf8e273cd. Temporary images and paths are not committed.
ev-batch-005-art-work-0cf463005cc77eeded8e-art-density,work-0cf463005cc77eeded8e,axis,artDensity,publisher,https://magazine.jp.square-enix.com/gangan/tcym/yomitsuga_01/,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,0.92,reviewedByHuman=false; source=スクウェア・エニックス 公式ガンガンオンライン 第1話試し読み; published=2022-06-10; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Entry-episode six-page official sample only; broad sky and white dialogue fields prevent the high-density value 4 endpoint.; opening/title splash pages 001-003 were excluded; selected pages show mountain; village; home; and roadside contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated; temporary sample SHA-256=a1a800a80b148a9d7390424ab928fff444103f092395770b867c78d174091581;26e377482f71d52c810f3d8071da50c980794f430e4415167170e3bd447af5f7;bc5ea67eb63c550ee68074459cd5ac0a465a6b80f7438333545e50923cea6a26;81d0016ad65e213677e244763a1ac8d5880388023c974a668544c1c5a94ffb44;e90708b08126b297f536b1246143dc00669b3e5a80c8eb2f561fdc1fc76394f9;8563a3a2ed84c193016eb490db857a14f384655388855a98957255fcf8e273cd. Temporary images and paths are not committed.
ev-batch-005-art-work-0cf463005cc77eeded8e-visual-softness,work-0cf463005cc77eeded8e,axis,visualSoftness,publisher,https://magazine.jp.square-enix.com/gangan/tcym/yomitsuga_01/,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,0.90,reviewedByHuman=false; source=スクウェア・エニックス 公式ガンガンオンライン 第1話試し読み; published=2022-06-10; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Entry-episode six-page official sample only; neither soft polish nor rough angular treatment dominates consistently.; opening/title splash pages 001-003 were excluded; selected pages show mountain; village; home; and roadside contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated; temporary sample SHA-256=a1a800a80b148a9d7390424ab928fff444103f092395770b867c78d174091581;26e377482f71d52c810f3d8071da50c980794f430e4415167170e3bd447af5f7;bc5ea67eb63c550ee68074459cd5ac0a465a6b80f7438333545e50923cea6a26;81d0016ad65e213677e244763a1ac8d5880388023c974a668544c1c5a94ffb44;e90708b08126b297f536b1246143dc00669b3e5a80c8eb2f561fdc1fc76394f9;8563a3a2ed84c193016eb490db857a14f384655388855a98957255fcf8e273cd. Temporary images and paths are not committed.
ev-batch-005-art-work-0cf463005cc77eeded8e-motion-impact,work-0cf463005cc77eeded8e,axis,motionImpact,publisher,https://magazine.jp.square-enix.com/gangan/tcym/yomitsuga_01/,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,1,reviewedByHuman=false; source=スクウェア・エニックス 公式ガンガンオンライン 第1話試し読み; published=2022-06-10; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.; opening/title splash pages 001-003 were excluded; selected pages show mountain; village; home; and roadside contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated; temporary sample SHA-256=a1a800a80b148a9d7390424ab928fff444103f092395770b867c78d174091581;26e377482f71d52c810f3d8071da50c980794f430e4415167170e3bd447af5f7;bc5ea67eb63c550ee68074459cd5ac0a465a6b80f7438333545e50923cea6a26;81d0016ad65e213677e244763a1ac8d5880388023c974a668544c1c5a94ffb44;e90708b08126b297f536b1246143dc00669b3e5a80c8eb2f561fdc1fc76394f9;8563a3a2ed84c193016eb490db857a14f384655388855a98957255fcf8e273cd. Temporary images and paths are not committed.
ev-batch-005-text-work-0ede6921b81169dc2dda,work-0ede6921b81169dc2dda,work,work-0ede6921b81169dc2dda,model,https://www.kodansha.co.jp/comic/products/0000019901,2026-08-25T00:00:00+09:00,batch-005-text-overlay-v1,false,0.72,"reviewedByHuman=false; primary source lead/index=講談社 공식 상품 페이지 — 不滅のあなたへ 1; source published=2017-01-17; retrieved=2026-08-25; the sourceUrl is a research lead/index and is not asserted as the sole support for every Axis or Theme. Supporting official, annotation, review, and adjudication packets are immutably bound under final-overlay-validation.json inputBindings; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a. Official-first entry-range research, independent Pass B, and Local Codex Pass C were combined claim by claim. Repeated bounded independent community observations may support text or Art claims only where recorded; selection provenance was not reused as Factor evidence."
ev-batch-005-art-work-0ede6921b81169dc2dda-art-realism,work-0ede6921b81169dc2dda,axis,artRealism,publisher,https://pocket.shonenmagazine.com/title/00211/episode/154357,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,0.90,reviewedByHuman=false; source=マガポケ 公式第1話試し読み（講談社 product-linked）; published=2017-01-17; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Entry-episode six-page official sample only; persistent stylization prevents the realistic value 4 endpoint.; no exact bounded continuous start-development-impact-resolved sequence was isolated; the exact Pocket episode's later lazy-loaded canvases 9-12 add four readable body pages; six body pages span snowy wilderness and inhabited/human contexts; cover; advertorial; blank/logo; and chapter/title opening canvases were excluded; temporary sample SHA-256=ca2ad02952875e9b4e9967396354f688172faaf5bdf6a8604821f0a212293c75;9f7ade66489c7d6e62d43c975de3365638bff2f1b91ea90803cbe8540d14d7ec;b0ceaed904ef661a9990b983493076a7b612624f48b5f9a76de4c5430cb235e8;df0466099acf3b47809010ab8506eb01bd0ad599b8fc26cff66a689a80e6b58e;1f69d1ae2e2181cf656a120f0952088e260b2e05f1039ae2e7e8c0275bb01dbe;733d8388fa2f40a44ce1e87d72516e86cc24bc913b3fae434f1f45430f9aaeb3. Temporary images and paths are not committed.
ev-batch-005-art-work-0ede6921b81169dc2dda-art-density,work-0ede6921b81169dc2dda,axis,artDensity,publisher,https://pocket.shonenmagazine.com/title/00211/episode/154357,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,0.90,reviewedByHuman=false; source=マガポケ 公式第1話試し読み（講談社 product-linked）; published=2017-01-17; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Entry-episode six-page official sample only; animal texture and inhabited settings prevent the sparse value 0 endpoint.; no exact bounded continuous start-development-impact-resolved sequence was isolated; the exact Pocket episode's later lazy-loaded canvases 9-12 add four readable body pages; six body pages span snowy wilderness and inhabited/human contexts; cover; advertorial; blank/logo; and chapter/title opening canvases were excluded; temporary sample SHA-256=ca2ad02952875e9b4e9967396354f688172faaf5bdf6a8604821f0a212293c75;9f7ade66489c7d6e62d43c975de3365638bff2f1b91ea90803cbe8540d14d7ec;b0ceaed904ef661a9990b983493076a7b612624f48b5f9a76de4c5430cb235e8;df0466099acf3b47809010ab8506eb01bd0ad599b8fc26cff66a689a80e6b58e;1f69d1ae2e2181cf656a120f0952088e260b2e05f1039ae2e7e8c0275bb01dbe;733d8388fa2f40a44ce1e87d72516e86cc24bc913b3fae434f1f45430f9aaeb3. Temporary images and paths are not committed.
ev-batch-005-art-work-0ede6921b81169dc2dda-visual-softness,work-0ede6921b81169dc2dda,axis,visualSoftness,publisher,https://pocket.shonenmagazine.com/title/00211/episode/154357,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,0.90,reviewedByHuman=false; source=マガポケ 公式第1話試し読み（講談社 product-linked）; published=2017-01-17; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Entry-episode six-page official sample only; coarse snow hatching and darker deterioration marks prevent the consistently soft value 4 endpoint.; no exact bounded continuous start-development-impact-resolved sequence was isolated; the exact Pocket episode's later lazy-loaded canvases 9-12 add four readable body pages; six body pages span snowy wilderness and inhabited/human contexts; cover; advertorial; blank/logo; and chapter/title opening canvases were excluded; temporary sample SHA-256=ca2ad02952875e9b4e9967396354f688172faaf5bdf6a8604821f0a212293c75;9f7ade66489c7d6e62d43c975de3365638bff2f1b91ea90803cbe8540d14d7ec;b0ceaed904ef661a9990b983493076a7b612624f48b5f9a76de4c5430cb235e8;df0466099acf3b47809010ab8506eb01bd0ad599b8fc26cff66a689a80e6b58e;1f69d1ae2e2181cf656a120f0952088e260b2e05f1039ae2e7e8c0275bb01dbe;733d8388fa2f40a44ce1e87d72516e86cc24bc913b3fae434f1f45430f9aaeb3. Temporary images and paths are not committed.
ev-batch-005-art-work-0ede6921b81169dc2dda-motion-impact,work-0ede6921b81169dc2dda,axis,motionImpact,publisher,https://pocket.shonenmagazine.com/title/00211/episode/154357,2026-08-25T00:00:00+09:00,batch-005-art-overlay-v1,false,1,reviewedByHuman=false; source=マガポケ 公式第1話試し読み（講談社 product-linked）; published=2017-01-17; retrieved=2026-08-25; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=aa044484a0e2932098e6653b1aa40c6a4a51c7a3ba1cd6796b6a0336bc41cc5a; Preflight motionGateAttemptable=false; no exact start-development-impact-resolved sequence; unknown is not low.; no exact bounded continuous start-development-impact-resolved sequence was isolated; the exact Pocket episode's later lazy-loaded canvases 9-12 add four readable body pages; six body pages span snowy wilderness and inhabited/human contexts; cover; advertorial; blank/logo; and chapter/title opening canvases were excluded; temporary sample SHA-256=ca2ad02952875e9b4e9967396354f688172faaf5bdf6a8604821f0a212293c75;9f7ade66489c7d6e62d43c975de3365638bff2f1b91ea90803cbe8540d14d7ec;b0ceaed904ef661a9990b983493076a7b612624f48b5f9a76de4c5430cb235e8;df0466099acf3b47809010ab8506eb01bd0ad599b8fc26cff66a689a80e6b58e;1f69d1ae2e2181cf656a120f0952088e260b2e05f1039ae2e7e8c0275bb01dbe;733d8388fa2f40a44ce1e87d72516e86cc24bc913b3fae434f1f45430f9aaeb3. Temporary images and paths are not committed.
