position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
"1","work-196f917715fbb17d4d0f","貧乏神が！","action;comedy;fantasy","combat:1:0.72;foundFamily:1:0.62","2","2","0","2","2","2","2","2","4","2","2","2","2","0.80","Official Rakuten Books representative product for 貧乏神が！","https://books.rakuten.co.jp/rb/5890604/","2009","2026-08-26","https://booklive.jp/review/list/title_id/172304/vol_no/001","","빈보신이! 만화 리뷰;빈보가미가 만화 리뷰","초반 1~3권 범위에서 공식 Rakuten 상품문구와 BookLive 1권 직접 리뷰를 대조했다. 행운 과잉 여고생 이치코와 운을 조정하려는 빈곤신 모미지가 충돌하며 개그와 액션이 반복되고 이치코의 인간적 성장이 이어진다는 본문을 확인했다. 한국어 한글명 검색(빈보신이! 만화 리뷰;빈보가미가 만화 리뷰)을 수행했지만 작품별 직접 KR 본문은 확보하지 못해 URL은 비웠다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;comedy=4;darkness=2;mentalStress=2;romance=2;emotionalWarmth=2. Art는 선택 축으로 평가하지 않았다."
"2","work-19914389b95a96a94e2b","グリーングリーングリーンズ","sports;sliceOfLife","sportsCompetition:2:0.88;school:1:0.70","2","2","unknown","2","unknown","2","2","2","2","unknown","2","unknown","2","0.68","Official Rakuten Books representative product for グリーングリーングリーンズ","https://books.rakuten.co.jp/rb/17828933/","2024-08-28","2026-08-26","https://jdmgajdmga.hatenablog.com/entry/2023/11/27/032543","","그린 그린 그린즈 만화 리뷰;그린그린그린즈 리뷰","초반 1~3화 관찰: 코하쿠가 골프를 접하고 멘토의 조언으로 연습·선택을 이어가는 청춘 골프 진입부다. 공식 Rakuten 상품(https://books.rakuten.co.jp/rb/17828933/)을 판본 기준으로 삼았다. 일본 독립 리뷰(https://jdmgajdmga.hatenablog.com/entry/2023/11/27/032543)를 직접 확인해 골프 경기와 성장 도입을 교차했다. 한국어 직접 리뷰는 없어 URL을 비웠다. 값 근거(progression=2; problemSolving=2; pacing=2; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=2; mentalStress=2; emotionalWarmth=2): 각 토큰은 위 관찰 범위에 한정한다. Art는 선택 축으로 평가하지 않았다."
"3","work-1998a3621df8e8cb4b95","暁のヨナ","fantasy;romance;action","adventure:2:0.78;politics:1:0.68;foundFamily:1:0.72","2","2","2","4","2","4","4","4","2","2","2","4","2","0.84","Official Rakuten Books representative product for 暁のヨナ","https://books.rakuten.co.jp/rb/6272839/","2012","2026-08-26","https://booklive.jp/review/list/title_id/200982/vol_no/001","https://m.yes24.com/Goods/Review/5948422","새벽의 연화 만화 리뷰;아카츠키노 요나 리뷰","초반 1~3권 범위에서 공식 Rakuten 상품문구와 BookLive 1권 직접 리뷰 및 YES24 1권 한국어 리뷰를 대조했다. 공주 요나가 쿠데타로 아버지를 잃고 하크와 도주하며 동료를 모으고 왕국의 비밀과 정치적 충돌을 겪는 진입부를 확인했다. 한국어 한글명 검색(새벽의 연화 만화 리뷰;아카츠키노 요나 리뷰)을 수행했고 YES24 1권 직접 본문을 보존했다. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=4;mysteryReveal=2;worldBuilding=4;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=2;mentalStress=2;romance=4;emotionalWarmth=2. Art는 선택 축으로 평가하지 않았다."
"4","work-19bf120239dd0661fdc0","SKET DANCE","comedy;sliceOfLife","school:2:0.92;foundFamily:2:0.82","2","2","unknown","2","2","2","4","4","4","2","2","unknown","4","0.80","Official Rakuten Books representative product for SKET DANCE","https://books.rakuten.co.jp/rb/4969587/","2009","2026-08-26","https://asiamoth.com/200711092352/","https://keepforreview.tistory.com/53","스켓 댄스 만화 리뷰;스켓댄스 리뷰","초반 1~3권 관찰: 스켓단 세 명이 학교 학생들의 의뢰를 받아 해결하며 개그와 진지한 사연 에피소드가 교차한다. 공식 Rakuten 상품(https://books.rakuten.co.jp/rb/4969587/)이 대표 권을 고정한다. 일본 독립 리뷰(https://asiamoth.com/200711092352/)와 한국어 개별 리뷰(https://keepforreview.tistory.com/53)를 직접 확인했다. 값 근거(progression=2; problemSolving=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=2; mentalStress=2; emotionalWarmth=4): 의뢰·동아리·군상 관계의 반복만 반영했다. Art는 선택 축으로 평가하지 않았다."
"5","work-19c3e776eecdbd1e2d8f","ホテルポパン","sliceOfLife","workplace:2:0.90;foundFamily:2:0.84","2","2","0","2","2","2","4","4","2","2","2","unknown","4","0.86","Official Rakuten Books representative product for ホテルポパン","https://books.rakuten.co.jp/rb/12134676/","2013","2026-08-26","https://booklive.jp/review/list/title_id/704947/vol_no/001","","호텔 포팡 만화 리뷰;호텔 포판 리뷰","초반 1~3권 범위에서 공식 Rakuten 상품과 BookWalker 상품 소개(https://bookwalker.jp/series/235452/) 및 BookLive 1권 직접 리뷰를 대조했다. 산속 호텔에서 일하는 직원과 나츠가 팀으로 손님을 맞이하고 각자의 복잡한 과거와 회복을 드러내는 성인 군상극이라는 문구와 리뷰를 확인했다. 한국어 한글명 검색(호텔 포팡 만화 리뷰 후기;호텔 포판 리뷰)을 수행했지만 작품별 직접 KR 본문은 확보하지 못해 URL은 비웠다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=2;mentalStress=2;emotionalWarmth=4. romance는 초반 직접 근거가 부족해 unknown으로 유지했다. Art는 선택 축으로 평가하지 않았다."
"6","work-19f7ccc2693b36d742e4","グラゼニ","sports;comedy","sportsCompetition:2:0.90;workplace:2:0.86","2","2","2","2","unknown","2","2","2","2","2","2","unknown","unknown","0.80","Official Rakuten Books representative product for グラゼニ","https://books.rakuten.co.jp/rb/11169418/","2012","2026-08-26","https://nakano-laboratory.hatenablog.com/entry/2016/04/01/144309","","그라제니 만화 리뷰;그라제니 야구 만화 리뷰","초반 1~3권 범위에서 공식 Rakuten 상품과 나카노 실험실 1권 직접 리뷰를 대조했다. 프로 중계 투수 반다 신노스케가 연봉과 세금 및 은퇴 후 진로를 계산하며 직업 야구의 제약 속에서 커리어를 판단하는 내용과 현실적 금전 압박을 확인했다. 한국어 한글명 검색(그라제니 야구 만화 리뷰;그라제니 만화 리뷰)을 수행했지만 작품별 직접 KR 본문은 확보하지 못해 URL은 비웠다. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=2;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;comedy=2;darkness=2;mentalStress=2. mysteryReveal와 romance 및 emotionalWarmth는 초반 직접 근거가 부족해 unknown으로 유지했다. Art는 선택 축으로 평가하지 않았다."
"7","work-1a084f8d1e59ba8ed260","空想郵便局","fantasy;sliceOfLife","workplace:2:0.82","2","2","0","2","2","2","4","4","2","2","2","unknown","4","0.82","Official Rakuten Books representative product for 空想郵便局","https://books.rakuten.co.jp/rb/11658804/","2013","2026-08-26","https://booklive.jp/review/list/title_id/221770/vol_no/001","","공상 우체국 만화 리뷰;쿠소 유빙국 리뷰","초반 1~3권 범위에서 공식 Rakuten 상품과 BookLive 1권 직접 리뷰 및 Konomanga 작품 소개를 대조했다. 교통사고로 혼수상태가 된 고교생 마코토가 생환을 위해 기적을 배달하는 사후와 현실의 업무를 맡고 수취인에게 희망과 행복을 전달하며 자신의 삶과 가치관을 다시 묻는 에피소드 구조를 확인했다. 한국어 한글명 검색(공상 우체국 만화 리뷰;쿠소 유빙국 리뷰)을 수행했지만 작품별 직접 KR 본문은 확보하지 못해 URL은 비웠다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=2;mentalStress=2;emotionalWarmth=4. romance는 초반 직접 근거가 부족해 unknown으로 유지했다. Art는 선택 축으로 평가하지 않았다."
"8","work-1a3c3749e3db82bec0a4","さすらいアフロ田中","comedy;sliceOfLife","exploration:1:0.68;workplace:1:0.58","2","unknown","0","4","unknown","2","4","4","4","2","2","2","2","0.80","Official Rakuten Books representative product for さすらいアフロ田中","https://books.rakuten.co.jp/rb/6644746/","2012","2026-08-26","https://booklive.jp/review/list/title_id/183083/vol_no/001?spoiler=1","","방랑 아프로 다나카 만화 리뷰;사스라이 아프로 다나카 리뷰","초반 1~3권 범위에서 공식 Rakuten 상품과 BookLive 1권 직접 리뷰를 대조했다. 실연으로 상처 입은 평범한 계약직 청년 다나카가 인생 리셋을 위해 즉흥적으로 여행을 떠나고 장소와 관계를 바꾸며 자조 개그와 쓸쓸함을 반복하는 진입부를 확인했다. 한국어 한글명 검색(방랑 아프로 다나카 만화 리뷰;사스라이 아프로 다나카 리뷰)을 수행했지만 작품별 직접 KR 본문은 확보하지 못해 URL은 비웠다. Conservative mappings: progression=2;strategy=0;pacing=4;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=4;darkness=2;mentalStress=2;romance=2;emotionalWarmth=2. problemSolving와 mysteryReveal는 초반 직접 근거가 부족해 unknown으로 유지했다. Art는 선택 축으로 평가하지 않았다."
"9","work-1a4f3079592a2bf3e9ab","ACONY","fantasy;horror;comedy","foundFamily:1:0.62","2","2","0","2","2","2","4","4","2","2","2","unknown","2","0.82","Official Rakuten Books representative product for ACONY","https://books.rakuten.co.jp/rb/5996495/","2011","2026-08-26","https://booklive.jp/review/list/title_id/60011828/vol_no/001","","아코니 만화 리뷰;ACONY 만화 1권 리뷰","초반 1~3권 범위에서 공식 Rakuten 상품과 BookLive 1권 직접 리뷰를 대조했다. 70년 된 시키미노 아파트로 이사 온 소년과 불가사의한 아코니 및 유령과 요괴 같은 주민들의 생활과 각자의 드라마가 시작되며 가벼운 유머와 호러 고딕 분위기가 공존한다는 본문을 확인했다. 한국어 한글명 검색(아코니 만화 리뷰;ACONY 만화 1권 리뷰)을 수행했지만 작품별 직접 KR 본문은 확보하지 못해 URL은 비웠다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=2;mentalStress=2;emotionalWarmth=2. romance는 초반 직접 근거가 부족해 unknown으로 유지했다. foundFamily는 아파트 주민 공동체의 반복 유대에만 중심성 1로 보수 적용했다. Art는 선택 축으로 평가하지 않았다."
"10","work-1aaf3b559f7d9c7f85e3","死後出版","sliceOfLife","workplace:2:0.90","2","unknown","unknown","2","2","2","4","4","unknown","2","2","unknown","2","0.74","Official Rakuten Books representative product for 死後出版","https://books.rakuten.co.jp/rb/17517038/","2024-08-28","2026-08-26","https://manba.co.jp/topics/52622","","사후 출판 만화 리뷰;시고 출판 리뷰","초반 1~3권 관찰: 작가 사후 원고를 보관하는 출판사와 편집자의 업무를 통해 미완성 원고와 인간 사연을 에피소드로 다룬다. 공식 Rakuten 상품(https://books.rakuten.co.jp/rb/17517038/)이 대표 권을 고정한다. 일본 독립 작품·리뷰 페이지(https://manba.co.jp/topics/52622)를 직접 확인했지만 한국어 직접 결과는 없었다. 값 근거(progression=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; darkness=2; mentalStress=2; emotionalWarmth=2): 출판 업무·원고 비밀·관계 드라마의 초반 관찰만 반영했다. Art는 선택 축으로 평가하지 않았다."
