id,workId,targetType,targetId,sourceType,sourceUrl,fetchedAt,extractorVersion,reviewedByHuman,confidence,notes
ev-batch-002-text-work-02d5d329c9ef85e481cb,work-02d5d329c9ef85e481cb,work,work-02d5d329c9ef85e481cb,model,https://e-comi.shogakukan.co.jp/books/091800710000d0000000,2026-08-23T00:00:00+09:00,batch-002-text-overlay-v1,false,0.68,"reviewedByHuman=false; primary source lead/index=小学館eコミックストア のたり松太郎 1권 작품 페이지; source published=undated; retrieved=2026-08-23; the sourceUrl is a research lead/index and is not asserted as the sole support for every Axis or Theme. Supporting official, annotation, review, and adjudication packets are immutably bound under final-overlay-validation.json inputBindings; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f. Official-first entry-range research, independent Pass B, and Local Codex Pass C were combined claim by claim. Multiple independent user observations were supplemental only where recorded; selection provenance was not reused as Factor evidence."
ev-batch-002-art-work-02d5d329c9ef85e481cb-art-realism,work-02d5d329c9ef85e481cb,axis,artRealism,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091800710000d0000000,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,0.86,reviewedByHuman=false; source=小学館eコミックストア; published=undated; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; The digital viewer exposes deterministic step refs rather than printed folios and only six pages were sampled.; Count capped at six after threshold; print folios are not rendered so deterministic reader-step refs are used; official page exposes no release date; no bounded motion sequence isolated; temporary sample SHA-256=e9244590ce5fa604b8716085f13633fdf2e78cfbdf79d9214bb4fe1ddf3b3ae4;4b46b3ca753a3d3a7f6056181ee038b0b20cbc275e1e75ead1db583b100d4d65;a563ce13f1fb9e494759e7c021627e2d9d067c3758c7e49f661318fc4ab8361a. Temporary images and paths are not committed.
ev-batch-002-art-work-02d5d329c9ef85e481cb-art-density,work-02d5d329c9ef85e481cb,axis,artDensity,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091800710000d0000000,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,0.95,reviewedByHuman=false; source=小学館eコミックストア; published=undated; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; The value is sample-bounded rather than a claim about every volume-one page.; Count capped at six after threshold; print folios are not rendered so deterministic reader-step refs are used; official page exposes no release date; no bounded motion sequence isolated; temporary sample SHA-256=e9244590ce5fa604b8716085f13633fdf2e78cfbdf79d9214bb4fe1ddf3b3ae4;4b46b3ca753a3d3a7f6056181ee038b0b20cbc275e1e75ead1db583b100d4d65;a563ce13f1fb9e494759e7c021627e2d9d067c3758c7e49f661318fc4ab8361a. Temporary images and paths are not committed.
ev-batch-002-art-work-02d5d329c9ef85e481cb-visual-softness,work-02d5d329c9ef85e481cb,axis,visualSoftness,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091800710000d0000000,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,0.94,reviewedByHuman=false; source=小学館eコミックストア; published=undated; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; Color visible in part of one spread was not used to infer softness beyond the drawn contours and rendering.; Count capped at six after threshold; print folios are not rendered so deterministic reader-step refs are used; official page exposes no release date; no bounded motion sequence isolated; temporary sample SHA-256=e9244590ce5fa604b8716085f13633fdf2e78cfbdf79d9214bb4fe1ddf3b3ae4;4b46b3ca753a3d3a7f6056181ee038b0b20cbc275e1e75ead1db583b100d4d65;a563ce13f1fb9e494759e7c021627e2d9d067c3758c7e49f661318fc4ab8361a. Temporary images and paths are not committed.
ev-batch-002-art-work-02d5d329c9ef85e481cb-motion-impact,work-02d5d329c9ef85e481cb,axis,motionImpact,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091800710000d0000000,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,1,reviewedByHuman=false; source=小学館eコミックストア; published=undated; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; Unknown is not a low score and can reopen only with a more completely bounded sequence.; Count capped at six after threshold; print folios are not rendered so deterministic reader-step refs are used; official page exposes no release date; no bounded motion sequence isolated; temporary sample SHA-256=e9244590ce5fa604b8716085f13633fdf2e78cfbdf79d9214bb4fe1ddf3b3ae4;4b46b3ca753a3d3a7f6056181ee038b0b20cbc275e1e75ead1db583b100d4d65;a563ce13f1fb9e494759e7c021627e2d9d067c3758c7e49f661318fc4ab8361a. Temporary images and paths are not committed.
ev-batch-002-text-work-089947c5303024841fef,work-089947c5303024841fef,work,work-089947c5303024841fef,model,https://www.shueisha.co.jp/books/items/contents.html?jdcn=08865501865501315501,2026-08-23T00:00:00+09:00,batch-002-text-overlay-v1,false,0.66,"reviewedByHuman=false; primary source lead/index=集英社 デカワンコ 1권 상품 페이지; source published=2008-10-17 (종이 단행본); 2012-06-29 (표시된 전자판 발매); retrieved=2026-08-23; the sourceUrl is a research lead/index and is not asserted as the sole support for every Axis or Theme. Supporting official, annotation, review, and adjudication packets are immutably bound under final-overlay-validation.json inputBindings; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f. Official-first entry-range research, independent Pass B, and Local Codex Pass C were combined claim by claim. Multiple independent user observations were supplemental only where recorded; selection provenance was not reused as Factor evidence."
ev-batch-002-art-work-089947c5303024841fef-art-realism,work-089947c5303024841fef,axis,artRealism,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=08865501865501315501,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,0.90,reviewedByHuman=false; source=集英社 公式試し読み; published=2012-06-29; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; The six pages cover two contexts and do not establish later-volume rendering.; Count capped at six after threshold; selected page groups are not continuous as one motion sequence; no bounded motion sequence isolated; temporary sample SHA-256=e70c28b902d74b708308a69c4123de3280d37f663d8da220ca1c6d4b4be951e6;f40c202aec15c1c55064c5538bd5468e04f418115e4a5002ebba8c2b82c774e6;7c1fe91e9d1e0ae7dd80274c179d942cb40f3f2f89cdbf4b83c5b4fd14468384. Temporary images and paths are not committed.
ev-batch-002-art-work-089947c5303024841fef-art-density,work-089947c5303024841fef,axis,artDensity,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=08865501865501315501,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,0.88,reviewedByHuman=false; source=集英社 公式試し読み; published=2012-06-29; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; The selected page groups are disjoint and density is assessed only across those six pages.; Count capped at six after threshold; selected page groups are not continuous as one motion sequence; no bounded motion sequence isolated; temporary sample SHA-256=e70c28b902d74b708308a69c4123de3280d37f663d8da220ca1c6d4b4be951e6;f40c202aec15c1c55064c5538bd5468e04f418115e4a5002ebba8c2b82c774e6;7c1fe91e9d1e0ae7dd80274c179d942cb40f3f2f89cdbf4b83c5b4fd14468384. Temporary images and paths are not committed.
ev-batch-002-art-work-089947c5303024841fef-visual-softness,work-089947c5303024841fef,axis,visualSoftness,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=08865501865501315501,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,0.86,reviewedByHuman=false; source=集英社 公式試し読み; published=2012-06-29; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; Neither the polished lead figures nor the caricatured supporting faces were treated as the whole sample alone.; Count capped at six after threshold; selected page groups are not continuous as one motion sequence; no bounded motion sequence isolated; temporary sample SHA-256=e70c28b902d74b708308a69c4123de3280d37f663d8da220ca1c6d4b4be951e6;f40c202aec15c1c55064c5538bd5468e04f418115e4a5002ebba8c2b82c774e6;7c1fe91e9d1e0ae7dd80274c179d942cb40f3f2f89cdbf4b83c5b4fd14468384. Temporary images and paths are not committed.
ev-batch-002-art-work-089947c5303024841fef-motion-impact,work-089947c5303024841fef,axis,motionImpact,publisher,https://www.shueisha.co.jp/books/reader/main.php?cid=08865501865501315501,2026-08-23T00:00:00+09:00,batch-002-art-overlay-v1,false,1,reviewedByHuman=false; source=集英社 公式試し読み; published=2012-06-29; retrieved=2026-08-23; Local Codex and gemini-3.7-flash-high pixel quorum; Cursor Grok ART_ABSTAIN; Muse NOT_USED; combined input/review packet SHA-256=3852eea86b876b9231d549cf044e99a9a396b6adb6c1bd8d9b0ccd9be1e71e2f; Unknown is not a restrained-motion score.; Count capped at six after threshold; selected page groups are not continuous as one motion sequence; no bounded motion sequence isolated; temporary sample SHA-256=e70c28b902d74b708308a69c4123de3280d37f663d8da220ca1c6d4b4be951e6;f40c202aec15c1c55064c5538bd5468e04f418115e4a5002ebba8c2b82c774e6;7c1fe91e9d1e0ae7dd80274c179d942cb40f3f2f89cdbf4b83c5b4fd14468384. Temporary images and paths are not committed.
