workId,themeId,centrality,confidence,evidenceId
work-02d5d329c9ef85e481cb,martialArts,2,0.94,ev-batch-002-text-work-02d5d329c9ef85e481cb
work-02d5d329c9ef85e481cb,workplace,2,0.88,ev-batch-002-text-work-02d5d329c9ef85e481cb
work-02d5d329c9ef85e481cb,sportsCompetition,2,0.94,ev-batch-002-text-work-02d5d329c9ef85e481cb
work-089947c5303024841fef,investigation,2,0.94,ev-batch-002-text-work-089947c5303024841fef
work-089947c5303024841fef,workplace,2,0.92,ev-batch-002-text-work-089947c5303024841fef
work-0e036724913c69bb937a,combat,2,0.92,ev-batch-002-text-work-0e036724913c69bb937a
work-0e036724913c69bb937a,survival,2,0.94,ev-batch-002-text-work-0e036724913c69bb937a
work-0e036724913c69bb937a,revenge,2,0.88,ev-batch-002-text-work-0e036724913c69bb937a
work-0e036724913c69bb937a,postApocalypse,2,0.9,ev-batch-002-text-work-0e036724913c69bb937a
work-1088a1dc00a3b0d22201,combat,2,0.9,ev-batch-002-text-work-1088a1dc00a3b0d22201
work-1088a1dc00a3b0d22201,survival,2,0.86,ev-batch-002-text-work-1088a1dc00a3b0d22201
work-207bb1ca28b7472fbe1d,martialArts,2,0.94,ev-batch-002-text-work-207bb1ca28b7472fbe1d
work-207bb1ca28b7472fbe1d,sportsCompetition,2,0.94,ev-batch-002-text-work-207bb1ca28b7472fbe1d
work-23851cd7ccf1d0c676cc,combat,2,0.92,ev-batch-002-text-work-23851cd7ccf1d0c676cc
work-23851cd7ccf1d0c676cc,workplace,1,0.74,ev-batch-002-text-work-23851cd7ccf1d0c676cc
work-3dfaf6231e21133620c6,combat,2,0.94,ev-batch-002-text-work-3dfaf6231e21133620c6
work-3dfaf6231e21133620c6,revenge,1,0.74,ev-batch-002-text-work-3dfaf6231e21133620c6
work-3e725951eb9c49771087,investigation,2,0.94,ev-batch-002-text-work-3e725951eb9c49771087
work-4c784fc78dfd9b139c3f,school,2,0.92,ev-batch-002-text-work-4c784fc78dfd9b139c3f
work-53e54c95f637b66c4fb2,martialArts,2,0.94,ev-batch-002-text-work-53e54c95f637b66c4fb2
work-53e54c95f637b66c4fb2,sportsCompetition,2,0.92,ev-batch-002-text-work-53e54c95f637b66c4fb2
work-5915d6d7601377fcc75f,politics,1,0.72,ev-batch-002-text-work-5915d6d7601377fcc75f
work-5915d6d7601377fcc75f,workplace,1,0.76,ev-batch-002-text-work-5915d6d7601377fcc75f
work-5b9a3ec60ac5fc90f444,workplace,1,0.74,ev-batch-002-text-work-5b9a3ec60ac5fc90f444
work-5e20323e014d6d390aaf,martialArts,2,0.94,ev-batch-002-text-work-5e20323e014d6d390aaf
work-5e20323e014d6d390aaf,school,2,0.88,ev-batch-002-text-work-5e20323e014d6d390aaf
work-5e20323e014d6d390aaf,sportsCompetition,2,0.90,ev-batch-002-text-work-5e20323e014d6d390aaf
work-6f849a8e785deee3d5dc,investigation,2,0.90,ev-batch-002-text-work-6f849a8e785deee3d5dc
work-6f849a8e785deee3d5dc,workplace,2,0.84,ev-batch-002-text-work-6f849a8e785deee3d5dc
work-71e824df2e6bc2125294,combat,2,0.90,ev-batch-002-text-work-71e824df2e6bc2125294
work-71e824df2e6bc2125294,tournament,1,0.78,ev-batch-002-text-work-71e824df2e6bc2125294
work-7975d62582a89492a35f,adventure,2,0.88,ev-batch-002-text-work-7975d62582a89492a35f
work-7975d62582a89492a35f,workplace,2,0.90,ev-batch-002-text-work-7975d62582a89492a35f
work-8147aefccc365b0ecb4d,combat,1,0.70,ev-batch-002-text-work-8147aefccc365b0ecb4d
work-8147aefccc365b0ecb4d,investigation,2,0.90,ev-batch-002-text-work-8147aefccc365b0ecb4d
work-8147aefccc365b0ecb4d,workplace,2,0.86,ev-batch-002-text-work-8147aefccc365b0ecb4d
work-838a6f0ad2d1ef487588,war,1,0.74,ev-batch-002-text-work-838a6f0ad2d1ef487588
