id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
work-02d5d329c9ef85e481cb,のたり松太郎,,ちばてつや,小学館,seinen,unknown,1973,sports;comedy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-02d5d329c9ef85e481cb
work-089947c5303024841fef,デカワンコ,,森本梢子,集英社,shojo,unknown,2008,mystery;comedy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-089947c5303024841fef
work-0e036724913c69bb937a,ファイアパンチ,,藤本タツキ,集英社,shonen,unknown,2016,action;fantasy;horror,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-0e036724913c69bb937a
work-1088a1dc00a3b0d22201,邪眼は月輪に飛ぶ,,藤田 和日郎,小学館,seinen,unknown,,action;horror,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-1088a1dc00a3b0d22201
work-207bb1ca28b7472fbe1d,六三四の剣,,村上もとか,小学館,shonen,unknown,1981,sports,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-207bb1ca28b7472fbe1d
work-23851cd7ccf1d0c676cc,怪獣8号,,松本 直也,集英社,shonen,unknown,2020,action;scienceFiction,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-23851cd7ccf1d0c676cc
work-3dfaf6231e21133620c6,忍者と極道,,近藤 信輔,講談社,seinen,unknown,2020,action,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-3dfaf6231e21133620c6
work-3e725951eb9c49771087,嘘解きレトリック,,都戸利津,白泉社,shojo,unknown,2012,historical;mystery,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-3e725951eb9c49771087
work-4c784fc78dfd9b139c3f,正反対な君と僕,,阿賀沢 紅茶,集英社,shonen,unknown,2022,comedy;sliceOfLife;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-4c784fc78dfd9b139c3f
work-53e54c95f637b66c4fb2,がんばれ元気,,小山ゆう,小学館,shonen,unknown,1976,sports,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-53e54c95f637b66c4fb2
