position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"1","work-a724b1e9c5ce4de26fa5","ないしょのつぼみ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for ないしょのつぼみ (ISBN 9784091370792; Rakuten https://books.rakuten.co.jp/rb/1790382/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","내숭 없는 꽃봉오리 만화 리뷰 / 나이쇼노 츠보미 일본 만화","https://bookmeter.com/search?keyword=%E3%81%AA%E3%81%84%E3%81%97%E3%82%87%E3%81%AE%E3%81%A4%E3%81%BC%E3%81%BF;https://reviewne.jp/contents?query=%E3%81%AA%E3%81%84%E3%81%97%E3%82%87%E3%81%AE%E3%81%A4%E3%81%BC%E3%81%BF"
"2","work-a77cc716088d067bec08","こんちわハム子","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for こんちわハム子 (ISBN 9784063418200; Rakuten https://books.rakuten.co.jp/rb/11842026/)","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","안녕 하무코 만화 리뷰 / 콘치와 하무코 일본 만화","https://bookmeter.com/search?keyword=%E3%81%93%E3%82%93%E3%81%A1%E3%82%8F%E3%83%8F%E3%83%A0%E5%AD%90;https://reviewne.jp/contents?query=%E3%81%93%E3%82%93%E3%81%A1%E3%82%8F%E3%83%8F%E3%83%A0%E5%AD%90"
"3","work-a7c0f3d7b865ce623311","幸腹グラフィティ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for 幸腹グラフィティ (ISBN 9784832242586; Rakuten https://books.rakuten.co.jp/rb/12128100/)","https://tsugimanga.jp/winner/2015/comics","2015-02-06","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","행복 그래피티 만화 리뷰 / 코후쿠 그래피티 일본 만화","https://manganavi.jp/calendar/single?id=335489;https://www.cmoa.jp/title/customer_review/title_id/75714/"
"4","work-a80cf875bfcd0d31e579","彼女のひとりぐらし","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for 彼女のひとりぐらし (ISBN 9784344819979; Rakuten https://books.rakuten.co.jp/rb/6516678/)","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","그녀의 혼자살기 만화 리뷰 / 카노조노 히토리구라시 일본 만화","https://bookmeter.com/search?keyword=%E5%BD%BC%E5%A5%B3%E3%81%AE%E3%81%B2%E3%81%A8%E3%82%8A%E3%81%90%E3%82%89%E3%81%97;https://reviewne.jp/contents?query=%E5%BD%BC%E5%A5%B3%E3%81%AE%E3%81%B2%E3%81%A8%E3%82%8A%E3%81%90%E3%82%89%E3%81%97"
"5","work-a81bc17e65a038de3181","青に、ふれる。","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for 青に、ふれる。 (ISBN 9784575853285; Rakuten https://books.rakuten.co.jp/rb/15917449/)","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","푸른색에 닿다 만화 리뷰 / 아오니 후레루 일본 만화","https://www.cmoa.jp/title/customer_review/title_id/176199/;https://manba.co.jp/topics/40064"
"6","work-a82a20ac5a887ca519e4","ヤコとポコ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for ヤコとポコ (ISBN 9784253130363; Rakuten https://books.rakuten.co.jp/rb/12724745/)","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","야코와 포코 만화 리뷰 / 야코 포코 일본 만화","https://manba.co.jp/topics/49641;https://www.cmoa.jp/title/76694/"
"7","work-a82ab0cc2c3fb340283e","かわいいひと","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for かわいいひと (ISBN 9784592195863; Rakuten https://books.rakuten.co.jp/rb/13202275/)","https://tsugimanga.jp/winner/2016/comics","2016-02-04","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","귀여운 사람 만화 리뷰 / 카와이이 히토 일본 만화","https://bookmeter.com/books/9702746;https://booklog.jp/item/1/4592195884?is_read_more=1&page=1&sort=2"
"8","work-a83fea90f846cb4acd9d","みどりのマキバオー","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for みどりのマキバオー (ISBN 9784088716688; Rakuten https://books.rakuten.co.jp/rb/1554793/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1996","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","미도리의 마키바오 만화 리뷰 / 마키바오 일본 만화","https://manba.co.jp/boards/20461;https://natsume-sketch.com/comic/midori-no-makibao/"
"9","work-a85b2872b13e76305087","土佐の一本釣り","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for 土佐の一本釣り (ISBN 9784091801913; Rakuten https://books.rakuten.co.jp/rb/376883/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1979","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","토사의 한 줄 낚시 만화 리뷰 / 토사노 잇폰즈리 일본 만화","https://bookmeter.com/search?keyword=%E5%9C%9F%E4%BD%90%E3%81%AE%E4%B8%80%E6%9C%AC%E9%87%A3%E3%82%8A;https://reviewne.jp/contents?query=%E5%9C%9F%E4%BD%90%E3%81%AE%E4%B8%80%E6%9C%AC%E9%87%A3%E3%82%8A"
"10","work-a86074a0fe7023187fa0","はじめちゃんが一番！","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for はじめちゃんが一番！ (ISBN 9784091331816; Rakuten https://books.rakuten.co.jp/rb/569259/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1990","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","하지메짱이 제일 만화 리뷰 / 하지메짱가 이치방 일본 만화","https://www.cmoa.jp/title/customer_review/title_id/831/;https://reviewne.jp/contents/4175"
