workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-925f371723beac5227f7,邪神の弁当屋さん,https://yanmaga.jp/viewer/comics/%E9%82%AA%E7%A5%9E%E3%81%AE%E5%BC%81%E5%BD%93%E5%B1%8B%E3%81%95%E3%82%93/5e0f9d58735d88cea80648bd92847be6?cid=06A0000000000847698A,講談社・ヤンマガWeb 公式第1話,officialPublisherInternalPreview,2025-01-20,2026-08-25,official 講談社 volume 1 product 0000404585 matches frozen ISBN 9784065378557; product-linked ヤンマガWeb 第1話 cid 06A0000000000847698A binds the same title and entry episode,accessible,6,3,reader-step-6;reader-step-8;reader-step-10;reader-step-12;reader-step-14;reader-step-15,true,false,sample-ready,reader-step-6=ed0320975c2d2a6727c9b40ffef0eaedbe1e2ef440d6b0ee630c919ba5b583b3;reader-step-8=aeefe29218d852e60fdf0c43e78f39d4c5f6dd4f5de7aa9aafce83acd69cecd5;reader-step-10=8c87b5fbd023e7c821078172ffc2a3c4d3975d1daa5f451f9896f67fcbbb69e1;reader-step-12=fcdd9ba008b2ad2f6f68038ea38e5fe9d262f8f4d447e70bbe835d15c20b381a;reader-step-14=eef7b2f37f5506f860b2a0831e639925476c6ae019b4dd2b7aa924a762286fa7;reader-step-15=cd7b3b166c940c8d28bb096ee28d9f9314216cbff0c8c78a6770e7b50672298e,Count capped at six after the threshold; bakery and household; outdoor market and flower stall; city history and wall tableau contexts are materially distinct; no exact bounded continuous start-development-impact-resolved motion sequence was isolated and no Art value was assigned
work-961a49798df191311f42,働かないふたり,https://www.shinchosha.co.jp/book/771744/,新潮社 公式商品ページ,officialPublisherProductPage,2014-05-09,2026-08-25,official 新潮社 volume 1 product 771744 matches frozen ISBN 9784107717443,official-product-only,0,0,,false,false,unknown-ready,,Exact official product exposed no work-specific internal trial; generic 新潮社 trial catalog was excluded by the route registry; all Art axes close unknown without a blocker
work-9bd00739b995d84e2494,あした死ぬには、,https://www.ohtabooks.com/publish/2019/06/12000000.html,太田出版 公式商品ページ,officialPublisherProductPage,2019-06-12,2026-08-25,official 太田出版 volume 1 product matches frozen ISBN 9784778323011; the linked YONDEMILL trial was not used because 太田出版 has no trusted route-registry entry,official-product-only,0,0,,false,false,unknown-ready,,Exact official product and edition were resolved; the linked YONDEMILL route was excluded as publisher-route-unregistered; all Art axes close unknown without a blocker
work-a3d922576a1a1ecc8e3e,ドカ食いダイスキ！ もちづきさん,https://www.hakusensha.co.jp/comicslist/72311/,白泉社 公式商品ページ,officialPublisherProductPage,2024-10-29,2026-08-25,official 白泉社 ヤングアニマルコミックス volume 1 product matches frozen ISBN 9784592160311; the linked 白泉社e-net trial was not used because 白泉社 has no trusted route-registry entry,official-product-only,0,0,,false,false,unknown-ready,,Exact official product and edition were resolved; the linked Hakusensha e-net route was excluded as publisher-route-unregistered; all Art axes close unknown without a blocker
work-aa85b65d02f367e76a07,ディグイット,https://www.kodansha.co.jp/comic/products/0000413972/trial,講談社 公式試し読み,officialPublisherInternalPreview,2025-08-22,2026-08-25,official 講談社 volume 1 product 0000413972 matches frozen ISBN 9784065398043,accessible-below-threshold,1,1,reader-p5,false,false,unknown-ready,reader-p5=405724e5956552c04ea208fe9a1405508b36a92966962ee8ff9692391306901f,The trial exposed one readable internal story page after cover and contents assets were excluded; one sports-introduction context fails the six-page two-context gate; all Art axes close unknown without a blocker
work-af3443bab1c30d470a76,坂本ですが?,https://bookwalker.jp/deefae4a8f-92f6-4093-8a11-61ce9bea897d/?adpcnt=g2vvr2xz&utm_source=kadokawa.co.jp&utm_medium=referral&utm_campaign=button&sample=1&from=1,KADOKAWA 商品連携 BOOK☆WALKER 公式試し読み,officialLicensedDistributorInternalPreview,2013-01-15,2026-08-25,KADOKAWA product 201211000248 matches frozen ISBN 9784047286337 and links the exact BOOK☆WALKER trial cid efae4a8f-92f6-4093-8a11-61ce9bea897d,official-preview-timeout,0,0,,false,false,unknown-ready,,The product-linked licensed distributor viewer redirected but did not finish loading readable internal pages within the bounded preflight; no captures or hashes were retained; Art closes unknown without a blocker
work-bd5c323a3dbc9f3a04d4,来世は他人がいい,https://comic-days.com/episode/13932016480029553694,講談社・コミックDAYS 公式第1話,officialPublisherInternalPreview,2017-11-22,2026-08-25,official 講談社 volume 1 product 0000052167 matches frozen ISBN 9784065103760 and product-linked Comic DAYS 第1話 13932016480029553694 binds the same title and entry episode,accessible-below-threshold,1,1,episode-01-page-00,false,false,unknown-ready,episode-01-page-00=de4a459e2e52edbcb57c034ac72da76efc727a2c39bb9093fb1efcf0f526d4be,The product-linked episode exposed one readable internal body canvas in a traditional-house introduction context; the six-page two-context gate fails and all Art axes close unknown without a blocker
work-c2df32661c0b925ff74f,カラオケ行こ！,https://bookwalker.jp/de542153af-b038-486c-9d6b-e58d0548ba2b/?adpcnt=g2vvr2xz&utm_source=kadokawa.co.jp&utm_medium=referral&utm_campaign=button&sample=1&from=1,KADOKAWA 商品連携 BOOK☆WALKER 公式試し読み,officialLicensedDistributorInternalPreview,2020-09-12,2026-08-25,KADOKAWA single-volume product 322002001211 matches frozen ISBN 9784047361515 and links the exact BOOK☆WALKER trial cid 542153af-b038-486c-9d6b-e58d0548ba2b,official-preview-timeout,0,0,,false,false,unknown-ready,,The product-linked licensed distributor viewer redirected but did not finish loading readable internal pages within the bounded preflight; no captures or hashes were retained; Art closes unknown without a blocker
work-c2f3864045578cebb590,となりの猫と恋知らず,https://magazine.jp.square-enix.com/top/comics/detail/9784757591264/,スクウェア・エニックス 公式商品ページ,officialPublisherProductPage,2024-03-25,2026-08-25,official Square Enix product matches frozen ISBN 9784757591264 but no product-linked Gangan Online work trial was exposed,official-product-only,0,0,,false,false,unknown-ready,,Exact ISBN product was resolved but the route registry requires a product-linked chapter bridge and none was exposed; all Art axes close unknown without a blocker
work-c5c2695ad33fd05af945,カッコウの許嫁,https://www.kodansha.co.jp/comic/products/0000341183/trial,講談社 公式試し読み,officialPublisherInternalPreview,2020-05-15,2026-08-25,official 講談社 volume 1 product 0000341183 matches frozen ISBN 9784065193808,accessible-below-threshold,1,1,reader-p5,false,false,unknown-ready,reader-p5=e247a15b86db560c981b7c6498db40771cc807f475fca87c1d52c7c5102815da,The trial exposed one readable internal story page after cover and contents assets were excluded; one hospital-introduction context fails the six-page two-context gate; all Art axes close unknown without a blocker
