workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-060a72fe10cf6ba9cbfc,チェーザレ 破壊の創造者,https://www.kodansha.co.jp/comic/products/0000013469/trial,講談社 公式試し読み,officialPublisherInternalPreview,2006-10-23,2026-08-25,official Kodansha vol1 trial product maps directly to frozen representative ISBN 9784063722017; entry scope volumes 1-3 bridged by supplied vol1-3 product records,accessible-but-body-threshold,5,3,reader-step-08;reader-step-09;reader-step-10;reader-step-11;reader-step-12,false,false,unknown-ready,reader-step-08=7d843a01bba44bd422d7e4fe1195af5812d86c1c295be2dc3b54af0ee9b599bc;reader-step-09=fd4ae910fa3b1bbee937c878109ab29546c9d0a6fc048aa40fdc40249836e2ba;reader-step-10=0e28efe7c1964864337ca09a6814c0adb4e92008485dc94a3a26b1e773b56123;reader-step-11=baa7108aec9b5d6d27b54ae20efbd29e03f1ebafa7b233af232905fbd53e22eb;reader-step-12=518760106b98768e63967c7619bcf2b83b114e5959dec2c5d71bc20e145651a1,no exact bounded continuous start-development-impact-resolved sequence was isolated; five retained body pages span bedroom/interior; street; courtyard; and group contexts; the front-matter pair was excluded and the static gate closes unknown-ready below six pages
work-076beb86f844b642beef,くーねるまるた,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091848470000d0000000,小学館 eコミックストア 公式試し読み,officialPublisherInternalPreview,2014-04-02,2026-08-25,official electronic vol1 JDCN 091848470000d0000000 matches frozen title and representative ISBN 9784091848475 and bridges supplied volumes 1-3,accessible,6,2,reader-step-04;reader-step-05;reader-step-06;reader-step-07;reader-step-08;reader-step-09,true,false,sample-ready,reader-step-04=5bf8632bfc3ac70494cb2e9506a088db6a1a90af6b138b2159fbe34b6835b501;reader-step-05=98fe5885d48904835b381f4b732ad39de4b15948bef4bc26886d9ddd59b2dff9;reader-step-06=881e141205596ccb07895afb79c2d10a9ece47b81574ac74bc8de047957c0573;reader-step-07=f031c36a27d7c978a193c33dce1aa6f81b8033c0fb5309d4f6a503ebb334f201;reader-step-08=b5876dab4ca0cca9b8d57e358db7f6e7deb07b425a2166d19f6eb7175bfb7489;reader-step-09=94110bc14f16c0b46268b079e4c8b4730fd5c49000b0ec1095f96d64b8e8bb73,no exact bounded continuous start-development-impact-resolved sequence was isolated; selected body pages cover temple/residential approach and apartment interior/threshold contexts
work-091d231d37f037fb07e8,インベスターZ,https://www.kodansha.co.jp/comic/products/0000018461,講談社 公式商品ページ,officialPublisherProductPage,2013-09-20,2026-08-25,official Kodansha product ISBN 9784063872576 matches frozen representative; supplied volumes 1-3 product pages are identity-mapped,product-only-no-preview,0,0,none,false,false,unknown-ready,,product page exposes no work-specific internal trial route; no readable body page or scene context was retained
work-0cf463005cc77eeded8e,黄泉のツガイ,https://magazine.jp.square-enix.com/gangan/tcym/yomitsuga_01/,スクウェア・エニックス 公式ガンガンオンライン 第1話試し読み,officialPublisherInternalPreview,2022-06-10,2026-08-25,official Square Enix first-episode image sequence maps to frozen representative ISBN 9784757579620 and entry-scope vol1-3 product records,accessible,6,4,official-fotorama-004;official-fotorama-005;official-fotorama-006;official-fotorama-007;official-fotorama-008;official-fotorama-009,true,false,sample-ready,official-fotorama-004=a1a800a80b148a9d7390424ab928fff444103f092395770b867c78d174091581;official-fotorama-005=26e377482f71d52c810f3d8071da50c980794f430e4415167170e3bd447af5f7;official-fotorama-006=bc5ea67eb63c550ee68074459cd5ac0a465a6b80f7438333545e50923cea6a26;official-fotorama-007=81d0016ad65e213677e244763a1ac8d5880388023c974a668544c1c5a94ffb44;official-fotorama-008=e90708b08126b297f536b1246143dc00669b3e5a80c8eb2f561fdc1fc76394f9;official-fotorama-009=8563a3a2ed84c193016eb490db857a14f384655388855a98957255fcf8e273cd,opening/title splash pages 001-003 were excluded; selected pages show mountain; village; home; and roadside contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-0d1ad77728a44df56508,ラーメン大好き小泉さん,https://www.fujitv.co.jp/ramen_koizumi/2019/topics_01.html,フジテレビ 公式プロモーションページ,officialBroadcasterPromotionPage,undated,2026-08-25,no publisher product or registered preview route; Animate record only confirms frozen representative ISBN 9784812487983,official-promotion-only-no-publisher-preview,0,0,none,false,false,unknown-ready,,only broadcaster promotion and licensed distributor bibliographic evidence were available; adaptation promotion cannot supply entry-scope internal pages or scene contexts
work-0dabd1d17e5fcf2992b9,忘却のサチコ,https://sc-portal.tameshiyo.me/9784091866707,小学館 公式試し読み（tameshiyo）,officialPublisherInternalPreview,2014-12-26,2026-08-25,official Shogakukan ISBN 9784091866707 preview matches frozen representative and supplied volumes 1-3,accessible-but-body-threshold,6,1,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-10,false,false,unknown-ready,reader-page-05=0c2d8840b5ce7d28f1937f3522ae28878504a85ad30c9361bfc285c3022fac7e;reader-page-06=be26f1ac7a5ecb611bb45c70219197ad6482845aebe4a203b978fd5f61565a32;reader-page-07=ecf2e13991a965d31c6ff18d8061dbb89ad6df8d3f0f981d1d33964883e82fad;reader-page-08=136caa7bd88251e31097e274e76a69ac1aed9f27e65d42b094f7e2a02fddf13e;reader-page-09=f83b8948b534fc4afb1fad6a64beb9f9b40b947f9a774bbcac9f5fd1cf24c177;reader-page-10=45dd51fb0288c0e2a088d8f89b6aa8729026224a595d3fdaaa0854d313649acd,no exact bounded continuous start-development-impact-resolved sequence was isolated; all retained pages are one wedding-reception/bridal-preparation sequence; therefore the static gate closes unknown-ready without a second genuine context
work-0ebf010ac12b9b60d80e,機動旅団八福神,https://bookwalker.jp/dedf955cea-e140-4634-9394-232ed5dbbc7a/?sample=1&from=1,KADOKAWA 商品リンク BOOK☆WALKER 公式試し読み,officialRightsholderInternalPreview,2004-12-25,2026-08-25,official vol1 BookWalker preview is ISBN 9784757720923 while frozen representative is vol9 ISBN 9784757746954; series/vol1-3 records are present but exact frozen-edition bridge is not established,accessible-but-edition-mismatch,6,2,reader-page-09;reader-page-10;reader-page-12;reader-page-13;reader-page-14;reader-page-15,false,false,unknown-ready,reader-page-09=7b6e2e30a4b1e62e0dbf18127115abdf7529d89a36d1b846137bff5d6f18b592;reader-page-10=ccab57b6cf40af53cf03da8a372b2a3ae486e4ac3330c8eb5ebae524d1600b66;reader-page-12=02df419bc6eb15495cbb0d71870e1da53b20cf30472ac5936502ff562502305c;reader-page-13=0fc6e4b5c044f6951365e25574d0dd856076630346de2ae578468ca7c4b5a071;reader-page-14=5af128a30d92a0a60c4b7fa981f0571e76f573c6afea4209a00a4726730497ef;reader-page-15=94f002e11d2ab3158b635a877be0d28b8e59af19cef2e204da3cbf63cb5636a4,vol1 preview pages are retained only as diagnostic evidence; static Art gate remains closed until the frozen vol9 edition is bridged exactly; selected pages show ceremony/interior and orbital-strike/cutaway contexts; no exact bounded continuous start-development-impact-resolved sequence was isolated
work-0ede6921b81169dc2dda,不滅のあなたへ,https://pocket.shonenmagazine.com/title/00211/episode/154357,マガポケ 公式第1話試し読み（講談社 product-linked）,officialRightsholderInternalPreview,2017-01-17,2026-08-25,official Kodansha product ISBN 9784063958423 links to the authorized Pocket first episode and supplied volumes 1-3,accessible,6,2,episode-1-canvas-7;episode-1-canvas-8;episode-1-canvas-9;episode-1-canvas-10;episode-1-canvas-11;episode-1-canvas-12,true,false,sample-ready,episode-1-canvas-7=ca2ad02952875e9b4e9967396354f688172faaf5bdf6a8604821f0a212293c75;episode-1-canvas-8=9f7ade66489c7d6e62d43c975de3365638bff2f1b91ea90803cbe8540d14d7ec;episode-1-canvas-9=b0ceaed904ef661a9990b983493076a7b612624f48b5f9a76de4c5430cb235e8;episode-1-canvas-10=df0466099acf3b47809010ab8506eb01bd0ad599b8fc26cff66a689a80e6b58e;episode-1-canvas-11=1f69d1ae2e2181cf656a120f0952088e260b2e05f1039ae2e7e8c0275bb01dbe;episode-1-canvas-12=733d8388fa2f40a44ce1e87d72516e86cc24bc913b3fae434f1f45430f9aaeb3,no exact bounded continuous start-development-impact-resolved sequence was isolated; the exact Pocket episode's later lazy-loaded canvases 9-12 add four readable body pages; six body pages span snowy wilderness and inhabited/human contexts; cover; advertorial; blank/logo; and chapter/title opening canvases were excluded
work-0eff8190c0c6ff604527,よるくも,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091885380000d0000000,小学館 eコミックストア 公式試し読み,officialPublisherInternalPreview,2013-01-01,2026-08-25,official electronic vol1 JDCN 091885380000d0000000 matches frozen representative ISBN 9784091885388 and supplied volumes 1-3,accessible-but-body-threshold,6,1,reader-step-10;reader-step-11;reader-step-12;reader-step-13;reader-step-14;reader-step-15,false,false,unknown-ready,reader-step-10=3fa3a4be4272b3563a762922090ca04a86cc23e071f7c2b2ebf988a54cee2f06;reader-step-11=c31634b8e256d410d0183d3dc0fff2d9d652d41b67a5f9140a05bf7348ee87c0;reader-step-12=fc9d75697fc7242c4211773da5a2e472fb2f693515db26e312f70a5f00b941db;reader-step-13=ce652b4a243307121dc30f87218856e8fc4673b185fe238f0e95f5be89d9e903;reader-step-14=40900c2f2f20c8c2757262606834596dd75a58a67e09671e69ff224d954f841b;reader-step-15=1421e769217b02da1511fe5856f2626d88cc8c4e8a6bc3558004635fbe3ceaef,no exact bounded continuous start-development-impact-resolved sequence was isolated; reader steps 10-15 are six body pages from one restaurant closing/meal-conversation sequence and do not establish a second genuine scene context; therefore the static gate closes unknown-ready
work-12b484cd79bfe6852ea1,高校球児 ザワさん,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091825370000d0000000,小学館 eコミックストア 公式試し読み,officialPublisherInternalPreview,undated,2026-08-25,official electronic vol1 JDCN 091825370000d0000000 matches frozen representative ISBN 9784091825377 and supplied volumes 1-3,accessible-but-body-threshold,2,2,reader-step-05;reader-step-06,false,false,unknown-ready,reader-step-05=8c72d07ea7dcb73b412e56e9f288272d71a777cd351ec4b7b0ee58c744e1a38a;reader-step-06=10fcaaf8d3787961f439270b4f98ea8b260bf908d0c2d69b1ed1505a1230c9ba,only two qualifying body pages remained after the 第1話 岡山 title-opening pair was excluded; two contexts were visible (stadium exterior and indoor sports/media); no exact bounded continuous start-development-impact-resolved sequence was isolated
