workId,axisId,state,value,confidence,refs,observation,limitation
work-151b456508f78852b002,artRealism,unknown,,,reader-step-06;reader-step-07;reader-step-08;reader-step-09;reader-step-10,Retained exact-edition diagnostic pixels are below the six-page static sample threshold,Daybreak QA excluded reader-step-05 as a non-narrative table-of-contents and opening montage; five valid body pages remain across three scene contexts; static gate closes unknown-ready below six pages; no exact bounded continuous start-development-impact-resolved motion sequence was isolated
work-151b456508f78852b002,artDensity,unknown,,,reader-step-06;reader-step-07;reader-step-08;reader-step-09;reader-step-10,Retained exact-edition diagnostic pixels are below the six-page static sample threshold,Daybreak QA excluded reader-step-05 as a non-narrative table-of-contents and opening montage; five valid body pages remain across three scene contexts; static gate closes unknown-ready below six pages; no exact bounded continuous start-development-impact-resolved motion sequence was isolated
work-151b456508f78852b002,visualSoftness,unknown,,,reader-step-06;reader-step-07;reader-step-08;reader-step-09;reader-step-10,Retained exact-edition diagnostic pixels are below the six-page static sample threshold,Daybreak QA excluded reader-step-05 as a non-narrative table-of-contents and opening montage; five valid body pages remain across three scene contexts; static gate closes unknown-ready below six pages; no exact bounded continuous start-development-impact-resolved motion sequence was isolated
work-151b456508f78852b002,motionImpact,unknown,,,reader-step-06;reader-step-07;reader-step-08;reader-step-09;reader-step-10,Retained diagnostic pixels do not establish one exact continuous start-development-impact-resolved action sequence,Daybreak QA excluded reader-step-05 as a non-narrative table-of-contents and opening montage; five valid body pages remain across three scene contexts; static gate closes unknown-ready below six pages; no exact bounded continuous start-development-impact-resolved motion sequence was isolated
work-1550d4a52c3fe6d9f94c,artRealism,unknown,,,none,No eligible edition-bound internal body pixel was sampled,Exact official product identity was retained but 一迅社 is absent from the publisher route registry and no authorized edition-bound internal preview was sampled; all Art axes close unknown-ready without blocker
work-1550d4a52c3fe6d9f94c,artDensity,unknown,,,none,No eligible edition-bound internal body pixel was sampled,Exact official product identity was retained but 一迅社 is absent from the publisher route registry and no authorized edition-bound internal preview was sampled; all Art axes close unknown-ready without blocker
work-1550d4a52c3fe6d9f94c,visualSoftness,unknown,,,none,No eligible edition-bound internal body pixel was sampled,Exact official product identity was retained but 一迅社 is absent from the publisher route registry and no authorized edition-bound internal preview was sampled; all Art axes close unknown-ready without blocker
work-1550d4a52c3fe6d9f94c,motionImpact,unknown,,,none,No eligible edition-bound bounded action sequence was sampled,Exact official product identity was retained but 一迅社 is absent from the publisher route registry and no authorized edition-bound internal preview was sampled; all Art axes close unknown-ready without blocker
work-15d6508605fbd4a266fc,artRealism,unknown,,,none,No eligible edition-bound internal body pixel was sampled,The exact KADOKAWA product was resolved but pre_trial_reading_flg is 0 and bw_url is empty; no registered product-linked preview exists so Art closes unknown-ready without blocker
work-15d6508605fbd4a266fc,artDensity,unknown,,,none,No eligible edition-bound internal body pixel was sampled,The exact KADOKAWA product was resolved but pre_trial_reading_flg is 0 and bw_url is empty; no registered product-linked preview exists so Art closes unknown-ready without blocker
work-15d6508605fbd4a266fc,visualSoftness,unknown,,,none,No eligible edition-bound internal body pixel was sampled,The exact KADOKAWA product was resolved but pre_trial_reading_flg is 0 and bw_url is empty; no registered product-linked preview exists so Art closes unknown-ready without blocker
work-15d6508605fbd4a266fc,motionImpact,unknown,,,none,No eligible edition-bound bounded action sequence was sampled,The exact KADOKAWA product was resolved but pre_trial_reading_flg is 0 and bw_url is empty; no registered product-linked preview exists so Art closes unknown-ready without blocker
work-18e08fe95968a6537773,artRealism,unknown,,,none,No eligible edition-bound internal body pixel was sampled,Exact official product identity was retained but 白泉社 is absent from the publisher route registry; no authorized edition-bound internal preview was sampled and all Art axes close unknown-ready without blocker
work-18e08fe95968a6537773,artDensity,unknown,,,none,No eligible edition-bound internal body pixel was sampled,Exact official product identity was retained but 白泉社 is absent from the publisher route registry; no authorized edition-bound internal preview was sampled and all Art axes close unknown-ready without blocker
work-18e08fe95968a6537773,visualSoftness,unknown,,,none,No eligible edition-bound internal body pixel was sampled,Exact official product identity was retained but 白泉社 is absent from the publisher route registry; no authorized edition-bound internal preview was sampled and all Art axes close unknown-ready without blocker
