workId,canonicalTitle,officialUrl,sourceName,sourceType,publishedAt,retrievedAt,editionMapping,accessResult,readableInternalPageCount,distinctContextCount,pageRefs,staticGateAttemptable,motionGateAttemptable,stateEligibility,temporarySampleSha256,limitation
work-017446dd1a9039d9839b,サンダー３,https://comic-days.com/episode/3269754496887933824,月マガ基地,officialPublisherInternalPreview,2022-05-06,2026-08-23,first episode 第1話 スモール3 maps to vol1 opening; vol1 ISBN 9784065289280 released 2022-10-17,accessible,6,2,p010-p015,true,false,sample-ready,p010-p011=d764131a1787b67e71e55ab5856b7a11e965c6cc952c9aaaaae813113e5f24dd;p012-p013=6b7855bc48ad40457db4023704f46c13ebd71b00d5e83c97ef889270ad036615;p014-p015=bdb0763f79db3371dca015068feafc0341078533749ceb0ece4db5d3e475f1ef,Count capped at six after threshold; browser episode pagination differs from bound-volume pagination; no bounded motion sequence isolated
work-02d5d329c9ef85e481cb,のたり松太郎,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091800710000d0000000,小学館eコミックストア,officialPublisherInternalPreview,undated,2026-08-23,digital vol1 JDCN 091800710000d0000000 maps to source vol1 ISBN 9784091800718,accessible,6,3,reader-step-05;reader-step-06;reader-step-07,true,false,sample-ready,reader-step-05=e9244590ce5fa604b8716085f13633fdf2e78cfbdf79d9214bb4fe1ddf3b3ae4;reader-step-06=4b46b3ca753a3d3a7f6056181ee038b0b20cbc275e1e75ead1db583b100d4d65;reader-step-07=a563ce13f1fb9e494759e7c021627e2d9d067c3758c7e49f661318fc4ab8361a,Count capped at six after threshold; print folios are not rendered so deterministic reader-step refs are used; official page exposes no release date; no bounded motion sequence isolated
work-089947c5303024841fef,デカワンコ,https://www.shueisha.co.jp/books/reader/main.php?cid=08865501865501315501,集英社 公式試し読み,officialPublisherInternalPreview,2012-06-29,2026-08-23,digital vol1 JDCN 08865501865501315501 maps to source vol1 ISBN 9784088655017,accessible,6,2,p006-p007;p010-p013,true,false,sample-ready,p006-p007=e70c28b902d74b708308a69c4123de3280d37f663d8da220ca1c6d4b4be951e6;p010-p011=f40c202aec15c1c55064c5538bd5468e04f418115e4a5002ebba8c2b82c774e6;p012-p013=7c1fe91e9d1e0ae7dd80274c179d942cb40f3f2f89cdbf4b83c5b4fd14468384,Count capped at six after threshold; selected page groups are not continuous as one motion sequence; no bounded motion sequence isolated
work-0e036724913c69bb937a,ファイアパンチ,https://www.shueisha.co.jp/books/reader/main.php?cid=08880731880731315501,集英社 公式試し読み,officialPublisherInternalPreview,2016-07-18,2026-08-23,digital vol1 JDCN 08880731880731315501 maps to source vol1 ISBN 9784088807317,accessible,6,2,p004-p009,true,false,sample-ready,p004-p005=4a53def0072410f4af3461f3173b46f52346dc07d31fcb95873dc0bba1c6fa13;p006-p007=70671376f055bc7354368706c1c58580075aa646d0c66404bb81b69fe6b4a1b8;p008-p009=e4a6dc03f61fe87df665b08e83a70dd886fb55e2b1672be54f81dae563888b57,Count capped at six after threshold; no bounded motion sequence isolated
work-1012948f5de799831da4,RED,https://www.kodansha.co.jp/comic/products/0000009137,講談社 公式商品ページ,officialPublisherProductPage,2014-07-11,2026-08-23,digital vol1 JDCN 0634601200100011000B maps to source vol1 ISBN 9784063460124,official-product-only,0,0,,false,false,unknown-ready,,Official product and edition are resolved but the page exposes no official internal preview control or reader URL; no internal page sampled
work-1088a1dc00a3b0d22201,邪眼は月輪に飛ぶ,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091811970000d0000000,小学館eコミックストア,officialPublisherInternalPreview,2007-04-27,2026-08-23,digital JDCN 091811970000d0000000 maps to the standard single-volume ISBN 9784091811974,accessible,6,3,p010-p015,true,false,sample-ready,p010-p011=120884a7b7b4412872570c6beac3e3e448cc5ba87da12c6d96fb763bd003e03a;p012-p013=a6050e7b43e79898e683ebe70874f0cb594067b936b17de6ed6551bfaf210f3f;p014-p015=c289429deaf403bf73c311e536ef4d57e669a439b06d00a988e3baff1f8a3687,Count capped at six after threshold; no bounded continuous start-development-impact-end sequence isolated
work-19a26f01512166856a6a,銀河鉄道999,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091880010000d0000000,小学館eコミックストア,officialPublisherInternalPreview,undated,2026-08-23,digital vol1 JDCN 091880010000d0000000 maps to source vol1 ISBN 9784091880017,accessible,6,2,p016-p021,true,false,sample-ready,p016-p017=0ff6c5d54f42789fd11d68c696ae4f30b1b3f41632c14c4f5c4cdec69b360346;p018-p019=cd117d881ea8a749e876b0540c2752d63dade3010b625be6815fba876be08dd1;p020-p021=57c6c9d87c58feb20d7b16236054b735180ac0d835b3a329ef66265a9201e88c,Count capped at six after threshold; official page exposes no release date; no bounded motion sequence isolated
work-1e27731b880d0d9012f8,吉祥天女,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091313010000d0000000,小学館eコミックストア,officialPublisherInternalPreview,2014-03-03,2026-08-23,digital vol1 JDCN 091313010000d0000000 maps to source vol1 ISBN 9784091313010,accessible,6,3,p018-p023,true,false,sample-ready,p018-p019=5ae4c01cc93cd89f885f62dba5d82fd196201c9ac6ce6c56729c53405a97b218;p020-p021=f888ddf6461d5f4c29f2df4840187586155203688e9cb14841cbdbb5d5fcd77e;p022-p023=69dbc1327c9420d160be26b5e32730c90e9649542d71c15918fc95534a1c58b9,Count capped at six after threshold; no bounded motion sequence isolated
work-207bb1ca28b7472fbe1d,六三四の剣,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091206310000d0000000,小学館eコミックストア,officialPublisherInternalPreview,undated,2026-08-23,digital vol1 JDCN 091206310000d0000000 maps to source vol1 ISBN 9784091206312,accessible,6,3,p018-p023,true,false,sample-ready,p018-p019=694e6108f011aee83ca9114a69df18b54b30e93a55a921000c1bbbc1f14b0e4b;p020-p021=b653472dad22aaa2ac88b64ddc0a5270d3b00fa5d0d6f3abf93ec37ed56063e9;p022-p023=2e06569fb3eab745b58cd5d4f3e72474ad13f8f89cfe45dd09c5cd4e4a419edf,Count capped at six after threshold; official page exposes no release date; no bounded motion sequence isolated
work-23851cd7ccf1d0c676cc,怪獣8号,https://www.shueisha.co.jp/books/reader/main.php?cid=9784088825250,集英社 公式試し読み,officialPublisherInternalPreview,2020-12-04,2026-08-23,official vol1 reader keyed by source ISBN 9784088825250,accessible,6,3,reader-step-12;reader-step-14;reader-step-18,true,false,sample-ready,reader-step-12=4c19bcdd2a5cc57a3195aa5f7539a0519963e5449c0056e0a1e16b83c4ef09fa;reader-step-14=ebabcb2a7f0e4a362b0eae72fd745c1c71d694699124326d3b288755443ee9f6;reader-step-18=756e2787083e44c8aea3821eb8328f87141409e700ad8113624961e3129b651e,Count capped at six after threshold; print folios are not rendered and sampled groups are not continuous as one motion sequence; no bounded motion sequence isolated
