position,workId,canonicalTitle
1,work-017446dd1a9039d9839b,サンダー３
2,work-02d5d329c9ef85e481cb,のたり松太郎
3,work-089947c5303024841fef,デカワンコ
4,work-0e036724913c69bb937a,ファイアパンチ
5,work-1012948f5de799831da4,RED
6,work-1088a1dc00a3b0d22201,邪眼は月輪に飛ぶ
7,work-19a26f01512166856a6a,銀河鉄道999
8,work-1e27731b880d0d9012f8,吉祥天女
9,work-207bb1ca28b7472fbe1d,六三四の剣
10,work-23851cd7ccf1d0c676cc,怪獣8号
11,work-29d4300ad9d3358fb67a,外天楼
12,work-3dfaf6231e21133620c6,忍者と極道
13,work-3e725951eb9c49771087,嘘解きレトリック
14,work-40b8c35b1d8c9a90144c,orange
15,work-4c784fc78dfd9b139c3f,正反対な君と僕
16,work-518d7ed42dd9253679c3,墨攻
17,work-53e54c95f637b66c4fb2,がんばれ元気
18,work-5915d6d7601377fcc75f,赤髪の白雪姫
19,work-5b4dc4e6e966436b2990,人形芝居
20,work-5b9a3ec60ac5fc90f444,魔法使いの嫁
21,work-5cafd57db6b870a71a05,機動警察パトレイバー
22,work-5e20323e014d6d390aaf,あさひなぐ
23,work-5ebbc9bede841d2faf7b,高台家の人々
24,work-6f849a8e785deee3d5dc,怪物事変
25,work-71e824df2e6bc2125294,SAKAMOTO DAYS
26,work-7975d62582a89492a35f,図書館の大魔術師
27,work-7d259c925286a9f91310,聖☆おにいさん
28,work-8147aefccc365b0ecb4d,黒執事
29,work-838a6f0ad2d1ef487588,信長協奏曲
30,work-83fc3c4366e51b35b821,風と木の詩
31,work-84b7c7d7720447075c25,軍靴のバルツァー
32,work-9072892a767332254f00,flat
33,work-98b7d2ef065bde405972,スーパーの裏でヤニ吸うふたり
34,work-a59481c00155de21d75f,ケロロ軍曹
35,work-a8349445836546a82934,百姓貴族
36,work-ab95f4d4997113e0687a,月刊少女野崎くん
37,work-ad32c71b07fd13c65a79,私の推しは悪役令嬢。
38,work-bbeeaad9e37ab267dc29,僕とロボコ
39,work-c221a17d6b962b17c9f4,屍鬼
40,work-c55467873ec70e670484,大ダーク
41,work-ccf0ddff9c6410c4de14,サンキューピッチ
42,work-cdef8cfd678998a51447,うさぎドロップ
43,work-ced7a8e6d9c3b8147702,水は海に向かって流れる
44,work-daf65c6f2cce3e076dfa,凪のお暇
45,work-db80d94709b62aa8823f,逃げ上手の若君
46,work-ef1bdac46a0956a87f7f,タコピーの原罪
47,work-f5847c45d30753150364,闇のパープル・アイ
48,work-fabc7f5d853e361acaf3,YAIBA
49,work-fb7a0ed6a88db7d7bc71,夢の碑
50,work-fd88144bf7334c4aae39,おそ松くん
