workId,themeId,centrality,confidence,evidenceId
work-0029e59a039dce3f6e74,revenge,1,0.86,ev-batch-003-a-work-0029e59a039dce3f6e74
work-0029e59a039dce3f6e74,reincarnation,2,0.90,ev-batch-003-a-work-0029e59a039dce3f6e74
work-0029e59a039dce3f6e74,school,1,0.84,ev-batch-003-a-work-0029e59a039dce3f6e74
work-0029e59a039dce3f6e74,workplace,2,0.88,ev-batch-003-a-work-0029e59a039dce3f6e74
work-048a39f42bd18cb0823e,crafting,2,0.76,ev-batch-003-a-work-048a39f42bd18cb0823e
work-048a39f42bd18cb0823e,workplace,2,0.80,ev-batch-003-a-work-048a39f42bd18cb0823e
work-04f35b4c99514d50231d,tournament,1,0.72,ev-batch-003-a-work-04f35b4c99514d50231d
work-04f35b4c99514d50231d,workplace,1,0.74,ev-batch-003-a-work-04f35b4c99514d50231d
work-064c0062e7a8e29cfbed,investigation,2,0.90,ev-batch-003-a-work-064c0062e7a8e29cfbed
work-064c0062e7a8e29cfbed,workplace,2,0.88,ev-batch-003-a-work-064c0062e7a8e29cfbed
work-131ba7a362fa9e38a10a,investigation,2,0.82,ev-batch-003-a-work-131ba7a362fa9e38a10a
work-131ba7a362fa9e38a10a,workplace,2,0.86,ev-batch-003-a-work-131ba7a362fa9e38a10a
work-171b262b7ad72871f795,combat,2,0.90,ev-batch-003-a-work-171b262b7ad72871f795
work-171b262b7ad72871f795,war,2,0.90,ev-batch-003-a-work-171b262b7ad72871f795
work-171b262b7ad72871f795,territoryManagement,1,0.78,ev-batch-003-a-work-171b262b7ad72871f795
work-174e7603bb0e71bb62ab,school,2,0.90,ev-batch-003-a-work-174e7603bb0e71bb62ab
work-197089286d30de82f9e9,tournament,1,0.80,ev-batch-003-a-work-197089286d30de82f9e9
work-197089286d30de82f9e9,workplace,2,0.86,ev-batch-003-a-work-197089286d30de82f9e9
work-1d447cc9026b530fb53d,workplace,1,0.74,ev-batch-003-a-work-1d447cc9026b530fb53d
