workId,themeId,centrality,confidence,evidenceId
work-7a4e7ba45413e1b8af34,school,2,0.9,ev-batch-003-a-work-7a4e7ba45413e1b8af34
work-7a4e7ba45413e1b8af34,sportsCompetition,2,0.88,ev-batch-003-a-work-7a4e7ba45413e1b8af34
work-7abb6e8396c5e1252173,cooking,2,0.94,ev-batch-003-a-work-7abb6e8396c5e1252173
work-81c561ca6bb74a301cf8,adventure,2,0.88,ev-batch-003-a-work-81c561ca6bb74a301cf8
work-81c561ca6bb74a301cf8,combat,2,0.84,ev-batch-003-a-work-81c561ca6bb74a301cf8
work-81c561ca6bb74a301cf8,politics,1,0.72,ev-batch-003-a-work-81c561ca6bb74a301cf8
work-81c561ca6bb74a301cf8,dungeon,1,0.75,ev-batch-003-a-work-81c561ca6bb74a301cf8
work-81c561ca6bb74a301cf8,territoryManagement,1,0.78,ev-batch-003-a-work-81c561ca6bb74a301cf8
work-83510afea8d961aec880,workplace,1,0.72,ev-batch-003-a-work-83510afea8d961aec880
work-84a6a139c55f2760544e,school,2,0.88,ev-batch-003-a-work-84a6a139c55f2760544e
work-88e75622b83b794c03ac,survival,2,0.9,ev-batch-003-a-work-88e75622b83b794c03ac
work-88e75622b83b794c03ac,cooking,1,0.82,ev-batch-003-a-work-88e75622b83b794c03ac
work-9036a98c069b5ef8cd54,school,1,0.7,ev-batch-003-a-work-9036a98c069b5ef8cd54
work-9036a98c069b5ef8cd54,exploration,2,0.84,ev-batch-003-a-work-9036a98c069b5ef8cd54
work-98637340992f2f50107d,workplace,1,0.78,ev-batch-003-a-work-98637340992f2f50107d
work-a25bac53b4757f13f21a,workplace,2,0.92,ev-batch-003-a-work-a25bac53b4757f13f21a
