position,workId,canonicalTitle
1,work-e4c4435d459ab5ae1aa4,もう卵は殺さない
2,work-e4ef6ec32d4d111a15ce,おかあさんがいっしょ
3,work-e4f24751c13de2b9b8d5,中央モノローグ線
4,work-e54b7f8315b3ef48677d,本屋の森のあかり
5,work-e5508319d945331219b1,アレルヤ
6,work-e5a246728eaa431e66aa,マチキネマ
7,work-e5ab5136280cf59da6bb,前夜祭
8,work-e5d006a0e329882e64a5,真夜中ハートチューン
9,work-e6e744db481766c463b3,女装男子はスカートを脱ぎたい！
10,work-e6ee3d38e7e43da54028,サナギさん
11,work-e74460a914133493e11e,ことりサラリーマン 鳥川さん
12,work-e7654f6737cf01051e67,薔薇のために
13,work-e77bba43057fae9a479b,アニマル横町
14,work-e7adc74b361fe17f18c2,魔法使いの娘
15,work-e7ef16104220e2ab2e6b,アホリズム
16,work-e7f930a01c7c9fa5d9e9,かわいそうな真弓さん
17,work-e83b8d9f87953ddd20fd,無能なナナ
18,work-e846148224265dc2cd39,にゃん天堂
19,work-e86a34fbbb38ce4293a7,テンペスト
20,work-e8d29ca977ebb296d54b,オトメン（乙男）
21,work-e90794db2fd0302e0eec,犬と猫どっちも飼ってると毎日たのしい
22,work-e90bfb1f7f9855d05d00,廻天のアルバス
23,work-e918f08288c77864d185,ピースオブケイク
24,work-e93a47139404139c0f8b,魔法使いの印刷所
25,work-e9460bc576bee1f982f5,蒼き鋼のアルペジオ
26,work-e99f152e90e3c541c48e,ノー・ガンズ・ライフ
27,work-e9e3a50943030f45254f,サツドウ
28,work-ea293776a1e463f030de,メンズ校
29,work-ea43de2c72ebf3a1f7a2,ヤスミーン
30,work-eb24b7d129086e28f8d8,さよなら群青
31,work-eba3361953777aea44a9,Odds
32,work-ebb9ccbb6b21dff22f36,幇間探偵しゃろく
33,work-ec0ac27e8c084278c495,Back Street Girls
34,work-ec452fee9d555a052aeb,彼女のカーブ
35,work-ec57ca4782916aea3f87,シテの花ー能楽師・葉賀琥太朗の咲き方ー
36,work-ec63c8160558bfd70d68,キスよりも早く
37,work-ec7d4acc56def479b441,太陽の黙示録
38,work-ed105eacfbbb8d4d6da3,未満れんあい
39,work-ed80f839bc14276b6ac8,恋の話がしたい
40,work-edc3e1cd9b365568bf18,私は君を泣かせたい
41,work-edcbb989a168e5a4d0a3,魔法なんて信じない。でも君は信じる。
42,work-edd5a737d6ae4a09bb55,大きい女の子は好きですか？
43,work-ee018730dbae5692a351,ブラッディ・クロス
44,work-ee4e60a297cec0bf66ce,蝋燭姫
45,work-ee80fc6c6aa7d1271ace,ふーふ
46,work-ee9548f201e9e0790e9d,BIRDMEN
47,work-eed309ede383686af0bd,NOT LIVES
48,work-eeead0338f5f55c4120c,浮浪雲
49,work-efbed1783d3de246e757,30センチスター
50,work-efd65d585d5af4191482,百日の薔薇
