position,workId,canonicalTitle
1,work-0029e59a039dce3f6e74,【推しの子】
2,work-048a39f42bd18cb0823e,大東京トイボックス
3,work-04f35b4c99514d50231d,デトロイト・メタル・シティ
4,work-064c0062e7a8e29cfbed,COSMOS
5,work-07faf4019b12de5e877d,私の少年
6,work-131ba7a362fa9e38a10a,超巡！超条先輩
7,work-171b262b7ad72871f795,ドリフターズ
8,work-174e7603bb0e71bb62ab,からかい上手の高木さん
9,work-197089286d30de82f9e9,多聞くん今どっち!?
10,work-1d447cc9026b530fb53d,だがしかし
11,work-29806fe5f9633b940747,暗殺教室
12,work-319e39a597d16251efc9,乱と灰色の世界
13,work-3ba6e8e3cfdec674eae3,劇光仮面
14,work-40ea287aae6305289cf6,その着せ替え人形は恋をする
15,work-550854424fc9cc94d585,高杉さん家のおべんとう
16,work-5baea1ce0e7e74df34b9,刻刻
17,work-672862529a341488245b,BUTTER！！！
18,work-680837b0db4ec9d2932c,トクサツガガガ
19,work-724c064d491faf4c7414,もやしもん
20,work-78d44d381562e37dd94a,きょうは会社休みます。
21,work-7a4e7ba45413e1b8af34,青空エール
22,work-7abb6e8396c5e1252173,甘々と稲妻
23,work-81c561ca6bb74a301cf8,ライドンキング
24,work-83510afea8d961aec880,俺はまだ本気出してないだけ
25,work-84a6a139c55f2760544e,僕の心のヤバイやつ
26,work-88e75622b83b794c03ac,山賊ダイアリー
27,work-9036a98c069b5ef8cd54,よふかしのうた
28,work-98637340992f2f50107d,いつかティファニーで朝食を
29,work-a25bac53b4757f13f21a,鬼灯の冷徹
30,work-a4ca6e21e97927928e1a,喰う寝るふたり住むふたり
31,work-a7413b6e35e0d316a538,となりの怪物くん
32,work-a7e0062c7153978fc6fe,失恋ショコラティエ
33,work-a960372ed5efa4031896,シルバーマウンテン
34,work-aa6d796e2e04a55b94b1,惑星のさみだれ
35,work-ae0ac8a5acfc5fbb7dd6,終末のワルキューレ
36,work-b2be97620643b3342637,アオイホノオ
37,work-b708734262fb9b67f948,ねこだらけ
38,work-bd42208a660912d9d95d,路地恋花
39,work-c5e8c957903bf1832dc5,日々ロック
40,work-c805c5b70111f75d6fb5,海獣の子供
41,work-c9e32218e26c6c6292f9,ファントムバスターズ
42,work-d655ea1cfb913f33cc9a,湯神くんには友達がいない
43,work-d735187a8421d0d33399,姉の結婚
44,work-da98a01b4d345bd9c415,放課後のカリスマ
45,work-df29832c2155775e0e7c,となりの関くん
46,work-ea41ee65245a0dbdc4a8,男子高校生の日常
47,work-f1d22b68efa7fbd501ee,僕の小規模な生活
48,work-f59be454d59478f33914,ハクメイとミコチ
49,work-f6cddc6b36f20bd0cc74,空挺ドラゴンズ
50,work-f6fa4c2d3a7e1dc5257b,ワカコ酒
