id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
work-025c8ab93483a39c9330,ホストと社畜,,河尻みつる,双葉社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-025c8ab93483a39c9330
work-098b1781e14365eea667,うるわしの宵の月,,やまもり 三香,講談社,shojo,unknown,2020,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-098b1781e14365eea667
work-0f3a44f5dcab9623d1be,応天の門,,灰原薬,新潮社,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0f3a44f5dcab9623d1be
work-11d23966f22f777e95d0,のらみみ,,原一雄,小学館,seinen,unknown,2003,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-11d23966f22f777e95d0
work-132ce7172750a3b1fa53,ヒナまつり,,大武政夫,エンターブレイン,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-132ce7172750a3b1fa53
work-15dba4fdb46308ab45d7,駅から5分,,くらもちふさこ,集英社,shojo,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15dba4fdb46308ab45d7
work-188ba092c6195603bb3f,つらつらわらじ,,オノ・ナツメ,講談社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-188ba092c6195603bb3f
work-19c2017b33c07f48634e,ふうらい姉妹,,長崎 ライチ,KADOKAWA,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-19c2017b33c07f48634e
work-1a6ad6771865b43c8516,それでも町は廻っている,,石黒正数,少年画報社,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1a6ad6771865b43c8516
work-1cdc6c5cca7c33fafe51,青空にとおく酒浸り,,安永航一郎,徳間書店,unknown,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1cdc6c5cca7c33fafe51
work-23077ad33a2066bef5a6,Sunny,,松本大洋,小学館,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-23077ad33a2066bef5a6
work-2356050c72240569e1c5,すみれファンファーレ,,松島 直子,小学館,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-2356050c72240569e1c5
work-2c4fe00df5255fc082f9,ヒーローカンパニー,,島本和彦,ヒーローズ,unknown,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-2c4fe00df5255fc082f9
work-2d385ad0525742330e70,ねずみの初恋,,大瀬戸 陸,講談社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-2d385ad0525742330e70
work-2df743e085adef5e9bd3,キルアオ,,藤巻 忠俊,集英社,shonen,unknown,2023,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-2df743e085adef5e9bd3
