rakutenMatchId,candidateId,matchStatus,isbn,matchedTitle,editionKind,isRepresentative,sourceUrl,checkedAt,notes
rakuten-match-060a72fe10cf6ba9cbfc,candidate-060a72fe10cf6ba9cbfc,matched,9784063722017,チェーザレ　破壊の創造者（1）,standard,true,https://books.rakuten.co.jp/rb/4141702/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-076beb86f844b642beef,candidate-076beb86f844b642beef,matched,9784091848475,くーねるまるた（1）,standard,true,https://books.rakuten.co.jp/rb/12127748/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-091d231d37f037fb07e8,candidate-091d231d37f037fb07e8,matched,9784063872576,インベスターZ（1）,standard,true,https://books.rakuten.co.jp/rb/12443114/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003004."
rakuten-match-0cf463005cc77eeded8e,candidate-0cf463005cc77eeded8e,matched,9784757579620,黄泉のツガイ（1）,standard,true,https://books.rakuten.co.jp/rb/17124585/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001002."
rakuten-match-0d1ad77728a44df56508,candidate-0d1ad77728a44df56508,matched,9784812487983,ラーメン大好き小泉さん（1）,standard,true,https://books.rakuten.co.jp/rb/12906514/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003044."
rakuten-match-0dabd1d17e5fcf2992b9,candidate-0dabd1d17e5fcf2992b9,matched,9784091866707,忘却のサチコ（1）,standard,true,https://books.rakuten.co.jp/rb/12992475/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-0ebf010ac12b9b60d80e,candidate-0ebf010ac12b9b60d80e,matched,9784757746954,機動旅団八福神　9巻,standard,true,https://books.rakuten.co.jp/rb/5977527/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-0ede6921b81169dc2dda,candidate-0ede6921b81169dc2dda,matched,9784063958423,不滅のあなたへ（1）,standard,true,https://books.rakuten.co.jp/rb/14596035/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001006."
rakuten-match-0eff8190c0c6ff604527,candidate-0eff8190c0c6ff604527,matched,9784091885388,よるくも（1）,standard,true,https://books.rakuten.co.jp/rb/6918263/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003041."
rakuten-match-12b484cd79bfe6852ea1,candidate-12b484cd79bfe6852ea1,matched,9784091825377,高校球児ザワさん（1）,standard,true,https://books.rakuten.co.jp/rb/6043463/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-151b456508f78852b002,candidate-151b456508f78852b002,matched,9784091570697,ヨルムンガンド（1）,standard,true,https://books.rakuten.co.jp/rb/4148972/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003039."
rakuten-match-1550d4a52c3fe6d9f94c,candidate-1550d4a52c3fe6d9f94c,matched,9784758053945,ボクラノキセキ（1）,standard,true,https://books.rakuten.co.jp/rb/5952822/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001002024."
rakuten-match-15d6508605fbd4a266fc,candidate-15d6508605fbd4a266fc,matched,9784840116626,おまかせ精霊1,standard,true,https://books.rakuten.co.jp/rb/4262048/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-18e08fe95968a6537773,candidate-18e08fe95968a6537773,matched,9784592166610,ニラメッコ 1,standard,true,https://books.rakuten.co.jp/rb/16722608/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012/001001003010."
rakuten-match-19b578d0e828242f14f3,candidate-19b578d0e828242f14f3,matched,9784832266193,恋愛ラボ（1）,standard,true,https://books.rakuten.co.jp/rb/5402451/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003035."
rakuten-match-1b3afe12c434a9cf7603,candidate-1b3afe12c434a9cf7603,matched,9784063760231,銀のスプーン（1）,standard,true,https://books.rakuten.co.jp/rb/6946942/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-1b7c4ed54d7761cd242b,candidate-1b7c4ed54d7761cd242b,matched,9784063722802,おかめ日和,standard,true,https://books.rakuten.co.jp/rb/4347827/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-1bce95b6c02673e59bcf,candidate-1bce95b6c02673e59bcf,matched,9784091856883,新黒沢 最強伝説（1),standard,true,https://books.rakuten.co.jp/rb/12504388/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-1d5a3158e78e639f1973,candidate-1d5a3158e78e639f1973,matched,9784063728644,カレチ（1）,standard,true,https://books.rakuten.co.jp/rb/6264606/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003004."
rakuten-match-1e9c4852863a22bba058,candidate-1e9c4852863a22bba058,matched,9784063950717,GREEN　WORLDZ（1）,standard,true,https://books.rakuten.co.jp/rb/12724192/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001006."
rakuten-match-1ec3d48e64b228bb8a92,candidate-1ec3d48e64b228bb8a92,matched,9784091322692,娚の一生（1）,standard,true,https://books.rakuten.co.jp/rb/5979544/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-238c04ae3a3a61451078,candidate-238c04ae3a3a61451078,matched,9784757529083,リューシカ・リューシカ（1）,standard,true,https://books.rakuten.co.jp/rb/6483933/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001002."
